訓練日期,20110622 - 20110922
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11368655.619999999180436
真實報酬,1368655.619999999180436

夏普值報酬,0.128165562000000
夏普值風險,0.039031075138804
夏普值,3.283680030442738

預期報酬,26490.159608178080816
風險,347339.481642555794679
趨勢值,0.076265904131909
找到最佳解世代,2281
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](1),MCD[15](2),
Stock#,AAPL[0](1),MCD[15](2),
張數,107596,60386,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,13.879999999888241,39.200000000186265,
20110622,4959113.520000000484288,4990942.100000000558794,9950055.620000001043081
20110623,5091456.599999999627471,4969203.140000000596046,10060659.740000000223517
20110624,5016139.399999999441206,4942029.440000000409782,9958168.839999999850988
20110627,5103292.160000000149012,4971014.719999999739230,10074306.879999998956919
20110628,5152786.320000000298023,5093598.299999999813735,10246384.620000001043081
20110629,5134495.000000000000000,5106883.219999999739230,10241378.219999998807907
20110630,5159242.080000000074506,5091786.719999999739230,10251028.800000000745058
20110701,5276521.719999999739230,5172100.100000000558794,10448621.820000000298023
20110705,5371206.200000000186265,5171496.240000000223517,10542702.440000001341105
20110706,5406712.879999999888241,5184781.160000000149012,10591494.039999999105930
20110707,5490637.759999999776483,5196858.360000000335276,10687496.120000001043081
20110708,5529372.320000000298023,5169080.799999999813735,10698453.120000001043081
20110711,5441143.599999999627471,5153984.299999999813735,10595127.899999998509884
20110712,5437915.719999999739230,5132245.339999999850988,10570161.059999998658895
20110713,5503549.279999999329448,5130433.759999999776483,10633983.039999999105930
20110714,5499245.439999999478459,5181761.860000000335276,10681007.300000000745058
20110715,5608993.360000000335276,5161834.480000000447035,10770827.839999999850988
20110718,5745640.279999999329448,5157003.600000000558794,10902643.879999998956919
20110719,5792982.520000000484288,5205916.259999999776483,10998898.780000001192093
20110720,5946844.799999999813735,5209539.419999999925494,11156384.219999998807907
20110721,5953300.559999999590218,5225843.640000000596046,11179144.199999999254942
20110722,6045833.119999999180436,5347823.360000000335276,11393656.480000000447035
20110725,6125454.160000000149012,5321253.520000000484288,11446707.679999999701977
20110726,6200771.360000000335276,5315214.919999999925494,11515986.280000001192093
20110727,6033997.559999999590218,5259055.940000000409782,11293053.500000000000000
20110728,6022162.000000000000000,5240336.280000000260770,11262498.280000001192093
20110729,6001718.759999999776483,5222220.480000000447035,11223939.240000000223517
20110801,6098555.160000000149012,5216785.740000000223517,11315340.900000000372529
20110802,5978047.640000000596046,5136472.360000000335276,11114520.000000000000000
20110803,6033997.559999999590218,5165457.640000000596046,11199455.199999999254942
20110804,5800514.239999999292195,5089371.280000000260770,10889885.519999999552965
20110805,5742412.399999999441206,5137680.080000000074506,10880092.480000000447035
20110808,5429308.040000000037253,4958333.660000000149012,10387641.699999999254942
20110809,5748868.160000000149012,5190819.759999999776483,10939687.919999999925494
20110810,5590702.040000000037253,5077294.080000000074506,10667996.120000001043081
20110811,5744564.320000000298023,5210143.280000000260770,10954707.600000001490116
20110812,5795134.439999999478459,5223428.200000000186265,11018562.640000000596046
20110815,5893046.799999999813735,5242751.719999999739230,11135798.519999999552965
20110816,5847856.480000000447035,5233693.820000000298023,11081550.300000000745058
20110817,5847856.480000000447035,5283814.200000000186265,11131670.679999999701977
20110818,5626208.719999999739230,5169684.660000000149012,10795893.379999998956919
20110819,5472346.439999999478459,5267509.980000000447035,10739856.419999999925494
20110822,5478802.200000000186265,5299514.560000000521541,10778316.760000001639128
20110823,5742412.399999999441206,5406397.780000000260770,11148810.179999999701977
20110824,5782222.919999999925494,5442629.379999999888241,11224852.300000000745058
20110825,5744564.320000000298023,5356881.259999999776483,11101445.580000000074506
20110826,5896274.679999999701977,5430552.180000000633299,11326826.859999999403954
20110829,5994187.040000000037253,5482484.140000000596046,11476671.179999999701977
20110830,5994187.040000000037253,5481880.280000000260770,11476067.320000000298023
20110831,5915641.959999999962747,5459537.459999999962747,11375179.419999999925494
20110901,5856464.160000000149012,5439006.219999999739230,11295470.379999998956919
20110902,5749944.119999999180436,5379827.940000000409782,11129772.059999998658895
20110906,5837096.879999999888241,5363523.719999999739230,11200620.599999999627471
20110907,5901654.480000000447035,5391905.140000000596046,11293559.620000001043081
20110908,5904882.360000000335276,5350842.660000000149012,11255725.019999999552965
20110909,5802666.160000000149012,5134660.780000000260770,10937326.940000001341105
20110912,5840324.759999999776483,5204708.540000000037253,11045033.300000000745058
20110913,5912414.080000000074506,5200481.520000000484288,11112895.600000001490116
20110914,5983427.439999999478459,5238524.700000000186265,11221952.140000000596046
20110915,6040453.320000000298023,5318234.219999999739230,11358687.539999999105930
20110916,6155581.040000000037253,5331519.140000000596046,11487100.179999999701977
20110919,6326658.679999999701977,5362919.860000000335276,11689578.539999999105930
20110920,6354633.640000000596046,5393112.860000000335276,11747746.500000000000000
20110921,6335266.360000000335276,5285021.919999999925494,11620288.280000001192093
20110922,6176024.279999999329448,5192631.339999999850988,11368655.619999999180436
