訓練日期,20110712 - 20111011
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10887286.100000001490116
真實報酬,887286.100000001490116

夏普值報酬,0.080028610000000
夏普值風險,0.025366823959223
夏普值,3.154853367873196

預期報酬,13464.386732077091438
風險,290637.796018809662201
趨勢值,0.046327032879116
找到最佳解世代,2275
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](1),MCD[15](2),
Stock#,AAPL[0](1),MCD[15](2),
張數,98872,58582,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,42.959999999962747,26.300000000745058,
20110712,4997033.839999999850988,4978910.480000000447035,9975944.320000000298023
20110713,5057345.759999999776483,4977153.020000000484288,10034498.780000001192093
20110714,5053390.879999999888241,5026947.720000000670552,10080338.600000001490116
20110715,5154240.320000000298023,5007615.660000001080334,10161855.980000000447035
20110718,5279807.759999999776483,5002929.100000001490116,10282736.860000001266599
20110719,5323311.440000000409782,5050380.520000000484288,10373691.960000000894070
20110720,5464698.400000000372529,5053895.440000000409782,10518593.839999999850988
20110721,5470630.719999999739230,5069712.580000001005828,10540343.300000000745058
20110722,5555660.639999999664724,5188048.220000000670552,10743708.859999999403954
20110725,5628825.919999999925494,5162272.140000000596046,10791098.060000000521541
20110726,5698036.320000000298023,5156413.940000000409782,10854450.260000001639128
20110727,5544784.719999999739230,5101932.680000000633299,10646717.400000000372529
20110728,5533908.799999999813735,5083772.260000000707805,10617681.060000000521541
20110729,5515123.120000000111759,5066197.660000001080334,10581320.780000001192093
20110801,5604107.919999999925494,5060925.280000001192093,10665033.200000001117587
20110802,5493371.280000000260770,4983011.220000000670552,10476382.500000000000000
20110803,5544784.719999999739230,5011130.580000001005828,10555915.300000000745058
20110804,5330232.479999999515712,4937317.260000000707805,10267549.740000000223517
20110805,5276841.599999999627471,4984182.860000000335276,10261024.460000000894070
20110808,4989124.080000000074506,4810194.320000000298023,9799318.400000000372529
20110809,5282773.919999999925494,5035735.020000000484288,10318508.940000001341105
20110810,5137432.080000000074506,4925600.860000000335276,10063032.940000001341105
20110811,5278819.040000000037253,5054481.260000000707805,10333300.300000000745058
20110812,5325288.879999999888241,5067369.300000000745058,10392658.179999999701977
20110815,5415262.400000000372529,5086115.540000000037253,10501377.940000001341105
20110816,5373736.160000000149012,5077328.240000001154840,10451064.400000002235174
20110817,5373736.160000000149012,5125951.300000000745058,10499687.460000000894070
20110818,5170059.839999999850988,5015231.320000000298023,10185291.160000000149012
20110819,5028672.879999999888241,5110134.160000001080334,10138807.040000000968575
20110822,5034605.200000000186265,5141182.620000001043081,10175787.820000000298023
20110823,5276841.599999999627471,5244872.760000000707805,10521714.359999999403954
20110824,5313424.240000000223517,5280021.960000000894070,10593446.200000001117587
20110825,5278819.040000000037253,5196835.520000000484288,10475654.560000000521541
20110826,5418228.559999999590218,5268305.560000001452863,10686534.120000001043081
20110829,5508202.080000000074506,5318686.080000001005828,10826888.160000000149012
20110830,5508202.080000000074506,5318100.260000000707805,10826302.339999999850988
20110831,5436025.519999999552965,5296424.920000000856817,10732450.440000001341105
20110901,5381645.919999999925494,5276507.040000000037253,10658152.960000000894070
20110902,5283762.639999999664724,5219096.680000000633299,10502859.320000000298023
20110906,5363848.959999999962747,5203279.540000000037253,10567128.500000000000000
20110907,5423172.160000000149012,5230813.080000001005828,10653985.240000002086163
20110908,5426138.320000000298023,5190977.320000000298023,10617115.640000000596046
20110909,5332209.919999999925494,4981253.760000000707805,10313463.679999999701977
20110912,5366815.120000000111759,5049208.880000000819564,10416024.000000000000000
20110913,5433059.360000000335276,5045108.140000000596046,10478167.500000000000000
20110914,5498314.879999999888241,5082014.800000000745058,10580329.679999999701977
20110915,5550717.040000000037253,5159343.040000000037253,10710060.080000000074506
20110916,5656510.080000000074506,5172231.080000001005828,10828741.160000000149012
20110919,5813716.559999999590218,5202693.720000000670552,11016410.280000001192093
20110920,5839423.280000000260770,5231984.720000000670552,11071408.000000000000000
20110921,5821626.320000000298023,5127122.940000000409782,10948749.260000001639128
20110922,5675295.759999999776483,5037492.480000000447035,10712788.240000000223517
20110923,5710889.679999999701977,5118335.640000000596046,10829225.320000000298023
20110926,5695070.160000000149012,5233742.180000000633299,10928812.339999999850988
20110927,5639701.839999999850988,5257174.980000000447035,10896876.820000000298023
20110928,5608062.799999999813735,5156999.760000000707805,10765062.560000000521541
20110929,5517100.559999999590218,5200936.260000000707805,10718036.820000000298023
20110930,5385600.799999999813735,5144697.540000000037253,10530298.339999999850988
20111003,5290683.679999999701977,5039249.940000000409782,10329933.620000001043081
20111004,5261022.080000000074506,5066197.660000001080334,10327219.740000002086163
20111005,5343085.839999999850988,5028119.360000000335276,10371205.199999999254942
20111006,5330232.479999999515712,5103104.320000000298023,10433336.800000000745058
20111007,5223450.719999999739230,5108376.700000001117587,10331827.420000001788139
20111010,5491393.839999999850988,5185119.120000001043081,10676512.960000000894070
20111011,5653543.919999999925494,5233742.180000000633299,10887286.100000001490116
