訓練日期,20100527 - 20100827
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11529789.280000001192093
真實報酬,1529789.280000001192093

夏普值報酬,0.144278928000000
夏普值風險,0.041414536960175
夏普值,3.483774987964798

預期報酬,23563.553762237777846
風險,192717.057340814499184
趨勢值,0.122270203205554
找到最佳解世代,2445
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
MCD[15](3),VZ[26](1),
Stock#,MCD[15](3),VZ[26](1),
張數,75746,198570,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,6.540000000037253,7.400000000372529,
20100527,5090137.740000000223517,5121127.700000000186265,10211265.440000001341105
20100528,5065141.560000000521541,5109213.500000000000000,10174355.060000000521541
20100601,5026511.099999999627471,5051628.200000000186265,10078139.300000000745058
20100602,5133312.959999999962747,5121127.700000000186265,10254440.660000000149012
20100603,5139372.639999999664724,5131056.200000000186265,10270428.839999999850988
20100604,5052264.740000000223517,5051628.200000000186265,10103892.940000001341105
20100607,5056052.040000000037253,5027799.800000000745058,10083851.839999999850988
20100608,5179518.019999999552965,5138999.000000000000000,10318517.019999999552965
20100609,5170428.500000000000000,5156870.299999999813735,10327298.800000000745058
20100610,5254506.560000000521541,5262112.400000000372529,10516618.960000000894070
20100611,5267383.380000000819564,5301826.400000000372529,10569209.780000001192093
20100614,5249204.339999999850988,5315726.300000000745058,10564930.640000000596046
20100615,5332524.940000000409782,5405082.799999999813735,10737607.740000000223517
20100616,5324192.880000000819564,5416997.000000000931323,10741189.880000002682209
20100617,5306013.839999999850988,5401111.400000000372529,10707125.240000000223517
20100618,5293137.019999999552965,5407068.500000000000000,10700205.519999999552965
20100621,5296166.860000000335276,5395154.300000000745058,10691321.160000000149012
20100622,5199211.980000000447035,5395154.300000000745058,10594366.280000001192093
20100623,5198454.519999999552965,5444796.800000000745058,10643251.320000000298023
20100624,5130283.120000000111759,5377283.000000000000000,10507566.120000001043081
20100625,5106801.860000000335276,5299840.700000000186265,10406642.560000000521541
20100628,5099984.719999999739230,5329626.200000000186265,10429610.919999999925494
20100629,5034085.699999999254942,5313740.600000000558794,10347826.300000000745058
20100630,4989395.560000000521541,5202541.400000000372529,10191936.960000000894070
20100701,5053022.199999999254942,5222398.400000000372529,10275420.599999999627471
20100702,5009846.980000000447035,5323669.100000000558794,10333516.080000001937151
20100706,5007574.599999999627471,5283955.100000000558794,10291529.699999999254942
20100707,5098469.799999999813735,5266083.800000000745058,10364553.600000001490116
20100708,5227995.459999999962747,5317712.000000000931323,10545707.460000000894070
20100709,5243144.660000000149012,5291897.900000000372529,10535042.560000000521541
20100712,5297681.780000000260770,5260126.700000000186265,10557808.480000000447035
20100713,5365853.180000000633299,5339554.700000000186265,10705407.880000000819564
20100714,5370397.940000000409782,5329626.200000000186265,10700024.140000000596046
20100715,5402968.719999999739230,5321683.400000000372529,10724652.120000001043081
20100716,5297681.780000000260770,5299840.700000000186265,10597522.480000000447035
20100719,5295409.399999999441206,5305797.799999999813735,10601207.199999999254942
20100720,5368125.560000000521541,5295869.300000000745058,10663994.860000001266599
20100721,5310558.599999999627471,5266083.800000000745058,10576642.400000000372529
20100722,5408270.940000000409782,5361397.400000000372529,10769668.339999999850988
20100723,5294651.940000000409782,5563938.800000000745058,10858590.740000002086163
20100726,5368125.560000000521541,5615567.000000000931323,10983692.560000002384186
20100727,5332524.940000000409782,5677123.700000000186265,11009648.640000000596046
20100728,5284804.959999999962747,5740666.100000000558794,11025471.060000000521541
20100729,5255264.019999999552965,5734709.000000000000000,10989973.019999999552965
20100730,5281775.120000000111759,5770451.600000000558794,11052226.720000000670552
20100802,5321163.040000000037253,5869736.600000000558794,11190899.640000000596046
20100803,5336312.240000000223517,5865765.200000000186265,11202077.440000001341105
20100804,5354491.280000000260770,5837965.400000000372529,11192456.679999999701977
20100805,5336312.240000000223517,5867750.900000000372529,11204063.140000000596046
20100806,5434024.580000000074506,5867750.900000000372529,11301775.480000000447035
20100809,5523404.860000000335276,5929307.600000000558794,11452712.460000000894070
20100810,5517345.180000000633299,5961078.800000000745058,11478423.980000000447035
20100811,5421147.759999999776483,5869736.600000000558794,11290884.359999999403954
20100812,5458263.299999999813735,6020649.800000000745058,11478913.100000001490116
20100813,5445386.480000000447035,5963064.500000000931323,11408450.980000000447035
20100816,5437811.880000000819564,5949164.600000000558794,11386976.480000000447035
20100817,5546128.660000000149012,5990864.300000000745058,11536992.960000000894070
20100818,5548401.040000000037253,5986892.900000000372529,11535293.940000001341105
20100819,5527192.160000000149012,5881650.800000000745058,11408842.960000000894070
20100820,5535524.219999999739230,5832008.300000000745058,11367532.519999999552965
20100823,5555218.180000000633299,5839951.100000000558794,11395169.280000001192093
20100824,5508255.660000000149012,5851865.299999999813735,11360120.960000000894070
20100825,5543856.280000000260770,5889593.600000000558794,11433449.880000000819564
20100826,5541583.899999999441206,5857822.400000000372529,11399406.300000000745058
20100827,5604453.080000000074506,5925336.200000000186265,11529789.280000001192093
