訓練日期,20110325 - 20110627
訓練天數,65
代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10986247.229999996721745
真實報酬,986247.229999996721745

夏普值報酬,0.089924723000000
夏普值風險,0.030755578721486
夏普值,2.923850785391882

預期報酬,17628.876780334136129
風險,126406.743901287176413
趨勢值,0.139461521088628
找到最佳解世代,2152
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,133457,
分配資金,10000000.000000000000000,
剩餘資金,66.989999998360872,
20110325,10042706.239999998360872,10042706.239999998360872
20110328,10009341.989999998360872,10009341.989999998360872
20110329,10058721.079999998211861,10058721.079999998211861
20110330,10117442.159999998286366,10117442.159999998286366
20110331,10154810.119999999180436,10154810.119999999180436
20110401,10141464.419999998062849,10141464.419999998062849
20110404,10194847.219999998807907,10194847.219999998807907
20110405,10222873.189999997615814,10222873.189999997615814
20110406,10238888.029999997466803,10238888.029999997466803
20110407,10144133.559999998658895,10144133.559999998658895
20110408,10148137.269999999552965,10148137.269999999552965
20110411,10176163.239999998360872,10176163.239999998360872
20110412,10230880.609999997541308,10230880.609999997541308
20110413,10261575.719999998807907,10261575.719999998807907
20110414,10285597.979999996721745,10285597.979999996721745
20110415,10326969.649999998509884,10326969.649999998509884
20110418,10276255.989999998360872,10276255.989999998360872
20110419,10222873.189999997615814,10222873.189999997615814
20110420,10463095.789999999105930,10463095.789999999105930
20110421,10264244.859999997541308,10264244.859999997541308
20110425,10293605.399999998509884,10293605.399999998509884
20110426,10268248.569999998435378,10268248.569999998435378
20110427,10392363.579999998211861,10392363.579999998211861
20110428,10413716.699999999254942,10413716.699999999254942
20110429,10451084.659999998286366,10451084.659999998286366
20110502,10495125.469999998807907,10495125.469999998807907
20110503,10535162.569999998435378,10535162.569999998435378
20110504,10552511.979999996721745,10552511.979999996721745
20110505,10489787.189999997615814,10489787.189999997615814
20110506,10503132.889999998733401,10503132.889999998733401
20110509,10584541.659999998286366,10584541.659999998286366
20110510,10637924.459999997168779,10637924.459999997168779
20110511,10611233.059999998658895,10611233.059999998658895
20110512,10764708.609999997541308,10764708.609999997541308
20110513,10775385.169999998062849,10775385.169999998062849
20110516,10828767.969999998807907,10828767.969999998807907
20110517,10800742.000000000000000,10800742.000000000000000
20110518,10876812.489999998360872,10876812.489999998360872
20110519,11011604.059999998658895,11011604.059999998658895
20110520,10987581.799999998882413,10987581.799999998882413
20110523,11010269.489999998360872,11010269.489999998360872
20110524,11028953.469999998807907,11028953.469999998807907
20110525,11039630.029999997466803,11039630.029999997466803
20110526,11000927.500000000000000,11000927.500000000000000
20110527,10892827.329999998211861,10892827.329999998211861
20110531,10882150.769999999552965,10882150.769999999552965
20110601,10807414.849999999627471,10807414.849999999627471
20110602,10776719.739999998360872,10776719.739999998360872
20110603,10748693.769999999552965,10748693.769999999552965
20110606,10770046.889999998733401,10770046.889999998733401
20110607,10828767.969999998807907,10828767.969999998807907
20110608,10830102.539999999105930,10830102.539999999105930
20110609,10844782.809999998658895,10844782.809999998658895
20110610,10724671.509999997913837,10724671.509999997913837
20110613,10774050.599999999627471,10774050.599999999627471
20110614,10872808.779999997466803,10872808.779999997466803
20110615,10842113.669999998062849,10842113.669999998062849
20110616,10918184.159999998286366,10918184.159999998286366
20110617,11012938.629999997094274,11012938.629999997094274
20110620,11035626.319999998435378,11035626.319999998435378
20110621,11050306.589999997988343,11050306.589999997988343
20110622,11030288.039999999105930,11030288.039999999105930
20110623,10982243.519999999552965,10982243.519999999552965
20110624,10922187.869999999180436,10922187.869999999180436
20110627,10986247.229999996721745,10986247.229999996721745
