代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13468609.245250000000
真實報酬,3468609.245249999700

夏普值報酬,0.338160924525
夏普值風險,0.096877817188
夏普值,3.490591905776

預期報酬,16559.204826835808
風險,307988.749376145890
起點值,0.053765615986
找到最佳解世代,4105
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1326(5),2301(11),2325(16),
FS( 83 ),3371059.407000001100,3503138.077749999700,4208993.149000000200,11083191.633750001000
FS( 84 ),3371059.407000001100,3706723.209499999400,4136515.289000000300,11214298.905500000000
FS( 85 ),3432795.012750000700,3803094.869499999600,4169130.325999999400,11405021.208249999000
FS( 86 ),3428046.120000000600,3776592.663000000200,4160976.566750000200,11365616.349750001000
FS( 87 ),3456539.476500000300,3846462.116500000000,4208993.149000000200,11511995.742000001000
FS( 88 ),3456539.476500000300,4034386.853499999700,4192685.630499999000,11683612.960499998000
FS( 89 ),3390054.978000001100,3953675.588249999600,4208993.149000000200,11552724.715250000000
FS( 90 ),3428046.120000000600,3792253.057750000200,4208993.149000000200,11429293.326750001000
FS( 91 ),3442292.798250000000,4023545.041749999900,4169130.325999999400,11634969.165999999000
FS( 92 ),3437543.905499999900,4071730.871750000400,4200839.389750000100,11710115.166999999000
FS( 93 ),3499807.166000000700,4034386.853499999700,4208993.149000000200,11743188.168500001000
FS( 94 ),3489781.725750001100,4056070.477000000400,4241608.185999999800,11787461.388750002000
FS( 95 ),3470786.154750000700,3986201.023500000600,4192685.630499999000,11649673.808750000000
FS( 96 ),3480283.940250000500,4056070.477000000400,4192685.630499999000,11729041.047750000000
FS( 97 ),3509304.951500000400,4082572.683499999300,3941731.040250000100,11533609.675249999000
FS( 98 ),3509304.951500000400,4040410.082250000000,4169130.325999999400,11718846.359749999000
FS( 99 ),3594785.021000000200,4147623.554000000000,4160976.566750000200,11903386.141750000000
FS( 100 ),3599533.913750000800,4115098.118750000800,4136515.289000000300,11851148.321500001000
FS( 101 ),3632776.163000000600,4034386.853499999700,4120207.770500000100,11787371.787000000000
FS( 102 ),3675516.197750000700,4066912.288749999400,4136515.289000000300,11878944.775500001000
FS( 103 ),3704009.554250000500,3927173.381750000200,4087592.733500000100,11718776.669500001000
FS( 104 ),3770494.052750000300,3953675.588249999600,3994277.488750000000,11718448.129750000000
FS( 105 ),3823259.527750000400,4001861.418249999600,4071285.215000000300,11896407.161000000000
FS( 106 ),3756247.374500000400,3991019.606499999800,3958038.558750000300,11705306.539750000000
FS( 107 ),3708758.447000000200,3953675.588249999600,3933577.280999999500,11596012.316250000000
FS( 108 ),3746749.589000000200,3981382.440500000500,4095746.492749999300,11823879.522250000000
FS( 109 ),3708758.447000000200,3916331.569999999400,4071285.215000000300,11696376.231999999000
FS( 110 ),3694511.768750000300,3927173.381750000200,4112054.011249999500,11733740.161750000000
FS( 111 ),3713507.339750000300,4012703.230000000400,4128361.529749999800,11854573.099500000000
FS( 112 ),3746749.589000000200,4071730.871750000400,4026892.525750000000,11845373.986500001000
FS( 113 ),3832757.313250001100,4071730.871750000400,3994277.488750000000,11898766.673750002000
FS( 114 ),3784740.731000001100,4136781.742250000600,3974346.077250000100,11895869.550500002000
FS( 115 ),3789489.623750000700,4115098.118750000800,3946260.906500000000,11850849.649000002000
FS( 116 ),3789489.623750000700,4130758.513499999400,3921799.628749999700,11842048.766000001000
FS( 117 ),3828008.420500000500,4147623.554000000000,3994277.488750000000,11969910.463250000000
FS( 118 ),3775242.945500000400,4056070.477000000400,4274223.223000000200,12105537.645500001000
FS( 119 ),3789489.623750000700,4099437.724000000400,4266069.463750001000,12154997.811500002000
FS( 120 ),3770494.052750000300,4121121.347499999700,4266069.463750001000,12157685.864000000000
FS( 121 ),3847003.991500000500,4250018.442750000400,4169130.325999999400,12266153.760250000000
FS( 122 ),3851752.884250001100,4250018.442750000400,4217146.908250000300,12318919.235250002000
FS( 123 ),3894492.919000000700,4174125.760499999900,4152822.807500000600,12221442.487000002000
FS( 124 ),3779991.838250001400,4324706.479250000800,4160976.566750000200,12265675.884250004000
FS( 125 ),3775242.945500000400,4287362.461000001100,4103900.251999999900,12166506.658500001000
FS( 126 ),3847003.991500000500,4243995.214000000600,4103900.251999999900,12194900.457500001000
FS( 127 ),3865999.562500000500,4265678.837500001300,4071285.215000000300,12202964.615000002000
FS( 128 ),3889744.026250000600,4239176.631000000100,4071285.215000000300,12200206.872250000000
FS( 129 ),3951479.632000001100,4254837.025750000000,4144669.048249999500,12350986.706000000000
FS( 130 ),4065453.058000000200,4335548.291000001100,4152822.807500000600,12553825.156500002000
FS( 131 ),4070201.950750001200,4303022.855750000100,4136515.289000000300,12509741.095500002000
FS( 132 ),4074950.843500001400,4340366.873999999800,4095746.492749999300,12511065.210250001000
FS( 133 ),4127716.318500000500,4368073.726249999400,4043200.044249999800,12538991.089000000000
FS( 134 ),4055955.272500000900,4313864.667500000400,4087592.733500000100,12457413.673500001000
FS( 135 ),4055955.272500000900,4292181.044000001600,4054977.696500000100,12403115.013000002000
FS( 136 ),4036959.701500000400,4346390.102749999600,4038670.177999999800,12422020.982249999000
FS( 137 ),4032210.808750000800,4324706.479250000800,4071285.215000000300,12428203.503000002000
FS( 138 ),4017964.130500000000,4303022.855750000100,4054977.696500000100,12375965.682750000000
FS( 139 ),4041708.594250000500,4169307.177499999300,4054977.696500000100,12265994.468249999000
FS( 140 ),4036959.701500000400,4250018.442750000400,4051353.803499999000,12338332.947750000000
FS( 141 ),3956228.524750001300,4250018.442750000400,3885560.698749999500,12091808.666250002000
FS( 142 ),3880246.240750000300,4056070.477000000400,3771408.069250000200,11707725.787000000000
FS( 143 ),3818510.635000000700,4152442.137000000100,3512299.719749999700,11483253.491750000000
FS( 144 ),3809012.849500000500,4060889.060000000100,3553068.515999999400,11422971.425500000000
FS( 145 ),3861250.669750000400,3981382.440500000500,3641853.894499999900,11484488.004750000000
FS( 146 ),3856501.777000001200,4060889.060000000100,3678998.797749999400,11596390.634750001000
FS( 147 ),3856501.777000001200,4141600.325250000200,3650007.653749999600,11648110.756000001000
FS( 148 ),3998968.559500000000,4099437.724000000400,3630076.242249999700,11728483.525750000000
FS( 149 ),3989470.774000000700,4051251.893999999900,3601991.071500000100,11642714.739500001000
FS( 150 ),3927735.168250000600,4169307.177499999300,3638230.001500000200,11735273.347250000000
FS( 151 ),3884995.133500000000,4222311.590500000900,3941731.040250000100,12049038.764250001000
FS( 152 ),3965726.310250000600,4309046.084499999900,3767784.176250000000,12042557.571000000000
FS( 153 ),4032210.808750000800,4410236.327500000600,3779561.828499999400,12222009.964749999000
FS( 154 ),3832757.313250001100,4416259.556250001300,3698930.209249999800,11947948.078750001000
FS( 155 ),3880246.240750000300,4427101.368000000700,3767784.176250000000,12075132.785000000000
FS( 156 ),3870748.455250000600,4410236.327500000600,3958038.558750000300,12239024.341500001000
FS( 157 ),3913488.490000000700,4582500.669749999400,4054977.696500000100,12550967.856249999000
FS( 158 ),3903990.704500000000,4571658.858000000000,4095746.492749999300,12571397.055250000000
FS( 159 ),3861250.669750000400,4593342.481500001600,4095746.492749999300,12550340.644000001000
FS( 160 ),3913488.490000000700,4540338.068500000100,4314086.046000000100,12767913.604500001000
FS( 161 ),3918237.382750000300,4545156.651500000600,4314086.046000000100,12777481.080250001000
FS( 162 ),3946730.739250000600,4540338.068500000100,4298684.500750000600,12785754.308500003000
FS( 163 ),3932484.061000000700,4599365.710249999500,4298684.500750000600,12830535.272000000000
FS( 164 ),3951479.632000001100,4630686.499750000400,4290530.741499999500,12872697.873250002000
FS( 165 ),3937232.953750000800,4604184.293250000100,4330393.564500000300,12871811.811500002000
FS( 166 ),3937232.953750000800,4512631.216250000500,4314086.046000000100,12763951.216000002000
FS( 167 ),3941981.846500000500,4545156.651500000600,4298684.500750000600,12785823.998750001000
FS( 168 ),4055955.272500000900,4819815.882499999400,4306838.259999999800,13182610.415000001000
FS( 169 ),4013215.237750000300,4695737.370250000600,4282376.982250000400,12991330.590250000000
FS( 170 ),3889744.026250000600,4669235.163749999400,4152822.807500000600,12711802.997500001000
FS( 171 ),3889744.026250000600,4674053.746750000900,4176378.112000000200,12740176.885000002000
FS( 172 ),3956228.524750001300,4733081.388499999400,4160976.566750000200,12850287.480000000000
FS( 173 ),3861250.669750000400,4695737.370250000600,4136515.289000000300,12693504.329000002000
FS( 174 ),3851752.884250001100,4754765.012000000100,4136515.289000000300,12743034.185250003000
FS( 175 ),3894492.919000000700,4754765.012000000100,4176378.112000000200,12825637.043000001000
FS( 176 ),3894492.919000000700,4990875.578999999900,4176378.112000000200,13061747.609999999000
FS( 177 ),3932484.061000000700,4916187.542500000400,4192685.630499999000,13041358.234000001000
FS( 178 ),3927735.168250000600,4861978.483750000600,4249761.945250000800,13039476.597250002000
FS( 179 ),3818510.635000000700,4776448.635500000800,4214428.988500000000,12809389.259000000000
FS( 180 ),3837506.206000001200,4802950.842000000200,4232548.453499999800,12873006.501499999000
FS( 181 ),3889744.026250000600,4765606.823750000400,4245232.078999999900,12900583.929000001000
FS( 182 ),3884995.133500000000,4776448.635500000800,4245232.078999999900,12906676.848000001000
FS( 183 ),3889744.026250000600,4765606.823750000400,4285094.902000000700,12940446.752000002000
FS( 184 ),3946730.739250000600,4899322.502000000300,4237078.319749999800,13083132.561000001000
FS( 185 ),3946730.739250000600,5055926.449500000100,4249761.945250000800,13252420.134000001000
FS( 186 ),3941981.846500000500,4990875.578999999900,4237078.319749999800,13169936.745250000000
FS( 187 ),3902407.740250000300,4883662.107249999400,4201745.362999999900,12987816.210500000000
FS( 188 ),3902407.740250000300,5055926.449500000100,4189061.737499999800,13147396.927250002000
FS( 189 ),3971530.512500000200,5248669.769499999500,4223488.721000000800,13443690.003000000000
FS( 190 ),4120856.806750000000,5378771.510500000800,4223488.721000000800,13723118.038250001000
FS( 191 ),4120856.806750000000,5383590.093500000400,4228018.587249999900,13732466.487500001000
FS( 192 ),4120856.806750000000,5302878.828250000300,4223488.721000000800,13647225.356000001000
FS( 193 ),4130882.246999999500,5281195.204750000500,4223488.721000000800,13635567.172750000000
FS( 194 ),4155682.020250000500,5340222.846500000000,4223488.721000000800,13719394.587750001000
FS( 195 ),4175732.900750001400,5281195.204750000500,4223488.721000000800,13680417.826500002000
FS( 196 ),4180481.793500000600,5184823.544749999400,4223488.721000000800,13588795.059250001000
FS( 197 ),4195256.126500000200,5248669.769499999500,4245232.078999999900,13689158.975000000000
FS( 198 ),4190507.233750001100,5200483.939500000300,4218958.854749999900,13609951.028000001000
FS( 199 ),4200532.674000000600,5195665.356500001600,4228018.587249999900,13624217.617750002000
FS( 200 ),4200532.674000000600,5372748.281750001000,4228018.587249999900,13801300.543000001000
FS( 201 ),4210558.114250000600,5259511.581250001700,4223488.721000000800,13693559.416500002000
FS( 202 ),4235357.887500000200,5184823.544749999400,4223488.721000000800,13643671.153250001000
FS( 203 ),4165707.460500001000,5163139.921250000600,4201745.362999999900,13530593.744750002000
FS( 204 ),4180481.793500000600,5298060.245250000600,4201745.362999999900,13680288.401750000000
FS( 205 ),4205281.566750001200,5217348.980000000400,4201745.362999999900,13624376.909750002000
FS( 206 ),4205281.566750001200,5206507.168250000100,4210805.095499999800,13622594.830500001000
FS( 207 ),4210558.114250000600,5265534.810000000500,4210805.095499999800,13686899.019750001000
FS( 208 ),4190507.233750001100,5292037.016499999900,4218958.854749999900,13701504.105000000000
FS( 209 ),4210558.114250000600,5335404.263499999400,4218958.854749999900,13764922.232500000000
FS( 210 ),4230081.340000001700,5442617.735249999900,4201745.362999999900,13874445.438250002000
FS( 211 ),4225332.447250000200,5399250.488249999500,4214428.988500000000,13839012.923999999000
FS( 212 ),4260157.660749999800,5431775.923500000500,4214428.988500000000,13906363.572749998000
FS( 213 ),4274931.993750000400,5265534.810000000500,4210805.095499999800,13751272.899250001000
FS( 214 ),4274931.993750000400,5318539.223000000200,4214428.988500000000,13807901.205249999000
FS( 215 ),4260157.660749999800,5318539.223000000200,4214428.988500000000,13793126.872249998000
FS( 216 ),4225332.447250000200,5346246.075250001600,4210805.095499999800,13782384.618000001000
FS( 217 ),4220055.899750000800,5346246.075250001600,4214428.988500000000,13780731.963500001000
FS( 218 ),4175732.900750001400,5259511.581250001700,4210805.095499999800,13646050.577500002000
FS( 219 ),4145656.580000000100,5195665.356500001600,4206275.229250000800,13547598.165750002000
FS( 220 ),4215307.007000000200,5195665.356500001600,4201745.362999999900,13612718.726500003000
FS( 221 ),4185230.686250000300,5198074.648000001000,4192685.630499999000,13575991.964749999000
FS( 222 ),4165707.460500001000,5339018.200749999800,4201745.362999999900,13706472.024250001000
FS( 223 ),4165707.460500001000,5389613.322250001100,4192685.630499999000,13748007.413250003000
FS( 224 ),4170456.353249999700,5339018.200749999800,4170942.272499999500,13680417.826499999000
FS( 225 ),4160430.913000000200,5429366.631999999300,4175472.138750000400,13765270.683750000000
FS( 226 ),4130882.246999999500,5458278.130000000800,4144669.048249999500,13733830.425249999000
FS( 227 ),4031155.499249999900,5424548.049000000600,4074909.108000000000,13530613.656250000000
FS( 228 ),4106082.473750000800,5412501.591500000100,4083968.840500000400,13602553.905750003000
FS( 229 ),4135631.139750000100,5407683.008500000500,4118395.823999999100,13661710.972250000000
FS( 230 ),4190507.233750001100,5519715.063249999700,4122925.690250000000,13833148.987250000000
FS( 231 ),4279680.886500000000,5531761.520750000100,4127455.556499999900,13938898.963750001000
FS( 232 ),4284957.433999999400,5611268.140250000200,4113865.957750000500,14010092.532000000000
FS( 233 ),4225332.447250000200,5605244.911500000400,4079438.974250000000,13910017.333000001000
FS( 234 ),4185230.686250000300,5537784.749500000800,4074909.108000000000,13797925.543749999000
FS( 235 ),4086031.593250000400,5355883.241250000000,4053165.749999999500,13495081.584500000000
FS( 236 ),4100805.926250000500,5378771.510500000800,4053165.749999999500,13532744.186750002000
FS( 237 ),4036432.046750001100,5198074.648000001000,4079438.974250000000,13313946.669000002000
FS( 238 ),4195256.126500000200,5311311.348500001200,4083968.840500000400,13590537.315500002000
FS( 239 ),4175732.900750001400,5316129.931500000900,4083968.840500000400,13575832.672750004000
FS( 240 ),4235357.887500000200,5339018.200749999800,4127455.556499999900,13701832.644749999000
FS( 241 ),4270183.100999998900,5332994.972000000100,4131985.422749999900,13735164.495749999000
FS( 242 ),4274931.993750000400,5316129.931500000900,4158258.647000000300,13749321.572250001000
FS( 243 ),4244855.673000001300,5294446.308000000200,4189061.737499999800,13728364.718500003000
FS( 244 ),4279680.886500000000,5389613.322250001100,4201745.362999999900,13871040.571750002000
FS( 245 ),4225332.447250000200,5129409.840249999400,4113865.957750000500,13468609.245250000000
