代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12800819.380250001000
真實報酬,2800819.380250001300

夏普值報酬,0.271381938025
夏普值風險,0.078915939628
夏普值,3.438873557139

預期報酬,11660.444114777669
風險,173198.103198898690
起點值,0.067324317642
找到最佳解世代,4002
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,7
1101(0),1216(2),2301(13),2357(24),2412(27),3008(42),4904(46),
FS( 24 ),1467681.918000000100,1567017.652749999900,1435962.132000000000,1580207.728250000200,1414285.597749999700,1277084.237000000000,1487335.429250000000,10229577.695000000000
FS( 25 ),1455416.433999999700,1648256.572749999800,1453802.836000000100,1649201.075750000300,1423484.710749999900,1270792.203000000200,1514803.343500000000,10415760.175750000000
FS( 26 ),1453186.345999999700,1622361.666999999900,1410873.642000000000,1594494.229500000400,1409686.041249999800,1284272.288500000000,1510173.919749999900,10285051.134000000000
FS( 27 ),1455416.433999999700,1655364.978249999900,1438192.220000000000,1592124.761000000400,1397350.866999999900,1300440.426500000100,1512642.945750000000,10351535.632499998000
FS( 28 ),1430327.943999999900,1618807.464249999700,1428156.824000000000,1527870.350500000200,1406549.979999999500,1268084.239000000100,1517272.369499999800,10197072.171250001000
FS( 29 ),1411929.718000000100,1630993.302249999900,1435962.132000000000,1565921.227000000000,1406549.979999999500,1255500.171000000100,1567887.402500000100,10274746.932750000000
FS( 30 ),1360637.693999999900,1596466.761250000000,1426484.257999999900,1577838.259750000200,1428084.267250000000,1313920.512000000100,1597824.342750000100,10301259.095000001000
FS( 31 ),1341681.945999999800,1574126.058250000000,1393032.938000000100,1501666.816500000200,1411149.536499999700,1325608.562500000000,1602453.766499999900,10149722.624250000000
FS( 32 ),1356177.517999999900,1574126.058250000000,1447670.094000000000,1556443.353000000100,1422021.215499999900,1388528.902499999900,1618502.435500000100,10363472.576749999000
FS( 33 ),1329416.462000000100,1600020.963999999900,1406970.988000000100,1511214.380750000000,1411149.536499999700,1399320.935500000100,1593194.919000000000,10251291.185749998000
FS( 34 ),1348372.210000000000,1600020.963999999900,1406970.988000000100,1518322.786250000400,1418885.154249999900,1422677.125000000000,1583936.071500000300,10299188.298999999000
FS( 35 ),1358407.605999999900,1594943.531500000000,1400838.245999999600,1527870.350500000200,1428084.267250000000,1429865.176500000100,1583936.071500000300,10323948.249249998000
FS( 36 ),1366770.435999999800,1592912.558499999800,1367944.447999999900,1451698.907250000200,1426620.772000000100,1419093.055000000200,1586405.097499999900,10211448.274249999000
FS( 37 ),1358407.605999999900,1579203.490749999900,1348431.178000000100,1451698.907250000200,1428084.267250000000,1433469.157999999800,1616342.037750000100,10215639.645000000000
FS( 38 ),1350044.776000000300,1569048.625750000100,1350103.743999999900,1463615.940000000400,1424948.205999999800,1438865.174500000000,1616342.037750000100,10212971.504000001000
FS( 39 ),1352274.864000000100,1581234.463750000100,1371847.102000000000,1465985.408500000400,1420348.649500000100,1420885.089999999900,1625600.885249999800,10238179.463000001000
FS( 40 ),1420292.547999999700,1644702.370000000100,1426484.257999999900,1561182.290000000500,1420348.649500000100,1467617.380500000000,1588565.495249999900,10529195.991249999000
FS( 41 ),1438690.774000000200,1600020.963999999900,1488926.722000000100,1539787.383250000000,1406549.979999999500,1435261.193000000000,1528691.614750000200,10437931.630999999000
FS( 42 ),1401894.321999999900,1560416.990500000100,1512342.645999999700,1525500.882000000200,1409686.041249999800,1433469.157999999800,1553999.131250000100,10397312.170999998000
FS( 43 ),1397434.145999999700,1558386.017499999800,1451572.747999999700,1463615.940000000400,1406549.979999999500,1381340.851000000000,1567887.402500000100,10226790.084999999000
FS( 44 ),1376805.831999999700,1553308.585000000000,1424254.170000000200,1439851.564750000400,1401950.423500000000,1370548.818000000000,1588565.495249999900,10155287.888499999000
FS( 45 ),1379035.919999999900,1613730.031750000100,1418678.950000000000,1487450.005500000400,1406549.979999999500,1410093.057000000000,1563257.978750000000,10278798.922999999000
FS( 46 ),1418062.460000000000,1607129.369500000000,1426484.257999999900,1523131.413500000300,1417212.588250000000,1438865.174500000000,1544740.283750000200,10375628.547499999000
FS( 47 ),1432558.031999999700,1612206.801999999900,1451572.747999999700,1487450.005500000400,1418885.154249999900,1433469.157999999800,1551838.733500000100,10387983.633250000000
FS( 48 ),1432558.031999999700,1612206.801999999900,1424254.170000000200,1468354.876999999900,1409686.041249999800,1428073.141499999900,1553999.131250000100,10329135.194999998000
FS( 49 ),1430327.943999999900,1636070.734749999800,1461608.144000000100,1496927.879500000300,1422021.215499999900,1449637.295999999900,1558628.554999999900,10455224.768749999000
FS( 50 ),1428655.377999999800,1627439.099500000000,1445997.528000000200,1480271.909750000100,1414285.597749999700,1444261.191000000100,1561097.581000000000,10402011.285000000000
FS( 51 ),1411929.718000000100,1607129.369500000000,1449900.182000000000,1494558.411000000300,1412613.031749999800,1442449.244500000000,1542579.886000000200,10361162.842750002000
FS( 52 ),1411929.718000000100,1629470.072500000000,1445997.528000000200,1485010.846750000500,1411149.536499999700,1426281.106500000000,1505544.496000000300,10315386.304250002000
FS( 53 ),1436460.685999999800,1629470.072500000000,1467183.364000000100,1477902.441250000100,1408013.475249999900,1455033.312500000000,1484866.403250000200,10358932.754750000000
FS( 54 ),1467681.918000000100,1651810.775500000200,1494501.941999999800,1515953.317750000400,1417212.588250000000,1525141.703999999900,1544740.283750000200,10617045.529250000000
FS( 55 ),1465451.830000000100,1650287.545750000000,1494501.941999999800,1520692.254750000300,1420348.649500000100,1514349.671000000100,1542579.886000000200,10608214.778999999000
FS( 56 ),1471584.571999999900,1643179.140249999900,1508439.991999999900,1523131.413500000300,1429547.762499999700,1537725.772000000100,1517272.369499999800,10630884.021749999000
FS( 57 ),1453186.345999999700,1620838.437250000000,1496732.030000000000,1506475.443750000100,1432683.823749999500,1507161.619500000000,1498754.674500000200,10515835.374749999000
FS( 58 ),1436460.685999999800,1596466.761250000000,1469413.452000000000,1442221.033249999900,1426620.772000000100,1519745.687500000000,1517272.369499999800,10408203.761499999000
FS( 59 ),1422522.635999999900,1569048.625750000100,1449900.182000000000,1413648.030749999900,1424948.205999999800,1496389.497999999900,1510173.919749999900,10286634.098249998000
FS( 60 ),1438690.774000000200,1584280.923249999800,1463280.709999999700,1411278.562250000400,1437283.380249999700,1464033.310500000100,1531160.640750000300,10330011.301000001000
FS( 61 ),1449283.692000000000,1584280.923249999800,1463280.709999999700,1444590.501750000300,1452754.615750000100,1519745.687500000000,1526531.216999999900,10440470.347250000000
FS( 62 ),1461549.176000000200,1581234.463750000100,1420351.515999999800,1387514.186999999900,1449618.554499999900,1507161.619500000000,1512642.945750000000,10320075.462500000000
FS( 63 ),1467681.918000000100,1653334.005249999900,1477218.759999999800,1394622.592500000300,1468016.780499999600,1530537.720500000100,1514803.343500000000,10506218.120250000000
FS( 64 ),1457089.000000000000,1639624.937499999800,1488926.722000000100,1406539.625250000500,1466553.285249999700,1510765.601000000000,1526531.216999999900,10496033.388000000000
FS( 65 ),1500575.715999999800,1687860.546250000100,1512342.645999999700,1425565.063500000200,1478888.459500000100,1505369.584500000100,1533321.038500000000,10643926.054250000000
FS( 66 ),1502805.804000000000,1686337.316499999700,1504537.338000000200,1423195.595000000200,1483488.015999999800,1508973.565999999900,1526531.216999999900,10635871.852500001000
FS( 67 ),1489982.797999999700,1710708.992499999900,1517917.865999999900,1435042.937500000000,1484951.511249999500,1501765.602999999900,1547209.309750000200,10687582.017999999000
FS( 68 ),1506708.457999999900,1731526.465750000000,1524050.607999999800,1416017.499250000300,1486624.077249999900,1465825.345500000100,1549369.707499999800,10680125.161250001000
FS( 69 ),1506708.457999999900,1719340.627750000000,1514015.211999999800,1363680.121500000400,1489760.138499999900,1453241.277499999900,1567887.402500000100,10614636.237749999000
FS( 70 ),1494442.974000000200,1746758.763250000100,1520147.953999999900,1363680.121500000400,1492687.128999999700,1446053.226000000000,1609552.216250000100,10673325.384000001000
FS( 71 ),1531239.426000000200,1724418.060249999900,1524050.607999999800,1363680.121500000400,1489760.138499999900,1462221.364000000100,1685474.765750000300,10780847.484000001000
FS( 72 ),1502805.804000000000,1712232.222249999900,1494501.941999999800,1337546.277750000400,1461953.728749999800,1465825.345500000100,1648748.004000000000,10623616.324250001000
FS( 73 ),1504478.369999999900,1708678.019499999900,1500634.683999999900,1347024.151750000200,1465089.789999999800,1487389.500000000000,1671586.494499999800,10684884.009750001000
FS( 74 ),1504478.369999999900,1708678.019499999900,1510112.558000000000,1354202.247500000100,1465089.789999999800,1458637.293999999800,1660167.249250000100,10661368.528250000000
FS( 75 ),1504478.369999999900,1729495.492750000000,1506209.903999999900,1377966.622750000100,1483906.157499999700,1449637.295999999900,1646278.978000000100,10697975.820999999000
FS( 76 ),1496673.062000000200,1684814.086750000000,1469413.452000000000,1339915.746250000300,1482442.662249999800,1451449.242500000200,1662327.647000000300,10587038.898750002000
FS( 77 ),1529566.860000000100,1694968.951749999800,1494501.941999999800,1380336.091250000100,1485578.723499999800,1474805.432000000000,1664796.673000000000,10724557.673500001000
FS( 78 ),1535699.601999999700,1693445.721999999800,1510112.558000000000,1387514.186999999900,1485578.723499999800,1480201.448499999900,1660167.249250000100,10752722.490249999000
FS( 79 ),1510611.112000000200,1686337.316499999700,1455475.402000000000,1368488.748750000300,1480770.096249999700,1464033.310500000100,1655537.825500000000,10621256.811500000000
FS( 80 ),1500575.715999999800,1669074.045999999600,1498404.595999999700,1358941.184500000400,1472616.337000000100,1478409.413500000000,1624366.372250000200,10602390.665250000000
FS( 81 ),1469912.006000000100,1702077.357250000100,1457705.490000000200,1375597.154250000100,1477424.964249999700,1487389.500000000000,1621897.346250000200,10592006.818000000000
FS( 82 ),1476044.747999999900,1693445.721999999800,1445997.528000000200,1385144.718500000400,1464462.577749999900,1492785.516499999900,1633933.848000000000,10591817.658749999000
FS( 83 ),1528451.815999999900,1710708.992499999900,1498404.595999999700,1435042.937500000000,1461117.445750000000,1517953.652499999900,1706152.858500000100,10857835.298749998000
FS( 84 ),1539044.733999999700,1736603.898250000100,1490599.288000000200,1430304.000500000100,1465926.072999999900,1523349.669000000000,1725287.810000000100,10911118.472750001000
FS( 85 ),1530681.903999999900,1750312.965999999800,1494501.941999999800,1427934.532000000100,1492268.987499999800,1525141.703999999900,1843183.801500000100,11064028.836999997000
FS( 86 ),1567478.355999999900,1798548.574749999900,1527953.261999999900,1449329.438750000200,1474288.902999999900,1539517.807000000000,1804605.270250000100,11161724.611749999000
FS( 87 ),1569708.443999999900,1805656.980250000000,1498404.595999999700,1416017.499250000300,1483906.157499999700,1534121.790499999900,1819110.798000000000,11126929.265500000000
FS( 88 ),1565248.267999999900,1840183.521250000200,1488926.722000000100,1418456.658000000300,1483906.157499999700,1483805.429999999900,1795037.794499999800,11075567.551250000000
FS( 89 ),1565248.267999999900,1878264.265000000100,1501192.206000000000,1427934.532000000100,1475752.398249999900,1492785.516499999900,1749360.813499999900,11090540.999250000000
FS( 90 ),1556885.437999999800,1895527.535499999800,1520147.953999999900,1478111.512000000100,1469271.204999999600,1494577.551500000100,1766335.367250000100,11180859.563249998000
FS( 91 ),1569708.443999999900,1933608.279249999700,1524608.129999999900,1493164.606000000100,1488923.855499999600,1546387.274500000100,1749360.813499999900,11305764.402749998000
FS( 92 ),1569708.443999999900,1899589.481499999800,1528510.784000000000,1488146.908000000300,1490596.421499999900,1531593.030000000000,1749360.813499999900,11257508.882500000000
FS( 93 ),1578628.795999999600,1884357.183999999900,1524608.129999999900,1503200.001999999900,1492268.987499999800,1548239.044000000000,1715720.334250000100,11247025.477750000000
FS( 94 ),1547965.085999999900,1921930.184500000000,1532970.959999999700,1548428.974250000400,1495405.048749999600,1555646.122000000000,1761397.315250000200,11363746.690749999000
FS( 95 ),1552425.262000000100,1891973.332749999800,1524608.129999999900,1533375.880250000400,1501886.241999999900,1544535.505000000100,1775902.843000000100,11324710.195000000000
FS( 96 ),1535142.080000000100,1891973.332749999800,1516245.299999999800,1578535.162250000100,1498750.180750000100,1561181.518999999900,1773433.817000000000,11355264.391750000000
FS( 97 ),1526221.727999999900,1865570.683750000300,1495059.463999999900,1558464.370250000200,1492268.987499999800,1557497.891499999900,1792568.768500000000,11287654.893500000000
FS( 98 ),1506708.457999999900,1862016.480999999900,1491156.809999999800,1535884.729250000300,1487251.289500000000,1557497.891499999900,1787939.344749999900,11228458.004000001000
FS( 99 ),1511168.633999999600,1933608.279249999700,1528510.784000000000,1545920.125250000500,1497077.614749999700,1557497.891499999900,1833616.325749999800,11407402.654500000000
FS( 100 ),1497788.105999999900,1933608.279249999700,1524608.129999999900,1558464.370250000200,1500422.746749999900,1555646.122000000000,1833616.325749999800,11404157.079999998000
FS( 101 ),1491655.364000000100,1918375.981750000000,1524608.129999999900,1558464.370250000200,1501886.241999999900,1555646.122000000000,1826517.875999999900,11377157.086000001000
FS( 102 ),1487195.187999999800,1933608.279249999700,1511785.124000000100,1513305.088250000500,1493732.482750000000,1559329.749499999900,1831147.299750000000,11330106.211500000000
FS( 103 ),1484965.099999999900,1886388.157000000100,1503422.294000000000,1505708.851000000300,1493732.482750000000,1598196.997500000100,1826517.875999999900,11298934.758250002000
FS( 104 ),1467681.918000000100,1825966.710249999800,1485024.068000000000,1468076.115999999900,1492268.987499999800,1564885.058000000000,1802444.872500000100,11106350.730249999000
FS( 105 ),1449841.213999999900,1820381.534499999800,1480563.892000000000,1485638.059000000400,1495405.048749999600,1572292.135999999900,1795037.794499999800,11099162.678750001000
FS( 106 ),1430327.943999999900,1816827.331750000100,1478333.803999999800,1581044.011250000400,1500422.746749999900,1566736.827499999900,1795037.794499999800,11168733.459750000000
FS( 107 ),1428097.855999999900,1814796.358750000100,1534643.526000000100,1603623.652250000300,1500422.746749999900,1572292.135999999900,1799975.846500000200,11253855.122250000000
FS( 108 ),1428097.855999999900,1791947.912499999900,1520147.953999999900,1618676.746250000300,1493732.482750000000,1609287.703000000000,1792568.768500000000,11254462.423000000000
FS( 109 ),1449841.213999999900,1788393.709749999900,1524608.129999999900,1626203.293250000100,1492268.987499999800,1594493.458499999900,1792568.768500000000,11268380.561500000000
FS( 110 ),1428097.855999999900,1775192.385249999800,1503422.294000000000,1601114.803250000300,1492268.987499999800,1601900.536499999900,1758928.289249999900,11160928.151750000000
FS( 111 ),1425867.767999999900,1818350.561500000100,1497289.551999999900,1583552.860250000400,1498750.180750000100,1607435.933500000000,1766335.367250000100,11197585.223250002000
FS( 112 ),1480504.924000000100,1809211.182999999700,1524608.129999999900,1628712.142250000500,1500422.746749999900,1609287.703000000000,1744731.389750000100,11297481.218750000000
FS( 113 ),1539044.733999999700,1841199.007749999900,1524608.129999999900,1618676.746250000300,1501886.241999999900,1629637.256000000100,1739793.337750000200,11394848.453749999000
FS( 114 ),1530681.903999999900,1841199.007749999900,1524608.129999999900,1601114.803250000300,1501886.241999999900,1607435.933500000000,1785470.318750000100,11392399.339250000000
FS( 115 ),1541274.821999999900,1854400.332250000200,1524608.129999999900,1638747.538250000200,1506903.939999999700,1624101.858999999900,1812012.348250000000,11502051.969750000000
FS( 116 ),1552425.262000000100,1876741.035249999700,1532970.959999999700,1683906.820249999900,1506903.939999999700,1612991.242000000100,1792568.768500000000,11558511.027999999000
FS( 117 ),1608734.983999999700,1910759.832999999900,1549696.620000000100,1683906.820249999900,1524884.024500000100,1625953.628499999900,1792568.768500000000,11696507.678750001000
FS( 118 ),1608734.983999999700,1891973.332749999800,1553599.274000000000,1699029.604500000400,1533037.783749999700,1640747.872999999900,1739793.337750000200,11666919.189750001000
FS( 119 ),1574168.619999999900,1903143.684249999900,1541333.790000000300,1693942.216250000100,1533037.783749999700,1638896.103500000000,1732694.888000000000,11617220.085749999000
FS( 120 ),1576398.707999999900,1914821.778999999900,1566422.280000000000,1696520.755500000400,1544536.674999999800,1633340.794999999900,1756767.891499999900,11688811.884000000000
FS( 121 ),1545734.997999999900,1899589.481499999800,1545236.444000000100,1678889.122250000000,1533037.783749999700,1629637.256000000100,1746891.787500000100,11579019.872999998000
FS( 122 ),1574168.619999999900,1899589.481499999800,1553599.274000000000,1648782.934250000400,1541191.542999999600,1627805.397999999800,1756767.891499999900,11601908.142250000000
FS( 123 ),1591451.801999999900,1907205.630249999900,1568094.845999999700,1653800.632250000300,1539518.977000000000,1625953.628499999900,1751829.839500000000,11637858.355500000000
FS( 124 ),1578628.795999999600,1929546.333249999900,1578687.764000000000,1686415.669250000300,1544536.674999999800,1596345.227999999900,1756767.891499999900,11670931.356999999000
FS( 125 ),1569708.443999999900,1955948.982250000100,1574227.588000000200,1673871.424250000200,1544536.674999999800,1522334.182499999900,1744731.389750000100,11585361.685750000000
FS( 126 ),1580858.883999999600,1955948.982250000100,1564192.191999999800,1706556.151500000200,1552690.434249999900,1542683.735500000000,1754298.865500000100,11657232.244999999000
FS( 127 ),1591451.801999999900,1967119.333750000200,1601546.166000000000,1701538.453500000300,1555826.495499999700,1542683.735500000000,1768495.765000000100,11728664.751250003000
FS( 128 ),1576398.707999999900,1944778.630749999800,1595413.424000000100,1686415.669250000300,1546209.240999999700,1516778.873999999800,1749360.813499999900,11615358.360499999000
FS( 129 ),1567478.355999999900,1937162.482000000100,1587050.594000000000,1673871.424250000200,1549345.302249999700,1548239.044000000000,1756767.891499999900,11619918.094000001000
FS( 130 ),1560788.091999999900,1903143.684249999900,1566422.280000000000,1668853.726250000300,1537846.410999999800,1551942.582999999900,1754298.865500000100,11543298.642000001000
FS( 131 ),1586991.626000000200,1933608.279249999700,1553599.274000000000,1651291.783249999900,1541191.542999999600,1548239.044000000000,1756767.891499999900,11571692.441000000000
FS( 132 ),1591451.801999999900,1925992.130500000000,1572555.021999999900,1638747.538250000200,1541191.542999999600,1575995.675000000000,1756767.891499999900,11602704.602250000000
FS( 133 ),1591451.801999999900,1940716.684749999800,1576457.676000000200,1643765.236250000500,1536382.915750000200,1551942.582999999900,1754298.865500000100,11595018.763250001000
FS( 134 ),1608734.983999999700,1985905.833999999800,1599316.078000000000,1608641.350250000600,1551017.868250000100,1533444.799500000000,1812012.348250000000,11699076.262250001000
FS( 135 ),1576398.707999999900,1921930.184500000000,1587050.594000000000,1560973.219250000100,1547672.736249999600,1550090.813500000200,1824048.850000000100,11568168.105500000000
FS( 136 ),1552425.262000000100,1940716.684749999800,1607678.907999999800,1583552.860250000400,1537846.410999999800,1551942.582999999900,1809543.322250000200,11583709.031250000000
FS( 137 ),1586991.626000000200,1959503.184999999800,1582590.418000000100,1591079.407250000200,1526556.590499999900,1553794.352499999800,1775902.843000000100,11576421.422250001000
FS( 138 ),1606504.895999999700,1967119.333750000200,1587050.594000000000,1608641.350250000600,1529692.651749999700,1561181.518999999900,1766335.367250000100,11626528.712000001000
FS( 139 ),1617655.335999999900,1963565.131000000100,1606006.341999999900,1613659.048250000500,1521538.892499999600,1544535.505000000100,1742262.363749999800,11609225.618500002000
FS( 140 ),1613195.159999999900,1952394.779500000200,1587050.594000000000,1583552.860250000400,1531365.217749999800,1550090.813500000200,1730225.862000000200,11547878.287000000000
FS( 141 ),1648319.045999999600,1967119.333750000200,1587050.594000000000,1631220.991250000400,1524884.024500000100,1538980.196500000100,1677141.803000000100,11574718.989000000000
FS( 142 ),1656681.876000000200,1948332.833499999700,1578687.764000000000,1633729.840250000400,1526556.590499999900,1522334.182499999900,1689178.304750000100,11555504.391500000000
FS( 143 ),1648319.045999999600,1940716.684749999800,1587050.594000000000,1636238.689250000300,1528229.156499999800,1516778.873999999800,1684548.881000000100,11541884.925499998000
FS( 144 ),1650549.133999999600,1929546.333249999900,1599316.078000000000,1623694.444250000200,1528229.156499999800,1514927.104500000100,1684548.881000000100,11530814.131499998000
FS( 145 ),1663372.139999999900,1940716.684749999800,1578687.764000000000,1658818.330250000100,1524884.024500000100,1520482.412999999900,1691647.330750000200,11578611.687249999000
FS( 146 ),1598142.065999999900,1907205.630249999900,1570324.933999999900,1656309.481249999700,1516730.265249999900,1559329.749499999900,1665105.301249999800,11473150.427499998000
FS( 147 ),1619885.424000000100,1914821.778999999900,1566422.280000000000,1673871.424250000200,1508576.505999999800,1548239.044000000000,1677141.803000000100,11508961.260250000000
FS( 148 ),1639398.693999999900,1918375.981750000000,1570324.933999999900,1696520.755500000400,1521538.892499999600,1566736.827499999900,1665105.301249999800,11578004.386500001000
FS( 149 ),1641628.781999999700,1952394.779500000200,1574227.588000000200,1673871.424250000200,1518402.831249999800,1570440.366500000000,1645970.349750000100,11576939.121250000000
FS( 150 ),1604832.330000000100,1948332.833499999700,1555829.362000000000,1673871.424250000200,1515057.699249999600,1590789.919499999800,1645970.349750000100,11534686.918249998000
FS( 151 ),1637168.605999999900,1952394.779500000200,1566422.280000000000,1646274.085250000000,1519866.326500000000,1587086.380500000000,1648439.375749999900,11557654.833500000000
FS( 152 ),1670062.403999999900,1967119.333750000200,1590953.247999999700,1661327.179250000500,1531365.217749999800,1557497.891499999900,1650599.773500000100,11628928.047750000000
FS( 153 ),1680655.321999999900,1985905.833999999800,1595413.424000000100,1673871.424250000200,1546209.240999999700,1612991.242000000100,1655537.825500000000,11750587.312750001000
FS( 154 ),1687345.585999999900,1971181.279750000000,1595413.424000000100,1678889.122250000000,1533037.783749999700,1696261.135000000000,1638563.271750000100,11800694.602499999000
FS( 155 ),1665602.227999999900,1978797.428499999900,1587050.594000000000,1668853.726250000300,1541191.542999999600,1748050.946500000100,1631464.822000000200,11821014.288249999000
FS( 156 ),1650549.133999999600,1959503.184999999800,1566422.280000000000,1711573.849500000000,1533037.783749999700,1725849.623999999800,1619428.320250000100,11766367.176500000000
FS( 157 ),1650549.133999999600,1974735.482499999900,1561962.103999999800,1696520.755500000400,1528229.156499999800,1703648.301500000100,1628995.796000000100,11744643.730000000000
FS( 158 ),1619885.424000000100,1933608.279249999700,1524608.129999999900,1683906.820249999900,1526556.590499999900,1677743.439999999900,1684548.881000000100,11650860.564999998000
FS( 159 ),1613195.159999999900,1929546.333249999900,1576457.676000000200,1678889.122250000000,1528229.156499999800,1683298.748500000000,1708621.884500000200,11718241.081000000000
FS( 160 ),1593681.889999999900,1940716.684749999800,1582590.418000000100,1663836.028250000400,1534710.349749999800,1696261.135000000000,1708621.884500000200,11720421.390250001000
FS( 161 ),1595911.977999999900,1940716.684749999800,1576457.676000000200,1651291.783249999900,1534710.349749999800,1668504.504000000000,1696585.382750000100,11664181.358500000000
FS( 162 ),1604832.330000000100,1952394.779500000200,1595413.424000000100,1646274.085250000000,1534710.349749999800,1703648.301500000100,1703683.832499999800,11740960.102499999000
FS( 163 ),1613195.159999999900,1948332.833499999700,1589280.682000000000,1648782.934250000400,1536382.915750000200,1688854.057000000000,1718189.360249999900,11743020.942750001000
FS( 164 ),1613195.159999999900,1937162.482000000100,1587050.594000000000,1658818.330250000100,1534710.349749999800,1709203.610000000100,1703683.832499999800,11743827.358500000000
FS( 165 ),1584761.537999999900,1873186.832500000000,1587050.594000000000,1678889.122250000000,1536382.915750000200,1699944.762500000000,1684548.881000000100,11644767.646000002000
FS( 166 ),1613195.159999999900,1925992.130500000000,1607678.907999999800,1699029.604500000400,1539518.977000000000,1746199.177000000100,1708621.884500000200,11840238.841500001000
