代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13185409.971000001000
真實報酬,3185409.971000000800

夏普值報酬,0.309840997100
夏普值風險,0.078976634668
夏普值,3.923198277583

預期報酬,12617.633970463297
風險,184238.224994859310
起點值,0.068485429507
找到最佳解世代,3940
找到最佳解實驗#,1
找到最佳解次數,33

投資組合檔數,7
1101(0),1216(2),2301(13),2412(27),2881(33),3008(42),3045(43),
Stock#,1101(0),1216(2),2301(13),2412(27),2881(33),3008(42),3045(43),
張數,55,44,54,20,62,2,19,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,388.736250000000,13717.703000000000,5265.676000000000,43800.510000000002,12335.736499999999,331029.228500000030,40736.149500000000,
FS( 1 ),1426538.736250000100,1426557.703000000000,1426545.676000000000,1426600.510000000000,1426555.736500000100,1427009.228500000000,1426596.149500000100,9986406.739749997900
FS( 2 ),1462938.190000000200,1461920.921000000100,1442836.152999999900,1432229.405000000300,1438815.507999999900,1416763.500500000100,1443919.466000000000,10099426.143500002000
FS( 3 ),1465128.455000000100,1460606.762000000300,1435309.605999999900,1436609.935000000100,1450543.381500000100,1420367.481999999800,1423301.107750000200,10091869.729250001000
FS( 4 ),1452534.431250000100,1481633.305999999600,1448212.257999999900,1438003.739999999800,1438815.507999999900,1413159.518999999900,1423301.107750000200,10095662.869999999000
FS( 5 ),1468961.418750000000,1499593.479000000100,1454125.973500000100,1439596.659999999900,1441284.534000000000,1377219.261500000000,1423301.107750000200,10104085.434500000000
FS( 6 ),1468961.418750000000,1489080.206999999900,1444448.984500000000,1442583.385000000000,1436346.481999999800,1364635.193500000100,1438623.007000000200,10084681.677749999000
FS( 7 ),1456914.961250000200,1512735.068999999700,1450362.700000000000,1445370.995000000100,1427087.634500000200,1357447.142000000000,1416869.693250000000,10066791.195000000000
FS( 8 ),1493054.333750000500,1493460.737000000200,1454125.973500000100,1442583.385000000000,1443136.303499999900,1373615.280000000000,1425571.018749999800,10125550.031500001000
FS( 9 ),1465128.455000000100,1482947.464999999900,1425632.616999999900,1416101.090000000100,1415359.760999999900,1377219.261500000000,1422544.470749999900,10004936.120250000000
FS( 10 ),1466771.153750000100,1479881.093999999800,1431546.332500000000,1419087.814999999700,1424618.608500000100,1398783.416000000000,1418193.808000000000,10038885.227750000000
FS( 11 ),1466771.153750000100,1479881.093999999800,1440685.711000000100,1419087.814999999700,1429556.660499999800,1370031.210000000000,1425571.018749999800,10031587.662999999000
FS( 12 ),1466771.153750000100,1497841.267000000000,1436922.437500000000,1437008.165000000000,1443136.303499999900,1361031.211999999800,1427084.292750000300,10069797.831499999000
FS( 13 ),1459105.226250000100,1459292.602999999900,1401440.144499999900,1435614.360000000100,1427087.634500000200,1362843.158500000100,1454701.543250000100,10000087.670000002000
FS( 14 ),1491411.635000000000,1468053.663000000400,1425632.616999999900,1438601.085000000000,1443136.303499999900,1386199.348000000000,1447324.332500000000,10100361.983999999000
FS( 15 ),1497434.863750000000,1466739.504000000000,1440685.711000000100,1438601.085000000000,1450543.381500000100,1391595.364499999900,1447324.332500000000,10132927.242249999000
FS( 16 ),1472794.382500000100,1460606.762000000300,1387999.881999999800,1434021.439999999700,1420297.813000000100,1375427.226500000100,1440136.281000000200,9991286.786999998600
FS( 17 ),1462938.190000000200,1445712.960000000000,1429395.890499999700,1426255.955000000300,1424618.608500000100,1389803.329500000000,1454701.543250000100,10033429.476749999000
FS( 18 ),1432822.046250000100,1474186.405000000000,1390150.324000000000,1430835.599999999600,1427087.634500000200,1398783.416000000000,1440136.281000000200,9994004.706749998000
FS( 19 ),1438845.275000000100,1466739.504000000000,1378860.503499999900,1418490.470000000400,1432025.686499999800,1404179.432499999900,1444486.943749999900,9983630.815250000000
FS( 20 ),1490316.502500000200,1481633.305999999600,1429395.890499999700,1415304.629999999900,1459802.228999999800,1429347.568499999800,1447324.332500000000,10153127.458999997000
FS( 21 ),1500720.261250000000,1503974.009000000100,1421869.343500000000,1419884.274999999900,1457333.203000000200,1434743.585000000000,1466429.416750000100,10204957.093500001000
FS( 22 ),1492506.767500000100,1515801.439999999900,1425632.616999999900,1444972.765000000100,1473381.872000000000,1436535.619999999900,1483832.067750000200,10272666.149249999000
FS( 23 ),1528646.140000000100,1557416.475000000300,1457889.247000000000,1427848.875000000000,1478319.924000000100,1450911.723000000000,1498397.330000000100,10399432.714000000000
FS( 24 ),1530836.405000000000,1563549.217000000200,1429395.890499999700,1437008.165000000000,1461653.998499999800,1445515.706499999900,1564035.589750000000,10431997.972250000000
FS( 25 ),1526455.875000000200,1593336.821000000000,1420256.511999999900,1437008.165000000000,1482640.719500000100,1395199.345999999900,1556658.379000000200,10411558.817500003000
FS( 26 ),1526455.875000000200,1626190.796000000100,1432083.942999999700,1429242.679999999900,1490047.797499999900,1404179.432499999900,1564035.589750000000,10472239.113749998000
FS( 27 ),1518242.381250000100,1641084.598000000000,1450362.700000000000,1423070.114999999800,1496837.619000000400,1405971.467500000000,1571223.641249999900,10506795.522000000000
FS( 28 ),1530836.405000000000,1673938.572999999900,1454663.584000000300,1441786.924999999600,1561032.294999999900,1457781.190500000000,1571223.641249999900,10691265.613750000000
FS( 29 ),1530836.405000000000,1644589.021999999900,1458426.857500000200,1443379.845000000400,1551156.191000000100,1442986.946000000000,1549470.327499999900,10620848.594000002000
FS( 30 ),1539597.465000000100,1631447.432000000000,1454663.584000000300,1444972.765000000100,1551156.191000000100,1459632.960000000000,1542093.116750000300,10623566.513750000000
FS( 31 ),1509481.321250000300,1663863.354000000100,1462727.741500000000,1447959.489999999800,1561032.294999999900,1467040.037999999900,1585978.062750000000,10698085.302500002000
FS( 32 ),1513861.851250000100,1638018.227000000000,1454663.584000000300,1454132.054999999900,1548687.165000000000,1455929.421000000100,1600543.325000000000,10665838.628249999000
FS( 33 ),1496887.297499999900,1638018.227000000000,1446599.426500000100,1451145.330000000300,1543749.112999999900,1472575.434999999800,1629673.849500000000,10678651.678500000000
FS( 34 ),1488126.237500000300,1615239.471000000100,1426170.227500000000,1444972.765000000100,1538193.804499999600,1468891.807499999900,1665992.425500000100,10647589.738500001000
FS( 35 ),1468961.418750000000,1612173.100000000300,1422406.953999999900,1440194.004999999900,1525848.674500000200,1468891.807499999900,1629673.849500000000,10568152.809250001000
FS( 36 ),1473341.948750000000,1673938.572999999900,1458426.857500000200,1449552.409999999900,1551156.191000000100,1468891.807499999900,1636861.900999999800,10712172.688750001000
FS( 37 ),1460200.358750000100,1673938.572999999900,1454663.584000000300,1452738.250000000000,1553625.216999999700,1467040.037999999900,1622296.638749999900,10684505.659500001000
FS( 38 ),1454177.130000000100,1660796.983000000000,1454663.584000000300,1454132.054999999900,1553625.216999999700,1467040.037999999900,1644239.111749999900,10688677.118750000000
FS( 39 ),1449796.600000000100,1673938.572999999900,1442298.542500000000,1446366.570000000100,1533255.752499999900,1470723.665499999900,1622296.638749999900,10638679.342250001000
FS( 40 ),1447606.335000000200,1633199.643999999600,1434234.385000000000,1446366.570000000100,1530786.726499999900,1509590.913500000000,1615108.587250000100,10616896.161250001000
FS( 41 ),1430631.781250000200,1581071.337000000300,1416493.238500000000,1444972.765000000100,1511034.518500000200,1476278.973999999900,1593166.114250000100,10453651.728500001000
FS( 42 ),1413109.661250000100,1576252.754000000000,1412192.354499999900,1447959.489999999800,1511034.518500000200,1483686.051999999900,1600543.325000000000,10444781.155249998000
FS( 43 ),1393944.842500000000,1573186.382999999900,1410041.912499999900,1452738.250000000000,1493134.080000000100,1478130.743499999900,1600543.325000000000,10401722.536499999000
FS( 44 ),1391754.577500000100,1571434.171000000100,1464340.573000000100,1452738.250000000000,1508565.492499999700,1483686.051999999900,1658804.374000000300,10531326.490000000000
FS( 45 ),1391754.577500000100,1551721.785999999800,1450362.700000000000,1446366.570000000100,1511034.518500000200,1520681.618999999900,1651427.163250000200,10523351.934250001000
FS( 46 ),1413109.661250000100,1548655.415000000000,1454663.584000000300,1444972.765000000100,1498072.131999999800,1505887.374499999900,1593166.114250000100,10458530.046000000000
FS( 47 ),1391754.577500000100,1537266.037000000200,1434234.385000000000,1444972.765000000100,1480788.950000000200,1513294.452499999900,1564035.589750000000,10366349.756749999000
FS( 48 ),1389564.312500000200,1574500.542000000100,1428320.669499999800,1451145.330000000300,1483257.975999999800,1518829.849500000000,1542093.116750000300,10387714.796250001000
FS( 49 ),1443225.805000000200,1566615.588000000200,1454663.584000000300,1452738.250000000000,1511034.518500000200,1520681.618999999900,1571223.641249999900,10520186.005750000000
