代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12844007.595500000000
真實報酬,2844007.595499999800

夏普值報酬,0.275700759550
夏普值風險,0.074720178712
夏普值,3.689776500837

預期報酬,11451.740810977999
風險,131278.070014099470
起點值,0.087232702383
找到最佳解世代,4969
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,12
1102(1),1301(3),2227(11),2317(16),2408(23),2801(28),2882(31),2885(34),2886(35),3481(43),5880(46),6505(47),
FS( 116 ),910604.204499999990,981539.874749999960,830769.913000000060,938090.462499999790,1020548.651000000000,947882.627499999940,1032453.398750000100,967716.959999999850,909320.530000000030,910991.415000000040,890334.743999999950,917779.927999999960,11258036.708999999000
FS( 117 ),909061.063249999890,981539.874749999960,828898.232000000080,937094.887499999950,992115.028999999980,950620.458750000110,1028271.983750000000,960150.589999999730,907329.380000000000,910991.415000000040,890334.743999999950,917779.927999999960,11214191.585999999000
FS( 118 ),922332.077999999980,983730.139749999970,845424.777000000000,943864.797499999990,996296.443999999900,950620.458750000110,1022418.002750000100,949557.671999999900,909320.530000000030,918557.785000000030,899255.096000000020,922080.812000000030,11263462.592750002000
FS( 119 ),902888.498250000060,978473.503749999920,845424.777000000000,946751.964999999970,994205.736500000120,953358.290000000150,1020327.295250000000,949557.671999999900,926046.190000000060,979088.745000000110,908175.447999999970,917779.927999999960,11322082.048750000000
FS( 120 ),902888.498250000060,968069.745000000000,845424.777000000000,945756.390000000130,1016576.306750000000,953358.290000000150,1008201.191750000000,953340.856999999960,932019.640000000010,948823.265000000010,905626.775999999950,922080.812000000030,11302170.548750002000
FS( 121 ),920788.936749999990,956570.853749999890,850960.174000000120,941873.647500000200,1010513.255000000000,950620.458750000110,1002347.210750000000,941991.302000000030,924453.270000000020,952606.449999999950,902440.935999999990,913568.645750000030,11268739.140249999000
FS( 122 ),947948.222749999840,979459.123000000020,854623.890000000010,1008975.402500000000,1000268.788250000000,955548.555000000050,1008201.191750000000,960150.589999999730,922462.120000000110,960172.820000000070,911361.288000000060,930592.978249999930,11439768.969500002000
FS( 123 ),941775.657750000010,973216.867750000090,843592.918999999990,1002305.049999999900,1013440.245500000000,955548.555000000050,1009246.545500000100,967716.959999999850,911311.680000000050,956389.635000000010,913909.959999999960,917779.927999999960,11406238.003500000000
FS( 124 ),935911.720999999900,966974.612500000050,843592.918999999990,990756.380000000000,1002359.495749999900,960476.651250000000,992311.814750000020,967716.959999999850,903745.309999999940,989681.663000000060,917095.800000000050,930592.978249999930,11401220.305500003000
FS( 125 ),941775.657750000010,980554.255499999970,841761.060999999990,994639.122500000170,995251.090249999890,960476.651250000000,1003183.493750000000,953340.856999999960,916886.900000000260,1050212.622999999900,917095.800000000050,951828.592999999990,11507010.105000000000
FS( 126 ),925418.360499999840,985810.891499999910,828898.232000000080,998422.307500000000,989188.038499999910,960476.651250000000,988130.399749999980,945774.486999999850,909320.530000000030,1016163.958000000100,922830.311999999920,943316.426749999870,11413754.594750002000
FS( 127 ),922332.077999999980,977378.371250000080,827066.374000000070,1002305.049999999900,974971.227499999920,963214.482500000040,987294.116750000040,949557.671999999900,909320.530000000030,1080478.103000000100,917095.800000000050,934804.260499999860,11445822.065500002000
FS( 128 ),938998.003499999990,984715.759000000080,830769.913000000060,1013754.162500000000,1001314.141999999900,945692.362499999930,987294.116750000040,945774.486999999850,909320.530000000030,1076694.918000000100,922830.311999999920,956039.875249999920,11513202.581500001000
FS( 129 ),920788.936749999990,978473.503749999920,839929.203000000100,996530.714999999970,993160.382749999990,912290.821250000150,978095.003750000030,931398.383999999960,905338.230000000210,1076694.918000000100,908175.447999999970,939015.542750000140,11379895.089000002000
FS( 130 ),911838.717500000030,979459.123000000020,860119.464000000040,1002305.049999999900,983961.269749999980,912290.821250000150,973077.305749999940,931398.383999999960,905338.230000000210,1113770.131000000100,908175.447999999970,947527.708999999920,11429265.653250001000
FS( 131 ),909061.063249999890,987891.643249999960,895044.234999999990,999417.882499999830,993160.382749999990,899696.797500000220,966177.971000000020,938208.116999999850,907329.380000000000,1121336.500999999900,911361.288000000060,943316.426749999870,11472005.688000001000
FS( 132 ),891160.624749999960,965988.993249999940,898707.951000000000,987869.212499999790,979988.925500000010,879436.846249999940,952170.230749999990,923832.013999999970,901754.159999999920,1103177.213000000200,902440.935999999990,926292.094249999970,11312823.201250000000
FS( 133 ),873260.186250000030,961827.489750000070,898707.951000000000,989760.804999999930,967862.821999999810,881627.111249999960,963041.909750000110,920048.828999999910,905338.230000000210,1069128.548000000000,896706.423999999880,913568.645750000030,11240882.951750001000
FS( 134 ),892703.765999999950,969055.364249999980,902371.667000000020,994639.122500000170,971835.166250000010,892030.870000000000,972241.022750000000,934424.931999999910,911311.680000000050,1061562.178000000100,908175.447999999970,917779.927999999960,11328135.144749999000
FS( 135 ),905974.780749999920,962813.109000000050,900539.809000000010,999417.882499999830,955527.647750000000,892030.870000000000,974122.659499999950,938208.116999999850,907329.380000000000,1035079.883000000000,911361.288000000060,917779.927999999960,11300189.354499999000
FS( 136 ),923875.219249999850,972231.248499999990,911570.780000000030,1007979.827500000100,986051.977250000000,907362.725000000090,998165.795750000050,953340.856999999960,918479.820000000070,1109986.946000000200,913909.959999999960,930592.978249999930,11533552.134500001000
FS( 137 ),919554.423750000070,972231.248499999990,913402.638000000040,1010866.995000000000,1005495.556999999900,904624.893749999930,1000256.503250000000,953340.856999999960,926046.190000000060,1099394.028000000200,922830.311999999920,922080.812000000030,11550128.458250003000
FS( 138 ),911838.717500000030,963908.241499999890,928097.324999999950,1011862.569999999800,996296.443999999900,899696.797500000220,999211.149499999940,953340.856999999960,924453.270000000020,1072911.733000000000,917095.800000000050,922080.812000000030,11500797.717000002000
FS( 139 ),897024.561499999950,958651.605499999950,948287.586000000010,1016641.330000000000,1005495.556999999900,899696.797500000220,996284.159000000100,949557.671999999900,914895.750000000120,1069128.548000000000,917095.800000000050,909267.761749999950,11482031.128250001000
FS( 140 ),897024.561499999950,965988.993249999940,948287.586000000010,1028090.442500000000,1029747.764000000000,904624.893749999930,1008201.191750000000,957124.041999999900,922462.120000000110,1088044.473000000000,922830.311999999920,926292.094249999970,11598722.473999998000
FS( 141 ),897024.561499999950,964893.860749999990,950119.444000000020,1032869.202500000100,1026820.773499999900,904624.893749999930,1013218.889750000000,957124.041999999900,926046.190000000060,1076694.918000000100,926016.152000000000,909267.761749999950,11584724.689499998000
FS( 142 ),907517.921999999900,961827.489750000070,948287.586000000010,1032869.202500000100,1038946.876999999900,912290.821250000150,1014264.243500000000,957124.041999999900,930028.489999999870,1106203.760999999900,931750.663999999990,909267.761749999950,11650382.860750001000
FS( 143 ),900110.844000000040,951423.731000000030,937256.614999999990,1028090.442500000000,1036856.169500000000,904624.893749999930,1003183.493750000000,957124.041999999900,924453.270000000020,1080478.103000000100,929201.991999999970,896544.313250000010,11549351.909750000000
FS( 144 ),880667.264250000010,956570.853749999890,955615.018000000040,1037647.962499999800,1041037.584499999900,904624.893749999930,1008201.191750000000,960150.589999999730,924453.270000000020,1042646.253000000100,931750.663999999990,892243.429249999930,11535612.974750001000
FS( 145 ),864309.967000000060,935763.336250000050,961150.415000000040,1066420.080000000100,1051072.980500000100,904624.893749999930,1007364.908750000100,953340.856999999960,924453.270000000020,993464.848000000000,934936.503999999960,879519.980749999990,11476426.041000001000
FS( 146 ),870173.903749999820,932696.965250000010,985004.391999999990,1066420.080000000100,1059226.739750000200,901887.062500000000,1007364.908750000100,960150.589999999730,922462.120000000110,1012380.773000000000,931750.663999999990,879519.980749999990,11529042.179750001000
FS( 147 ),864309.967000000060,939924.839750000040,1001530.937000000000,1066420.080000000100,1047100.636250000000,899696.797500000220,1012382.606750000200,957124.041999999900,928037.339999999850,982871.929999999930,931750.663999999990,892243.429249999930,11523397.269500000000
FS( 148 ),847952.669749999880,939924.839750000040,1003362.795000000000,1052083.800000000000,1063408.154750000200,901887.062500000000,1011337.253000000000,957124.041999999900,932019.640000000010,979088.745000000110,931750.663999999990,905056.479499999900,11525000.145250000000
FS( 149 ),843323.245999999930,941019.972249999880,1025424.737000000100,1066420.080000000100,1116093.983750000100,899696.797500000220,1024299.639500000000,957124.041999999900,935603.710000000080,986655.114999999990,934936.503999999960,917779.927999999960,11648381.755000001000
FS( 150 ),847952.669749999880,941019.972249999880,1025424.737000000100,1061641.319999999800,1083688.017500000100,889293.038750000070,1032453.398750000100,963933.774999999910,941178.930000000050,997248.033000000050,934936.503999999960,939015.542750000140,11657789.938750001000
FS( 151 ),839002.450499999920,941019.972249999880,1018057.482000000100,1056862.560000000300,1069471.206500000100,892030.870000000000,1034335.035500000000,957124.041999999900,933612.559999999940,986655.114999999990,938122.344000000040,917779.927999999960,11584077.565750001000
FS( 152 ),830052.231249999950,935763.336250000050,1018057.482000000100,1047305.039999999900,1055254.395500000100,889293.038750000070,1018236.587750000200,949557.671999999900,928037.339999999850,979088.745000000110,934936.503999999960,909267.761749999950,11494854.134250002000
FS( 153 ),835916.167999999950,930616.213500000190,1041951.282000000000,1042526.280000000000,1055254.395500000100,892030.870000000000,1010291.899250000100,949557.671999999900,924453.270000000020,1019947.142999999900,934936.503999999960,900755.595499999940,11538241.292749999000
FS( 154 ),822336.525000000020,930616.213500000190,1076836.230000000000,1052083.800000000000,1048982.273000000000,896958.966250000060,1004228.847500000000,949557.671999999900,928037.339999999850,997248.033000000050,934936.503999999960,913568.645750000030,11555395.050000001000
FS( 155 ),837459.309249999930,930616.213500000190,1102522.065000000200,1066420.080000000100,1053163.688000000100,899696.797500000220,998165.795750000050,957124.041999999900,932019.640000000010,1023730.328000000100,934936.503999999960,900755.595499999940,11636614.058500001000
FS( 156 ),828509.089999999850,941019.972249999880,1146606.125999999900,1066420.080000000100,1061317.447250000000,899696.797500000220,996284.159000000100,957124.041999999900,930028.489999999870,1035079.883000000000,931750.663999999990,913568.645750000030,11707409.396749999000
FS( 157 ),843323.245999999930,953504.482749999970,1164964.529000000100,1075977.600000000100,1061317.447250000000,899696.797500000220,1000256.503250000000,963933.774999999910,930028.489999999870,1038863.068000000000,938122.344000000040,913568.645750000030,11783560.928500000000
FS( 158 ),837459.309249999930,950328.598500000080,1168628.245000000100,1071198.840000000100,1057136.032250000200,901887.062500000000,988130.399749999980,971500.144999999790,924453.270000000020,1027513.513000000000,938122.344000000040,913568.645750000030,11749930.404999999000
FS( 159 ),839002.450499999920,948247.846750000030,1194353.903000000200,1056862.560000000300,1061317.447250000000,901887.062500000000,970150.315250000100,960150.589999999730,914895.750000000120,1031296.698000000000,929201.991999999970,930592.978249999930,11737963.593500003000
FS( 160 ),826965.948750000100,945181.475750000220,1243933.538000000200,1071198.840000000100,1073443.550749999900,894768.701250000040,974122.659499999950,967716.959999999850,914895.750000000120,1035079.883000000000,934936.503999999960,909267.761749999950,11791515.572750000000
FS( 161 ),835916.167999999950,944086.343250000030,1247597.254000000200,1080756.360000000100,1116093.983750000100,894768.701250000040,979140.357500000040,971500.144999999790,920470.970000000090,1042646.253000000100,934936.503999999960,913568.645750000030,11881485.685500002000
FS( 162 ),835916.167999999950,945181.475750000220,1201681.335000000000,1075977.600000000100,1112121.639499999800,894768.701250000040,979140.357500000040,967716.959999999850,924453.270000000020,1046429.438000000100,934936.503999999960,909267.761749999950,11827595.210750001000
FS( 163 ),837459.309249999930,946167.094999999970,1198017.618999999900,1080756.360000000100,1134492.209749999900,896958.966250000060,982276.418750000070,975283.329999999960,928037.339999999850,1080478.103000000100,940671.015999999950,922080.812000000030,11922682.579000004000
FS( 164 ),828509.089999999850,953504.482749999970,1190690.187000000200,1075977.600000000100,1124247.742999999800,892030.870000000000,971195.669000000110,967716.959999999850,932019.640000000010,1088044.473000000000,943856.856000000030,913568.645750000030,11881366.216499999000
FS( 165 ),828509.089999999850,958651.605499999950,1220079.561000000000,1075977.600000000100,1093723.413500000000,892030.870000000000,973077.305749999940,971500.144999999790,928037.339999999850,1091827.658000000100,940671.015999999950,922080.812000000030,11896170.416750003000
FS( 166 ),825422.807500000000,944086.343250000030,1216376.021999999900,1075977.600000000100,1099995.535999999800,889293.038750000070,969104.961500000090,967716.959999999850,935603.710000000080,1072911.733000000000,943856.856000000030,913568.645750000030,11853918.213750001000
FS( 167 ),819558.870750000000,951423.731000000030,1198017.618999999900,1075977.600000000100,1083688.017500000100,892030.870000000000,964087.263500000120,953340.856999999960,930028.489999999870,1046429.438000000100,940671.015999999950,922080.812000000030,11777338.584750000000
FS( 168 ),807522.369000000060,944086.343250000030,1166796.387000000100,1047305.039999999900,1089751.069249999900,884364.942500000000,982276.418750000070,945774.486999999850,928037.339999999850,1065345.363000000100,943856.856000000030,917779.927999999960,11722900.543749999000
FS( 169 ),807522.369000000060,949342.979249999970,1168628.245000000100,1047305.039999999900,1083688.017500000100,881627.111249999960,988130.399749999980,949557.671999999900,933612.559999999940,1046429.438000000100,940671.015999999950,926292.094249999970,11722810.942000002000
FS( 170 ),792708.212999999870,955585.234500000020,1146606.125999999900,1047305.039999999900,1077624.965750000000,879436.846249999940,976213.366999999970,949557.671999999900,926046.190000000060,1035079.883000000000,938122.344000000040,917779.927999999960,11642069.809500000000
FS( 171 ),791165.071749999890,952409.350250000020,1131911.439000000000,1052083.800000000000,1079506.602500000300,876699.015000000010,983112.701750000120,953340.856999999960,932019.640000000010,1065345.363000000100,938122.344000000040,913568.645750000030,11669288.829999998000
FS( 172 ),776042.287499999980,947262.227500000040,1157637.096999999800,1075977.600000000100,1077624.965750000000,881627.111249999960,982276.418750000070,945774.486999999850,928037.339999999850,1076694.918000000100,938122.344000000040,913568.645750000030,11700649.442499999000
FS( 173 ),771721.491999999970,958651.605499999950,1146606.125999999900,1119085.997500000100,1118184.691249999900,881627.111249999960,996284.159000000100,957124.041999999900,935603.710000000080,1084261.288000000200,938122.344000000040,930592.978249999930,11837869.544750003000
FS( 174 ),784992.506749999940,961827.489750000070,1120880.467999999900,1166973.155000000000,1114003.276249999900,879436.846249999940,1008201.191750000000,971500.144999999790,939187.780000000030,1091827.658000000100,934936.503999999960,939015.542750000140,11912786.563500002000
FS( 175 ),793942.725999999910,958651.605499999950,1124584.007000000000,1152636.875000000000,1124456.813750000000,879436.846249999940,1007364.908750000100,967716.959999999850,937594.860000000100,1136469.241000000200,940671.015999999950,947527.708999999920,11971057.568250000000
FS( 176 ),798572.149749999980,961827.489750000070,1120880.467999999900,1147858.115000000000,1132819.643749999800,881627.111249999960,1014264.243500000000,963933.774999999910,937594.860000000100,1140252.426000000000,938122.344000000040,947527.708999999920,11985284.334999999000
FS( 177 ),793942.725999999910,966974.612500000050,1106225.604000000100,1147858.115000000000,1126547.521250000200,881627.111249999960,1008201.191750000000,963933.774999999910,932019.640000000010,1155385.166000000000,938122.344000000040,934804.260499999860,11955646.067250002000
FS( 178 ),792708.212999999870,985810.891499999910,1124584.007000000000,1219639.072500000000,1149545.303750000000,894768.701250000040,1036425.743000000100,979066.514999999780,946754.150000000260,1212132.941000000100,949591.367999999900,981576.374000000070,12272607.279999999000
FS( 179 ),792708.212999999870,985810.891499999910,1131911.439000000000,1234074.909999999900,1172543.086250000200,892030.870000000000,1036425.743000000100,979066.514999999780,950736.450000000070,1208349.756000000100,952777.207999999980,1011324.154999999900,12347763.236750001000
FS( 180 ),797029.008499999880,976392.751999999980,1133743.297000000000,1200524.032500000000,1164180.256249999900,892030.870000000000,1032453.398750000100,967716.959999999850,939187.780000000030,1181867.461000000100,955325.880000000000,953083.017499999960,12193538.713500001000
FS( 181 ),793942.725999999910,976392.751999999980,1122752.149000000000,1210081.552500000000,1162089.548750000100,892030.870000000000,1040398.087250000000,979066.514999999780,956311.670000000040,1170517.906000000000,964246.232000000080,953083.017499999960,12220917.026000001000
FS( 182 ),786535.647999999930,979459.123000000020,1120880.467999999900,1190966.512500000000,1172543.086250000200,896958.966250000060,1030362.691250000000,985876.247999999910,954320.520000000020,1204566.571000000200,964246.232000000080,953083.017499999960,12239803.083750002000
FS( 183 ),789621.930499999900,981539.874749999960,1124584.007000000000,1186187.752500000200,1162089.548750000100,896958.966250000060,1040816.228750000000,982093.062999999850,965869.190000000060,1234075.413999999900,969980.743999999950,962043.192500000000,12295863.911999999000
FS( 184 ),797029.008499999880,982635.007250000140,1111721.178000000100,1152636.875000000000,1151636.011250000000,896958.966250000060,1055451.181249999900,1015385.090999999800,961886.890000000010,1200783.385999999900,967432.071999999930,957563.104999999980,12251122.771500003000
FS( 185 ),802892.945249999990,992053.146750000070,1117216.752000000100,1181309.435000000100,1176724.501250000000,901887.062500000000,1049179.058750000100,1015385.090999999800,967462.110000000100,1219699.311000000000,973166.584000000030,957563.104999999980,12354543.102500003000
FS( 186 ),801658.432249999950,992053.146750000070,1104353.923000000000,1176530.675000000000,1176724.501250000000,892030.870000000000,1043952.290000000000,1011601.906000000000,965869.190000000060,1200783.385999999900,973166.584000000030,948602.929999999930,12287331.834249999000
FS( 187 ),793942.725999999910,986796.510750000020,1098858.348999999900,1166973.155000000000,1174633.793749999700,889293.038750000070,1039770.875000000000,989659.432999999840,956311.670000000040,1166734.721000000100,973166.584000000030,944122.842499999910,12180267.698750000000
FS( 188 ),793942.725999999910,974312.000250000040,1098858.348999999900,1176530.675000000000,1182996.623750000000,892030.870000000000,1047088.351249999900,985876.247999999910,954320.520000000020,1162951.536000000100,967432.071999999930,935162.667499999980,12171506.638750002000
FS( 189 ),798572.149749999980,982635.007250000140,1098858.348999999900,1205302.792500000000,1201812.991250000000,896958.966250000060,1063814.011250000000,993442.617999999900,965869.190000000060,1200783.385999999900,973166.584000000030,939642.755000000000,12320862.800250003000
FS( 190 ),789621.930499999900,996871.729750000060,1095194.632999999900,1205302.792500000000,1203903.698750000000,896958.966250000060,1070086.133750000000,1001008.987999999900,961886.890000000010,1204566.571000000200,978901.096000000020,939642.755000000000,12343950.184500001000
FS( 191 ),793942.725999999910,1015488.982250000200,1095194.632999999900,1220236.417500000000,1210175.821250000300,901887.062500000000,1070086.133750000000,1007818.720999999900,961886.890000000010,1162951.536000000100,982086.935999999990,939642.755000000000,12361402.614250002000
FS( 192 ),792708.212999999870,1005632.789750000000,1115384.893999999900,1220236.417500000000,1212266.528749999800,901887.062500000000,1066950.072500000000,1007818.720999999900,959895.739999999870,1151601.980999999900,982086.935999999990,939642.755000000000,12356116.111000001000
FS( 193 ),816472.588249999910,1011108.452250000000,1122752.149000000000,1220236.417500000000,1251989.971250000200,904624.893749999930,1058587.242499999900,996469.165999999850,958302.820000000070,1140252.426000000000,994193.127999999910,948602.929999999930,12423596.184500000000
FS( 194 ),801658.432249999950,1012203.584749999800,1119048.609999999900,1235170.042500000000,1308439.073750000000,907362.725000000090,1051269.766250000100,988902.795999999860,963878.040000000040,1181867.461000000100,996741.800000000050,948602.929999999930,12515149.261499997000
FS( 195 ),798572.149749999980,1022059.777250000000,1109889.319999999800,1235170.042500000000,1293804.121250000100,907362.725000000090,1058587.242499999900,1004035.535999999700,965869.190000000060,1185650.646000000200,991007.288000000060,948602.929999999930,12520614.968249999000
FS( 196 ),797029.008499999880,1018774.379750000100,1106225.604000000100,1230192.167500000000,1297985.536250000100,909552.990000000110,1055451.181249999900,1000252.350999999900,969453.260000000130,1128902.871000000000,985272.775999999950,953083.017499999960,12452179.142750001000
FS( 197 ),797029.008499999880,1016584.114750000100,1113553.036000000100,1215258.542500000000,1350253.223750000100,907362.725000000090,1053360.473749999900,988902.795999999860,956311.670000000040,1121336.500999999900,982086.935999999990,953083.017499999960,12455126.044749999000
FS( 198 ),792708.212999999870,1022059.777250000000,1113553.036000000100,1225214.292500000000,1385795.251250000000,907362.725000000090,1053360.473749999900,988902.795999999860,969453.260000000130,1125119.686000000000,985272.775999999950,948602.929999999930,12517409.216750000000
FS( 199 ),793942.725999999910,1013298.717250000000,1108057.462000000100,1235170.042500000000,1364888.176250000000,904624.893749999930,1051269.766250000100,985119.610999999800,967462.110000000100,1136469.241000000200,985272.775999999950,939642.755000000000,12485222.277000001000
FS( 200 ),786535.647999999930,1000157.127250000000,1119048.609999999900,1220236.417500000000,1339799.686250000000,907362.725000000090,1050224.412499999900,985119.610999999800,961886.890000000010,1109986.946000000200,978901.096000000020,939642.755000000000,12398905.924500002000
FS( 201 ),801658.432249999950,1016584.114750000100,1126415.865000000000,1240147.917500000000,1362797.468749999800,907362.725000000090,1065904.718750000000,1000252.350999999900,965869.190000000060,1140252.426000000000,987821.447999999970,962043.192500000000,12577113.849500000000
FS( 202 ),802892.945249999990,1016584.114750000100,1117216.752000000100,1240147.917500000000,1352343.931249999700,907362.725000000090,1056496.535000000100,985119.610999999800,965869.190000000060,1113770.131000000100,978901.096000000020,957563.104999999980,12494272.053750001000
FS( 203 ),804436.086499999980,1006727.922249999800,1126415.865000000000,1240147.917500000000,1331436.856249999700,909552.990000000110,1053360.473749999900,985119.610999999800,963878.040000000040,1125119.686000000000,985272.775999999950,962043.192500000000,12493515.416750001000
FS( 204 ),811843.164499999960,1014393.849750000100,1128247.723000000000,1230192.167500000000,1343981.101250000100,909552.990000000110,1049179.058750000100,981336.425999999980,963878.040000000040,1117553.316000000100,987821.447999999970,957563.104999999980,12495546.389750002000
FS( 205 ),818015.729500000020,1011108.452250000000,1128247.723000000000,1250103.667500000000,1327255.441249999900,922694.579999999960,1052315.119999999900,988902.795999999860,963878.040000000040,1109986.946000000200,994193.127999999910,962043.192500000000,12528748.816000002000
FS( 206 ),818015.729500000020,1020964.644750000200,1126415.865000000000,1255081.542500000000,1323074.026249999900,917218.917500000100,1047088.351249999900,981336.425999999980,961886.890000000010,1098637.391000000100,991007.288000000060,948602.929999999930,12489334.001750004000
FS( 207 ),826965.948750000100,1026440.307250000200,1124584.007000000000,1260059.417500000000,1316801.903749999800,924884.844999999860,1047088.351249999900,981336.425999999980,973037.330000000190,1113770.131000000100,996741.800000000050,966523.279999999910,12558237.747500001000
FS( 208 ),822336.525000000020,1033011.102250000000,1120880.467999999900,1279970.917500000000,1323074.026249999900,927622.676249999900,1052315.119999999900,985119.610999999800,988170.070000000070,1094854.206000000000,1005662.152000000000,966523.279999999910,12599544.154250000000
FS( 209 ),813386.305749999940,1035201.367250000000,1159468.954999999800,1274993.042500000000,1348162.516249999900,927622.676249999900,1060677.950000000000,985119.610999999800,982594.850000000090,1094854.206000000000,1005662.152000000000,953083.017499999960,12640830.649499999000
FS( 210 ),816472.588249999910,1030820.837250000000,1139278.693999999900,1245125.792500000000,1327255.441249999900,919956.748749999910,1048133.705000000100,988902.795999999860,969453.260000000130,1064588.726000000000,999927.640000000010,953083.017499999960,12503003.246500000000
FS( 211 ),800115.290999999970,1028630.572249999900,1128247.723000000000,1225214.292500000000,1291713.413750000100,903529.761250000100,1031408.045000000000,981336.425999999980,954320.520000000020,1038106.430999999900,987821.447999999970,939642.755000000000,12310090.678750001000
FS( 212 ),805979.227749999960,1022059.777250000000,1097026.491000000200,1230192.167500000000,1283350.583750000200,906267.592499999910,1031408.045000000000,985119.610999999800,954320.520000000020,1079721.466000000000,991007.288000000060,944122.842499999910,12330579.612250000000
FS( 213 ),807522.369000000060,1025345.174750000000,1084163.662000000000,1205302.792500000000,1320983.318749999900,898054.098750000000,1029317.337500000000,977553.240999999810,950338.220000000090,1049455.986000000000,982086.935999999990,944122.842499999910,12274249.978750000000
FS( 214 ),813386.305749999940,1025345.174750000000,1093362.774999999900,1220236.417500000000,1325164.733750000100,895316.267499999960,1032453.398750000100,977553.240999999810,952329.370000000110,1068371.911000000100,982086.935999999990,953083.017499999960,12338693.548500001000
FS( 215 ),813386.305749999940,1016584.114750000100,1089699.058999999900,1215258.542500000000,1325164.733750000100,900791.930000000050,1034544.106250000100,981336.425999999980,954320.520000000020,1060805.541000000000,992281.623999999950,935162.667499999980,12319339.570499999000
FS( 216 ),820793.383749999920,1031915.969750000200,1102522.065000000200,1225214.292500000000,1339799.686250000000,906267.592499999910,1044997.643750000000,992685.981000000030,960293.970000000090,1072155.096000000100,1008210.823999999900,935162.667499999980,12440023.172000002000
FS( 217 ),819558.870750000000,1030820.837250000000,1097026.491000000200,1220236.417500000000,1323074.026249999900,906267.592499999910,1029317.337500000000,981336.425999999980,956311.670000000040,1060805.541000000000,1001839.144000000000,926202.492499999930,12352800.846249999000
FS( 218 ),820793.383749999920,1027535.439750000000,1100690.206999999900,1215258.542500000000,1341890.393749999800,900791.930000000050,1029317.337500000000,973770.055999999980,956311.670000000040,1075938.281000000000,1008210.823999999900,939642.755000000000,12390154.820249999000
FS( 219 ),822336.525000000020,1033011.102250000000,1113553.036000000100,1215258.542500000000,1329346.148750000200,906267.592499999910,1029317.337500000000,981336.425999999980,962285.120000000110,1106203.760999999900,1008210.823999999900,935162.667499999980,12442293.083000002000
FS( 220 ),820793.383749999920,1033011.102250000000,1113553.036000000100,1215258.542500000000,1333527.563750000000,903529.761250000100,1031408.045000000000,988902.795999999860,958302.820000000070,1091071.021000000200,1011396.664000000000,926202.492499999930,12426961.228000000000
FS( 221 ),826965.948750000100,1038486.764750000000,1095632.686000000000,1225214.292500000000,1364888.176250000000,909005.423749999960,1030362.691250000000,992685.981000000030,960293.970000000090,1091071.021000000200,1017768.344000000000,944122.842499999910,12496502.141750000000
FS( 222 ),823879.666249999890,1042867.294750000200,1077712.335999999900,1225214.292500000000,1360706.761250000000,909005.423749999960,1032453.398750000100,992685.981000000030,956311.670000000040,1098637.391000000100,1017768.344000000000,953083.017499999960,12490329.576750001000
FS( 223 ),825422.807500000000,1049438.089750000000,1071738.885999999900,1220236.417500000000,1375341.713749999900,914481.086250000050,1042906.936250000000,988902.795999999860,962285.120000000110,1106203.760999999900,1024140.024000000000,957563.104999999980,12538664.743000001000
FS( 224 ),825422.807500000000,1040677.029750000000,1077712.335999999900,1220236.417500000000,1358616.053750000000,914481.086250000050,1038725.521250000000,988902.795999999860,958302.820000000070,1094854.206000000000,1020954.184000000000,953083.017499999960,12491972.275500001000
FS( 225 ),837767.937500000000,1043962.427250000100,1071738.885999999900,1240147.917500000000,1369069.591249999800,911743.255000000000,1058587.242499999900,992685.981000000030,962285.120000000110,1121336.500999999900,1020954.184000000000,962043.192500000000,12592326.235500000000
FS( 226 ),851656.208749999870,1042867.294750000200,1065765.436000000000,1240147.917500000000,1379523.128749999900,911743.255000000000,1054405.827499999900,996469.165999999850,968258.570000000070,1121336.500999999900,1024140.024000000000,966523.279999999910,12622840.609250000000
FS( 227 ),854742.491249999850,1040677.029750000000,1069747.736000000000,1240147.917500000000,1373251.006250000100,917218.917500000100,1048133.705000000100,1004035.535999999700,960293.970000000090,1109986.946000000200,1027325.863999999900,966523.279999999910,12612088.399250001000
FS( 228 ),854742.491249999850,1049438.089750000000,1069747.736000000000,1230192.167500000000,1364888.176250000000,914481.086250000050,1041861.582500000100,992685.981000000030,954320.520000000020,1094854.206000000000,1017768.344000000000,975483.454999999960,12560467.835500000000
FS( 229 ),854742.491249999850,1058199.149749999900,1087668.085999999900,1230192.167500000000,1354434.638749999900,914481.086250000050,1046042.997500000100,992685.981000000030,956311.670000000040,1106203.760999999900,1020954.184000000000,979963.542499999980,12601883.755500002000
FS( 230 ),847026.784999999800,1059294.282249999900,1079703.486000000000,1220236.417500000000,1343981.101250000100,906267.592499999910,1034544.106250000100,992685.981000000030,950338.220000000090,1087287.836000000100,1017768.344000000000,966523.279999999910,12505661.431750001000
FS( 231 ),843940.502499999940,1063674.812250000000,1071738.885999999900,1220236.417500000000,1329346.148750000200,906267.592499999910,1031408.045000000000,988902.795999999860,950338.220000000090,1087287.836000000100,1014582.504000000000,971003.367499999930,12478731.127999999000
