代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13542408.670499999000
真實報酬,3542408.670499999100

夏普值報酬,0.345540867050
夏普值風險,0.103266959049
夏普值,3.346093176681

預期報酬,17615.810522134921
風險,209386.810257790670
起點值,0.084130468870
找到最佳解世代,3551
找到最佳解實驗#,1
找到最佳解次數,43

投資組合檔數,6
1101(0),2317(16),2382(24),2454(27),2474(28),2882(33),
Stock#,1101(0),2317(16),2382(24),2454(27),2474(28),2882(33),
張數,48,32,32,5,11,52,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,20323.299999999999,48363.199999999997,12472.128000000001,120966.512500000000,53861.023249999998,1336.282000000000,
FS( 1 ),1664323.300000000000,1664363.200000000000,1664312.128000000000,1664466.512500000000,1664371.023250000100,1664296.281999999900,9986136.445750000000
FS( 2 ),1680464.524000000000,1646380.543999999800,1639162.032000000100,1668139.841250000100,1627675.939000000500,1652796.091999999900,9914622.972249999600
FS( 3 ),1692411.423999999900,1667725.672000000000,1690454.055999999900,1701740.497500000100,1681775.484500000000,1709742.981999999800,10143854.116000000000
FS( 4 ),1708181.332000000200,1665495.584000000000,1667516.008000000100,1716475.007499999800,1686703.580750000000,1699906.701000000100,10144282.213250000000
FS( 5 ),1698145.936000000000,1650522.135999999900,1672613.352000000000,1689146.473749999700,1613001.163500000300,1727344.748000000100,10050777.809249999000
FS( 6 ),1731597.256000000100,1663584.080000000100,1677710.696000000000,1712293.592500000000,1627675.939000000500,1760477.483999999700,10173343.047499999000
FS( 7 ),1715827.348000000000,1652752.223999999900,1680259.368000000000,1726978.323750000000,1647388.324000000000,1803446.500999999900,10226656.088749999000
FS( 8 ),1708181.332000000200,1654982.311999999900,1693002.728000000100,1737481.639999999900,1686703.580750000000,1783773.938999999800,10264129.531749999000
FS( 9 ),1715827.348000000000,1625035.416000000000,1721356.704000000100,1737481.639999999900,1647388.324000000000,1793610.219999999700,10240703.651999999000
FS( 10 ),1743066.279999999800,1620893.823999999800,1744294.751999999900,1777453.976249999800,1647388.324000000000,1797751.811999999900,10330852.968249999000
FS( 11 ),1741154.776000000100,1614522.143999999900,1726454.048000000000,1758538.051250000300,1637532.131500000100,1803446.500999999900,10281651.651750000000
FS( 12 ),1745455.660000000400,1618663.735999999800,1734100.064000000000,1777453.976249999800,1667100.709000000000,1783773.938999999800,10326552.084249999000
FS( 13 ),1733508.760000000500,1646380.543999999800,1790489.432000000000,1781635.391250000300,1676847.388249999800,1793610.219999999700,10422475.735500000000
FS( 14 ),1715827.348000000000,1648610.632000000000,1803232.792000000100,1766950.660000000400,1716272.158250000300,1801375.705000000100,10452273.295250000000
FS( 15 ),1715827.348000000000,1657212.399999999900,1793038.104000000100,1766950.660000000400,1730946.933750000100,1805517.296999999800,10469496.742750000000
FS( 16 ),1703880.447999999900,1652752.223999999900,1751940.767999999900,1785866.585000000000,1711344.062000000200,1781703.142999999700,10387491.229999999000
FS( 17 ),1700057.439999999700,1663584.080000000100,1749392.096000000100,1777453.976249999800,1765443.607499999700,1791539.423999999600,10447474.623749997000
FS( 18 ),1672818.507999999900,1650522.135999999900,1744294.751999999900,1754306.857499999900,1716272.158250000300,1780150.046000000100,10318368.457750000000
FS( 19 ),1694322.928000000100,1646380.543999999800,1770100.055999999900,1764810.173750000100,1726018.837500000100,1811211.985999999800,10412848.525249999000
FS( 20 ),1688110.539999999800,1625035.416000000000,1798135.448000000100,1781635.391250000300,1726018.837500000100,1814835.879000000000,10433775.511750001000
FS( 21 ),1698145.936000000000,1646380.543999999800,1831586.767999999900,1781635.391250000300,1745731.222500000100,1814835.879000000000,10518319.740750000000
FS( 22 ),1698145.936000000000,1635867.272000000100,1800684.120000000100,1811054.632499999800,1735875.030000000000,1848486.313999999800,10530117.304499999000
FS( 23 ),1684287.532000000100,1633637.183999999900,1744294.751999999900,1821607.727499999600,1745731.222500000100,1829849.149999999900,10459411.568000000000
FS( 24 ),1650836.211999999800,1625035.416000000000,1757356.696000000000,1939284.692499999700,1829399.345499999800,1819495.169999999700,10621411.532000000000
FS( 25 ),1629331.792000000100,1616433.647999999800,1739197.408000000100,1928781.376250000200,1809686.960500000300,1787915.530999999700,10511350.715750000000
FS( 26 ),1621685.776000000100,1633637.183999999900,1800684.120000000100,1937193.985000000300,1819543.152999999900,1814835.879000000000,10627584.097000001000
FS( 27 ),1631243.296000000100,1635867.272000000100,1831586.767999999900,1926690.668750000000,1834217.928499999900,1806552.694999999600,10666162.628250001000
FS( 28 ),1631243.296000000100,1622805.328000000000,1749392.096000000100,1920368.767500000100,1794902.671750000000,1794127.919000000000,10512844.078250000000
FS( 29 ),1629331.792000000100,1644150.456000000000,1687905.384000000100,1911956.158749999900,1824471.249250000100,1800340.306999999800,10498159.347000001000
FS( 30 ),1653225.592000000200,1635867.272000000100,1703197.416000000000,1865711.700000000000,1834217.928499999900,1806552.694999999600,10498776.603500001000
FS( 31 ),1629331.792000000100,1633637.183999999900,1672613.352000000000,1855208.383749999600,1814615.056750000000,1794127.919000000000,10399537.687499998000
FS( 32 ),1629331.792000000100,1654982.311999999900,1690454.055999999900,1846795.774999999900,1804758.864249999900,1796198.715000000100,10422525.514250001000
FS( 33 ),1686199.035999999800,1652752.223999999900,1680259.368000000000,1846795.774999999900,1799830.768000000200,1816906.675000000000,10482747.846000001000
FS( 34 ),1708181.332000000200,1659123.903999999900,1636613.359999999900,1861530.285000000400,1819543.152999999900,1865052.681999999800,10550048.716000000000
FS( 35 ),1743066.279999999800,1663584.080000000100,1670064.680000000200,1935103.277499999900,1824471.249250000100,1871265.069999999600,10707558.636750000000
FS( 36 ),1690499.920000000200,1663584.080000000100,1646808.048000000000,1882536.917500000000,1809686.960500000300,1871265.069999999600,10564384.996000001000
FS( 37 ),1672818.507999999900,1646380.543999999800,1616223.984000000200,1865711.700000000000,1760515.511250000200,1858840.294000000000,10420494.541250000000
FS( 38 ),1692411.423999999900,1637778.776000000100,1623870.000000000000,1903543.550000000000,1755587.415000000000,1894043.826000000100,10507238.990999999000
FS( 39 ),1733508.760000000500,1648610.632000000000,1626418.672000000000,1920368.767500000100,1770371.703750000100,1935977.444999999600,10635259.980250001000
FS( 40 ),1731597.256000000100,1657212.399999999900,1631516.016000000100,1935103.277499999900,1770371.703750000100,1925623.465000000100,10651428.118249999000
FS( 41 ),1786552.996000000000,1654982.311999999900,1670064.680000000200,1922509.253750000400,1765443.607499999700,1935977.444999999600,10735534.294250000000
FS( 42 ),1825738.828000000000,1665495.584000000000,1672613.352000000000,1949788.008749999600,1789974.575500000000,1944260.629000000000,10847874.977250000000
FS( 43 ),1859190.148000000000,1710415.927999999800,1703197.416000000000,1954019.202499999900,1824471.249250000100,1940119.037000000000,10991416.980750000000
FS( 44 ),1839597.232000000300,1714557.520000000000,1690454.055999999900,1928781.376250000200,1829399.345499999800,1933906.648999999700,10936700.178750001000
FS( 45 ),1847243.247999999900,1712327.431999999800,1687905.384000000100,1947697.301250000300,1829399.345499999800,1919411.076999999800,10943987.787749998000
FS( 46 ),1827650.332000000200,1731761.056000000100,1682808.040000000000,1949788.008749999600,1834217.928499999900,1948402.220999999900,10974631.586250000000
FS( 47 ),1827650.332000000200,1718699.112000000000,1687905.384000000100,1930872.083749999500,1839146.024750000100,1940119.037000000000,10944395.973500000000
FS( 48 ),1760747.692000000000,1720929.200000000000,1713710.688000000100,1928781.376250000200,1952273.212000000100,1919411.076999999800,10995857.245250000000
FS( 49 ),1778429.104000000100,1744504.416000000000,1741746.080000000100,1920368.767500000100,1947345.115750000100,1935977.444999999600,11068374.928250000000
FS( 50 ),1786552.996000000000,1750876.095999999900,1757356.696000000000,1926690.668750000000,1991697.981999999800,1927694.260999999900,11140872.699750001000
FS( 51 ),1798022.020000000300,1714557.520000000000,1726454.048000000000,1928781.376250000200,1991697.981999999800,1944260.629000000000,11103777.575250000000
FS( 52 ),1841508.736000000000,1720929.200000000000,1723905.375999999900,1890949.526249999900,1942417.019499999700,1913198.688999999800,11032912.546750000000
FS( 53 ),1821915.820000000300,1720929.200000000000,1744294.751999999900,1874124.308749999900,1912957.955250000100,1931835.852999999900,11006061.889000000000
FS( 54 ),1784641.492000000100,1701814.160000000100,1731551.392000000200,1874124.308749999900,1893245.570250000300,1906986.301000000000,10892367.223999999000
