代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12356830.913500002000
真實報酬,2356830.913500001700

夏普值報酬,0.226983091350
夏普值風險,0.065057161163
夏普值,3.488979342031

預期報酬,9922.318643346853
風險,158111.530719891070
起點值,0.062755186786
找到最佳解世代,3206
找到最佳解實驗#,9
找到最佳解次數,12

投資組合檔數,8
2002(7),2317(16),2354(20),2412(24),2884(33),3008(41),3045(42),4938(46),
FS( 8 ),1247741.702000000000,1241454.202250000100,1281061.274999999900,1242754.423999999900,1286805.725000000100,1250000.000000000000,1263487.656000000000,1238899.229000000300,10052204.213250000000
FS( 9 ),1244954.091999999900,1248562.607750000200,1299379.855000000000,1242754.423999999900,1286805.725000000100,1250000.000000000000,1255682.348000000000,1216229.986250000300,10044369.037999999000
FS( 10 ),1257219.576000000100,1256925.437750000300,1309136.490000000000,1246736.723999999900,1293257.051000000200,1250000.000000000000,1269859.336000000100,1244155.865000000200,10127290.479750000000
FS( 11 ),1244954.091999999900,1261106.852750000300,1309136.490000000000,1246736.723999999900,1296482.713999999900,1250000.000000000000,1268585.000000000200,1252040.819000000100,10129042.691749999000
FS( 12 ),1244954.091999999900,1266751.763000000300,1315906.399999999900,1250559.731999999800,1296482.713999999900,1250000.000000000000,1266036.328000000000,1253354.978000000100,10144046.006999999000
FS( 13 ),1247741.702000000000,1268215.258250000200,1312521.444999999800,1253267.695999999800,1313686.250000000000,1250000.000000000000,1268585.000000000200,1241527.547000000300,10155544.898250001000
FS( 14 ),1238263.828000000000,1266751.763000000300,1305950.649999999900,1251993.359999999900,1307234.924000000100,1250000.000000000000,1258231.020000000000,1245470.024000000200,10123895.569000000000
FS( 15 ),1235476.218000000100,1265288.267750000100,1317499.319999999800,1251993.359999999900,1299708.377000000100,1250000.000000000000,1250585.004000000200,1250726.660000000400,10121277.206750000000
FS( 16 ),1238263.828000000000,1276578.088250000300,1320884.274999999900,1253267.695999999800,1302934.040000000300,1250000.000000000000,1250585.004000000200,1254669.137000000300,10147182.068250000000
FS( 17 ),1244954.091999999900,1276578.088250000300,1322477.194999999800,1253267.695999999800,1293257.051000000200,1250000.000000000000,1250585.004000000200,1278652.538750000500,10169771.665000001000
FS( 18 ),1225998.344000000000,1254207.518000000200,1289424.105000000000,1242754.423999999900,1282504.841000000200,1250000.000000000000,1240231.024000000000,1246784.183000000400,10031904.438999999000
FS( 19 ),1218750.558000000000,1245844.688000000100,1282654.194999999800,1246736.723999999900,1288956.167000000100,1250000.000000000000,1259505.355999999900,1245470.024000000200,10037917.712000001000
FS( 20 ),1216520.469999999700,1265288.267750000100,1312521.444999999800,1248011.059999999800,1299708.377000000100,1250000.000000000000,1266036.328000000000,1254669.137000000300,10112755.084750000000
FS( 21 ),1225998.344000000000,1248562.607750000200,1297587.819999999800,1249285.395999999700,1274978.294000000200,1250000.000000000000,1268585.000000000200,1245470.024000000200,10060467.485749999000
FS( 22 ),1228228.431999999800,1279296.008000000100,1305950.649999999900,1251993.359999999900,1293257.051000000200,1250000.000000000000,1264761.992000000100,1254669.137000000300,10128156.629999999000
FS( 23 ),1220980.645999999900,1277832.512750000200,1304158.615000000000,1246736.723999999900,1293257.051000000200,1250000.000000000000,1256956.684000000100,1253354.978000000100,10103277.210750001000
FS( 24 ),1225998.344000000000,1282013.927750000300,1292609.944999999800,1246736.723999999900,1299708.377000000100,1250000.000000000000,1250585.004000000200,1308221.116250000400,10155873.438000001000
FS( 25 ),1218750.558000000000,1279296.008000000100,1289424.105000000000,1246736.723999999900,1285730.504000000200,1250000.000000000000,1240231.024000000000,1332204.518000000200,10142373.441000000000
FS( 26 ),1218750.558000000000,1283477.423000000200,1292609.944999999800,1248011.059999999800,1296482.713999999900,1250000.000000000000,1267310.664000000100,1282923.555500000000,10139565.919500001000
FS( 27 ),1228228.431999999800,1287658.838000000200,1289424.105000000000,1257249.995999999800,1296482.713999999900,1250000.000000000000,1256956.684000000100,1345346.108000000500,10211346.877000000000
FS( 28 ),1225998.344000000000,1263824.772500000000,1269512.605000000000,1246736.723999999900,1288956.167000000100,1250000.000000000000,1241505.360000000100,1358816.237750000100,10145350.210250000000
FS( 29 ),1233246.130000000100,1266751.763000000300,1267919.684999999800,1251993.359999999900,1285730.504000000200,1250000.000000000000,1245328.368000000200,1382799.639500000500,10183769.449500002000
FS( 30 ),1228228.431999999800,1270933.178000000100,1282654.194999999800,1257249.995999999800,1299708.377000000100,1250000.000000000000,1246761.996000000000,1396269.769250000400,10231805.943249999000
FS( 31 ),1220980.645999999900,1276578.088250000300,1228096.684999999800,1254542.031999999900,1316911.913000000200,1250000.000000000000,1263487.656000000000,1414996.535000000400,10225593.555250000000
FS( 32 ),1216520.469999999700,1279296.008000000100,1213163.059999999800,1258524.331999999900,1330889.786000000300,1250000.000000000000,1263487.656000000000,1412368.217000000400,10224249.528999999000
FS( 33 ),1213732.860000000100,1293303.748250000200,1196636.514999999900,1259798.667999999800,1338416.333000000100,1250000.000000000000,1264761.992000000100,1468219.974500000200,10284870.090750001000
FS( 34 ),1204254.985999999800,1304384.498000000400,1211570.139999999900,1261073.004000000000,1338416.333000000100,1250000.000000000000,1274956.680000000200,1446864.890750000300,10291520.531749999000
FS( 35 ),1204254.985999999800,1296021.668000000300,1198428.549999999800,1265055.304000000000,1313686.250000000000,1250000.000000000000,1287859.331999999900,1412368.217000000400,10227674.307000000000
FS( 36 ),1216520.469999999700,1324037.148500000400,1206592.264999999900,1273019.904000000100,1327664.123000000100,1250000.000000000000,1302036.320000000100,1462963.338500000300,10362833.569000000000
FS( 37 ),1220980.645999999900,1338044.888750000200,1211570.139999999900,1279550.875999999900,1334115.449000000000,1250000.000000000000,1300761.984000000200,1465591.656500000300,10400615.640250001000
FS( 38 ),1211502.771999999900,1330936.483250000300,1214955.094999999500,1283533.175999999700,1334115.449000000000,1250000.000000000000,1286584.996000000000,1457706.702500000100,10369334.673750000000
FS( 39 ),1209272.683999999900,1335326.969000000300,1218140.934999999800,1275568.575999999900,1334115.449000000000,1250000.000000000000,1291841.632000000000,1465591.656500000300,10379857.901500000000
FS( 40 ),1216520.469999999700,1343689.799000000100,1221525.889999999900,1282258.839999999900,1358845.532000000400,1250000.000000000000,1290567.296000000100,1510930.142000000200,10474337.969000001000
FS( 41 ),1209272.683999999900,1344944.223500000300,1218140.934999999800,1279550.875999999900,1355619.869000000200,1250000.000000000000,1286584.996000000000,1574995.393250000200,10519108.976749999000
FS( 42 ),1189759.414000000300,1329682.058750000300,1201614.389999999900,1273019.904000000100,1383575.615000000200,1250000.000000000000,1287859.331999999900,1572367.075250000200,10487877.789000001000
FS( 43 ),1209272.683999999900,1338044.888750000200,1203406.424999999800,1279550.875999999900,1362071.195000000300,1250000.000000000000,1293115.968000000100,1561525.263500000400,10496987.300250001000
FS( 44 ),1199237.287999999900,1339508.384000000300,1201614.389999999900,1266329.639999999900,1344867.659000000200,1250000.000000000000,1289133.668000000300,1534913.543750000200,10425604.572749998000
FS( 45 ),1202024.898000000000,1336581.393500000200,1218140.934999999800,1259798.667999999800,1362071.195000000300,1250000.000000000000,1276390.308000000200,1527028.589750000300,10432035.987250000000
FS( 46 ),1204254.985999999800,1340762.808500000300,1213163.059999999800,1265055.304000000000,1355619.869000000200,1250000.000000000000,1274956.680000000200,1545755.355500000100,10449568.062999999000
FS( 47 ),1199237.287999999900,1344944.223500000300,1209977.219999999500,1273019.904000000100,1355619.869000000200,1250000.000000000000,1280213.316000000100,1513558.460000000400,10426570.280500000000
FS( 48 ),1204254.985999999800,1353307.053500000200,1218140.934999999800,1280825.212000000100,1362071.195000000300,1250000.000000000000,1289133.668000000300,1543127.037500000300,10500860.086999999000
FS( 49 ),1204254.985999999800,1349125.638500000100,1209977.219999999500,1279550.875999999900,1362071.195000000300,1250000.000000000000,1287859.331999999900,1558896.945500000600,10501736.193000002000
FS( 50 ),1202024.898000000000,1343689.799000000100,1216548.014999999900,1274294.240000000000,1355619.869000000200,1250000.000000000000,1286584.996000000000,1524400.271750000300,10453162.088750001000
FS( 51 ),1209272.683999999900,1340762.808500000300,1214955.094999999500,1275568.575999999900,1348093.322000000200,1250000.000000000000,1285310.660000000100,1492203.376250000400,10416166.521750001000
FS( 52 ),1202024.898000000000,1333863.473750000100,1211570.139999999900,1278276.540000000000,1348093.322000000200,1250000.000000000000,1287859.331999999900,1492203.376250000400,10403891.082000000000
FS( 53 ),1202024.898000000000,1352052.629000000200,1211570.139999999900,1275568.575999999900,1355619.869000000200,1250000.000000000000,1287859.331999999900,1543127.037500000300,10477822.481500000000
FS( 54 ),1223768.256000000100,1353307.053500000200,1219932.969999999500,1279550.875999999900,1355619.869000000200,1250000.000000000000,1296938.976000000300,1532285.225750000400,10511403.226250002000
FS( 55 ),1233246.130000000100,1350589.133750000300,1214955.094999999500,1284807.512000000100,1358845.532000000400,1250000.000000000000,1308567.292000000100,1534913.543750000200,10535924.238499999000
FS( 56 ),1233246.130000000100,1356234.044000000200,1219932.969999999500,1278276.540000000000,1341641.996000000000,1250000.000000000000,1300761.984000000200,1537541.861750000200,10517635.525750000000
FS( 57 ),1225998.344000000000,1402438.679750000400,1223118.809999999800,1278276.540000000000,1334115.449000000000,1250000.000000000000,1299487.648000000000,1540170.179750000400,10553605.650500001000
FS( 58 ),1228228.431999999800,1410801.509750000400,1226503.764999999900,1278276.540000000000,1341641.996000000000,1250000.000000000000,1302036.320000000100,1518815.096000000400,10556303.658750001000
FS( 59 ),1213732.860000000100,1386967.444250000400,1218140.934999999800,1274294.240000000000,1330889.786000000300,1250000.000000000000,1294390.304000000000,1505673.506000000100,10474089.075250000000
FS( 60 ),1220980.645999999900,1414982.924750000200,1261149.774999999900,1273019.904000000100,1338416.333000000100,1250000.000000000000,1290567.296000000100,1486946.740250000300,10536063.619000001000
FS( 61 ),1211502.771999999900,1416237.349250000200,1249601.105000000000,1279550.875999999900,1338416.333000000100,1250000.000000000000,1286425.704000000100,1455078.384500000400,10486812.523750000000
FS( 62 ),1213732.860000000100,1435889.999750000200,1254578.980000000000,1275568.575999999900,1338416.333000000100,1250000.000000000000,1275434.556000000100,1545755.355500000100,10589376.660250001000
FS( 63 ),1216520.469999999700,1463905.480250000000,1279468.355000000000,1274294.240000000000,1338416.333000000100,1250000.000000000000,1267310.664000000100,1513558.460000000400,10603474.002250001000
FS( 64 ),1216520.469999999700,1477913.220500000100,1300972.774999999900,1273019.904000000100,1330889.786000000300,1250000.000000000000,1275434.556000000100,1518815.096000000400,10643565.807500001000
FS( 65 ),1213732.860000000100,1491920.960750000100,1304158.615000000000,1270311.939999999900,1330889.786000000300,1250000.000000000000,1260461.108000000000,1540170.179750000400,10661645.449500000000
FS( 66 ),1209272.683999999900,1477913.220500000100,1289424.105000000000,1267763.267999999900,1321212.797000000300,1250000.000000000000,1242779.696000000200,1545755.355500000100,10604121.126000000000
FS( 67 ),1213732.860000000100,1484812.555250000200,1274490.480000000000,1267763.267999999900,1334115.449000000000,1250000.000000000000,1256319.516000000100,1577623.711250000400,10658857.839500001000
FS( 68 ),1218750.558000000000,1498820.295500000200,1277875.434999999800,1274294.240000000000,1334115.449000000000,1250000.000000000000,1255045.180000000200,1615077.242750000200,10723978.400250001000
FS( 69 ),1216520.469999999700,1505719.630250000200,1294401.980000000000,1274294.240000000000,1330889.786000000300,1250000.000000000000,1259027.480000000200,1577623.711250000400,10708477.297499999000
FS( 70 ),1213732.860000000100,1554851.256500000100,1297587.819999999800,1273019.904000000100,1348093.322000000200,1250000.000000000000,1253611.551999999900,1615077.242750000200,10805973.957250001000
FS( 71 ),1209272.683999999900,1561750.591250000300,1281061.274999999900,1270311.939999999900,1348093.322000000200,1250000.000000000000,1255045.180000000200,1625590.514750000300,10801125.506999999000
FS( 72 ),1206485.074000000000,1575758.331500000100,1289424.105000000000,1270311.939999999900,1383575.615000000200,1250000.000000000000,1246761.996000000000,1609820.606750000300,10832137.668250000000
FS( 73 ),1206485.074000000000,1589766.071750000100,1329047.990000000000,1271745.568000000000,1390026.941000000300,1250000.000000000000,1242779.696000000200,1660415.728250000400,10940267.069000002000
FS( 74 ),1209272.683999999900,1540843.516250000300,1305950.649999999900,1267763.267999999900,1383575.615000000200,1250000.000000000000,1246761.996000000000,1625590.514750000300,10829758.244000001000
FS( 75 ),1213732.860000000100,1526835.776000000500,1305950.649999999900,1280506.628000000000,1394327.825000000200,1250000.000000000000,1250903.588000000200,1596350.477000000400,10818607.804000001000
FS( 76 ),1209272.683999999900,1540843.516250000300,1305950.649999999900,1280506.628000000000,1394327.825000000200,1250000.000000000000,1267310.664000000100,1617705.560750000400,10865917.528000001000
FS( 77 ),1228228.431999999800,1582657.666250000200,1315906.399999999900,1274931.408000000100,1390026.941000000300,1250000.000000000000,1270018.628000000000,1628218.832750000300,10939988.308000000000
FS( 78 ),1231016.041999999900,1575758.331500000100,1314114.365000000000,1279072.999999999800,1397553.488000000100,1250000.000000000000,1272726.592000000200,1631175.690500000300,10951417.509000001000
FS( 79 ),1233246.130000000100,1582657.666250000200,1324070.115000000000,1280506.628000000000,1397553.488000000100,1250000.000000000000,1272726.592000000200,1663044.046250000100,11003804.665500002000
FS( 80 ),1238263.828000000000,1547742.851000000500,1315906.399999999900,1274931.408000000100,1407230.477000000200,1250000.000000000000,1270018.628000000000,1622962.196750000100,10927055.788750000000
FS( 81 ),1249971.789999999800,1505719.630250000200,1305950.649999999900,1270789.816000000100,1421208.350000000100,1250000.000000000000,1270018.628000000000,1582880.347250000300,10856539.211500000000
FS( 82 ),1262237.274000000000,1505719.630250000200,1297587.819999999800,1274931.408000000100,1431960.560000000300,1250000.000000000000,1278142.520000000000,1518815.096000000400,10819394.308250001000
FS( 83 ),1269485.060000000100,1498820.295500000200,1299379.855000000000,1274931.408000000100,1431960.560000000300,1250000.000000000000,1278142.520000000000,1548383.673500000500,10851103.372000001000
FS( 84 ),1254989.487999999900,1484812.555250000200,1294401.980000000000,1273657.071999999900,1400779.151000000100,1250000.000000000000,1270018.628000000000,1558896.945500000600,10787555.819750002000
FS( 85 ),1254989.487999999900,1463905.480250000000,1281061.274999999900,1280506.628000000000,1397553.488000000100,1250000.000000000000,1272726.592000000200,1588465.523000000500,10789208.474250000000
FS( 86 ),1259449.664000000300,1512828.035750000300,1282654.194999999800,1273657.071999999900,1386801.277999999900,1250000.000000000000,1276868.184000000100,1620333.878750000400,10862592.307500001000
FS( 87 ),1244954.091999999900,1463905.480250000000,1254578.980000000000,1268081.852000000000,1358845.532000000400,1250000.000000000000,1257753.144000000100,1553640.309500000400,10651759.389750000000
FS( 88 ),1240493.916000000000,1484812.555250000200,1248008.184999999800,1268081.852000000000,1369597.742000000100,1250000.000000000000,1259027.480000000200,1540170.179750000400,10660191.910000002000
FS( 89 ),1249971.789999999800,1484812.555250000200,1254578.980000000000,1277798.663999999900,1383575.615000000200,1250000.000000000000,1283717.740000000000,1524400.271750000300,10708855.616000000000
FS( 90 ),1240493.916000000000,1470804.815000000400,1248008.184999999800,1273657.071999999900,1369597.742000000100,1250000.000000000000,1286425.704000000100,1540170.179750000400,10679157.613750001000
FS( 91 ),1247741.702000000000,1491920.960750000100,1244623.230000000000,1277798.663999999900,1376049.068000000200,1250000.000000000000,1295983.224000000200,1572367.075250000200,10756483.923999999000
FS( 92 ),1257219.576000000100,1498820.295500000200,1254578.980000000000,1277798.663999999900,1380349.952000000300,1250000.000000000000,1287700.040000000000,1612448.924750000200,10818916.432250001000
FS( 93 ),1264467.362000000200,1519727.370500000200,1299379.855000000000,1283214.591999999700,1397553.488000000100,1250000.000000000000,1290567.296000000100,1628218.832750000300,10933128.796250001000
FS( 94 ),1272272.669999999700,1561750.591250000300,1307543.569999999800,1280506.628000000000,1397553.488000000100,1250000.000000000000,1297257.560000000300,1633804.008500000200,11000688.515750000000
FS( 95 ),1277290.368000000000,1540843.516250000300,1315906.399999999900,1280506.628000000000,1400779.151000000100,1250000.000000000000,1304107.116000000200,1636432.326500000400,11005865.505750000000
FS( 96 ),1277290.368000000000,1540843.516250000300,1335618.784999999900,1279072.999999999800,1383575.615000000200,1250000.000000000000,1304107.116000000200,1719224.343500000200,11089732.743750000000
FS( 97 ),1292343.462000000300,1554851.256500000100,1329047.990000000000,1294365.031999999900,1404004.814000000000,1250000.000000000000,1309523.044000000000,1695240.941750000500,11129376.540250001000
FS( 98 ),1305166.468000000100,1554851.256500000100,1325663.034999999900,1298506.624000000100,1417982.687000000200,1250000.000000000000,1310956.672000000300,1711010.849750000100,11174137.592250001000
FS( 99 ),1302378.858000000000,1554851.256500000100,1322477.194999999800,1297072.995999999800,1454540.201000000100,1250000.000000000000,1315098.264000000200,1673885.858000000500,11170304.628500002000
FS( 100 ),1312414.254000000000,1575758.331500000100,1332432.944999999800,1302648.216000000000,1504000.367000000100,1250000.000000000000,1323222.156000000000,1719224.343500000200,11319700.613000000000
FS( 101 ),1312414.254000000000,1582657.666250000200,1332432.944999999800,1301214.587999999800,1496473.820000000300,1250000.000000000000,1317806.228000000100,1695240.941750000500,11288240.443000002000
FS( 102 ),1312414.254000000000,1575758.331500000100,1327455.069999999800,1301214.587999999800,1515827.798000000200,1250000.000000000000,1321947.820000000100,1695240.941750000500,11299858.803250002000
FS( 103 ),1317431.952000000000,1603773.812000000200,1330640.909999999900,1301214.587999999800,1523354.345000000200,1250000.000000000000,1334213.304000000000,1716267.485750000200,11376896.396750001000
FS( 104 ),1317431.952000000000,1661059.197500000200,1373251.519999999800,1303922.551999999900,1527655.229000000100,1250000.000000000000,1336921.268000000200,1721852.661500000200,11492094.379999999000
FS( 105 ),1307396.556000000100,1661059.197500000200,1376835.590000000300,1292931.404000000100,1515827.798000000200,1250000.000000000000,1315098.264000000200,1716267.485750000200,11435416.295250004000
FS( 106 ),1315201.864000000300,1653114.509000000100,1383804.615000000000,1283214.591999999700,1504000.367000000100,1250000.000000000000,1274160.220000000000,1743207.745250000400,11406703.912250001000
FS( 107 ),1315201.864000000300,1637225.132000000200,1375043.554999999900,1279072.999999999800,1500774.704000000100,1250000.000000000000,1250903.588000000200,1711010.849750000100,11319232.692749999000
FS( 108 ),1317431.952000000000,1645169.820500000100,1376835.590000000300,1292931.404000000100,1523354.345000000200,1250000.000000000000,1257753.144000000100,1703125.895750000400,11366602.151250001000
FS( 109 ),1317431.952000000000,1627816.948250000100,1368074.529999999800,1287356.183999999900,1530880.892000000200,1250000.000000000000,1264602.700000000200,1711010.849750000100,11357174.056000002000
FS( 110 ),1320219.562000000200,1637225.132000000200,1362698.424999999800,1280506.628000000000,1527655.229000000100,1250000.000000000000,1259027.480000000200,1657130.330750000200,11294462.786750000000
FS( 111 ),1325237.260000000000,1661059.197500000200,1378627.624999999800,1284648.220000000000,1535181.776000000100,1250000.000000000000,1256319.516000000100,1696226.561000000500,11387300.155500002000
FS( 112 ),1320219.562000000200,1645169.820500000100,1362698.424999999800,1279072.999999999800,1508301.251000000200,1250000.000000000000,1256319.516000000100,1662715.506500000100,11284497.081000000000
FS( 113 ),1327467.348000000000,1629280.443500000300,1353937.365000000000,1277798.663999999900,1520128.682000000300,1250000.000000000000,1248195.624000000100,1693598.243000000000,11300406.369500002000
FS( 114 ),1322449.650000000100,1619872.259750000400,1343384.269999999800,1281940.255999999800,1496473.820000000300,1250000.000000000000,1256319.516000000100,1682427.891500000400,11252867.663250001000
FS( 115 ),1322449.650000000100,1645169.820500000100,1346968.340000000300,1274931.408000000100,1508301.251000000200,1250000.000000000000,1250903.588000000200,1673885.858000000500,11272609.915500002000
FS( 116 ),1310184.166000000000,1621335.755000000100,1329247.105000000000,1272223.443999999900,1496473.820000000300,1250000.000000000000,1242779.696000000200,1629204.452000000500,11151448.438000001000
FS( 117 ),1327467.348000000000,1645169.820500000100,1341592.234999999600,1276365.035999999800,1493248.157000000400,1250000.000000000000,1250903.588000000200,1623619.276250000600,11208365.460750002000
FS( 118 ),1348095.662000000200,1661059.197500000200,1369866.564999999900,1280506.628000000000,1496473.820000000300,1250000.000000000000,1249469.960000000200,1654502.012750000200,11309973.845250001000
FS( 119 ),1342520.442000000000,1645169.820500000100,1369866.564999999900,1280506.628000000000,1488947.273000000300,1250000.000000000000,1253611.551999999900,1671257.540000000300,11301879.820500001000
FS( 120 ),1337502.744000000200,1637225.132000000200,1364490.460000000000,1274931.408000000100,1473894.179000000000,1250000.000000000000,1237204.476000000300,1668300.682250000300,11243549.081250001000
FS( 121 ),1320219.562000000200,1637225.132000000200,1369866.564999999900,1276365.035999999800,1477119.842000000200,1250000.000000000000,1231788.548000000000,1657130.330750000200,11219715.015750000000
FS( 122 ),1335272.656000000200,1637225.132000000200,1394357.710000000000,1277798.663999999900,1469593.295000000400,1250000.000000000000,1256319.516000000100,1668300.682250000300,11288867.655250002000
FS( 123 ),1325237.260000000000,1629280.443500000300,1373251.519999999800,1273657.071999999900,1466367.632000000200,1250000.000000000000,1237204.476000000300,1651545.155000000300,11206543.558499999000
FS( 124 ),1317431.952000000000,1583075.807750000200,1373251.519999999800,1273657.071999999900,1450239.317000000000,1250000.000000000000,1270018.628000000000,1539841.640000000100,11057515.936750000000
FS( 125 ),1297361.160000000100,1591229.567000000300,1380419.659999999900,1266648.223999999900,1427659.676000000200,1250000.000000000000,1263169.072000000200,1537213.322000000400,11013700.681000000000
FS( 126 ),1317431.952000000000,1565722.935500000400,1380419.659999999900,1276365.035999999800,1423358.792000000100,1250000.000000000000,1274160.220000000000,1587479.903750000300,11074938.499250000000
FS( 127 ),1307396.556000000100,1603773.812000000200,1390972.754999999900,1276365.035999999800,1411531.361000000300,1250000.000000000000,1270018.628000000000,1620990.958250000400,11131049.106250001000
FS( 128 ),1287325.764000000200,1589557.001000000400,1390972.754999999900,1273657.071999999900,1442712.770000000300,1250000.000000000000,1274160.220000000000,1593065.079500000200,11101450.661500001000
FS( 129 ),1292343.462000000300,1618199.693750000100,1399733.814999999900,1277798.663999999900,1469593.295000000400,1250000.000000000000,1286425.704000000100,1629204.452000000500,11223299.085750002000
FS( 130 ),1289555.852000000200,1605446.378000000000,1412078.944999999800,1268081.852000000000,1457765.864000000100,1250000.000000000000,1270018.628000000000,1626576.134000000300,11179523.653000001000
FS( 131 ),1305166.468000000100,1591229.567000000300,1410286.909999999900,1268081.852000000000,1473894.179000000000,1250000.000000000000,1284992.076000000100,1612448.924750000200,11196099.976749999000
FS( 132 ),1299591.248000000100,1576803.685250000100,1404910.804999999900,1273657.071999999900,1450239.317000000000,1250000.000000000000,1282284.112000000200,1584523.046000000300,11122009.285250001000
FS( 133 ),1312414.254000000000,1591229.567000000300,1403317.885000000000,1272223.443999999900,1450239.317000000000,1250000.000000000000,1291841.632000000000,1528671.288500000300,11099937.387499999000
FS( 134 ),1292343.462000000300,1562377.803500000400,1360906.389999999900,1268081.852000000000,1442712.770000000300,1250000.000000000000,1302832.780000000300,1509287.443250000200,10988542.500750002000
FS( 135 ),1297361.160000000100,1565722.935500000400,1392565.674999999800,1272223.443999999900,1450239.317000000000,1250000.000000000000,1313664.635999999900,1545426.815750000300,11087203.983250001000
FS( 136 ),1305166.468000000100,1525790.422250000300,1368074.529999999800,1273657.071999999900,1415832.245000000300,1250000.000000000000,1321947.820000000100,1520457.794750000400,10980926.352000002000
FS( 137 ),1305166.468000000100,1505092.418000000300,1368074.529999999800,1273657.071999999900,1439487.107000000300,1250000.000000000000,1324655.784000000200,1531628.146250000200,10997761.525250001000
FS( 138 ),1277290.368000000000,1454288.225750000200,1325862.149999999900,1257090.703999999900,1400779.151000000100,1250000.000000000000,1338195.604000000100,1520457.794750000400,10823963.997500002000
FS( 139 ),1287325.764000000200,1521190.865750000100,1369866.564999999900,1268081.852000000000,1439487.107000000300,1250000.000000000000,1335487.640000000100,1551011.991500000200,11022451.785250001000
FS( 140 ),1305166.468000000100,1525790.422250000300,1368074.529999999800,1276365.035999999800,1435186.223000000200,1250000.000000000000,1324655.784000000200,1537213.322000000400,11022451.785250003000
FS( 141 ),1310184.166000000000,1533735.110750000200,1376835.590000000300,1274931.408000000100,1439487.107000000300,1250000.000000000000,1316372.600000000100,1523086.112750000100,11024632.094500000000
FS( 142 ),1307396.556000000100,1549833.558500000300,1383804.615000000000,1272223.443999999900,1435186.223000000200,1250000.000000000000,1320514.192000000000,1576309.552250000200,11095268.140750000000
FS( 143 ),1305166.468000000100,1521190.865750000100,1373251.519999999800,1276365.035999999800,1427659.676000000200,1250000.000000000000,1327363.747999999900,1584523.046000000300,11065520.359750001000
FS( 144 ),1312414.254000000000,1533735.110750000200,1373251.519999999800,1274931.408000000100,1427659.676000000200,1250000.000000000000,1319080.564000000200,1593065.079500000200,11084137.612250000000
FS( 145 ),1312414.254000000000,1557778.247000000000,1412078.944999999800,1280506.628000000000,1457765.864000000100,1250000.000000000000,1316372.600000000100,1601278.573250000400,11188195.111250002000
FS( 146 ),1317431.952000000000,1549833.558500000300,1412078.944999999800,1286081.848000000000,1477119.842000000200,1250000.000000000000,1331505.340000000100,1604235.431000000100,11228286.916500000000
FS( 147 ),1320219.562000000200,1552969.619750000500,1459468.314999999900,1290223.439999999900,1473894.179000000000,1250000.000000000000,1361452.236000000000,1553968.849250000200,11262196.200999999000
FS( 148 ),1327467.348000000000,1565722.935500000400,1482366.540000000300,1290223.439999999900,1484646.389000000000,1250000.000000000000,1361452.236000000000,1565139.200750000500,11327018.089250002000
