代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12269966.399000000000
真實報酬,2269966.399000000200

夏普值報酬,0.218296639900
夏普值風險,0.061964824393
夏普值,3.522912265752

預期報酬,9412.718302021147
風險,178095.468294788010
起點值,0.052852093274
找到最佳解世代,3747
找到最佳解實驗#,1
找到最佳解次數,46

投資組合檔數,7
1216(2),2354(20),2412(24),2884(33),4904(45),6505(48),9904(49),
FS( 26 ),1403895.178250000100,1494142.024750000100,1432340.830750000000,1497716.650000000100,1631921.287000000000,1328523.366999999900,1433008.587249999900,10221550.925000001000
FS( 27 ),1390315.535249999700,1523830.071249999800,1427940.389250000000,1505243.197000000200,1617425.714999999900,1330405.003749999900,1431136.906249999800,10226299.817749999000
FS( 28 ),1406672.832500000000,1533029.184249999900,1435387.290250000100,1512769.743999999900,1624673.501000000200,1362392.828500000100,1454064.998500000000,10328993.379000001000
FS( 29 ),1406672.832500000000,1544109.933999999900,1436741.272250000200,1521371.512000000100,1629412.438000000100,1373682.649000000000,1426925.623999999600,10338919.261750000000
FS( 30 ),1365933.903500000000,1534910.821000000200,1430986.848750000100,1502017.534000000200,1622164.651999999800,1330405.003749999900,1393235.365999999900,10179657.129000001000
FS( 31 ),1365933.903500000000,1568153.070249999900,1432340.830750000000,1505243.197000000200,1624673.501000000200,1351103.008000000100,1420374.740499999800,10267825.250999998000
FS( 32 ),1365933.903500000000,1553309.047000000000,1438264.501999999900,1512769.743999999900,1629412.438000000100,1332286.640500000000,1403529.611499999600,10235508.886500001000
FS( 33 ),1336305.591499999600,1558953.957250000000,1433864.060499999900,1505243.197000000200,1622164.651999999800,1315351.909750000100,1403529.611499999600,10175415.979499999000
FS( 34 ),1325503.602750000100,1562508.159999999900,1435387.290250000100,1502017.534000000200,1629412.438000000100,1351103.008000000100,1462487.563000000100,10268422.596000001000
FS( 35 ),1329515.770000000000,1590314.569750000000,1442664.943499999800,1517070.628000000000,1629412.438000000100,1337931.550750000200,1559347.054749999900,10406259.954750000000
FS( 36 ),1329515.770000000000,1617911.908749999700,1448588.614750000200,1512769.743999999900,1638890.311999999900,1362392.828500000100,1611754.122750000100,10521826.300750002000
FS( 37 ),1351119.747499999800,1638400.842250000000,1447065.385000000000,1517070.628000000000,1641399.160999999800,1362392.828500000100,1582275.146999999900,10539726.739250001000
FS( 38 ),1352354.260499999900,1616239.342749999800,1442664.943499999800,1528898.059000000100,1636660.223999999900,1375564.285749999800,1559347.054749999900,10511731.170249999000
FS( 39 ),1340317.758749999800,1645718.318500000100,1430986.848750000100,1517070.628000000000,1612686.777999999900,1352984.644750000200,1559347.054749999900,10459115.031499999000
FS( 40 ),1343095.412999999900,1627320.092500000000,1433864.060499999900,1528898.059000000100,1588713.332000000400,1352984.644750000200,1550924.490249999800,10425803.092000000000
FS( 41 ),1357909.569000000100,1627320.092500000000,1433864.060499999900,1521371.512000000100,1631921.287000000000,1368037.738750000000,1579935.545749999800,10520362.805499999000
FS( 42 ),1357909.569000000100,1617911.908749999700,1439787.731750000300,1521371.512000000100,1629412.438000000100,1362392.828500000100,1596780.674749999800,10525569.662750000000
FS( 43 ),1357909.569000000100,1645718.318500000100,1430986.848750000100,1505243.197000000200,1631921.287000000000,1339813.187500000000,1578063.864749999900,10489659.272500001000
FS( 44 ),1330750.283000000100,1641955.044999999900,1427940.389250000000,1490190.103000000100,1689346.052999999800,1324760.093500000000,1620176.687250000000,10525121.653999999000
FS( 45 ),1334762.450250000200,1675197.294250000000,1435387.290250000100,1505243.197000000200,1687115.964999999900,1334168.277249999800,1617837.085999999900,10589714.559999999000
FS( 46 ),1339083.245749999800,1719729.363999999800,1436741.272250000200,1502017.534000000200,1672620.392999999700,1334168.277249999800,1626259.650500000000,10630622.736749999000
FS( 47 ),1321491.435499999900,1695686.227749999800,1436741.272250000200,1512769.743999999900,1641399.160999999800,1330405.003749999900,1605203.239249999900,10543699.083500000000
FS( 48 ),1340317.758749999800,1612476.069249999900,1439787.731750000300,1512769.743999999900,1646138.097999999800,1328523.366999999900,1630470.932749999900,10510486.701500000000
FS( 49 ),1344329.925999999700,1628992.658500000100,1435387.290250000100,1509544.081000000000,1653385.884000000100,1317233.546499999900,1649655.662999999900,10538532.049249999000
FS( 50 ),1340317.758749999800,1588432.933000000200,1426586.407249999900,1478362.672000000300,1665372.607000000300,1315351.909750000100,1594908.993749999700,10409336.281500001000
FS( 51 ),1322725.948499999900,1630874.295249999700,1422185.965750000000,1475137.009000000100,1653385.884000000100,1304271.159999999900,1609414.521499999800,10417997.783999998000
FS( 52 ),1314701.613999999800,1647599.955249999900,1423539.947750000100,1475137.009000000100,1636660.223999999900,1281691.519000000100,1643104.779499999700,10422438.048500000000
FS( 53 ),1325503.602750000100,1628992.658500000100,1419139.506250000300,1463309.578000000000,1629412.438000000100,1244267.854749999700,1624387.969499999900,10335016.607750000000
FS( 54 ),1306368.651249999900,1599513.682749999700,1425063.177500000000,1466535.240999999900,1682377.027999999900,1260993.514749999900,1624387.969499999900,10365242.264749998000
FS( 55 ),1273962.684999999800,1606831.159000000000,1422185.965750000000,1451482.147000000100,1665372.607000000300,1255348.604499999900,1586486.429249999800,10261672.597500000000
FS( 56 ),1287542.328000000000,1630874.295249999700,1425063.177500000000,1459008.693999999900,1663142.519000000300,1268520.061749999900,1592569.392500000100,10326723.468000000000
FS( 57 ),1302356.483999999900,1590314.569750000000,1432340.830750000000,1485889.219000000000,1677359.330000000100,1287336.429250000000,1630470.932749999900,10406070.795499999000
FS( 58 ),1319948.294250000000,1638400.842250000000,1433864.060499999900,1517070.628000000000,1699102.688000000100,1291099.702749999900,1626259.650500000000,10525748.866249999000
FS( 59 ),1306368.651249999900,1628992.658500000100,1425063.177500000000,1512769.743999999900,1701611.537000000000,1302389.523249999900,1599120.276000000100,10476318.567500001000
FS( 60 ),1347107.580249999900,1627320.092500000000,1439787.731750000300,1521371.512000000100,1708580.561999999900,1319115.183250000000,1609414.521499999800,10572700.183249999000
FS( 61 ),1341552.271749999800,1617911.908749999700,1438264.501999999900,1521371.512000000100,1713598.259999999800,1313470.273000000000,1596780.674749999800,10542952.402249999000
FS( 62 ),1341552.271749999800,1619793.545500000000,1439787.731750000300,1521371.512000000100,1723076.134000000100,1334168.277249999800,1609414.521499999800,10589166.993749999000
FS( 63 ),1341552.271749999800,1623556.818999999900,1436741.272250000200,1517070.628000000000,1720567.284999999700,1324760.093500000000,1613625.803749999700,10577877.173249999000
FS( 64 ),1356675.056000000100,1603276.956249999800,1442664.943499999800,1517070.628000000000,1732832.769000000300,1334168.277249999800,1643104.779499999700,10629796.409500001000
FS( 65 ),1357909.569000000100,1606831.159000000000,1442664.943499999800,1517070.628000000000,1735062.857000000300,1326641.730250000000,1643104.779499999700,10629288.666250002000
FS( 66 ),1363464.877499999900,1595750.409249999800,1454343.038250000000,1524597.175000000000,1773531.875000000000,1337931.550750000200,1641233.098499999800,10690855.024250001000
FS( 67 ),1345873.067249999800,1605158.592999999900,1439787.731750000300,1502017.534000000200,1715828.347999999800,1313470.273000000000,1649655.662999999900,10571794.210000001000
FS( 68 ),1309146.305500000000,1564389.796749999700,1432340.830750000000,1466535.240999999900,1687115.964999999900,1270401.698499999700,1592569.392500000100,10322502.229999999000
FS( 69 ),1303899.625250000000,1562508.159999999900,1432340.830750000000,1466535.240999999900,1703841.625000000000,1260993.514749999900,1599120.276000000100,10329242.272750000000
FS( 70 ),1333527.937250000200,1579233.819999999800,1436741.272250000200,1497716.650000000100,1761545.151999999800,1291099.702749999900,1682878.000749999900,10582745.535000000000
FS( 71 ),1353897.401750000000,1625438.455750000000,1439787.731750000300,1505243.197000000200,1776040.723999999900,1281691.519000000100,1681006.319750000000,10663108.348999999000
FS( 72 ),1337540.104499999700,1581115.456749999900,1449942.596750000000,1497716.650000000100,1859947.785000000100,1272283.335250000000,1685217.602000000000,10683766.530250000000
FS( 73 ),1371489.212000000100,1612476.069249999900,1455866.267999999700,1512769.743999999900,1855208.847999999800,1291099.702749999900,1689428.884250000100,10788341.728249999000
FS( 74 ),1341552.271749999800,1608712.795750000000,1452989.056250000400,1509544.081000000000,1843222.125000000000,1277928.245500000200,1761020.682500000100,10794972.257750001000
FS( 75 ),1368711.557749999900,1595750.409249999800,1447065.385000000000,1490190.103000000100,1821478.767000000000,1277928.245500000200,1723119.142250000000,10724246.609750001000
FS( 76 ),1371489.212000000100,1570034.706999999900,1451465.826500000000,1470836.125000000000,1838483.188000000100,1264756.788250000000,1737624.670000000200,10704693.516750000000
FS( 77 ),1357909.569000000100,1544109.933999999900,1452989.056250000400,1470836.125000000000,1833744.250999999700,1276046.608750000100,1781609.173500000000,10717247.717500001000
FS( 78 ),1355131.914750000000,1564389.796749999700,1460266.709499999900,1463309.578000000000,1823987.615999999900,1279809.882250000300,1790031.738000000100,10736930.235250000000
FS( 79 ),1385068.854999999700,1577352.183250000000,1469067.592500000000,1478362.672000000300,1869704.419999999900,1294862.976250000100,1790031.738000000100,10864453.436999999000
FS( 80 ),1390315.535249999700,1593868.772500000000,1473468.034000000200,1478362.672000000300,1869704.419999999900,1309916.070249999900,1790031.738000000100,10905670.242000001000
FS( 81 ),1428276.809999999800,1603276.956249999800,1476345.245750000000,1478362.672000000300,1871934.507999999900,1315351.909750000100,1811088.149249999600,10984639.250999998000
FS( 82 ),1425499.155749999900,1614357.706000000000,1473468.034000000200,1475137.009000000100,1871934.507999999900,1306152.796750000000,1756809.400249999900,10923361.609749999000
FS( 83 ),1411919.512750000200,1619793.545500000000,1476345.245750000000,1490190.103000000100,1869704.419999999900,1320996.820000000100,1811088.149249999600,11000040.796249999000
FS( 84 ),1406672.832500000000,1617911.908749999700,1476345.245750000000,1493415.765999999800,1867195.571000000000,1324760.093500000000,1832144.560499999900,11018448.977999998000
FS( 85 ),1409450.486750000200,1608712.795750000000,1469067.592500000000,1490190.103000000100,1874443.357000000300,1309916.070249999900,1811088.149249999600,10972871.554500001000
FS( 86 ),1371489.212000000100,1606831.159000000000,1476345.245750000000,1505243.197000000200,1874443.357000000300,1309916.070249999900,1842906.726250000300,10987177.967250001000
FS( 87 ),1382291.200749999800,1593868.772500000000,1474991.263750000200,1509544.081000000000,1847961.061999999900,1326641.730250000000,1815299.431499999900,10950600.541749999000
FS( 88 ),1387537.881000000100,1571707.272999999800,1476345.245750000000,1517070.628000000000,1845730.973999999900,1351103.008000000100,1857412.254000000000,11006910.263750000000
FS( 89 ),1420252.475499999900,1564389.796749999700,1480745.687249999700,1524597.175000000000,1869704.419999999900,1354866.281500000000,1937426.616749999800,11151985.452749999000
FS( 90 ),1431054.464250000000,1577352.183250000000,1483792.146750000100,1521371.512000000100,1871934.507999999900,1336049.913999999900,1907947.641000000100,11129505.369250001000
FS( 91 ),1444634.107249999900,1551427.410249999700,1483792.146750000100,1509544.081000000000,1867195.571000000000,1337931.550750000200,1865834.818499999800,11060362.685500000000
FS( 92 ),1447103.133250000000,1525502.637249999900,1477868.475500000400,1502017.534000000200,1845730.973999999900,1328523.366999999900,1834484.161749999500,10961233.282750001000
FS( 93 ),1439078.798749999800,1529265.910749999800,1483792.146750000100,1521371.512000000100,1831235.401999999800,1339813.187500000000,1861623.536250000100,11006183.494000001000
FS( 94 ),1447103.133250000000,1497905.298249999800,1483792.146750000100,1521371.512000000100,1869704.419999999900,1343576.460999999900,1882679.947499999500,11046135.918749999000
FS( 95 ),1447103.133250000000,1507104.411249999900,1491069.800000000300,1521371.512000000100,1845730.973999999900,1356747.918250000100,1937426.616749999800,11106557.365499999000
FS( 96 ),1447103.133250000000,1505222.774499999800,1496993.471249999900,1524597.175000000000,1888938.929000000000,1360511.191750000000,1929004.052249999900,11152373.726999998000
FS( 97 ),1455436.095999999900,1499786.935000000100,1521872.890500000000,1532123.722000000100,1934376.972000000100,1368037.738750000000,1954271.745749999800,11265909.100000001000
FS( 98 ),1449880.787500000100,1507104.411249999900,1526273.331999999900,1532123.722000000100,1905664.589000000200,1362392.828500000100,1979539.439249999800,11262982.109500000000
FS( 99 ),1433832.118500000100,1512749.321499999800,1516118.467000000200,1521371.512000000100,1884199.991999999600,1339813.187500000000,1929004.052249999900,11137091.650749998000
FS( 100 ),1422721.501499999800,1479298.001499999800,1513072.007500000100,1505243.197000000200,1855208.847999999800,1319115.183250000000,1929004.052249999900,11023665.790999999000
FS( 101 ),1414697.166999999700,1468217.251750000100,1513072.007500000100,1505243.197000000200,1852699.998999999800,1311588.636250000000,1891102.511999999600,10956623.770500001000
FS( 102 ),1444634.107249999900,1483061.274999999900,1513072.007500000100,1524597.175000000000,1823987.615999999900,1319115.183250000000,1977199.838000000000,11085670.202000000000
FS( 103 ),1420252.475499999900,1508986.047999999700,1513072.007500000100,1497716.650000000100,1812000.893000000200,1306152.796750000000,1943509.580000000100,11001693.450750001000
FS( 104 ),1414697.166999999700,1525502.637249999900,1513072.007500000100,1502017.534000000200,1835974.339000000200,1317233.546499999900,1985622.402499999900,11094122.633749999000
FS( 105 ),1422721.501499999800,1508986.047999999700,1501393.912749999900,1490190.103000000100,1821478.767000000000,1320996.820000000100,1960354.708999999800,11026124.861249998000
FS( 106 ),1411919.512750000200,1492260.388000000000,1502917.142500000100,1485889.219000000000,1809492.044000000200,1322878.456749999900,2016973.059250000200,11042332.822250001000
FS( 107 ),1411919.512750000200,1497905.298249999800,1502917.142500000100,1475137.009000000100,1826496.464999999900,1308034.433499999800,2019312.660500000000,11041725.521499999000
FS( 108 ),1414697.166999999700,1503341.137749999800,1505794.354250000100,1502017.534000000200,1840713.276000000100,1320996.820000000100,2038029.470499999800,11125592.759499999000
FS( 109 ),1401117.524000000000,1492260.388000000000,1520518.908500000100,1502017.534000000200,1826496.464999999900,1313470.273000000000,2025395.623750000000,11081279.716250001000
FS( 110 ),1387537.881000000100,1483061.274999999900,1513072.007500000100,1502017.534000000200,1812000.893000000200,1309916.070249999900,2040369.071750000100,11047977.732500000000
FS( 111 ),1385068.854999999700,1497905.298249999800,1518995.678750000000,1485889.219000000000,1809492.044000000200,1315351.909750000100,1977199.838000000000,10989905.842749998000
FS( 112 ),1393093.189499999900,1499786.935000000100,1521872.890500000000,1482663.555999999900,1847961.061999999900,1328523.366999999900,2008550.494750000100,11082454.494750001000
FS( 113 ),1398648.497999999900,1518185.161000000100,1527796.561749999600,1490190.103000000100,1845730.973999999900,1343576.460999999900,2025395.623750000000,11149526.382499998000
FS( 114 ),1398648.497999999900,1566271.433500000000,1529319.791500000100,1493415.765999999800,1828726.552999999800,1334168.277249999800,2164367.938000000100,11314921.257250000000
FS( 115 ),1411919.512750000200,1571707.272999999800,1524919.350000000300,1493415.765999999800,1816739.830000000100,1324760.093500000000,2019312.660500000000,11162777.485749999000
FS( 116 ),1411919.512750000200,1558953.957250000000,1538120.674500000000,1490190.103000000100,1835974.339000000200,1311588.636250000000,1998256.249249999600,11145006.472000001000
FS( 117 ),1406672.832500000000,1544109.933999999900,1535074.215000000100,1485889.219000000000,1826496.464999999900,1313470.273000000000,1926664.451000000100,11038380.389500000000
FS( 118 ),1433832.118500000100,1562508.159999999900,1539474.656500000000,1482663.555999999900,1826496.464999999900,1339813.187500000000,1947720.862249999800,11132512.005750000000
FS( 119 ),1417474.821249999800,1538465.023749999900,1535074.215000000100,1475137.009000000100,1831235.401999999800,1347339.734500000000,1951932.144499999900,11096661.350000000000
FS( 120 ),1417474.821249999800,1562508.159999999900,1535074.215000000100,1478362.672000000300,1814509.741999999600,1349221.371250000100,2002467.531499999800,11159621.513000000000
FS( 121 ),1422721.501499999800,1571707.272999999800,1535074.215000000100,1485889.219000000000,1833744.250999999700,1334168.277249999800,1865834.818499999800,11049142.555249998000
FS( 122 ),1401117.524000000000,1581115.456749999900,1523396.120249999900,1490190.103000000100,1819248.679000000000,1317233.546499999900,1920581.487749999900,11052885.917249998000
FS( 123 ),1425499.155749999900,1610594.432499999900,1532197.003249999800,1490190.103000000100,1833744.250999999700,1322878.456749999900,1985622.402499999900,11200728.804749999000
FS( 124 ),1433832.118500000100,1649481.591999999700,1524919.350000000300,1505243.197000000200,1838483.188000000100,1371801.012249999900,1964565.991249999700,11288329.448999999000
FS( 125 ),1425499.155749999900,1641955.044999999900,1524919.350000000300,1497716.650000000100,1826496.464999999900,1399816.492750000000,1924792.770000000300,11241198.928500000000
FS( 126 ),1433832.118500000100,1636519.205499999900,1529319.791500000100,1509544.081000000000,1816739.830000000100,1392289.945750000200,1895313.794250000000,11213561.766500002000
FS( 127 ),1441856.453000000000,1645718.318500000100,1535074.215000000100,1490190.103000000100,1835974.339000000200,1411106.313250000100,1895313.794250000000,11255236.536000000000
FS( 128 ),1436301.144499999900,1627320.092500000000,1536597.444750000000,1493415.765999999800,1821478.767000000000,1420514.497000000000,1962694.310250000100,11298325.022000000000
FS( 129 ),1398648.497999999900,1630874.295249999700,1527796.561749999600,1493415.765999999800,1826496.464999999900,1405461.403000000200,1924792.770000000300,11207488.759000000000
FS( 130 ),1379513.546499999900,1612476.069249999900,1505794.354250000100,1482663.555999999900,1761545.151999999800,1392289.945750000200,1882679.947499999500,11016965.571249999000
FS( 131 ),1398648.497999999900,1641955.044999999900,1514595.237249999800,1493415.765999999800,1744819.492000000100,1439330.864500000100,1905608.039750000000,11138375.942500001000
FS( 132 ),1379513.546499999900,1636519.205499999900,1507317.584000000000,1490190.103000000100,1749558.429000000000,1444766.703999999900,1870046.100750000000,11077914.672750000000
FS( 133 ),1371489.212000000100,1627320.092500000000,1510194.795750000000,1497716.650000000100,1771023.026000000100,1456056.524500000100,1832144.560499999900,11065947.861250000000
FS( 134 ),1376735.892249999800,1628992.658500000100,1513072.007500000100,1493415.765999999800,1783288.509999999800,1457938.161249999900,1777397.891249999600,11030843.886749998000
FS( 135 ),1368711.557749999900,1641955.044999999900,1513072.007500000100,1505243.197000000200,1773531.875000000000,1486162.712499999900,1819510.713750000100,11108190.108500000000
FS( 136 ),1376735.892249999800,1643836.681750000000,1524919.350000000300,1528898.059000000100,1797505.321000000500,1523586.376750000100,1868174.419750000100,11263659.100500001000
FS( 137 ),1379513.546499999900,1649481.591999999700,1533720.233000000000,1597712.203000000000,1804753.107000000300,1542402.744250000000,1886891.229749999900,11394477.655499998000
FS( 138 ),1390315.535249999700,1680842.204499999800,1532197.003249999800,1682654.662000000000,1804753.107000000300,1576063.134999999800,1886891.229749999900,11553719.876750000000
FS( 139 ),1385068.854999999700,1682723.841250000100,1532197.003249999800,1694482.093000000100,1790257.534999999700,1577944.771750000100,1870046.100750000000,11532723.199999999000
FS( 140 ),1385068.854999999700,1634637.568749999900,1533720.233000000000,1663300.684000000100,1771023.026000000100,1585471.318749999900,1834484.161749999500,11407708.847250000000
FS( 141 ),1365933.903500000000,1636519.205499999900,1527796.561749999600,1628893.612000000000,1776040.723999999900,1531112.923749999800,1834484.161749999500,11300784.092249999000
FS( 142 ),1365933.903500000000,1627320.092500000000,1527796.561749999600,1643946.706000000000,1785518.597999999800,1559337.474999999900,1844778.407250000200,11354634.743999999000
FS( 143 ),1365933.903500000000,1628992.658500000100,1532197.003249999800,1648247.590000000100,1800014.169999999900,1574181.498250000200,1823721.996000000000,11373291.819499999000
FS( 144 ),1363464.877499999900,1630874.295249999700,1533720.233000000000,1621367.064999999900,1792766.384000000100,1574181.498250000200,1832144.560499999900,11348521.913500000000
FS( 145 ),1355131.914750000000,1653035.794749999900,1523396.120249999900,1585884.772000000100,1764054.001000000200,1557455.838250000000,1882679.947499999500,11321641.388499999000
FS( 146 ),1357909.569000000100,1658680.704999999800,1526273.331999999900,1590185.656000000000,1766284.088999999700,1540521.107499999900,1880340.346249999900,11320197.804749999000
FS( 147 ),1357909.569000000100,1703003.703999999700,1529319.791500000100,1585884.772000000100,1778270.811999999900,1544284.381000000100,1914030.604249999900,11412706.633749999000
FS( 148 ),1414697.166999999700,1690041.317499999900,1529319.791500000100,1590185.656000000000,1761545.151999999800,1568745.658749999900,2004339.212499999700,11558876.955250001000
FS( 149 ),1439078.798749999800,1754644.179249999800,1523396.120249999900,1590185.656000000000,1771023.026000000100,1559337.474999999900,2008550.494750000100,11646218.750000000000
FS( 150 ),1474262.419250000000,1754644.179249999800,1518995.678750000000,1563305.131000000100,1773531.875000000000,1542402.744250000000,1994044.966999999700,11621189.994500000000
FS( 151 ),1469015.738999999800,1730810.113749999800,1518995.678750000000,1559004.247000000200,1744819.492000000100,1476754.528749999800,1977199.838000000000,11476602.637250001000
FS( 152 ),1493088.742499999700,1806493.725249999900,1518995.678750000000,1563305.131000000100,1764054.001000000200,1491807.622749999900,2063297.163999999900,11701045.065249998000
FS( 153 ),1477040.073499999900,1856461.634499999900,1527796.561749999600,1590185.656000000000,1773531.875000000000,1551810.928000000100,2046452.034999999700,11823281.763749998000
FS( 154 ),1482286.753749999900,1841617.611249999800,1520518.908500000100,1575132.562000000200,1780779.660999999800,1527349.650249999900,2008550.494750000100,11736238.641500000000
FS( 155 ),1469015.738999999800,1839735.974499999800,1507317.584000000000,1570831.678000000100,1752067.277999999900,1514178.193000000000,1962694.310250000100,11615843.756749999000
FS( 156 ),1469015.738999999800,1885940.610249999700,1516118.467000000200,1602013.087000000100,1749558.429000000000,1523586.376750000100,1985622.402499999900,11731858.111500001000
FS( 157 ),1466238.084749999900,1996748.107749999700,1513072.007500000100,1578358.225000000100,1735062.857000000300,1493689.259499999900,1998256.249249999600,11781427.790750002000
FS( 158 ),1460682.776249999900,1978349.881749999900,1510194.795750000000,1602013.087000000100,1749558.429000000000,1504979.079999999800,1995916.647999999800,11801697.697750000000
FS( 159 ),1471484.764999999900,2005947.220750000100,1510194.795750000000,1636420.159000000200,1778270.811999999900,1484281.075750000100,1994044.966999999700,11880646.795250002000
FS( 160 ),1487842.062250000200,2015355.404499999700,1502917.142500000100,1628893.612000000000,1749558.429000000000,1459819.797999999700,1926664.451000000100,11771053.899249999000
FS( 161 ),1485064.408000000100,2015355.404499999700,1498516.700999999900,1621367.064999999900,1771023.026000000100,1457938.161249999900,1874257.382999999700,11723525.148749998000
FS( 162 ),1463460.430500000000,1987548.994750000100,1499870.683000000000,1605238.750000000000,1773531.875000000000,1452293.250999999900,1861623.536250000100,11643570.520500001000
FS( 163 ),1487842.062250000200,2052151.856499999800,1496993.471249999900,1602013.087000000100,1771023.026000000100,1472991.255250000200,1874257.382999999700,11757275.141249999000
FS( 164 ),1469015.738999999800,2107764.676000000000,1492593.029750000000,1609539.634000000100,1759036.302999999800,1454174.887750000000,1874257.382999999700,11766384.652499998000
FS( 165 ),1457905.122000000000,1950543.472000000100,1480745.687249999700,1593411.318999999900,1720567.284999999700,1412987.950000000000,1806876.866999999900,11423040.702250000000
FS( 166 ),1444634.107249999900,2005947.220750000100,1483792.146750000100,1609539.634000000100,1725584.983000000000,1441003.430500000000,1844778.407250000200,11555282.929500001000
