代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,15114850.998249998000
真實報酬,5114850.998249998300

夏普值報酬,0.502785099825
夏普值風險,0.124665566313
夏普值,4.033071157468

預期報酬,23406.946355807719
風險,403760.044148015620
起點值,0.057972418755
找到最佳解世代,3606
找到最佳解實驗#,1
找到最佳解次數,36

投資組合檔數,4
1303(4),2353(19),3045(41),4904(44),
Stock#,1303(4),2353(19),3045(41),4904(44),
張數,92,59,79,116,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,17988.166000000001,19650.531500000467,17447.396499999999,4769.356000000000,
FS( 1 ),2496468.166000000200,2496470.531500000000,2496467.396499999800,2496449.356000000100,9985855.449999999300
FS( 2 ),2637545.106000000600,2601813.674500000700,2485497.732999999500,2506211.277999999900,10231067.791500002000
FS( 3 ),2633881.390000000100,2564808.151750000200,2525609.449749999700,2470410.401000001000,10194709.392500002000
FS( 4 ),2668686.692000000300,2578905.493750000400,2556283.115499999800,2481959.071000000000,10285834.372250000000
FS( 5 ),2668686.692000000300,2606512.788500000300,2549204.577249999600,2495817.475000000100,10320221.532749999000
FS( 6 ),2637545.106000000600,2615911.016500000400,2520890.424249999200,2434609.524000000200,10208956.070750000000
FS( 7 ),2722726.503000000500,2773918.724750000500,2564148.157999999800,2460016.598000000700,10520809.983750002000
FS( 8 ),2782261.887999999800,2797414.294750000400,2574372.713249999600,2478494.470000000700,10632543.366000000000
FS( 9 ),2814319.403000000400,2792715.180750000800,2574372.713249999600,2499282.076000000800,10680689.373000002000
FS( 10 ),2797832.681000000800,2760408.772000000300,2564148.157999999800,2481959.071000000000,10604348.682000002000
FS( 11 ),2729138.006000000500,2746311.430000000600,2564148.157999999800,2473875.001999999900,10513472.596000001000
FS( 12 ),2753868.089000000200,2890221.796250000100,2579091.738750000000,2553560.825000000200,10776742.449000001000
FS( 13 ),2687921.200999999900,2746311.430000000600,2546058.560250000100,2584742.234000000200,10565033.425250001000
FS( 14 ),2744708.799000000100,2806812.522750000500,2556283.115499999800,2592826.302999999800,10700630.740249999000
FS( 15 ),2775850.385000000200,2788016.066750000700,2574372.713249999600,2577813.032000000100,10716052.197000001000
FS( 16 ),2744708.799000000100,2848517.159500000100,2535834.004999999900,2513140.480000000000,10642200.443499999000
FS( 17 ),2731885.793000000500,2825608.978750000700,2543699.047499999900,2517759.948000000800,10618953.767250001000
FS( 18 ),2687921.200999999900,2881410.957500000500,2558642.628250000100,2506211.277999999900,10634186.064750001000
FS( 19 ),2605487.591000000000,2834419.817500000800,2541339.534749999600,2453087.396000000200,10434334.339250000000
FS( 20 ),2555111.495999999800,2778617.838750000600,2518530.911500000400,2485423.672000000300,10337683.918250002000
FS( 21 ),2602739.804000000000,2773918.724750000500,2558642.628250000100,2521224.549000000100,10456525.706000000000
FS( 22 ),2782261.887999999800,2964820.231000000600,2665607.206250000300,2695609.466000000000,11108298.791250002000
FS( 23 ),2974606.978000000600,3169819.079250000900,2711224.452749999700,2838812.974000000400,11694463.484000001000
FS( 24 ),3003000.777000000200,3034719.551750000600,2711224.452749999700,2674821.860000000300,11423766.641500000000
FS( 25 ),3069863.594000000500,3039418.665750000200,2737179.092999999400,2749888.215000000300,11596349.567749999000
FS( 26 ),3015823.783000000300,2950722.889000000900,2716729.982499999900,2667892.658000000300,11351169.312500000000
FS( 27 ),3047881.297999999500,2923115.594250000500,2691561.846500000000,2645950.185000000500,11308508.923750000000
FS( 28 ),3057040.588000000000,2890221.796250000100,2716729.982499999900,2663273.190000000400,11327265.556750000000
FS( 29 ),3057040.588000000000,2699907.679250000500,2726954.537749999700,2627472.313000000100,11111375.118000001000
FS( 30 ),3022235.286000000300,2671712.995250000600,2706505.427249999700,2635556.382000000200,11036010.090500001000
FS( 31 ),2908660.090000000300,2741612.316000000600,2634933.540500000100,2584742.234000000200,10869948.180500001000
FS( 32 ),2943465.392000000500,2746311.430000000600,2686056.316749999800,2649414.785999999400,11025247.924750000000
FS( 33 ),2939801.676000000000,2773918.724750000500,2737179.092999999400,2652879.387000000100,11103778.880749999000
FS( 34 ),2987429.984000000600,2834419.817500000800,2813470.005249999900,2685215.663000000200,11320535.469750002000
FS( 35 ),2984682.197000000200,2788016.066750000700,2863806.277249999300,2659808.588999999700,11296313.130000001000
FS( 36 ),2981018.481000000600,2788016.066750000700,2793020.894750000000,2627472.313000000100,11189527.755500004000
FS( 37 ),2939801.676000000000,2751010.544000000700,2762347.228999999800,2627472.313000000100,11080631.762000002000
FS( 38 ),2902248.586999999800,2685810.337250000800,2803245.450000000200,2649414.785999999400,11040719.160250001000
FS( 39 ),2971859.191000000100,2713417.632000000200,2914929.053499999900,2681751.061999999900,11281956.938500002000
FS( 40 ),2952624.682000000000,2755709.658000000300,2955827.274499999800,2685215.663000000200,11349377.277500000000
FS( 41 ),3015823.783000000300,2825608.978750000700,2914929.053499999900,2724481.141000000300,11480842.956250003000
FS( 42 ),2991093.700000000200,2848517.159500000100,2919648.078999999900,2724481.141000000300,11483740.079500001000
FS( 43 ),3035058.291999999900,2932513.822250000700,2909423.523750000200,2756817.416999999900,11633813.055000000000
FS( 44 ),2974606.978000000600,2825608.978750000700,2884255.387749999800,2746423.613999999600,11430894.958500002000
FS( 45 ),2917819.379999999900,2797414.294750000400,2914929.053499999900,2742959.013000000300,11373121.741250001000
FS( 46 ),2927894.599000000400,2825608.978750000700,2889760.917500000000,2749888.215000000300,11393152.710250001000
FS( 47 ),2849124.705000000100,2751010.544000000700,2833132.611499999600,2671357.259000000500,11104625.119500000000
FS( 48 ),2810655.686999999900,2732214.088000000500,2909423.523750000200,2699074.066999999800,11151367.365750000000
FS( 49 ),2826226.480000000000,2760408.772000000300,2945602.719249999600,2727945.741999999600,11260183.713250000000
FS( 50 ),2858283.995000000600,2736913.202000000000,2904704.498249999700,2753352.816000000100,11253254.511250000000
FS( 51 ),2823478.693000000400,2722815.860000000800,2909423.523750000200,2767211.220000000700,11222929.296750002000
FS( 52 ),2836301.699000000000,2718116.746000000700,2914929.053499999900,2777605.023000000500,11246952.521500001000
FS( 53 ),2810655.686999999900,2732214.088000000500,2899198.968499999500,2763746.619000000400,11205815.362500001000
FS( 54 ),2769438.882000000200,2722815.860000000800,2843357.166749999900,2746423.613999999600,11082035.522750000000
FS( 55 ),2716315.000000000500,2718116.746000000700,2797739.920249999500,2734874.944000000600,10967046.610250002000
FS( 56 ),2731885.793000000500,2722815.860000000800,2807964.475499999700,2756817.416999999900,11019483.545500001000
FS( 57 ),2731885.793000000500,2690509.451250000400,2818189.030749999900,2770675.821000000000,11011260.096000001000
FS( 58 ),2605487.591000000000,2644105.700500000700,2782796.339499999800,2756817.416999999900,10789207.048000000000
FS( 59 ),2672350.408000000300,2727514.974000000400,2838638.141249999900,2767211.220000000700,11005714.743250001000
FS( 60 ),2697080.491000000400,2699907.679250000500,2859087.251749999800,2770675.821000000000,11026751.243000001000
FS( 61 ),2703491.994000000400,2690509.451250000400,2823694.560499999700,2749888.215000000300,10967584.220750000000
FS( 62 ),2653115.899000000200,2671712.995250000600,2823694.560499999700,2707158.135999999500,10855681.590750000000
FS( 63 ),2707155.710000000400,2676412.109250000200,2863806.277249999300,2753352.816000000100,11000726.912500000000
FS( 64 ),2744708.799000000100,2676412.109250000200,2950321.744749999600,2767211.220000000700,11138653.873000000000
FS( 65 ),2766691.095000000200,2797414.294750000400,2914929.053499999900,2782224.491000000400,11261258.934250001000
FS( 66 ),2753868.089000000200,2848517.159500000100,2935378.163999999400,2782224.491000000400,11319987.903500000000
FS( 67 ),2712651.284000000900,2820909.864750000600,2896052.951499999500,2777605.023000000500,11207219.123250002000
FS( 68 ),2719062.787000000000,2890221.796250000100,2901558.481250000200,2828419.171000000100,11339262.235500000000
FS( 69 ),2678761.911000000300,2820909.864750000600,2901558.481250000200,2838812.974000000400,11240043.231000002000
FS( 70 ),2700744.206999999900,2867313.615500000300,2867738.798500000000,2903485.526000001000,11339282.147000000000
FS( 71 ),2712651.284000000900,2950722.889000000900,2907064.010999999900,2864220.048000000400,11434658.232000003000
FS( 72 ),2609151.307000000000,2950722.889000000900,2907064.010999999900,2828419.171000000100,11295357.378000000000
FS( 73 ),2653115.899000000200,2937212.936250000700,2896052.951499999500,2831883.771999999900,11318265.558750000000
FS( 74 ),2722726.503000000500,3048816.893750000300,2890547.421749999700,2871149.250000000500,11533240.068500001000
FS( 75 ),2747456.586000000600,3230320.172000000300,2884255.387749999800,2857290.845999999900,11719322.991750002000
FS( 76 ),2761195.521000000200,3346623.243500000800,2923580.600249999700,2906950.126999999900,11938349.491750002000
FS( 77 ),2810655.686999999900,3307268.163750000800,2929086.129999999900,2920808.531000000000,11967818.511750001000
FS( 78 ),2843629.131000000500,3239718.400000000400,2907064.010999999900,2903485.526000001000,11893897.068000002000
FS( 79 ),2866527.356000000600,3263801.359250000200,2901558.481250000200,2906950.126999999900,11938837.323500000000
FS( 80 ),2850040.634000000500,3283185.204500000500,2918075.070499999900,2941596.137000000100,11992897.046000000000
FS( 81 ),2843629.131000000500,3346035.854250000800,2884255.387749999800,2921963.398000000500,11995883.771000002000
FS( 82 ),2880266.291000000200,3404187.390000000100,2896052.951499999500,2891936.856000000100,12072443.488500001000
FS( 83 ),2883930.007000000200,3476436.267750000100,2840211.149749999400,2883852.787000000000,12084430.211500000000
FS( 84 ),2853704.350000000100,3404187.390000000100,2812683.500999999700,2872304.116999999600,11942879.357999999000
FS( 85 ),2800580.468000000300,3336050.237000000700,2807177.971249999500,2868839.516000000300,11812648.192250000000
FS( 86 ),2817067.189999999900,3365419.699500000600,2796166.911749999500,2968158.077999999700,11946811.879249999000
FS( 87 ),2817067.189999999900,3239718.400000000400,2812683.500999999700,2960074.009000000500,11829543.100000001000
FS( 88 ),2873854.788000000200,3259102.245250000600,2785155.852249999500,2891936.856000000100,11810049.741500000000
FS( 89 ),2876602.575000000200,3249116.628000000000,2779650.322499999800,2883852.787000000000,11789222.312500000000
FS( 90 ),2870191.072000000200,3336050.237000000700,2807177.971249999500,2891936.856000000100,11905356.136250000000
FS( 91 ),2916903.450999999900,3326652.009000000500,2796166.911749999500,2895401.457000000400,11935123.828750001000
FS( 92 ),2909576.019000000300,3326652.009000000500,2785155.852249999500,2887317.388000000300,11908701.268250000000
FS( 93 ),2966363.616999999600,3365419.699500000600,2790661.381999999800,2898866.058000000200,12021310.756500000000
FS( 94 ),3142221.985000000300,3404187.390000000100,2873244.328250000300,2921963.398000000500,12341617.101250000000
FS( 95 ),3251217.536000000300,3457052.422500000800,2896052.951499999500,2921963.398000000500,12526286.308000000000
FS( 96 ),3161456.494000000400,3404187.390000000100,2867738.798500000000,2872304.116999999600,12305686.799500000000
FS( 97 ),3082686.600000000100,3331351.123000000600,2812683.500999999700,2864220.048000000400,12090941.272000002000
FS( 98 ),3068947.665000000500,3307268.163750000800,2840211.149749999400,2837658.107000000300,12054085.085500002000
FS( 99 ),3068947.665000000500,3307268.163750000800,2856727.738999999600,2806476.698000000800,12039420.265750002000
