代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,13369174.307499999000
真實報酬,3369174.307499999200

夏普值報酬,0.328217430750
夏普值風險,0.085561517757
夏普值,3.836040305881

預期報酬,13296.230951588854
風險,206935.508938875190
起點值,0.064253017859
找到最佳解世代,3549
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2002(7),2354(20),2881(30),2892(39),3045(42),4938(46),
Stock#,2002(7),2354(20),2881(30),2892(39),3045(42),4938(46),
張數,76,27,44,128,21,36,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,12071.558000000234,6503.635000000000,27533.559999999765,5422.096000000000,12031.500999999767,32821.084000000003,
FS( 1 ),1664311.558000000000,1664303.635000000000,1664333.560000000100,1664302.095999999900,1664311.500999999900,1664341.084000000000,9985907.434000000400
FS( 2 ),1657000.395999999900,1685998.836999999800,1660595.144000000100,1664607.568000000000,1667662.770249999800,1662856.119999999900,9998724.835249999500
FS( 3 ),1653217.211000000100,1690299.720999999900,1647453.553999999800,1651864.207999999900,1648010.119749999600,1686152.575000000000,9977001.388749998100
FS( 4 ),1647164.115000000200,1670408.132500000100,1657090.720000000200,1651864.207999999900,1624803.266499999700,1692245.494000000200,9943579.936000000700
FS( 5 ),1653217.211000000100,1650247.738750000000,1657090.720000000200,1639120.848000000000,1642574.280249999600,1727010.973000000200,9969265.771000001600
FS( 6 ),1660026.944000000400,1654817.428000000100,1674174.787000000000,1656961.551999999900,1640901.714249999700,1767869.370999999800,10054755.796249999000
FS( 7 ),1657000.395999999900,1677128.263750000200,1719294.245999999800,1660784.560000000100,1646128.482999999500,1727010.973000000200,10087350.921749998000
FS( 8 ),1653217.211000000100,1681429.147750000200,1759157.069000000100,1677350.927999999800,1639020.077499999700,1767869.370999999800,10178047.804249998000
FS( 9 ),1647164.115000000200,1659118.311999999900,1755652.645000000300,1669704.911999999800,1640901.714249999700,1779338.395000000000,10151884.093249999000
FS( 10 ),1643380.930000000200,1670408.132500000100,1808657.057999999700,1682448.271999999900,1630030.035249999700,1762134.858999999900,10197063.286749998000
FS( 11 ),1643380.930000000200,1723900.377249999900,1867356.159999999900,1695191.631999999800,1624803.266499999700,1817329.537000000000,10371965.902750000000
FS( 12 ),1647164.115000000200,1692718.968249999900,1808657.057999999700,1695191.631999999800,1630030.035249999700,1779338.395000000000,10253104.203499999000
FS( 13 ),1653217.211000000100,1692718.968249999900,1823550.859999999900,1711758.000000000000,1635465.874749999700,1747440.172000000300,10264155.085999999000
FS( 14 ),1647164.115000000200,1692718.968249999900,1825741.124999999500,1704111.983999999900,1657000.161999999800,1770736.627000000100,10297476.981249999000
FS( 15 ),1672889.773000000000,1706159.230749999900,1834940.237999999400,1711758.000000000000,1660554.364749999700,1782205.651000000100,10368511.257500000000
FS( 16 ),1676672.958000000100,1703739.983499999900,1854214.570000000100,1716855.343999999800,1664108.567499999400,1785431.313999999800,10401026.736999998000
FS( 17 ),1679699.506000000100,1717180.245999999800,1873050.848999999900,1733421.711999999800,1664108.567499999400,1820196.793000000100,10487661.673499998000
FS( 18 ),1686509.239000000100,1706159.230749999900,1895829.604999999700,1742342.064000000000,1660554.364749999700,1776471.138999999700,10467869.642500000000
FS( 19 ),1702398.616000000200,1692718.968249999900,1903276.505999999800,1793315.504000000000,1660554.364749999700,1732745.485000000100,10485013.443999998000
FS( 20 ),1719044.630000000400,1681429.147750000200,1827493.336999999800,1764005.775999999800,1671216.972999999800,1662856.119999999900,10326049.983749999000
FS( 21 ),1728880.911000000100,1683848.395000000000,1869108.371999999700,1776749.135999999700,1671216.972999999800,1695112.750000000000,10424920.536999999000
FS( 22 ),1709208.349000000200,1677128.263750000200,1827493.336999999800,1764005.775999999800,1660554.364749999700,1706581.774000000000,10344975.864500001000
FS( 23 ),1709208.349000000200,1659118.311999999900,1785878.301999999900,1769103.119999999900,1664108.567499999400,1738838.404000000300,10326259.054500001000
