代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10771626.662400000000
真實報酬,771626.662399999800

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,4017.968661292961
風險,116306.209158888450
起點值,0.034546467384
找到最佳解世代,1440
找到最佳解實驗#,3
找到最佳解次數,4

投資組合檔數,3
2412(24)[1],2884(33)[3],9999(49)[22],
FS( 41 ),3486263.000000000000,3273333.000000000000,3333333.000000000000,10092930.000000000000
FS( 42 ),3493232.999999999500,3333333.000000000000,3333333.000000000000,10159900.000000000000
FS( 43 ),3528903.000000000500,3333333.000000000000,3333333.000000000000,10195570.000000000000
FS( 44 ),3510863.000000000500,3333333.000000000000,3333333.000000000000,10177530.000000000000
FS( 45 ),3525212.999999999500,3297333.000000000000,3333333.000000000000,10155880.000000000000
FS( 46 ),3532183.000000000000,3290133.000000000000,3333333.000000000000,10155650.000000000000
FS( 47 ),3546533.000000000000,3306933.000000000000,3333333.000000000000,10186800.000000000000
FS( 48 ),3550223.000000000000,3314132.999999999500,3333333.000000000000,10197690.000000000000
FS( 49 ),3539563.000000000000,3314132.999999999500,3333333.000000000000,10187030.000000000000
FS( 50 ),3571542.999999999500,3306933.000000000000,3333333.000000000000,10211810.000000000000
FS( 51 ),3564163.000000000000,3297333.000000000000,3333333.000000000000,10194830.000000000000
FS( 52 ),3574823.000000000500,3290133.000000000000,3333333.000000000000,10198290.000000000000
FS( 53 ),3564163.000000000000,3273333.000000000000,3333333.000000000000,10170830.000000000000
FS( 54 ),3564163.000000000000,3280533.000000000500,3333333.000000000000,10178030.000000000000
FS( 55 ),3564163.000000000000,3297333.000000000000,3333333.000000000000,10194830.000000000000
FS( 56 ),3535873.000000000000,3306933.000000000000,3333333.000000000000,10176140.000000000000
FS( 57 ),3557192.999999999500,3306933.000000000000,3333333.000000000000,10197460.000000000000
FS( 58 ),3539563.000000000000,3340533.000000000500,3333333.000000000000,10213430.000000000000
FS( 59 ),3539563.000000000000,3323733.000000000000,3333333.000000000000,10196630.000000000000
FS( 60 ),3550223.000000000000,3350133.000000000000,3333333.000000000000,10233690.000000000000
FS( 61 ),3564163.000000000000,3306933.000000000000,3333333.000000000000,10204430.000000000000
FS( 62 ),3567853.000000000000,3314132.999999999500,3333333.000000000000,10215320.000000000000
FS( 63 ),3546533.000000000000,3314132.999999999500,3333333.000000000000,10194000.000000000000
FS( 64 ),3493232.999999999500,3290133.000000000000,3333333.000000000000,10116700.000000000000
FS( 65 ),3514553.000000000000,3314132.999999999500,3333333.000000000000,10162020.000000000000
FS( 66 ),3496923.000000000500,3306933.000000000000,3333333.000000000000,10137190.000000000000
FS( 67 ),3503893.000000000000,3323733.000000000000,3333333.000000000000,10160960.000000000000
FS( 68 ),3510863.000000000500,3314132.999999999500,3333333.000000000000,10158330.000000000000
FS( 69 ),3510863.000000000500,3340533.000000000500,3333333.000000000000,10184730.000000000000
FS( 70 ),3539563.000000000000,3393333.000000000000,3333333.000000000000,10266230.000000000000
FS( 71 ),3560883.000000000500,3546933.000000000000,3333333.000000000000,10441150.000000000000
FS( 72 ),3557192.999999999500,3736533.000000000000,3333333.000000000000,10627060.000000000000
FS( 73 ),3557192.999999999500,3762933.000000000500,3333333.000000000000,10653460.000000000000
FS( 74 ),3560883.000000000500,3693333.000000000000,3333333.000000000000,10587550.000000000000
FS( 75 ),3546533.000000000000,3616533.000000000000,3333333.000000000000,10496400.000000000000
FS( 76 ),3546533.000000000000,3650133.000000000000,3333333.000000000000,10530000.000000000000
FS( 77 ),3557192.999999999500,3659733.000000000000,3333333.000000000000,10550260.000000000000
FS( 78 ),3560883.000000000500,3599733.000000000000,3333333.000000000000,10493950.000000000000
FS( 79 ),3535873.000000000000,3520533.000000000500,3333333.000000000000,10389740.000000000000
FS( 80 ),3542843.000000000500,3530133.000000000000,3333333.000000000000,10406310.000000000000
FS( 81 ),3550223.000000000000,3520533.000000000500,3333333.000000000000,10404090.000000000000
FS( 82 ),3550223.000000000000,3530133.000000000000,3333333.000000000000,10413690.000000000000
FS( 83 ),3535873.000000000000,3530133.000000000000,3333333.000000000000,10399340.000000000000
FS( 84 ),3525212.999999999500,3470133.000000000000,3333333.000000000000,10328680.000000000000
FS( 85 ),3525212.999999999500,3460533.000000000500,3333333.000000000000,10319080.000000000000
FS( 86 ),3525212.999999999500,3470133.000000000000,3333333.000000000000,10328680.000000000000
FS( 87 ),3546533.000000000000,3530133.000000000000,3333333.000000000000,10410000.000000000000
FS( 88 ),3528903.000000000500,3496533.000000000000,3333333.000000000000,10358770.000000000000
FS( 89 ),3496923.000000000500,3486933.000000000000,3333333.000000000000,10317190.000000000000
FS( 90 ),3518243.000000000000,3556533.000000000000,3333333.000000000000,10408110.000000000000
FS( 91 ),3510863.000000000500,3503733.000000000000,3333333.000000000000,10347930.000000000000
FS( 92 ),3503893.000000000000,3556533.000000000000,3333333.000000000000,10393760.000000000000
FS( 93 ),3503893.000000000000,3633333.000000000000,3333333.000000000000,10470560.000000000000
FS( 94 ),3486263.000000000000,3616533.000000000000,3333333.000000000000,10436130.000000000000
FS( 95 ),3475603.000000000000,3599733.000000000000,3333333.000000000000,10408670.000000000000
FS( 96 ),3478883.000000000500,3563733.000000000000,3333333.000000000000,10375950.000000000000
FS( 97 ),3471913.000000000000,3556533.000000000000,3333333.000000000000,10361780.000000000000
FS( 98 ),3461252.999999999500,3573333.000000000000,3333333.000000000000,10367920.000000000000
FS( 99 ),3432553.000000000000,3537333.000000000000,3333333.000000000000,10303220.000000000000
FS( 100 ),3439933.000000000000,3573333.000000000000,3333333.000000000000,10346600.000000000000
FS( 101 ),3500203.000000000000,3573333.000000000000,3333333.000000000000,10406870.000000000000
FS( 102 ),3475603.000000000000,3573333.000000000000,3333333.000000000000,10382270.000000000000
FS( 103 ),3475603.000000000000,3580533.000000000500,3333333.000000000000,10389470.000000000000
FS( 104 ),3493232.999999999500,3537333.000000000000,3333333.000000000000,10363900.000000000000
FS( 105 ),3475603.000000000000,3606933.000000000000,3333333.000000000000,10415870.000000000000
FS( 106 ),3461252.999999999500,3580533.000000000500,3333333.000000000000,10375120.000000000000
FS( 107 ),3439933.000000000000,3546933.000000000000,3333333.000000000000,10320200.000000000000
FS( 108 ),3429272.999999999500,3503733.000000000000,3333333.000000000000,10266340.000000000000
FS( 109 ),3436243.000000000000,3486933.000000000000,3333333.000000000000,10256510.000000000000
FS( 110 ),3464942.999999999500,3537333.000000000000,3333333.000000000000,10335610.000000000000
FS( 111 ),3475603.000000000000,3530133.000000000000,3333333.000000000000,10339070.000000000000
FS( 112 ),3482573.000000000500,3556533.000000000000,3333333.000000000000,10372440.000000000000
FS( 113 ),3493232.999999999500,3616533.000000000000,3333333.000000000000,10443100.000000000000
FS( 114 ),3493232.999999999500,3606933.000000000000,3333333.000000000000,10433500.000000000000
FS( 115 ),3493232.999999999500,3563733.000000000000,3333333.000000000000,10390300.000000000000
FS( 116 ),3525212.999999999500,3546933.000000000000,3333333.000000000000,10405480.000000000000
FS( 117 ),3510863.000000000500,3563733.000000000000,3333333.000000000000,10407930.000000000000
FS( 118 ),3514553.000000000000,3546933.000000000000,3333333.000000000000,10394820.000000000000
FS( 119 ),3521522.999999999500,3590133.000000000000,3333333.000000000000,10444990.000000000000
FS( 120 ),3521522.999999999500,3530133.000000000000,3333333.000000000000,10384990.000000000000
FS( 121 ),3535873.000000000000,3616533.000000000000,3333333.000000000000,10485740.000000000000
FS( 122 ),3510863.000000000500,3530133.000000000000,3333333.000000000000,10374330.000000000000
FS( 123 ),3500203.000000000000,3496533.000000000000,3333333.000000000000,10330070.000000000000
FS( 124 ),3518243.000000000000,3546933.000000000000,3333333.000000000000,10398510.000000000000
FS( 125 ),3518243.000000000000,3633333.000000000000,3333333.000000000000,10484910.000000000000
FS( 126 ),3518243.000000000000,3650133.000000000000,3333333.000000000000,10501710.000000000000
FS( 127 ),3576462.999999999500,3770133.000000000000,3333333.000000000000,10679930.000000000000
FS( 128 ),3583843.000000000500,3693333.000000000000,3333333.000000000000,10610510.000000000000
FS( 129 ),3580153.000000000500,3700533.000000000500,3333333.000000000000,10614020.000000000000
FS( 130 ),3583843.000000000500,3640533.000000000500,3333333.000000000000,10557710.000000000000
FS( 131 ),3591223.000000000000,3659733.000000000000,3333333.000000000000,10584290.000000000000
FS( 132 ),3594913.000000000000,3633333.000000000000,3333333.000000000000,10561580.000000000000
FS( 133 ),3598603.000000000000,3616533.000000000000,3333333.000000000000,10548470.000000000000
FS( 134 ),3617462.999999999500,3563733.000000000000,3333333.000000000000,10514530.000000000000
FS( 135 ),3598603.000000000000,3496533.000000000000,3333333.000000000000,10428470.000000000000
FS( 136 ),3617462.999999999500,3520533.000000000500,3333333.000000000000,10471330.000000000000
FS( 137 ),3636323.000000000500,3633333.000000000000,3333333.000000000000,10602990.000000000000
FS( 138 ),3692083.000000000000,3671733.000000000000,3333333.000000000000,10697150.000000000000
FS( 139 ),3684703.000000000000,3806133.000000000000,3333333.000000000000,10824170.000000000000
FS( 140 ),3726113.000000000500,3815732.999999999500,3333333.000000000000,10875180.000000000000
FS( 141 ),3740873.000000000000,3873333.000000000500,3333333.000000000000,10947540.000000000000
FS( 142 ),3714633.000000000500,3873333.000000000500,3333333.000000000000,10921300.000000000000
FS( 143 ),3692083.000000000000,3815732.999999999500,3333333.000000000000,10841150.000000000000
FS( 144 ),3699873.000000000000,3786933.000000000000,3333333.000000000000,10820140.000000000000
FS( 145 ),3718323.000000000500,3710133.000000000000,3333333.000000000000,10761790.000000000000
FS( 146 ),3729803.000000000000,3575732.999999999500,3333333.000000000000,10638870.000000000000
FS( 147 ),3707252.999999999500,3530133.000000000000,3333333.000000000000,10570720.000000000000
FS( 148 ),3673633.000000000500,3690933.000000000000,3333333.000000000000,10697900.000000000000
FS( 149 ),3669942.999999999500,3633333.000000000000,3333333.000000000000,10636610.000000000000
FS( 150 ),3707252.999999999500,3594933.000000000000,3333333.000000000000,10635520.000000000000
FS( 151 ),3707252.999999999500,3530133.000000000000,3333333.000000000000,10570720.000000000000
FS( 152 ),3688393.000000000000,3662133.000000000000,3333333.000000000000,10683860.000000000000
FS( 153 ),3673633.000000000500,3604533.000000000500,3333333.000000000000,10611500.000000000000
FS( 154 ),3583843.000000000500,3482133.000000000000,3333333.000000000000,10399310.000000000000
FS( 155 ),3591223.000000000000,3566133.000000000000,3333333.000000000000,10490690.000000000000
FS( 156 ),3583843.000000000500,3681333.000000000000,3333333.000000000000,10598510.000000000000
FS( 157 ),3621153.000000000500,3710133.000000000000,3333333.000000000000,10664620.000000000000
FS( 158 ),3621153.000000000500,3719733.000000000000,3333333.000000000000,10674220.000000000000
FS( 159 ),3722013.000000000000,3738933.000000000000,3333333.000000000000,10794280.000000000000
FS( 160 ),3669942.999999999500,3777333.000000000000,3333333.000000000000,10780610.000000000000
FS( 161 ),3654772.999999999500,3738933.000000000000,3333333.000000000000,10727040.000000000000
FS( 162 ),3666252.999999999500,3729333.000000000000,3333333.000000000000,10728920.000000000000
FS( 163 ),3673633.000000000500,3671733.000000000000,3333333.000000000000,10678700.000000000000
FS( 164 ),3673633.000000000500,3681333.000000000000,3333333.000000000000,10688300.000000000000
FS( 165 ),3636323.000000000500,3623733.000000000000,3333333.000000000000,10593390.000000000000
FS( 166 ),3673633.000000000500,3767733.000000000000,3333333.000000000000,10774700.000000000000
FS( 167 ),3673633.000000000500,3815732.999999999500,3333333.000000000000,10822700.000000000000
FS( 168 ),3692083.000000000000,3815732.999999999500,3333333.000000000000,10841150.000000000000
FS( 169 ),3692083.000000000000,3825333.000000000000,3333333.000000000000,10850750.000000000000
FS( 170 ),3707252.999999999500,3815732.999999999500,3333333.000000000000,10856320.000000000000
FS( 171 ),3707252.999999999500,3815732.999999999500,3333333.000000000000,10856320.000000000000
FS( 172 ),3710942.999999999500,3815732.999999999500,3333333.000000000000,10860010.000000000000
FS( 173 ),3710942.999999999500,3815732.999999999500,3333333.000000000000,10860010.000000000000
FS( 174 ),3673633.000000000500,3633333.000000000000,3333333.000000000000,10640300.000000000000
FS( 175 ),3703563.000000000000,3700533.000000000500,3333333.000000000000,10737430.000000000000
FS( 176 ),3681013.000000000000,3690933.000000000000,3333333.000000000000,10705280.000000000000
FS( 177 ),3696183.000000000000,3623733.000000000000,3333333.000000000000,10653250.000000000000
FS( 178 ),3692083.000000000000,3556533.000000000000,3333333.000000000000,10581950.000000000000
FS( 179 ),3722013.000000000000,3700533.000000000500,3333333.000000000000,10755880.000000000000
FS( 180 ),3718323.000000000500,3681333.000000000000,3333333.000000000000,10732990.000000000000
FS( 181 ),3729803.000000000000,3710133.000000000000,3333333.000000000000,10773270.000000000000
FS( 182 ),3714633.000000000500,3758132.999999999500,3333333.000000000000,10806100.000000000000
FS( 183 ),3714633.000000000500,3815732.999999999500,3333333.000000000000,10863700.000000000000
FS( 184 ),3710942.999999999500,3786933.000000000000,3333333.000000000000,10831210.000000000000
FS( 185 ),3710942.999999999500,3758132.999999999500,3333333.000000000000,10802410.000000000000
FS( 186 ),3729803.000000000000,3796533.000000000000,3333333.000000000000,10859670.000000000000
FS( 187 ),3726113.000000000500,3700533.000000000500,3333333.000000000000,10759980.000000000000
FS( 188 ),3726113.000000000500,3758132.999999999500,3333333.000000000000,10817580.000000000000
FS( 189 ),3740873.000000000000,3748533.000000000000,3333333.000000000000,10822740.000000000000
FS( 190 ),3718323.000000000500,3719733.000000000000,3333333.000000000000,10771390.000000000000
FS( 191 ),3759732.999999999500,3786933.000000000000,3333333.000000000000,10880000.000000000000
FS( 192 ),3767113.000000000500,3815732.999999999500,3333333.000000000000,10916180.000000000000
FS( 193 ),3759732.999999999500,3796533.000000000000,3333333.000000000000,10889600.000000000000
FS( 194 ),3763423.000000000500,3796533.000000000000,3333333.000000000000,10893290.000000000000
FS( 195 ),3767113.000000000500,3825333.000000000000,3333333.000000000000,10925780.000000000000
FS( 196 ),3785563.000000000000,3854132.999999999500,3333333.000000000000,10973030.000000000000
FS( 197 ),3785563.000000000000,3863732.999999999500,3333333.000000000000,10982630.000000000000
FS( 198 ),3785563.000000000000,3796533.000000000000,3333333.000000000000,10915430.000000000000
FS( 199 ),3785563.000000000000,3758132.999999999500,3333333.000000000000,10877030.000000000000
FS( 200 ),3755633.000000000500,3738933.000000000000,3333333.000000000000,10827900.000000000000
FS( 201 ),3785563.000000000000,3777333.000000000000,3333333.000000000000,10896230.000000000000
FS( 202 ),3767113.000000000500,3806133.000000000000,3333333.000000000000,10906580.000000000000
FS( 203 ),3767113.000000000500,3854132.999999999500,3333333.000000000000,10954580.000000000000
FS( 204 ),3767113.000000000500,3854132.999999999500,3333333.000000000000,10954580.000000000000
FS( 205 ),3729803.000000000000,3815732.999999999500,3333333.000000000000,10878870.000000000000
FS( 206 ),3737183.000000000000,3825333.000000000000,3333333.000000000000,10895850.000000000000
FS( 207 ),3710942.999999999500,3738933.000000000000,3333333.000000000000,10783210.000000000000
FS( 208 ),3710942.999999999500,3758132.999999999500,3333333.000000000000,10802410.000000000000
FS( 209 ),3729803.000000000000,3796533.000000000000,3333333.000000000000,10859670.000000000000
FS( 210 ),3696183.000000000000,3806133.000000000000,3333333.000000000000,10835650.000000000000
FS( 211 ),3666252.999999999500,3748533.000000000000,3333333.000000000000,10748120.000000000000
FS( 212 ),3748252.999999999500,3786933.000000000000,3333333.000000000000,10868520.000000000000
FS( 213 ),3722013.000000000000,3806133.000000000000,3333333.000000000000,10861480.000000000000
FS( 214 ),3767113.000000000500,3786933.000000000000,3333333.000000000000,10887380.000000000000
FS( 215 ),3740873.000000000000,3767733.000000000000,3333333.000000000000,10841940.000000000000
FS( 216 ),3744563.000000000000,3777333.000000000000,3333333.000000000000,10855230.000000000000
FS( 217 ),3729803.000000000000,3748533.000000000000,3333333.000000000000,10811670.000000000000
FS( 218 ),3729803.000000000000,3796533.000000000000,3333333.000000000000,10859670.000000000000
FS( 219 ),3740873.000000000000,3796533.000000000000,3333333.000000000000,10870740.000000000000
FS( 220 ),3729803.000000000000,3777333.000000000000,3333333.000000000000,10840470.000000000000
FS( 221 ),3759732.999999999500,3758132.999999999500,3333333.000000000000,10851200.000000000000
FS( 222 ),3763423.000000000500,3825333.000000000000,3333333.000000000000,10922090.000000000000
FS( 223 ),3733493.000000000000,3825333.000000000000,3333333.000000000000,10892160.000000000000
FS( 224 ),3718323.000000000500,3854132.999999999500,3333333.000000000000,10905790.000000000000
FS( 225 ),3729803.000000000000,3777333.000000000000,3333333.000000000000,10840470.000000000000
FS( 226 ),3729803.000000000000,3806133.000000000000,3333333.000000000000,10869270.000000000000
FS( 227 ),3714633.000000000500,3767733.000000000000,3333333.000000000000,10815700.000000000000
FS( 228 ),3707252.999999999500,3738933.000000000000,3333333.000000000000,10779520.000000000000
FS( 229 ),3710942.999999999500,3729333.000000000000,3333333.000000000000,10773610.000000000000
FS( 230 ),3692083.000000000000,3671733.000000000000,3333333.000000000000,10697150.000000000000
FS( 231 ),3684703.000000000000,3614132.999999999500,3333333.000000000000,10632170.000000000000
FS( 232 ),3692083.000000000000,3652533.000000000000,3333333.000000000000,10677950.000000000000
FS( 233 ),3692083.000000000000,3652533.000000000000,3333333.000000000000,10677950.000000000000
FS( 234 ),3707252.999999999500,3738933.000000000000,3333333.000000000000,10779520.000000000000
FS( 235 ),3710942.999999999500,3662133.000000000000,3333333.000000000000,10706410.000000000000
FS( 236 ),3699873.000000000000,3623733.000000000000,3333333.000000000000,10656940.000000000000
FS( 237 ),3744563.000000000000,3671733.000000000000,3333333.000000000000,10749630.000000000000
FS( 238 ),3744563.000000000000,3690933.000000000000,3333333.000000000000,10768830.000000000000
FS( 239 ),3744563.000000000000,3652533.000000000000,3333333.000000000000,10730430.000000000000
FS( 240 ),3748252.999999999500,3681333.000000000000,3333333.000000000000,10762920.000000000000
FS( 241 ),3748252.999999999500,3690933.000000000000,3333333.000000000000,10772520.000000000000
FS( 242 ),3729803.000000000000,3662133.000000000000,3333333.000000000000,10725270.000000000000
FS( 243 ),3733493.000000000000,3642933.000000000500,3333333.000000000000,10709760.000000000000
FS( 244 ),3733493.000000000000,3662133.000000000000,3375999.662399999800,10771626.662400000000
