代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11866269.996700000000
真實報酬,1866269.996700000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,15207.319869973071
風險,116630.450332139940
起點值,0.130388932107
找到最佳解世代,2115
找到最佳解實驗#,1
找到最佳解次數,29

投資組合檔數,6
1326(5)[3],2354(19)[18],2408(23)[13],2882(31)[4],3008(41)[19],9999(49)[38],
Stock#,1326(5)[3],2354(19)[18],2408(23)[13],2882(31)[4],3008(41)[19],9999(49)[38],
張數,22,24,47,49,0,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,36246.000000000000,14506.000000000000,20726.000000000000,17816.000000000000,1666666.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1666666.000000000000,1666666.000000000000,1675596.000000000200,1671566.000000000000,1666666.000000000000,1666666.000000000000,10013830.000000000000
FS( 3 ),1664685.999999999800,1649145.999999999800,1675596.000000000200,1664216.000000000000,1666666.000000000000,1666666.000000000000,9986980.000000000000
FS( 4 ),1648185.999999999800,1622506.000000000000,1647865.999999999800,1622076.000000000000,1666666.000000000000,1666666.000000000000,9873970.000000000000
FS( 5 ),1648185.999999999800,1631386.000000000000,1647865.999999999800,1622076.000000000000,1666666.000000000000,1666666.000000000000,9882850.000000000000
FS( 6 ),1677006.000000000000,1646746.000000000200,1673245.999999999800,1624526.000000000000,1666666.000000000000,1666666.000000000000,9954860.000000000000
FS( 7 ),1739266.000000000000,1677705.999999999800,1679826.000000000000,1636286.000000000000,1666666.000000000000,1666666.000000000000,10066420.000000000000
FS( 8 ),1739266.000000000000,1699786.000000000000,1711316.000000000000,1669116.000000000200,1666666.000000000000,1666666.000000000000,10152820.000000000000
FS( 9 ),1739266.000000000000,1699786.000000000000,1719776.000000000000,1695085.999999999800,1666666.000000000000,1666666.000000000000,10187250.000000000000
FS( 10 ),1743445.999999999800,1721866.000000000200,1730586.000000000200,1734776.000000000000,1666666.000000000000,1666666.000000000000,10264010.000000000000
FS( 11 ),1753786.000000000000,1741546.000000000000,1715546.000000000200,1755846.000000000000,1666666.000000000000,1666666.000000000000,10300060.000000000000
FS( 12 ),1762146.000000000000,1739386.000000000000,1726355.999999999800,1772506.000000000000,1666666.000000000000,1666666.000000000000,10333730.000000000000
FS( 13 ),1764126.000000000000,1721866.000000000200,1715546.000000000200,1751436.000000000200,1666666.000000000000,1666666.000000000000,10286310.000000000000
FS( 14 ),1770286.000000000000,1746106.000000000200,1793566.000000000000,1758296.000000000200,1666666.000000000000,1666666.000000000000,10401590.000000000000
FS( 15 ),1768306.000000000200,1741546.000000000000,1781816.000000000000,1744085.999999999800,1666666.000000000000,1666666.000000000000,10369090.000000000000
FS( 16 ),1772486.000000000000,1724026.000000000000,1784166.000000000000,1730366.000000000200,1666666.000000000000,1666666.000000000000,10344380.000000000000
FS( 17 ),1772486.000000000000,1732666.000000000000,1829756.000000000200,1727916.000000000000,1666666.000000000000,1666666.000000000000,10396160.000000000000
FS( 18 ),1776666.000000000000,1737226.000000000000,1802495.999999999800,1718606.000000000000,1666666.000000000000,1666666.000000000000,10368330.000000000000
FS( 19 ),1787006.000000000000,1750426.000000000000,1738576.000000000000,1727916.000000000000,1666666.000000000000,1666666.000000000000,10337260.000000000000
FS( 20 ),1757966.000000000000,1717306.000000000200,1743276.000000000000,1704396.000000000200,1666666.000000000000,1666666.000000000000,10256280.000000000000
FS( 21 ),1764126.000000000000,1726185.999999999800,1752206.000000000200,1716156.000000000000,1666666.000000000000,1666666.000000000000,10292010.000000000000
FS( 22 ),1774466.000000000000,1724026.000000000000,1729646.000000000000,1706846.000000000000,1666666.000000000000,1666666.000000000000,10268320.000000000000
FS( 23 ),1774466.000000000000,1732666.000000000000,1706615.999999999800,1701945.999999999800,1666666.000000000000,1666666.000000000000,10249030.000000000000
FS( 24 ),1776666.000000000000,1737226.000000000000,1711316.000000000000,1716156.000000000000,1666666.000000000000,1666666.000000000000,10274700.000000000000
FS( 25 ),1768306.000000000200,1732666.000000000000,1738576.000000000000,1734776.000000000000,1666666.000000000000,1666666.000000000000,10307660.000000000000
FS( 26 ),1776666.000000000000,1750426.000000000000,1704266.000000000000,1770056.000000000000,1666666.000000000000,1666666.000000000000,10334750.000000000000
FS( 27 ),1784806.000000000200,1759306.000000000200,1683586.000000000200,1796026.000000000000,1666666.000000000000,1666666.000000000000,10357060.000000000000
FS( 28 ),1782826.000000000000,1765786.000000000000,1717896.000000000000,1805335.999999999800,1666666.000000000000,1666666.000000000000,10405180.000000000000
FS( 29 ),1797346.000000000000,1756905.999999999800,1692986.000000000000,1786716.000000000000,1666666.000000000000,1666666.000000000000,10367290.000000000000
FS( 30 ),1803506.000000000000,1774666.000000000000,1692986.000000000000,1803376.000000000000,1666666.000000000000,1666666.000000000000,10407870.000000000000
FS( 31 ),1803506.000000000000,1871626.000000000000,1717896.000000000000,1798476.000000000000,1666666.000000000000,1666666.000000000000,10524840.000000000000
FS( 32 ),1797346.000000000000,1853866.000000000200,1724945.999999999800,1796026.000000000000,1666666.000000000000,1666666.000000000000,10505520.000000000000
FS( 33 ),1782826.000000000000,1853866.000000000200,1699566.000000000000,1812686.000000000200,1666666.000000000000,1666666.000000000000,10482280.000000000000
FS( 34 ),1780626.000000000000,1871626.000000000000,1697216.000000000000,1807786.000000000000,1666666.000000000000,1666666.000000000000,10490590.000000000000
FS( 35 ),1762146.000000000000,1880265.999999999800,1697216.000000000000,1781816.000000000000,1666666.000000000000,1666666.000000000000,10454780.000000000000
FS( 36 ),1749606.000000000000,1873786.000000000000,1699566.000000000000,1758296.000000000200,1666666.000000000000,1666666.000000000000,10414590.000000000000
FS( 37 ),1778646.000000000000,1869466.000000000000,1704266.000000000000,1796026.000000000000,1666666.000000000000,1666666.000000000000,10481740.000000000000
FS( 38 ),1766106.000000000000,1924426.000000000000,1690636.000000000000,1796026.000000000000,1666666.000000000000,1666666.000000000000,10510530.000000000000
