代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11099649.998350000000
真實報酬,1099649.998350000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,8413.230170093619
風險,185577.875991112170
起點值,0.045335308022
找到最佳解世代,1373
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1326(5)[3],2912(39)[1],9999(49)[9],
FS( 82 ),3665133.000000000000,3752432.999999999500,3333333.000000000000,10750900.000000000000
FS( 83 ),3713433.000000000000,3669383.000000000500,3333333.000000000000,10716150.000000000000
FS( 84 ),3708533.000000000000,3748033.000000000000,3333333.000000000000,10789900.000000000000
FS( 85 ),3646233.000000000500,3769483.000000000000,3333333.000000000000,10749050.000000000000
FS( 86 ),3655332.999999999500,3739233.000000000000,3333333.000000000000,10727900.000000000000
FS( 87 ),3737233.000000000000,3752432.999999999500,3333333.000000000000,10823000.000000000000
FS( 88 ),3742133.000000000000,3752432.999999999500,3333333.000000000000,10827900.000000000000
FS( 89 ),3722533.000000000000,3839333.000000000000,3333333.000000000000,10895200.000000000000
FS( 90 ),3722533.000000000000,3922383.000000000000,3333333.000000000000,10978250.000000000000
FS( 91 ),3708533.000000000000,3926783.000000000000,3333333.000000000000,10968650.000000000000
FS( 92 ),3698733.000000000500,3900382.999999999500,3333333.000000000000,10932450.000000000000
FS( 93 ),3530733.000000000000,3861333.000000000000,3333333.000000000000,10725400.000000000000
FS( 94 ),3511133.000000000500,3996632.999999999500,3333333.000000000000,10841100.000000000000
FS( 95 ),3390733.000000000000,4062083.000000000500,3333333.000000000000,10786150.000000000000
FS( 96 ),3338233.000000000000,3965833.000000000500,3333333.000000000000,10637400.000000000000
FS( 97 ),3371833.000000000000,3944383.000000000500,3333333.000000000000,10649550.000000000000
FS( 98 ),3405432.999999999500,3926783.000000000000,3333333.000000000000,10665550.000000000000
FS( 99 ),3477533.000000000000,4009833.000000000500,3333333.000000000000,10820700.000000000000
FS( 100 ),3371833.000000000000,3917983.000000000000,3333333.000000000000,10623150.000000000000
FS( 101 ),3304633.000000000000,3887183.000000000000,3333333.000000000000,10525150.000000000000
FS( 102 ),3371833.000000000000,3987833.000000000000,3333333.000000000000,10693000.000000000000
FS( 103 ),3362033.000000000000,3974633.000000000000,3333333.000000000000,10670000.000000000000
FS( 104 ),3285033.000000000000,3961432.999999999500,3333333.000000000000,10579800.000000000000
FS( 105 ),3343133.000000000000,3987833.000000000000,3333333.000000000000,10664300.000000000000
FS( 106 ),3338233.000000000000,4140733.000000000500,3333333.000000000000,10812300.000000000000
FS( 107 ),3366933.000000000000,4114333.000000000000,3333333.000000000000,10814600.000000000000
FS( 108 ),3434133.000000000000,4184183.000000000000,3333333.000000000000,10951650.000000000000
FS( 109 ),3477533.000000000000,4236432.999999999100,3333333.000000000000,11047300.000000000000
FS( 110 ),3497133.000000000000,4162183.000000000000,3333333.000000000000,10992650.000000000000
FS( 111 ),3616833.000000000000,4210033.000000000000,3333333.000000000000,11160200.000000000000
FS( 112 ),3520933.000000000000,4157782.999999999500,3333333.000000000000,11012050.000000000000
FS( 113 ),3525833.000000000000,4218833.000000000000,3333333.000000000000,11078000.000000000000
FS( 114 ),3549633.000000000000,4279883.000000000000,3333333.000000000000,11162850.000000000000
FS( 115 ),3539832.999999999500,4267232.999999999100,3333333.000000000000,11140399.999999998000
FS( 116 ),3534933.000000000000,4245233.000000000000,3333333.000000000000,11113500.000000000000
FS( 117 ),3516033.000000000000,4184183.000000000000,3333333.000000000000,11033550.000000000000
FS( 118 ),3554533.000000000000,4140733.000000000500,3333333.000000000000,11028600.000000000000
FS( 119 ),3534933.000000000000,4044483.000000000000,3333333.000000000000,10912750.000000000000
FS( 120 ),3583233.000000000000,4166583.000000000000,3349832.998350000000,11099649.998350000000
