代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11496721.426449999000
真實報酬,1496721.426449999200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11913.652805288057
風險,137814.724263486070
起點值,0.086446879090
找到最佳解世代,1879
找到最佳解實驗#,1
找到最佳解次數,30

投資組合檔數,7
1101(0)[5],1216(2)[4],2301(13)[6],2357(24)[3],2412(27)[1],3008(42)[17],9999(50)[34],
Stock#,1101(0)[5],1216(2)[4],2301(13)[6],2357(24)[3],2412(27)[1],3008(42)[17],9999(50)[34],
張數,55,44,54,7,20,2,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,2421.000000000000,15731.000000000000,7291.000000000000,119010.999999999770,45771.000000000000,332591.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1471471.000000000000,1470371.000000000000,1451250.999999999800,1447680.999999999800,1440371.000000000200,1423151.000000000000,1428571.000000000000,10132870.000000000000
FS( 3 ),1473671.000000000000,1469051.000000000200,1443691.000000000000,1445300.999999999800,1444771.000000000000,1426771.000000000000,1428571.000000000000,10131830.000000000000
FS( 4 ),1461021.000000000000,1490170.999999999800,1456651.000000000000,1457200.999999999500,1446170.999999999800,1419531.000000000000,1428571.000000000000,10159320.000000000000
FS( 5 ),1477521.000000000000,1508211.000000000000,1462591.000000000000,1438090.999999999800,1447771.000000000000,1383431.000000000000,1428571.000000000000,10146190.000000000000
FS( 6 ),1477521.000000000000,1497651.000000000000,1452871.000000000000,1385520.999999999800,1450771.000000000000,1370791.000000000000,1428571.000000000000,10063700.000000000000
