代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12270930.000000000000
真實報酬,2270930.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,17371.109896714657
風險,151480.896479249640
起點值,0.114675251470
找到最佳解世代,1231
找到最佳解實驗#,16
找到最佳解次數,2

投資組合檔數,5
2207(11)[11],2301(12)[2],2325(18)[4],2912(40)[1],3231(43)[27],
Stock#,2207(11)[11],2301(12)[2],2325(18)[4],2912(40)[1],3231(43)[27],
張數,9,67,84,14,101,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,185060.000000000000,3399.999999999767,2480.000000000000,106639.999999999770,18379.999999999767,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2042750.000000000000,2010049.999999999500,2021840.000000000000,2018199.999999999800,1993939.999999999800,10086780.000000000000
FS( 3 ),2073890.000000000000,1989949.999999999800,2021840.000000000000,2030379.999999999800,1983839.999999999800,10099900.000000000000
FS( 4 ),2066150.000000000000,1959799.999999999500,2018480.000000000000,2006019.999999999500,2010099.999999999500,10060550.000000000000
FS( 5 ),2035010.000000000000,1985259.999999999800,2002520.000000000000,2000000.000000000000,1976769.999999999800,9999560.000000000000
FS( 6 ),2011700.000000000000,1985259.999999999800,1945399.999999999800,2036539.999999999500,1960609.999999999800,9939510.000000000000
FS( 7 ),2000000.000000000000,1935009.999999999800,1993280.000000000000,2066920.000000000000,2030299.999999999800,10025510.000000000000
FS( 8 ),2011700.000000000000,1959799.999999999500,1961360.000000000000,2066920.000000000000,2033329.999999999500,10033110.000000000000
FS( 9 ),2007830.000000000000,1985259.999999999800,1973960.000000000000,2066920.000000000000,2082819.999999999800,10116790.000000000000
FS( 10 ),1984520.000000000000,2000000.000000000000,1961360.000000000000,2066920.000000000000,2078779.999999999300,10091580.000000000000
FS( 11 ),1965080.000000000000,1985259.999999999800,1970600.000000000000,2073079.999999999800,2119180.000000000000,10113200.000000000000
FS( 12 ),1933939.999999999800,1982579.999999999500,1951280.000000000000,2073079.999999999800,2224220.000000000000,10165100.000000000000
FS( 13 ),1949510.000000000000,1982579.999999999500,1970600.000000000000,2066920.000000000000,2237350.000000000000,10206960.000000000000
FS( 14 ),2019439.999999999800,2002679.999999999800,1961360.000000000000,2079099.999999999500,2224220.000000000000,10286800.000000000000
FS( 15 ),2007830.000000000000,2010049.999999999500,1980680.000000000000,2085260.000000000000,2230279.999999999100,10314100.000000000000
FS( 16 ),1972819.999999999800,2015409.999999999800,1961360.000000000000,2097439.999999999500,2237350.000000000000,10284380.000000000000
FS( 17 ),1972819.999999999800,2022779.999999999800,1980680.000000000000,2097439.999999999500,2270680.000000000000,10344400.000000000000
FS( 18 ),1949510.000000000000,2020099.999999999800,1954639.999999999800,2048719.999999999800,2326230.000000000000,10299200.000000000000
FS( 19 ),1968950.000000000000,2027470.000000000000,1973960.000000000000,2079099.999999999500,2388850.000000000000,10438330.000000000000
FS( 20 ),2007830.000000000000,2035509.999999999800,2009240.000000000000,2066920.000000000000,2316130.000000000000,10435630.000000000000
FS( 21 ),2019439.999999999800,2032829.999999999500,2009240.000000000000,2079099.999999999500,2303000.000000000000,10443609.999999998000
FS( 22 ),2015569.999999999800,2135340.000000000000,1996639.999999999800,2048719.999999999800,2270680.000000000000,10466950.000000000000
FS( 23 ),2015569.999999999800,2148070.000000000000,2037800.000000000000,2079099.999999999500,2276740.000000000000,10557280.000000000000
FS( 24 ),2035010.000000000000,2163480.000000000000,2044520.000000000000,2091279.999999999500,2270680.000000000000,10604970.000000000000
FS( 25 ),2027270.000000000000,2160800.000000000000,2002520.000000000000,2091279.999999999500,2237350.000000000000,10519220.000000000000
