代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13183699.996700000000
真實報酬,3183699.996700000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,23786.469748732397
風險,152513.416590979900
起點值,0.155963129542
找到最佳解世代,1732
找到最佳解實驗#,23
找到最佳解次數,5

投資組合檔數,6
1303(4)[4],2354(20)[14],3045(41)[27],8046(47)[22],9904(48)[12],9999(49)[46],
Stock#,1303(4)[4],2354(20)[14],3045(41)[27],8046(47)[22],9904(48)[12],9999(49)[46],
張數,55,34,44,24,125,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,29316.000000000000,4746.000000000000,25906.000000000000,62026.000000000233,11666.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1679866.000000000200,1675846.000000000000,1646866.000000000000,1721866.000000000200,1715416.000000000000,1666666.000000000000,10106530.000000000000
FS( 3 ),1672166.000000000200,1668706.000000000000,1658306.000000000000,1712986.000000000200,1755416.000000000000,1666666.000000000000,10134250.000000000000
FS( 4 ),1647416.000000000200,1675846.000000000000,1636306.000000000000,1702186.000000000200,1764166.000000000000,1666666.000000000000,10092590.000000000000
FS( 5 ),1651265.999999999800,1708146.000000000000,1639386.000000000000,1721866.000000000200,1751666.000000000000,1666666.000000000000,10139000.000000000000
FS( 6 ),1627066.000000000000,1709846.000000000000,1639386.000000000000,1712986.000000000200,1719166.000000000000,1666666.000000000000,10075120.000000000000
FS( 7 ),1640266.000000000000,1743846.000000000000,1620466.000000000200,1739626.000000000500,1735416.000000000000,1666666.000000000000,10146290.000000000000
FS( 8 ),1647416.000000000200,1765266.000000000000,1642466.000000000200,1723546.000000000200,1739166.000000000000,1666666.000000000000,10184530.000000000000
FS( 9 ),1585266.000000000000,1690126.000000000000,1642466.000000000200,1666666.000000000000,1657916.000000000000,1666666.000000000000,9909110.000000000000
FS( 10 ),1611666.000000000000,1725826.000000000000,1636306.000000000000,1689706.000000000000,1694166.000000000000,1666666.000000000000,10024340.000000000000
FS( 11 ),1653466.000000000000,1743846.000000000000,1633226.000000000200,1803466.000000000200,1791666.000000000000,1666666.000000000000,10292340.000000000000
FS( 12 ),1668316.000000000000,1754726.000000000000,1629706.000000000200,1899226.000000000000,1764166.000000000000,1666666.000000000000,10382810.000000000000
FS( 13 ),1676566.000000000000,1765266.000000000000,1651706.000000000200,1908106.000000000200,1787916.000000000000,1666666.000000000000,10456230.000000000000
FS( 14 ),1706265.999999999800,1767306.000000000200,1654786.000000000000,1872586.000000000200,1860416.000000000000,1666666.000000000000,10528030.000000000000
FS( 15 ),1726066.000000000000,1732966.000000000000,1642466.000000000200,1899226.000000000000,1852916.000000000000,1666666.000000000000,10520310.000000000000
FS( 16 ),1739816.000000000000,1740445.999999999800,1639386.000000000000,1890346.000000000500,1932916.000000000000,1666666.000000000000,10609580.000000000000
FS( 17 ),1729916.000000000200,1718685.999999999800,1648626.000000000000,1828186.000000000200,1932916.000000000000,1666666.000000000000,10525000.000000000000
FS( 18 ),1726066.000000000000,1702706.000000000000,1629706.000000000200,1810426.000000000000,1901666.000000000000,1666666.000000000000,10437240.000000000000
FS( 19 ),1748066.000000000000,1704406.000000000000,1636306.000000000000,1837066.000000000200,1896666.000000000000,1666666.000000000000,10489180.000000000000
FS( 20 ),1750266.000000000000,1823066.000000000000,1605066.000000000000,1943626.000000000500,1929166.000000000000,1666666.000000000000,10717860.000000000000
FS( 21 ),1732116.000000000000,1792126.000000000000,1589666.000000000000,1970266.000000000500,1869166.000000000000,1666666.000000000000,10620010.000000000000
FS( 22 ),1700215.999999999800,1769346.000000000000,1586585.999999999800,1979146.000000000200,1847916.000000000000,1666666.000000000000,10549880.000000000000
FS( 23 ),1710116.000000000000,1773426.000000000000,1580426.000000000000,1943626.000000000500,1889166.000000000000,1666666.000000000000,10563430.000000000000
FS( 24 ),1710116.000000000000,1775466.000000000000,1589666.000000000000,1970266.000000000500,1905416.000000000000,1666666.000000000000,10617600.000000000000
FS( 25 ),1744216.000000000000,1744526.000000000000,1574266.000000000000,1961386.000000000500,1956666.000000000000,1666666.000000000000,10647730.000000000000
FS( 26 ),1745866.000000000000,1715626.000000000000,1571186.000000000000,2032426.000000000000,1974166.000000000000,1666666.000000000000,10705940.000000000000
FS( 27 ),1742016.000000000000,1676526.000000000000,1586585.999999999800,2041306.000000000200,1935416.000000000000,1666666.000000000000,10648520.000000000000
FS( 28 ),1770066.000000000000,1645586.000000000000,1580426.000000000000,1996906.000000000200,1961666.000000000000,1666666.000000000000,10621320.000000000000
FS( 29 ),1765666.000000000000,1726166.000000000000,1574266.000000000000,2014666.000000000000,1979166.000000000000,1666666.000000000000,10726600.000000000000
FS( 30 ),1799765.999999999800,1699306.000000000200,1577345.999999999800,1988026.000000000200,1944166.000000000000,1666666.000000000000,10675280.000000000000
FS( 31 ),1905366.000000000000,1738406.000000000000,1623546.000000000000,2032426.000000000000,1991666.000000000000,1666666.000000000000,10958080.000000000000
FS( 32 ),1970815.999999999800,1715626.000000000000,1636306.000000000000,2059066.000000000200,1970416.000000000000,1666666.000000000000,11018900.000000000000
FS( 33 ),1916916.000000000000,1689106.000000000000,1620466.000000000200,2067946.000000000200,1835416.000000000000,1666666.000000000000,10796520.000000000000
FS( 34 ),1869616.000000000000,1676526.000000000000,1589666.000000000000,2032426.000000000000,1805416.000000000000,1666666.000000000000,10640320.000000000000
FS( 35 ),1861366.000000000200,1684685.999999999800,1605066.000000000000,2050186.000000000200,1831666.000000000000,1666666.000000000000,10699640.000000000000
FS( 36 ),1861366.000000000200,1672445.999999999800,1614306.000000000000,2067946.000000000200,1740416.000000000000,1666666.000000000000,10623150.000000000000
FS( 37 ),1813515.999999999800,1662246.000000000000,1595826.000000000000,2121226.000000000000,1714166.000000000000,1666666.000000000000,10573650.000000000000
FS( 38 ),1863566.000000000000,1691146.000000000000,1589666.000000000000,2138986.000000000000,1749166.000000000000,1666666.000000000000,10699200.000000000000
FS( 39 ),1829465.999999999800,1693185.999999999800,1592746.000000000000,2138986.000000000000,1800416.000000000000,1666666.000000000000,10721470.000000000000
FS( 40 ),1829465.999999999800,1682646.000000000000,1601986.000000000000,2066746.000000000200,1752916.000000000000,1666666.000000000000,10600430.000000000000
FS( 41 ),1807465.999999999800,1687066.000000000000,1592746.000000000000,2008906.000000000200,1757916.000000000000,1666666.000000000000,10520770.000000000000
FS( 42 ),1837716.000000000000,1705426.000000000000,1608146.000000000000,2066746.000000000200,1800416.000000000000,1666666.000000000000,10685120.000000000000
FS( 43 ),1853666.000000000200,1736366.000000000000,1626626.000000000000,2134186.000000000000,1784166.000000000000,1666666.000000000000,10801680.000000000000
FS( 44 ),1859166.000000000200,1808445.999999999800,1626626.000000000000,2221066.000000000000,1835416.000000000000,1666666.000000000000,11017390.000000000000
FS( 45 ),1835516.000000000200,1792126.000000000000,1611226.000000000200,2211466.000000000000,1817916.000000000000,1666666.000000000000,10934920.000000000000
FS( 46 ),1811865.999999999800,1792126.000000000000,1608146.000000000000,2259706.000000000000,1870416.000000000000,1666666.000000000000,11008930.000000000000
FS( 47 ),1811865.999999999800,1829185.999999999800,1633226.000000000200,2404186.000000000000,1874166.000000000000,1666666.000000000000,11219300.000000000000
FS( 48 ),1809666.000000000000,1835306.000000000200,1623546.000000000000,2346346.000000000000,1879166.000000000000,1666666.000000000000,11160700.000000000000
FS( 49 ),1843766.000000000000,1841426.000000000000,1636306.000000000000,2432986.000000000000,1882916.000000000000,1666666.000000000000,11304070.000000000000
FS( 50 ),1867416.000000000200,1870326.000000000000,1626626.000000000000,2375146.000000000000,1866666.000000000000,1666666.000000000000,11272850.000000000000
FS( 51 ),1931215.999999999800,1860126.000000000000,1629706.000000000200,2394586.000000000000,1879166.000000000000,1666666.000000000000,11361470.000000000000
FS( 52 ),1954866.000000000000,1831226.000000000000,1629706.000000000200,2413786.000000000000,1882916.000000000000,1666666.000000000000,11379170.000000000000
FS( 53 ),1938916.000000000000,1864206.000000000000,1636306.000000000000,2423386.000000000000,1840416.000000000000,1666666.000000000000,11369900.000000000000
FS( 54 ),1980715.999999999800,1882906.000000000000,1633226.000000000200,2375146.000000000000,1831666.000000000000,1666666.000000000000,11370330.000000000000
FS( 55 ),2012616.000000000200,1866246.000000000000,1651706.000000000200,2404186.000000000000,1857916.000000000000,1666666.000000000000,11459340.000000000000
FS( 56 ),2050566.000000000000,1847546.000000000200,1759946.000000000000,2432986.000000000000,1879166.000000000000,1666666.000000000000,11636880.000000000000
FS( 57 ),2058266.000000000000,1868286.000000000000,1747626.000000000000,2375146.000000000000,1870416.000000000000,1666666.000000000000,11586410.000000000000
FS( 58 ),2058266.000000000000,1895146.000000000000,1735306.000000000000,2327146.000000000000,1840416.000000000000,1666666.000000000000,11522950.000000000000
FS( 59 ),2058266.000000000000,1872366.000000000000,1722986.000000000000,2288506.000000000000,1822916.000000000000,1666666.000000000000,11431710.000000000000
FS( 60 ),2062116.000000000000,1860126.000000000000,1781506.000000000000,2298106.000000000000,1805416.000000000000,1666666.000000000000,11473940.000000000000
FS( 61 ),2038466.000000000000,1856046.000000000200,1790746.000000000000,2249866.000000000000,1831666.000000000000,1666666.000000000000,11433460.000000000000
FS( 62 ),2000516.000000000200,1851966.000000000000,1862026.000000000000,2249866.000000000000,1817916.000000000000,1666666.000000000000,11448960.000000000000
FS( 63 ),2006566.000000000200,1827146.000000000000,1871266.000000000000,2163226.000000000000,1787916.000000000000,1666666.000000000000,11322790.000000000000
FS( 64 ),2097866.000000000000,1858086.000000000000,1871266.000000000000,2211466.000000000000,1814166.000000000000,1666666.000000000000,11519520.000000000000
FS( 65 ),2122066.000000000000,1884945.999999999800,1868186.000000000000,2211466.000000000000,1817916.000000000000,1666666.000000000000,11571250.000000000000
FS( 66 ),2149566.000000000000,1886986.000000000000,1849706.000000000200,2278906.000000000000,1849166.000000000000,1666666.000000000000,11681000.000000000000
FS( 67 ),2078066.000000000000,1851966.000000000000,1837386.000000000000,2163226.000000000000,1822916.000000000000,1666666.000000000000,11420230.000000000000
FS( 68 ),2102266.000000000000,1839386.000000000000,1821986.000000000000,2144026.000000000000,1835416.000000000000,1666666.000000000000,11409750.000000000000
FS( 69 ),2134166.000000000500,1872366.000000000000,1862026.000000000000,2278906.000000000000,1840416.000000000000,1666666.000000000000,11654550.000000000000
FS( 70 ),2149566.000000000000,1866246.000000000000,1877426.000000000000,2269306.000000000000,1891666.000000000000,1666666.000000000000,11720880.000000000000
FS( 71 ),2141865.999999999500,1847546.000000000200,1874345.999999999800,2259706.000000000000,1914166.000000000000,1666666.000000000000,11704300.000000000000
FS( 72 ),2197416.000000000000,1843466.000000000000,1890186.000000000000,2172826.000000000000,1940416.000000000000,1666666.000000000000,11710980.000000000000
FS( 73 ),2213366.000000000000,1922006.000000000000,1874345.999999999800,2163226.000000000000,1944166.000000000000,1666666.000000000000,11783780.000000000000
FS( 74 ),2197416.000000000000,1963146.000000000000,1865105.999999999800,2192026.000000000000,1917916.000000000000,1666666.000000000000,11802280.000000000000
FS( 75 ),2233166.000000000000,2066166.000000000000,1862026.000000000000,2144026.000000000000,1917916.000000000000,1666666.000000000000,11889970.000000000000
FS( 76 ),2273316.000000000000,2148786.000000000000,1884026.000000000000,2144026.000000000000,1922916.000000000000,1666666.000000000000,12039740.000000000000
FS( 77 ),2269465.999999999500,2138246.000000000000,1858946.000000000000,2163226.000000000000,1926666.000000000000,1666666.000000000000,12023220.000000000000
FS( 78 ),2249116.000000000000,2189926.000000000000,1880946.000000000000,2153626.000000000900,1940416.000000000000,1666666.000000000000,12080700.000000000000
FS( 79 ),2229316.000000000000,2169186.000000000000,1880946.000000000000,2163226.000000000000,2017916.000000000000,1666666.000000000000,12127260.000000000000
FS( 80 ),2221616.000000000000,2158986.000000000000,1868186.000000000000,2124586.000000000000,2005416.000000000000,1666666.000000000000,12045460.000000000000
FS( 81 ),2177616.000000000000,2169186.000000000000,1871266.000000000000,2047546.000000000200,1949166.000000000000,1666666.000000000000,11881450.000000000000
FS( 82 ),2185866.000000000000,2313686.000000000000,1834306.000000000000,2105386.000000000500,1979166.000000000000,1666666.000000000000,12085080.000000000000
FS( 83 ),2284865.999999999500,2406506.000000000000,1846626.000000000000,2076586.000000000200,1965416.000000000000,1666666.000000000000,12246670.000000000000
FS( 84 ),2305216.000000000000,2385766.000000000000,1858946.000000000000,2037946.000000000200,1956666.000000000000,1666666.000000000000,12211210.000000000000
FS( 85 ),2241416.000000000000,2365026.000000000000,1868186.000000000000,2057146.000000000200,1909166.000000000000,1666666.000000000000,12107610.000000000000
FS( 86 ),2157816.000000000000,2334086.000000000000,1837386.000000000000,2047546.000000000200,1852916.000000000000,1666666.000000000000,11896420.000000000000
FS( 87 ),2113816.000000000000,2282746.000000000000,1837386.000000000000,2047546.000000000200,1979166.000000000000,1666666.000000000000,11927330.000000000000
FS( 88 ),2113816.000000000000,2262006.000000000000,1831226.000000000200,2018746.000000000200,1974166.000000000000,1666666.000000000000,11866630.000000000000
FS( 89 ),2097866.000000000000,2262006.000000000000,1862026.000000000000,1957066.000000000200,1991666.000000000000,1666666.000000000000,11837300.000000000000
FS( 90 ),2157816.000000000000,2303145.999999999500,1880946.000000000000,1951066.000000000200,2017916.000000000000,1666666.000000000000,11977560.000000000000
FS( 91 ),2145715.999999999500,2272206.000000000000,1874345.999999999800,1960906.000000000200,2035416.000000000200,1666666.000000000000,11955260.000000000000
FS( 92 ),2193566.000000000000,2282746.000000000000,1877426.000000000000,1951066.000000000200,2079166.000000000000,1666666.000000000000,12050640.000000000000
FS( 93 ),2229316.000000000000,2292946.000000000000,1890186.000000000000,1999306.000000000200,2135416.000000000000,1666666.000000000000,12213840.000000000000
FS( 94 ),2257365.999999999500,2416706.000000000000,1877426.000000000000,1970506.000000000200,2105416.000000000000,1666666.000000000000,12294090.000000000000
FS( 95 ),2277166.000000000000,2395966.000000000000,1927146.000000000000,1982026.000000000200,2135416.000000000000,1666666.000000000000,12384390.000000000000
FS( 96 ),2296965.999999999500,2426906.000000000000,1911746.000000000000,1985866.000000000200,2205416.000000000000,1666666.000000000000,12493570.000000000000
FS( 97 ),2269465.999999999500,2416706.000000000000,1908666.000000000000,1999306.000000000200,2217916.000000000000,1666666.000000000000,12478730.000000000000
FS( 98 ),2316766.000000000500,2447645.999999999500,1914826.000000000000,2047546.000000000200,2287916.000000000000,1666666.000000000000,12681370.000000000000
FS( 99 ),2316766.000000000500,2385766.000000000000,1908666.000000000000,2114986.000000000000,2170416.000000000000,1666666.000000000000,12563270.000000000000
FS( 100 ),2321166.000000000000,2416706.000000000000,1936386.000000000000,2105386.000000000500,2161666.000000000000,1666666.000000000000,12607980.000000000000
FS( 101 ),2328866.000000000000,2416706.000000000000,1893266.000000000000,2124586.000000000000,2147916.000000000000,1666666.000000000000,12578010.000000000000
FS( 102 ),2273316.000000000000,2426906.000000000000,1896345.999999999800,2105386.000000000500,2139166.000000000000,1666666.000000000000,12507790.000000000000
FS( 103 ),2233166.000000000000,2416706.000000000000,1899426.000000000000,2086186.000000000200,2117916.000000000000,1666666.000000000000,12420070.000000000000
FS( 104 ),2269465.999999999500,2395966.000000000000,1899426.000000000000,2105386.000000000500,2161666.000000000000,1666666.000000000000,12498580.000000000000
FS( 105 ),2296965.999999999500,2375566.000000000000,1899426.000000000000,2114986.000000000000,2144166.000000000000,1666666.000000000000,12497780.000000000000
FS( 106 ),2257365.999999999500,2365026.000000000000,1899426.000000000000,2240266.000000000900,2122916.000000000000,1666666.000000000000,12551670.000000000000
FS( 107 ),2181466.000000000000,2292946.000000000000,1884026.000000000000,2240266.000000000900,2035416.000000000200,1666666.000000000000,12300790.000000000000
FS( 108 ),2197416.000000000000,2323886.000000000000,1899426.000000000000,2269306.000000000000,2044166.000000000200,1666666.000000000000,12400870.000000000000
FS( 109 ),2269465.999999999500,2292946.000000000000,1911746.000000000000,2259706.000000000000,2079166.000000000000,1666666.000000000000,12479700.000000000000
FS( 110 ),2257365.999999999500,2292946.000000000000,1920986.000000000000,2307706.000000000000,2135416.000000000000,1666666.000000000000,12581090.000000000000
FS( 111 ),2284865.999999999500,2292946.000000000000,1899426.000000000000,2298106.000000000000,2122916.000000000000,1666666.000000000000,12564930.000000000000
FS( 112 ),2265066.000000000000,2303145.999999999500,1868186.000000000000,2221066.000000000000,2165416.000000000000,1666666.000000000000,12489550.000000000000
