代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13032830.000000000000
真實報酬,3032830.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,24911.115946915132
風險,140364.931592144070
起點值,0.177473929309
找到最佳解世代,1431
找到最佳解實驗#,1
找到最佳解次數,46

投資組合檔數,5
2311(15)[1],2317(16)[4],2330(19)[3],2382(22)[10],2474(26)[5],
Stock#,2311(15)[1],2317(16)[4],2330(19)[3],2382(22)[10],2474(26)[5],
張數,86,37,21,36,11,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,3080.000000000233,10510.000000000000,62960.000000000000,8120.000000000233,53550.000000000233,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1957000.000000000000,1975210.000000000000,1963040.000000000200,1973720.000000000500,1980200.000000000200,9849170.000000000000
FS( 3 ),1935500.000000000000,1965590.000000000200,1963040.000000000200,2037800.000000000200,1935760.000000000200,9837690.000000000000
FS( 4 ),1935500.000000000000,1965590.000000000200,1953590.000000000000,2023040.000000000200,1975250.000000000000,9852970.000000000000
FS( 5 ),2014620.000000000200,1977800.000000000000,1990760.000000000000,2037800.000000000200,1975250.000000000000,9996230.000000000000
FS( 6 ),1975060.000000000200,2002590.000000000200,1935110.000000000000,2037800.000000000200,2024640.000000000200,9975200.000000000000
FS( 7 ),1986240.000000000000,2019980.000000000000,1953590.000000000000,2040680.000000000200,2059290.000000000200,10059780.000000000000
FS( 8 ),1981940.000000000500,2034780.000000000000,1972280.000000000000,2098640.000000000000,2069080.000000000200,10156720.000000000000
FS( 9 ),2000000.000000000000,2046990.000000000000,1981520.000000000000,2173880.000000000000,2024640.000000000200,10227030.000000000000
FS( 10 ),2101480.000000000000,2071780.000000000000,2009240.000000000200,2263880.000000000000,2074030.000000000200,10520410.000000000000
FS( 11 ),2086860.000000000500,2086580.000000000200,2046410.000000000000,2214560.000000000000,2059290.000000000200,10493700.000000000000
FS( 12 ),2072240.000000000000,2084360.000000000000,2055650.000000000000,2234720.000000000000,2059290.000000000200,10506260.000000000000
FS( 13 ),2079980.000000000200,2118769.999999999500,2055650.000000000000,2304560.000000000000,2103730.000000000000,10662690.000000000000
FS( 14 ),2058480.000000000200,2101380.000000000000,2037170.000000000000,2237600.000000000000,2098780.000000000000,10533410.000000000000
FS( 15 ),2075680.000000000200,2093980.000000000200,2055650.000000000000,2255240.000000000000,2133320.000000000000,10613870.000000000000
FS( 16 ),2054180.000000000200,2086580.000000000200,2055650.000000000000,2258120.000000000000,2093830.000000000200,10548360.000000000000
FS( 17 ),2058480.000000000200,2113960.000000000500,2064890.000000000000,2240480.000000000000,2078980.000000000000,10556790.000000000000
FS( 18 ),2025800.000000000200,2111370.000000000000,2009240.000000000200,2182520.000000000000,2049390.000000000200,10378320.000000000000
FS( 19 ),1964740.000000000000,2022199.999999999800,1925869.999999999800,2165240.000000000000,2039490.000000000000,10117540.000000000000
FS( 20 ),1950120.000000000200,2037370.000000000200,1953590.000000000000,2159480.000000000000,2108680.000000000000,10209240.000000000000
FS( 21 ),2050740.000000000000,2024790.000000000000,1990760.000000000000,2176760.000000000000,2227150.000000000000,10470200.000000000000
FS( 22 ),2104920.000000000000,2032190.000000000000,1972280.000000000000,2153720.000000000000,2182710.000000000000,10445820.000000000000
FS( 23 ),2129860.000000000000,2000000.000000000000,2000000.000000000000,2145080.000000000000,2212410.000000000000,10487350.000000000000
FS( 24 ),2104920.000000000000,2046990.000000000000,2009240.000000000200,2176760.000000000000,2311190.000000000900,10649100.000000000000
FS( 25 ),2137600.000000000000,2056980.000000000000,2009240.000000000200,2156600.000000000000,2227150.000000000000,10587570.000000000000
FS( 26 ),2129860.000000000000,2076960.000000000200,2055650.000000000000,2153720.000000000000,2163020.000000000900,10579210.000000000000
FS( 27 ),2129860.000000000000,2076960.000000000200,2074129.999999999800,2182520.000000000000,2207460.000000000000,10670930.000000000000
FS( 28 ),2165980.000000000000,2084360.000000000000,2064890.000000000000,2156600.000000000000,2217360.000000000000,10689190.000000000000
FS( 29 ),2165980.000000000000,2089169.999999999800,2064890.000000000000,2176760.000000000000,2202510.000000000000,10699310.000000000000
FS( 30 ),2129860.000000000000,2059570.000000000000,2037170.000000000000,2188280.000000000000,2182710.000000000000,10597590.000000000000
FS( 31 ),2165980.000000000000,2081769.999999999800,2055650.000000000000,2194040.000000000000,2187660.000000000000,10685100.000000000000
FS( 32 ),2165980.000000000000,2056980.000000000000,2046410.000000000000,2173880.000000000000,2217360.000000000000,10660610.000000000000
FS( 33 ),2137600.000000000000,2059570.000000000000,2064890.000000000000,2150840.000000000900,2227150.000000000000,10640050.000000000000
FS( 34 ),2165980.000000000000,2079180.000000000000,2055650.000000000000,2185400.000000000000,2266750.000000000000,10752960.000000000000
FS( 35 ),2165980.000000000000,2089169.999999999800,2064890.000000000000,2168120.000000000000,2227150.000000000000,10715310.000000000000
FS( 36 ),2165980.000000000000,2066970.000000000000,2064890.000000000000,2153720.000000000000,2251900.000000000000,10703460.000000000000
FS( 37 ),2134160.000000000000,2059570.000000000000,2055650.000000000000,2145080.000000000000,2227150.000000000000,10621610.000000000000
FS( 38 ),2162540.000000000000,2064380.000000000000,2102060.000000000000,2292680.000000000000,2207460.000000000000,10829120.000000000000
FS( 39 ),2184040.000000000000,2099160.000000000000,2157500.000000000000,2289800.000000000900,2237050.000000000000,10967550.000000000000
FS( 40 ),2335400.000000000000,2106560.000000000000,2185430.000000000000,2269640.000000000000,2261800.000000000000,11158830.000000000000
FS( 41 ),2274340.000000000000,2103970.000000000000,2157500.000000000000,2249480.000000000000,2261800.000000000000,11047090.000000000000
FS( 42 ),2295840.000000000000,2093980.000000000200,2176190.000000000000,2298440.000000000000,2246950.000000000000,11111400.000000000000
FS( 43 ),2295840.000000000000,2106560.000000000000,2157500.000000000000,2275400.000000000000,2227150.000000000000,11062450.000000000000
FS( 44 ),2328520.000000000000,2140970.000000000000,2222390.000000000000,2399960.000000000000,2227150.000000000000,11318990.000000000000
FS( 45 ),2343140.000000000000,2126170.000000000000,2194670.000000000000,2371160.000000000000,2187660.000000000000,11222800.000000000000
FS( 46 ),2313900.000000000000,2156140.000000000000,2176190.000000000000,2356400.000000000000,2192610.000000000000,11195240.000000000000
FS( 47 ),2295840.000000000000,2138750.000000000500,2185430.000000000000,2330480.000000000000,2227150.000000000000,11177650.000000000000
FS( 48 ),2295840.000000000000,2121360.000000000000,2185430.000000000000,2298440.000000000000,2227150.000000000000,11128220.000000000000
FS( 49 ),2256280.000000000000,2099160.000000000000,2139020.000000000000,2298440.000000000000,2182710.000000000000,10975610.000000000000
FS( 50 ),2216720.000000000000,2106560.000000000000,2148260.000000000000,2272520.000000000000,2163020.000000000900,10907080.000000000000
FS( 51 ),2227900.000000000000,2138750.000000000500,2148260.000000000000,2339120.000000000000,2217360.000000000000,11071390.000000000000
FS( 52 ),2288960.000000000000,2131350.000000000000,2166740.000000000000,2379800.000000000000,2237050.000000000000,11203900.000000000000
FS( 53 ),2295840.000000000000,2138750.000000000500,2203910.000000000500,2455040.000000000000,2256850.000000000000,11350390.000000000000
FS( 54 ),2379260.000000000000,2146150.000000000000,2213150.000000000000,2545040.000000000000,2246950.000000000000,11530550.000000000000
FS( 55 ),2353460.000000000000,2146150.000000000000,2241080.000000000000,2498600.000000000900,2232100.000000000000,11471390.000000000000
FS( 56 ),2440320.000000000000,2146150.000000000000,2259560.000000000000,2385560.000000000000,2232100.000000000000,11463690.000000000000
FS( 57 ),2432580.000000000000,2143559.999999999500,2278040.000000000000,2356400.000000000000,2256850.000000000000,11467430.000000000000
FS( 58 ),2397320.000000000000,2143559.999999999500,2287280.000000000000,2437760.000000000000,2291390.000000000000,11557310.000000000000
FS( 59 ),2379260.000000000000,2143559.999999999500,2259560.000000000000,2388440.000000000000,2316140.000000000000,11486960.000000000000
FS( 60 ),2382700.000000000900,2146150.000000000000,2241080.000000000000,2359640.000000000000,2286440.000000000900,11416010.000000000000
FS( 61 ),2415380.000000000000,2148740.000000000000,2268800.000000000000,2324720.000000000000,2281490.000000000000,11439130.000000000000
FS( 62 ),2407640.000000000000,2150960.000000000500,2268800.000000000000,2376920.000000000000,2311190.000000000900,11515510.000000000000
FS( 63 ),2429140.000000000000,2158360.000000000000,2278040.000000000000,2414720.000000000000,2286440.000000000900,11566700.000000000000
FS( 64 ),2374960.000000000000,2140970.000000000000,2287280.000000000000,2408600.000000000900,2266750.000000000000,11478560.000000000000
FS( 65 ),2397320.000000000000,2153550.000000000000,2296520.000000000000,2368280.000000000000,2256850.000000000000,11472520.000000000000
FS( 66 ),2418820.000000000000,2168350.000000000000,2333690.000000000000,2399960.000000000000,2232100.000000000000,11552920.000000000000
FS( 67 ),2418820.000000000000,2175750.000000000500,2305970.000000000000,2385560.000000000000,2350680.000000000000,11636780.000000000000
FS( 68 ),2432580.000000000000,2185740.000000000000,2287280.000000000000,2379800.000000000000,2414920.000000000000,11700320.000000000000
FS( 69 ),2443760.000000000000,2188330.000000000000,2342930.000000000000,2388440.000000000000,2395120.000000000000,11758580.000000000000
FS( 70 ),2450640.000000000000,2185740.000000000000,2315210.000000000000,2388440.000000000000,2414920.000000000000,11754950.000000000000
FS( 71 ),2436880.000000000000,2183150.000000000000,2315210.000000000000,2402840.000000000000,2474210.000000000000,11812290.000000000000
FS( 72 ),2491060.000000000000,2203130.000000000000,2305970.000000000000,2371160.000000000000,2494010.000000000000,11865330.000000000000
FS( 73 ),2512560.000000000000,2203130.000000000000,2305970.000000000000,2353520.000000000000,2652080.000000000000,12027260.000000000000
FS( 74 ),2548680.000000000000,2163539.999999999500,2259560.000000000000,2269640.000000000000,2587840.000000000000,11829260.000000000000
FS( 75 ),2509120.000000000000,2148740.000000000000,2268800.000000000000,2339120.000000000000,2760760.000000000000,12026540.000000000000
FS( 76 ),2483320.000000000000,2183150.000000000000,2296520.000000000000,2356400.000000000000,2755810.000000000000,12075200.000000000000
FS( 77 ),2526320.000000000000,2153550.000000000000,2259560.000000000000,2408600.000000000900,2568040.000000000900,11916070.000000000000
FS( 78 ),2526320.000000000000,2207940.000000000000,2250320.000000000000,2342000.000000000000,2592790.000000000900,11919370.000000000000
FS( 79 ),2479880.000000000000,2205350.000000000000,2231630.000000000000,2333360.000000000900,2721160.000000000000,11971380.000000000000
FS( 80 ),2522880.000000000000,2212750.000000000500,2250320.000000000000,2371160.000000000000,2691570.000000000000,12048680.000000000000
FS( 81 ),2504820.000000000000,2207940.000000000000,2259560.000000000000,2350640.000000000000,2637230.000000000000,11960190.000000000000
FS( 82 ),2491060.000000000000,2215340.000000000000,2278040.000000000000,2423360.000000000900,2612480.000000000000,12020280.000000000000
FS( 83 ),2491060.000000000000,2222740.000000000000,2287280.000000000000,2411840.000000000000,2617430.000000000000,12030350.000000000000
FS( 84 ),2491060.000000000000,2180559.999999999500,2259560.000000000000,2333360.000000000900,2587840.000000000000,11852380.000000000000
FS( 85 ),2512560.000000000000,2185740.000000000000,2296520.000000000000,2321840.000000000000,2632280.000000000000,11948940.000000000000
FS( 86 ),2530620.000000000000,2193140.000000000000,2324450.000000000000,2342000.000000000000,2642180.000000000000,12032390.000000000000
FS( 87 ),2519440.000000000000,2203130.000000000000,2324450.000000000000,2318960.000000000000,2632280.000000000000,11998260.000000000000
FS( 88 ),2555560.000000000000,2207940.000000000000,2324450.000000000000,2307440.000000000000,2652080.000000000000,12047470.000000000000
FS( 89 ),2552120.000000000000,2232730.000000000500,2305970.000000000000,2342000.000000000000,2701470.000000000000,12134290.000000000000
FS( 90 ),2634680.000000000000,2252340.000000000000,2305970.000000000000,2336240.000000000000,2686620.000000000000,12215850.000000000000
FS( 91 ),2613180.000000000000,2237539.999999999500,2296520.000000000000,2342000.000000000000,2661980.000000000000,12151220.000000000000
FS( 92 ),2696600.000000000000,2287120.000000000000,2324450.000000000000,2295560.000000000000,2721160.000000000000,12324890.000000000000
FS( 93 ),2681980.000000000000,2311910.000000000000,2324450.000000000000,2321840.000000000000,2820050.000000000000,12460230.000000000000
