二次加權,一次,二次平均
AAPL[0](1)HD[9](2)IBM[10](7)JPM[13](3)KO[14](4)UNH[23](15),AAPL[0](2)GS[8](6)HD[9](1)IBM[10](12)MSFT[18](4)UNH[23](16),AAPL[0](1)GS[8](8)HD[9](3)MSFT[18](2)UNH[23](18)
result_train_2012_02-04(2012 Q1).csv
HD[9](1)KO[14](2),HD[9](1)KO[14](3),HD[9](1)KO[14](2)
result_train_2012_03-05(2012 Q1).csv
KO[14](4)TRV[22](2)VZ[26](1)WMT[28](5),KO[14](1)TRV[22](3)WMT[28](8),KO[14](1)TRV[22](3)WMT[28](6)
result_train_2012_04-06(2012 Q1).csv
MRK[17](6)VZ[26](2)WMT[28](1),TRV[22](2)VZ[26](1)WMT[28](3),MRK[17](4)VZ[26](1)WMT[28](2)
result_train_2012_05-07(2012 Q1).csv
JNJ[12](5)MRK[17](1)WBA[27](12)WMT[28](2),DIS[6](2)WMT[28](1),DIS[6](3)WMT[28](1)
result_train_2012_06-08(2012 Q1).csv
AAPL[0](2)CSCO[4](9)MRK[17](13)WBA[27](8)WMT[28](18),AAPL[0](6)CSCO[4](23)MRK[17](7)PFE[20](3)WBA[27](16)WMT[28](9),AAPL[0](6)JPM[13](14)MRK[17](5)PFE[20](7)WMT[28](11)
result_train_2012_07-09(2012 Q1).csv
AAPL[0](9)GS[8](3)HD[9](2)MCD[15](16)PFE[20](14)PG[21](7)UNH[23](12)WBA[27](26),AAPL[0](3)HD[9](14)NKE[19](4)PFE[20](5)PG[21](1)TRV[22](20)UNH[23](28)WBA[27](7)WMT[28](9),AAPL[0](5)HD[9](4)NKE[19](10)PG[21](1)WBA[27](11)WMT[28](19)
result_train_2012_08-10(2012 Q1).csv
TRV[22](1)UNH[23](10)WMT[28](9),GS[8](3)HD[9](1)PFE[20](9)TRV[22](4)UNH[23](5),PG[21](8)TRV[22](2)UNH[23](5)
result_train_2012_09-11(2012 Q1).csv
BA[2](3)HD[9](2)V[25](1),V[25](1),V[25](1)
result_train_2012_10-12(2012 Q1).csv
CSCO[4](2)DD[7](5)V[25](1),V[25](1),V[25](1)
result_train_2012_11~2013_01(2012 Q1).csv
GS[8](2)MMM[16](1),BA[2](5)CSCO[4](1)MMM[16](2),MMM[16](1)
result_train_2012_12~2013_02(2012 Q1).csv
JNJ[12](1)MMM[16](2)NKE[19](15)VZ[26](13),JNJ[12](7)JPM[13](2)MMM[16](1)NKE[19](10)VZ[26](27),JPM[13](1)MCD[15](8)NKE[19](10)WBA[27](4)
result_train_2013_01-03(2013 Q1).csv
AXP[1](5)JNJ[12](1)TRV[22](4)VZ[26](3),AXP[1](9)JNJ[12](1)MMM[16](3)MRK[17](19)PG[21](10)TRV[22](2)VZ[26](22),AXP[1](4)JNJ[12](1)TRV[22](2)VZ[26](7)
result_train_2013_02-04(2013 Q1).csv
DIS[6](3)JNJ[12](1)KO[14](5)MCD[15](15)MRK[17](4)MSFT[18](9)NKE[19](7)VZ[26](2)WBA[27](8),JNJ[12](1)MMM[16](10)VZ[26](2),DIS[6](5)JNJ[12](1)KO[14](4)MCD[15](15)MRK[17](3)MSFT[18](13)NKE[19](8)VZ[26](2)WBA[27](7)
result_train_2013_03-05(2013 Q1).csv
AXP[1](5)BA[2](3)HD[9](1)INTC[11](8)MSFT[18](2)UNH[23](17)WBA[27](18),AXP[1](5)BA[2](1)HD[9](6)INTC[11](10)MSFT[18](12)UNH[23](9)WBA[27](7)WMT[28](15),BA[2](3)HD[9](1)INTC[11](8)MSFT[18](4)UNH[23](13)WBA[27](9)
result_train_2013_04-06(2013 Q1).csv
BA[2](1)CSCO[4](2)INTC[11](9)UNH[23](5),BA[2](1)INTC[11](3)UNH[23](6),BA[2](1)DIS[6](6)INTC[11](3)MRK[17](13)UNH[23](8)
result_train_2013_05-07(2013 Q1).csv
UNH[23](1),BA[2](1)UNH[23](2),BA[2](2)CSCO[4](3)UNH[23](1)
result_train_2013_06-08(2013 Q1).csv
AAPL[0](1)DD[7](2),UNH[23](1),AAPL[0](3)DD[7](2)UNH[23](1)
result_train_2013_07-09(2013 Q1).csv
AAPL[0](10)BA[2](2)DD[7](1),AAPL[0](2)BA[2](8)DD[7](1)NKE[19](7),AAPL[0](4)BA[2](3)DD[7](1)UNH[23](5)
result_train_2013_08-10(2013 Q1).csv
AAPL[0](16)MSFT[18](11)NKE[19](1)WBA[27](4),AAPL[0](4)BA[2](3)DD[7](1)MSFT[18](2)UNH[23](18),AAPL[0](11)BA[2](2)MSFT[18](7)NKE[19](1)
result_train_2013_09-11(2013 Q1).csv
AAPL[0](11)MRK[17](23)MSFT[18](3)NKE[19](1)XOM[29](4),AAPL[0](23)BA[2](2)MSFT[18](5)NKE[19](1)UNH[23](29),AAPL[0](20)BA[2](3)MSFT[18](4)NKE[19](1)UNH[23](28)
result_train_2013_10-12(2013 Q1).csv
AAPL[0](6)DD[7](13)GS[8](2)MRK[17](10)XOM[29](1),AAPL[0](3)DD[7](20)GS[8](11)MSFT[18](10)PG[21](15)XOM[29](1),AAPL[0](4)GS[8](2)XOM[29](1)
result_train_2013_11~2014_01(2013 Q1).csv
CAT[3](1)MRK[17](5)V[25](2),DD[7](5)MRK[17](1)UTX[24](2),CAT[3](2)MRK[17](1)V[25](4)
result_train_2013_12~2014_02(2013 Q1).csv
CAT[3](3)MRK[17](1),CAT[3](1)DD[7](2)MRK[17](6)V[25](3),CAT[3](2)MRK[17](1)
result_train_2014_01-03(2014 Q1).csv
MCD[15](7)MSFT[18](2)UNH[23](1),CAT[3](2)DD[7](3)JNJ[12](9)MRK[17](1),CAT[3](5)DD[7](3)JNJ[12](9)MRK[17](1)MSFT[18](4)UNH[23](2)
result_train_2014_02-04(2014 Q1).csv
CVX[5](1)INTC[11](2)KO[14](7)MCD[15](9)UNH[23](21),CVX[5](7)INTC[11](5)KO[14](13)MCD[15](9)UNH[23](17)WMT[28](4),CVX[5](2)INTC[11](3)KO[14](12)MCD[15](9)PG[21](6)UNH[23](18)
result_train_2014_03-05(2014 Q1).csv
AAPL[0](2)CSCO[4](5)MCD[15](8)TRV[22](1)VZ[26](9),CSCO[4](4)JNJ[12](2)MCD[15](1)TRV[22](3),AAPL[0](4)CSCO[4](6)INTC[11](11)MCD[15](3)TRV[22](1)VZ[26](15)
result_train_2014_04-06(2014 Q1).csv
CSCO[4](12)CVX[5](16)INTC[11](1)TRV[22](2)UNH[23](8),CAT[3](5)CSCO[4](11)INTC[11](12)KO[14](6)MCD[15](10)TRV[22](1)VZ[26](13),CSCO[4](8)INTC[11](3)MCD[15](14)TRV[22](1)
result_train_2014_05-07(2014 Q1).csv
DIS[6](9)INTC[11](1)VZ[26](12),AAPL[0](2)CSCO[4](3)CVX[5](14)DIS[6](4)INTC[11](7)MCD[15](24)VZ[26](5),AAPL[0](3)CSCO[4](5)CVX[5](10)DIS[6](6)INTC[11](1)VZ[26](7)
result_train_2014_06-08(2014 Q1).csv
DIS[6](2)HD[9](1)INTC[11](4)PG[21](6),DIS[6](5)INTC[11](1)PG[21](15),DIS[6](3)INTC[11](1)PG[21](7)
result_train_2014_07-09(2014 Q1).csv
GS[8](2)JNJ[12](1)NKE[19](3)PG[21](5),AAPL[0](3)GS[8](2)MSFT[18](1)PG[21](4),GS[8](1)NKE[19](5)PG[21](3)
result_train_2014_08-10(2014 Q1).csv
NKE[19](1)PG[21](4),KO[14](8)NKE[19](1)UNH[23](6),KO[14](9)NKE[19](1)PG[21](3)UNH[23](5)
result_train_2014_09-11(2014 Q1).csv
AAPL[0](1)KO[14](24)NKE[19](4)TRV[22](2)UNH[23](5)WMT[28](6),NKE[19](1),AAPL[0](2)KO[14](19)NKE[19](1)UNH[23](4)
result_train_2014_10-12(2014 Q1).csv
UTX[24](2)WBA[27](1)WMT[28](8),UNH[23](2)WBA[27](1),UNH[23](2)WBA[27](1)
result_train_2014_11~2015_01(2014 Q1).csv
BA[2](7)PFE[20](5)UNH[23](1)WBA[27](3),BA[2](11)PFE[20](6)UTX[24](3)WBA[27](1),BA[2](11)PFE[20](6)UTX[24](4)WBA[27](3)
result_train_2014_12~2015_02(2014 Q1).csv
AAPL[0](1)BA[2](2)PFE[20](5)UNH[23](6)WBA[27](14),BA[2](9)MRK[17](14)UTX[24](1)WBA[27](3),BA[2](2)PFE[20](7)UNH[23](4)WBA[27](8)
result_train_2015_01-03(2015 Q1).csv
UNH[23](3)WBA[27](1),BA[2](3)PFE[20](5)UNH[23](1)WBA[27](7),BA[2](4)PFE[20](6)UNH[23](2)WBA[27](1)
result_train_2015_02-04(2015 Q1).csv
IBM[10](2)NKE[19](1)WBA[27](3),IBM[10](8)NKE[19](1)WBA[27](2),DIS[6](6)NKE[19](1)UNH[23](3)WBA[27](2)
result_train_2015_03-05(2015 Q1).csv
GS[8](2)IBM[10](5)JPM[13](1),IBM[10](1)UNH[23](6),GS[8](2)IBM[10](3)JPM[13](1)
result_train_2015_04-06(2015 Q1).csv
DIS[6](4)GS[8](2)JPM[13](1)NKE[19](3),DIS[6](3)GS[8](2)JPM[13](1)NKE[19](5),DIS[6](3)GS[8](2)JPM[13](1)
result_train_2015_05-07(2015 Q1).csv
DIS[6](1)NKE[19](2),DIS[6](8)GS[8](5)JPM[13](2)NKE[19](1),DIS[6](1)NKE[19](2)
result_train_2015_06-08(2015 Q1).csv
HD[9](1),HD[9](2)NKE[19](1),HD[9](2)NKE[19](1)
result_train_2015_07-09(2015 Q1).csv
INTC[11](2)NKE[19](1),HD[9](1)NKE[19](2),NKE[19](1)
result_train_2015_08-10(2015 Q1).csv
INTC[11](1)MCD[15](2)NKE[19](3),INTC[11](1)NKE[19](2),INTC[11](1)MCD[15](3)NKE[19](2)
result_train_2015_09-11(2015 Q1).csv
HD[9](8)JPM[13](9)MCD[15](1)V[25](3),DIS[6](5)HD[9](7)MSFT[18](2)NKE[19](13),DIS[6](4)HD[9](8)MSFT[18](2)NKE[19](10)
result_train_2015_10-12(2015 Q1).csv
HD[9](2)MCD[15](1),HD[9](2)MCD[15](1)PG[21](5),HD[9](4)JNJ[12](2)MCD[15](1)
result_train_2015_11~2016_01(2015 Q1).csv
MCD[15](2)WMT[28](1),MCD[15](2)WMT[28](1),MCD[15](2)WMT[28](1)
result_train_2015_12~2016_02(2015 Q1).csv
VZ[26](1)WMT[28](2)XOM[29](4),WMT[28](1),VZ[26](2)WMT[28](1)
result_train_2016_01-03(2016 Q1).csv
AAPL[0](5)IBM[10](2)KO[14](1)MCD[15](23)UNH[23](4)WMT[28](24),KO[14](3)VZ[26](1)WMT[28](2),KO[14](1)UNH[23](3)WMT[28](6)
result_train_2016_02-04(2016 Q1).csv
DD[7](20)JNJ[12](3)MCD[15](14)MMM[16](1)PFE[20](2)XOM[29](19),DD[7](5)MCD[15](27)MMM[16](1)PFE[20](19)UTX[24](2)XOM[29](6),DD[7](4)JNJ[12](7)KO[14](19)MMM[16](1)PFE[20](13)XOM[29](12)
result_train_2016_03-05(2016 Q1).csv
IBM[10](16)JNJ[12](3)PFE[20](2)XOM[29](1),IBM[10](10)JNJ[12](3)PFE[20](7)XOM[29](1),CVX[5](2)IBM[10](10)JNJ[12](3)KO[14](21)PFE[20](4)XOM[29](1)
result_train_2016_04-06(2016 Q1).csv
JNJ[12](2)VZ[26](1)WMT[28](4),PFE[20](3)VZ[26](26)XOM[29](1),PFE[20](3)VZ[26](7)XOM[29](1)
result_train_2016_05-07(2016 Q1).csv
JNJ[12](1)MSFT[18](10)VZ[26](8),JNJ[12](3)PFE[20](1)WMT[28](4),JNJ[12](1)MSFT[18](13)PFE[20](2)VZ[26](9)
result_train_2016_06-08(2016 Q1).csv
AAPL[0](1)CSCO[4](5)MRK[17](2)PG[21](3),AAPL[0](16)CAT[3](2)MRK[17](6)PG[21](1)VZ[26](13),CAT[3](3)MRK[17](2)PG[21](1)VZ[26](24)
result_train_2016_07-09(2016 Q1).csv
AAPL[0](3)JPM[13](5)PG[21](1)V[25](2),AAPL[0](2)INTC[11](4)PG[21](3)V[25](1),AAPL[0](5)CSCO[4](3)JPM[13](2)PG[21](4)V[25](1)
result_train_2016_08-10(2016 Q1).csv
AAPL[0](2)BA[2](1)JPM[13](3),AAPL[0](3)BA[2](14)GS[8](4)INTC[11](7)JPM[13](1)V[25](2),AAPL[0](3)JPM[13](2)V[25](1)
result_train_2016_09-11(2016 Q1).csv
CVX[5](5)GS[8](1)MSFT[18](9),AAPL[0](8)BA[2](1)CVX[5](4),AAPL[0](15)BA[2](2)CVX[5](4)GS[8](1)MSFT[18](8)
result_train_2016_10-12(2016 Q1).csv
AAPL[0](23)BA[2](5)CVX[5](1)JPM[13](4)MSFT[18](16)VZ[26](6),BA[2](1)GS[8](2)MSFT[18](4),AAPL[0](20)BA[2](2)CVX[5](3)JPM[13](4)MSFT[18](8)
result_train_2016_11~2017_01(2016 Q1).csv
AAPL[0](2)BA[2](3)DIS[6](1)NKE[19](10),AAPL[0](20)BA[2](2)DIS[6](1)NKE[19](6),AAPL[0](9)DIS[6](1)MMM[16](12)NKE[19](11)UNH[23](6)
result_train_2016_12~2017_02(2016 Q1).csv
AAPL[0](1)BA[2](2)CAT[3](14)MRK[17](4),AAPL[0](3)DIS[6](7)V[25](1),AAPL[0](1)BA[2](4)V[25](2)
result_train_2017_01-03(2017 Q1).csv
AAPL[0](1)DIS[6](8)KO[14](12)MMM[16](3)MSFT[18](15),AAPL[0](1)DIS[6](6)HD[9](4)KO[14](23)MCD[15](2)MSFT[18](9),AAPL[0](1)DIS[6](6)KO[14](18)MCD[15](2)MSFT[18](12)
result_train_2017_02-04(2017 Q1).csv
DIS[6](1)KO[14](3)MSFT[18](2),AAPL[0](1)DIS[6](20)KO[14](6)MSFT[18](8),AAPL[0](1)DIS[6](5)KO[14](6)V[25](9)
result_train_2017_03-05(2017 Q1).csv
JNJ[12](15)KO[14](2)MCD[15](1)WMT[28](3),AAPL[0](3)DIS[6](14)JNJ[12](11)WMT[28](1),JNJ[12](13)KO[14](2)MCD[15](1)WMT[28](3)
result_train_2017_04-06(2017 Q1).csv
BA[2](3)JNJ[12](1)JPM[13](14)KO[14](8)MCD[15](6)TRV[22](4),BA[2](7)JNJ[12](13)MCD[15](1)UNH[23](2)WMT[28](10),BA[2](3)JNJ[12](5)KO[14](7)MCD[15](1)UNH[23](4)
result_train_2017_05-07(2017 Q1).csv
BA[2](1)JNJ[12](11)JPM[13](6)MCD[15](8)NKE[19](3)V[25](9),JNJ[12](2)JPM[13](16)MCD[15](1)V[25](4),BA[2](2)JNJ[12](6)JPM[13](10)MCD[15](1)NKE[19](8)V[25](7)
result_train_2017_06-08(2017 Q1).csv
JPM[13](16)MCD[15](7)PG[21](6)UNH[23](2)V[25](1),JPM[13](4)MCD[15](6)PG[21](9)UNH[23](1)V[25](7),AXP[1](2)JPM[13](6)MCD[15](8)PG[21](7)UNH[23](1)V[25](4)
result_train_2017_07-09(2017 Q1).csv
AXP[1](6)CAT[3](2)HD[9](4)MCD[15](21)PFE[20](1)V[25](5),AXP[1](17)CAT[3](1)HD[9](19)MCD[15](9)PG[21](4)UNH[23](5)V[25](2),AAPL[0](14)BA[2](3)CAT[3](2)HD[9](11)MCD[15](16)MSFT[18](13)PG[21](6)UNH[23](7)V[25](1)
result_train_2017_08-10(2017 Q1).csv
AXP[1](3)CAT[3](1)IBM[10](10)INTC[11](2)MCD[15](22),AAPL[0](14)CAT[3](2)HD[9](3)MCD[15](7)PFE[20](4)V[25](1)VZ[26](24),AXP[1](2)CAT[3](1)IBM[10](14)INTC[11](3)MCD[15](17)V[25](4)
result_train_2017_09-11(2017 Q1).csv
AAPL[0](7)CSCO[4](5)DIS[6](11)HD[9](16)KO[14](21)MCD[15](12)NKE[19](2),CAT[3](1)CSCO[4](11)CVX[5](17)DIS[6](26)HD[9](7)INTC[11](3)KO[14](23)WMT[28](8),CAT[3](1)CSCO[4](8)CVX[5](22)DIS[6](19)HD[9](11)INTC[11](4)KO[14](25)WMT[28](2)
result_train_2017_10-12(2017 Q1).csv
BA[2](2)CAT[3](5)CVX[5](13)HD[9](1)MSFT[18](18)NKE[19](3)PG[21](16)V[25](20)WBA[27](17)WMT[28](7),AAPL[0](10)CAT[3](2)CSCO[4](11)CVX[5](25)DIS[6](18)HD[9](16)KO[14](21)MSFT[18](7)NKE[19](3)TRV[22](12)V[25](9)WMT[28](1),AAPL[0](16)CVX[5](20)HD[9](1)NKE[19](3)TRV[22](17)V[25](14)WMT[28](2)
result_train_2017_11~2018_01(2017 Q1).csv
CAT[3](7)MSFT[18](4)TRV[22](19)UTX[24](5)WMT[28](18),CAT[3](8)DIS[6](7)HD[9](1)NKE[19](2)WMT[28](4),BA[2](1)CAT[3](8)CVX[5](14)MSFT[18](6)NKE[19](5)TRV[22](23)WMT[28](10)
result_train_2017_12~2018_02(2017 Q1).csv
BA[2](1),BA[2](1),BA[2](1)
result_train_2018_01-03(2018 Q1).csv
INTC[11](1),BA[2](3)CSCO[4](1)INTC[11](8),CSCO[4](1)INTC[11](2)
result_train_2018_02-04(2018 Q1).csv
MRK[17](1),INTC[11](1),INTC[11](1)
result_train_2018_03-05(2018 Q1).csv
NKE[19](1)V[25](2)XOM[29](6),CVX[5](1)INTC[11](2)MCD[15](5)MRK[17](3)NKE[19](8),CVX[5](1)INTC[11](4)NKE[19](2)
result_train_2018_04-06(2018 Q1).csv
HD[9](1)PG[21](5)V[25](2),HD[9](1)NKE[19](4)V[25](2)VZ[26](17),AAPL[0](10)CVX[5](8)HD[9](2)MRK[17](6)NKE[19](5)UNH[23](3)V[25](1)VZ[26](16)
result_train_2018_05-07(2018 Q1).csv
DIS[6](7)KO[14](2)MSFT[18](8)PG[21](1)VZ[26](6)WMT[28](5),AAPL[0](13)DIS[6](8)HD[9](7)KO[14](12)NKE[19](2)PFE[20](10)PG[21](1)VZ[26](17),DIS[6](5)KO[14](3)MSFT[18](6)PG[21](1)VZ[26](9)
result_train_2018_06-08(2018 Q1).csv
AAPL[0](1)CSCO[4](8)MSFT[18](11)PFE[20](2)VZ[26](5)WMT[28](4),DIS[6](5)MSFT[18](12)PG[21](1)VZ[26](2)WMT[28](8),CSCO[4](15)MSFT[18](13)PFE[20](4)VZ[26](3)WMT[28](7)
result_train_2018_07-09(2018 Q1).csv
AAPL[0](7)CSCO[4](2)HD[9](10)PFE[20](3)WBA[27](11)XOM[29](14),AAPL[0](4)CSCO[4](17)HD[9](19)MRK[17](1)MSFT[18](7)PFE[20](2)WBA[27](6)XOM[29](28),AAPL[0](7)HD[9](17)MRK[17](1)MSFT[18](9)PFE[20](2)WBA[27](6)
result_train_2018_08-10(2018 Q1).csv
MCD[15](2)WBA[27](1),MCD[15](4)PFE[20](3)WBA[27](1),MCD[15](3)PFE[20](4)WBA[27](1)
result_train_2018_09-11(2018 Q1).csv
MCD[15](2)VZ[26](3)WBA[27](1),WBA[27](1),VZ[26](3)WBA[27](1)
result_train_2018_10-12(2018 Q1).csv
MRK[17](1)PG[21](2),PG[21](1),PG[21](1)
result_train_2018_11~2019_01(2018 Q1).csv
NKE[19](1),PG[21](1),NKE[19](1)
result_train_2018_12~2019_02(2018 Q1).csv
BA[2](2)CSCO[4](1)MRK[17](6)PG[21](4),PG[21](1),BA[2](1)PG[21](2)
result_train_2019_01-03(2019 Q1).csv
CSCO[4](1)CVX[5](8)PG[21](9)TRV[22](3)VZ[26](13),AXP[1](5)CSCO[4](1)JNJ[12](9)KO[14](28)MSFT[18](8)PG[21](7)TRV[22](2)VZ[26](26)XOM[29](3),AXP[1](4)CSCO[4](2)IBM[10](7)JNJ[12](11)KO[14](28)TRV[22](1)VZ[26](19)XOM[29](5)
result_train_2019_02-04(2019 Q1).csv
AAPL[0](2)CSCO[4](4)DIS[6](8)HD[9](9)JNJ[12](22)KO[14](13)MSFT[18](3)PG[21](6)V[25](1)VZ[26](23),AAPL[0](4)CSCO[4](2)JNJ[12](16)KO[14](28)MSFT[18](3)PG[21](6)TRV[22](5)UTX[24](8)V[25](1)VZ[26](15)WMT[28](12)XOM[29](10),AAPL[0](4)CSCO[4](2)DIS[6](11)HD[9](9)JNJ[12](22)KO[14](25)MSFT[18](3)PG[21](7)TRV[22](6)V[25](1)VZ[26](19)
result_train_2019_03-05(2019 Q1).csv
KO[14](2)TRV[22](1),KO[14](1)PG[21](5)TRV[22](4)V[25](2),KO[14](2)PG[21](4)TRV[22](1)V[25](3)
result_train_2019_04-06(2019 Q1).csv
MCD[15](3)PFE[20](7)TRV[22](4)WMT[28](5),DIS[6](8)KO[14](2)MCD[15](1)PFE[20](19)TRV[22](3),MCD[15](1)PFE[20](11)TRV[22](3)WMT[28](5)
result_train_2019_05-07(2019 Q1).csv
GS[8](1)IBM[10](2)KO[14](9)MCD[15](4),KO[14](2)MCD[15](1),KO[14](4)MCD[15](1)
result_train_2019_06-08(2019 Q1).csv
KO[14](2)MCD[15](1),KO[14](3)MCD[15](1),MCD[15](1)PG[21](2)
result_train_2019_07-09(2019 Q1).csv
AAPL[0](3)BA[2](4)MRK[17](18)PG[21](2)VZ[26](1),PG[21](1),PG[21](1)
result_train_2019_08-10(2019 Q1).csv
AAPL[0](1),AAPL[0](5)KO[14](7)VZ[26](1),AAPL[0](1)VZ[26](2)
result_train_2019_09-11(2019 Q1).csv
AAPL[0](1)DIS[6](4)MRK[17](13)MSFT[18](3)UNH[23](2),AAPL[0](1)JNJ[12](12)WMT[28](7),AAPL[0](1)JNJ[12](11)MRK[17](20)WMT[28](10)
