代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11081483.305000000000
真實報酬,1081483.304999999700

夏普值報酬,0.099448330500
夏普值風險,0.029563387754
夏普值,3.363901705929

預期報酬,14791.805994902032
風險,140500.381086960810
起點值,0.105279472415
找到最佳解世代,4415
找到最佳解實驗#,3
找到最佳解次數,8

投資組合檔數,3
2325(16),2330(17),2884(33),
Stock#,2325(16),2330(17),2884(33),
張數,91,26,217,
分配資金,3333333.000000000000,3333333.000000000000,3333333.000000000000,
剩餘資金,5277.269000000000,96406.944000000469,8501.857499999533,
FS( 1 ),3328597.268999999900,3328726.944000000100,3328601.857499999900,9985927.070499999400
FS( 2 ),3274028.754999999400,3278184.998000000600,3339835.187999999600,9892049.940999999600
FS( 3 ),3236883.851750000400,3290350.924500000700,3383043.142999999200,9910278.919250000300
FS( 4 ),3216952.440250000500,3302258.001500000700,3434892.688999999800,9954104.130750000500
FS( 5 ),3236883.851750000400,3350662.858000000500,3408967.915999999300,9996515.625749999700
FS( 6 ),3265874.995749999800,3374735.861500000600,3383043.142999999200,10023655.000250001000
FS( 7 ),3293960.166499999400,3434788.945500000400,3417609.506999999300,10146359.618999999000
FS( 8 ),3265874.995749999800,3410715.942000000300,3331193.596999999600,10007785.534750000000
FS( 9 ),3305737.818749999600,3386642.938500000600,3383043.142999999200,10075424.900249999000
FS( 10 ),3439821.859749999400,3471027.875500000500,3374401.551999999200,10285252.287249999000
FS( 11 ),3561222.275249999900,3410715.942000000300,3348476.778999999600,10320415.996250000000
FS( 12 ),3456129.378250000500,3422881.868500000300,3408967.915999999300,10287980.162750000000
FS( 13 ),3476060.789750000000,3446954.872000000900,3434892.688999999800,10357909.350750001000
FS( 14 ),3459753.271250000200,3434788.945500000400,3417609.506999999300,10312152.723749999000
FS( 15 ),3399053.063499999700,3410715.942000000300,3417609.506999999300,10227379.512499999000
FS( 16 ),3520453.478999999400,3471027.875500000500,3443534.279999999300,10435016.634499999000
FS( 17 ),3520453.478999999400,3471027.875500000500,3469459.052999998900,10460941.407499999000
FS( 18 ),3504145.960499999600,3446954.872000000900,3478100.643999998900,10429202.476499999000
FS( 19 ),3536760.997499999600,3422881.868500000300,3417609.506999999300,10377253.373000000000
FS( 20 ),3476060.789750000000,3386642.938500000600,3383043.142999999200,10245747.871250000000
FS( 21 ),3492368.308249999800,3386642.938500000600,3365759.960999999200,10244772.207750000000
FS( 22 ),3492368.308249999800,3410715.942000000300,3400326.324999998800,10303411.575250000000
FS( 23 ),3508675.826750000000,3459120.798500000500,3426251.097999999800,10394048.723250000000
FS( 24 ),3610144.830749999700,3579485.816000000600,3469459.052999998900,10659090.699749999000
FS( 25 ),3593837.312249999500,3531339.809000000400,3469459.052999998900,10594637.174249999000
FS( 26 ),3577529.793749999700,3471027.875500000500,3434892.688999999800,10483451.358250000000
FS( 27 ),3601991.071500000100,3519173.882500000300,3443534.279999999300,10564700.233999999000
FS( 28 ),3536760.997499999600,3459120.798500000500,3365759.960999999200,10361642.756999999000
FS( 29 ),3488744.415250000100,3410715.942000000300,3383043.142999999200,10282504.500250001000
FS( 30 ),3569376.034500000500,3434788.945500000400,3417609.506999999300,10421775.487000000000
FS( 31 ),3536760.997499999600,3374735.861500000600,3426251.097999999800,10337748.957000000000
FS( 32 ),3504145.960499999600,3350662.858000000500,3374401.551999999200,10229211.370499998000
FS( 33 ),3589307.446000000000,3434788.945500000400,3408967.915999999300,10433065.307499999000
FS( 34 ),3613768.723749999400,3398808.865000000200,3426251.097999999800,10438829.686749998000
FS( 35 ),3638230.001500000200,3483193.802000000600,3408967.915999999300,10530392.719500000000
FS( 36 ),3597461.205249999600,3495100.879000000700,3391684.733999999700,10484247.818250000000
FS( 37 ),3618298.590000000300,3495100.879000000700,3400326.324999998800,10513726.794000000000
FS( 38 ),3646383.760749999900,3459120.798500000500,3374401.551999999200,10479907.111250000000
FS( 39 ),3650007.653749999600,3495100.879000000700,3417609.506999999300,10562719.039749999000
FS( 40 ),3710707.861499999600,3531339.809000000400,3417609.506999999300,10659658.177499998000
FS( 41 ),3613768.723749999400,3446954.872000000900,3400326.324999998800,10461050.920750000000
FS( 42 ),3488744.415250000100,3446954.872000000900,3383043.142999999200,10318743.430250000000
FS( 43 ),3650007.653749999600,3531339.809000000400,3443534.279999999300,10624882.742750000000
FS( 44 ),3650007.653749999600,3531339.809000000400,3443534.279999999300,10624882.742750000000
FS( 45 ),3650007.653749999600,3531339.809000000400,3469459.052999998900,10650807.515749998000
FS( 46 ),3650007.653749999600,3483193.802000000600,3400326.324999998800,10533528.780749999000
FS( 47 ),3698930.209249999800,3555412.812500000500,3426251.097999999800,10680595.119750001000
FS( 48 ),3690776.449999999700,3531339.809000000400,3391684.733999999700,10613801.992999999000
FS( 49 ),3618298.590000000300,3483193.802000000600,3365759.960999999200,10467253.353000000000
FS( 50 ),3707083.968499999500,3495100.879000000700,3357118.369999999600,10559304.217499999000
FS( 51 ),3690776.449999999700,3459120.798500000500,3305268.823999999600,10455167.072500000000
FS( 52 ),3694400.342999999900,3446954.872000000900,3253419.277999999000,10394775.493000001000
FS( 53 ),4063131.455749999700,3422881.868500000300,3287985.641999999100,10773999.966249999000
FS( 54 ),3974346.077250000100,3555412.812500000500,3287985.641999999100,10817745.531749999000
FS( 55 ),4043200.044249999800,3591651.742500000600,3365759.960999999200,11000612.747749999000
FS( 56 ),4031422.391999999500,3519173.882500000300,3296627.232999999500,10847224.507499998000
FS( 57 ),4136515.289000000300,3507266.805500001200,3262060.868999999500,10905843.963500001000
FS( 58 ),4063131.455749999700,3519173.882500000300,3305268.823999999600,10887575.162249999000
FS( 59 ),4241608.185999999800,3507266.805500001200,3322552.005999999100,11071427.997500001000
FS( 60 ),4241608.185999999800,3519173.882500000300,3287985.641999999100,11048768.710499998000
FS( 61 ),4249761.945250000800,3543246.886000000400,3313910.415000000000,11106920.246250000000
FS( 62 ),4225300.667500000400,3555412.812500000500,3322552.005999999100,11103266.486000000000
FS( 63 ),4200839.389750000100,3519173.882500000300,3296627.232999999500,11016641.505249999000
FS( 64 ),4200839.389750000100,3531339.809000000400,3279344.050999999500,11011524.249749999000
FS( 65 ),4241608.185999999800,3543246.886000000400,3296627.232999999500,11081483.305000000000
