代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11153635.999000000000
真實報酬,1153635.998999999800

夏普值報酬,0.106663599900
夏普值風險,0.033934552986
夏普值,3.143215116009

預期報酬,18363.788435041970
風險,89390.808951964573
起點值,0.205432623894
找到最佳解世代,3336
找到最佳解實驗#,1
找到最佳解次數,19

投資組合檔數,8
1102(1),1301(3),2324(16),2408(23),2883(33),2884(34),3008(42),5880(47),
FS( 9 ),1249565.933499999800,1285976.185000000300,1279055.216000000000,1293387.685000000100,1281570.500000000000,1255813.464500000000,1250000.000000000000,1258291.573499999700,10153660.557500001000
FS( 10 ),1247614.606500000200,1273431.939999999900,1284789.727999999900,1295577.950000000200,1308451.025000000400,1265988.241000000200,1250000.000000000000,1258291.573499999700,10184145.064000001000
FS( 11 ),1285177.651249999900,1280400.965000000100,1284789.727999999900,1337192.984999999900,1318904.562500000000,1268895.320000000100,1250000.000000000000,1273802.631999999800,10299163.843750000000
FS( 12 ),1261761.727249999800,1281794.769999999800,1261214.512000000100,1396330.140000000100,1327864.737500000000,1272529.168750000000,1250000.000000000000,1277068.117999999600,10328563.173500000000
FS( 13 ),1256883.409749999900,1294339.015000000100,1254842.831999999900,1380998.284999999900,1384612.512500000200,1285611.024250000000,1250000.000000000000,1269720.774499999800,10377007.852999998000
FS( 14 ),1254444.250999999700,1290157.600000000100,1245922.480000000000,1385378.814999999900,1377145.700000000200,1288518.103249999700,1250000.000000000000,1262373.430999999600,10353940.380249999000
FS( 15 ),1254444.250999999700,1287369.990000000000,1254842.831999999900,1440135.439999999900,1354745.262500000200,1288518.103249999700,1250000.000000000000,1258291.573499999700,10388347.452250000000
FS( 16 ),1247614.606500000200,1294339.015000000100,1254842.831999999900,1477369.945000000100,1350265.175000000000,1285611.024250000000,1250000.000000000000,1262373.430999999600,10422416.028750001000
FS( 17 ),1249565.933499999800,1283188.575000000200,1251656.992000000100,1455467.295000000200,1365198.800000000000,1281977.175499999900,1250000.000000000000,1262373.430999999600,10399428.202000000000
FS( 18 ),1237857.971500000000,1266462.915000000000,1245922.480000000000,1429184.115000000000,1362212.075000000200,1279070.096500000200,1250000.000000000000,1254209.715999999800,10324919.369000001000
FS( 19 ),1261761.727249999800,1287369.990000000000,1287338.399999999900,1453277.030000000300,1369678.887500000000,1288518.103249999700,1250000.000000000000,1265638.916999999900,10463583.055000000000
FS( 20 ),1263713.054250000000,1287369.990000000000,1280966.720000000000,1442325.705000000100,1359225.350000000100,1281977.175499999900,1250000.000000000000,1254209.715999999800,10419787.710750001000
FS( 21 ),1266152.213000000000,1274825.744999999900,1284152.559999999800,1420423.055000000200,1368185.525000000100,1275436.247750000100,1250000.000000000000,1262373.430999999600,10401548.776750000000
FS( 22 ),1277860.174999999600,1284582.379999999900,1293710.080000000100,1433564.645000000000,1396559.412500000100,1285611.024250000000,1250000.000000000000,1265638.916999999900,10487526.633749999000
FS( 23 ),1287616.810000000100,1280400.965000000100,1306453.439999999900,1416042.525000000100,1407012.950000000000,1288518.103249999700,1250000.000000000000,1273802.631999999800,10509847.425249999000
FS( 24 ),1287616.810000000100,1292945.210000000200,1296895.919999999900,1411661.995000000100,1393572.687500000000,1285611.024250000000,1250000.000000000000,1269720.774499999800,10488024.421249999000
FS( 25 ),1301763.930749999800,1299914.235000000300,1306453.439999999900,1405091.200000000200,1401039.500000000000,1298692.879749999800,1250000.000000000000,1277068.117999999600,10540023.303499999000
FS( 26 ),1294446.454500000000,1308277.064999999900,1296895.919999999900,1411661.995000000100,1415973.125000000000,1305233.807500000100,1250000.000000000000,1288497.318999999700,10570985.685999999000
FS( 27 ),1280299.333749999800,1311064.675000000000,1284152.559999999800,1437945.175000000000,1421946.575000000200,1298692.879749999800,1250000.000000000000,1288497.318999999700,10572598.517500000000
FS( 28 ),1285177.651249999900,1305489.454999999800,1293710.080000000100,1416042.525000000100,1409999.675000000000,1317588.893250000000,1250000.000000000000,1281149.975499999500,10559158.254999999000
FS( 29 ),1259322.568500000100,1302701.844999999700,1271409.200000000000,1378808.020000000000,1374158.975000000100,1310321.195750000000,1250000.000000000000,1265638.916999999900,10412360.721249999000
FS( 30 ),1268591.371749999900,1294339.015000000100,1296895.919999999900,1370046.960000000000,1381625.787500000100,1306687.346999999600,1250000.000000000000,1269720.774499999800,10437907.175749999000
FS( 31 ),1271030.530500000100,1298520.429999999900,1284152.559999999800,1409471.730000000200,1371172.250000000200,1295785.800749999900,1250000.000000000000,1258291.573499999700,10438424.874749999000
FS( 32 ),1280299.333749999800,1298520.429999999900,1280966.720000000000,1413852.260000000000,1380132.425000000000,1299419.649500000100,1250000.000000000000,1258291.573499999700,10461482.391750000000
FS( 33 ),1280299.333749999800,1287369.990000000000,1268223.359999999900,1413852.260000000000,1395066.049999999800,1299419.649500000100,1250000.000000000000,1271353.517499999800,10465584.160750000000
FS( 34 ),1292007.295750000000,1306883.260000000200,1265037.520000000000,1429184.115000000000,1414479.762500000200,1313955.044500000100,1250000.000000000000,1291762.804999999900,10563309.802749999000
FS( 35 ),1290055.968749999500,1305489.454999999800,1290524.240000000000,1411661.995000000100,1396559.412500000100,1313955.044500000100,1250000.000000000000,1283599.089999999900,10541845.205750000000
FS( 36 ),1292007.295750000000,1301308.040000000000,1316010.960000000000,1431374.380000000100,1395066.049999999800,1310321.195750000000,1250000.000000000000,1291762.804999999900,10587850.726500001000
FS( 37 ),1294446.454500000000,1308277.064999999900,1338311.839999999900,1418232.790000000000,1396559.412500000100,1313955.044500000100,1250000.000000000000,1291762.804999999900,10611545.411499999000
FS( 38 ),1292007.295750000000,1308277.064999999900,1338311.839999999900,1422613.320000000100,1393572.687500000000,1324856.590749999700,1250000.000000000000,1295844.662499999600,10625483.461499998000
FS( 39 ),1301763.930749999800,1315246.090000000100,1360612.720000000000,1455467.295000000200,1398052.775000000100,1335758.137000000100,1250000.000000000000,1304008.377499999900,10720909.325250000000
FS( 40 ),1296885.613249999900,1320821.310000000300,1376541.919999999900,1451086.765000000100,1395066.049999999800,1343025.834499999600,1250000.000000000000,1304008.377499999900,10737435.870250000000
FS( 41 ),1299324.771999999900,1329184.140000000100,1360612.720000000000,1466418.620000000100,1399546.137500000200,1350293.532000000100,1250000.000000000000,1312172.092499999800,10767552.014000000000
FS( 42 ),1299324.771999999900,1318033.700000000200,1363798.559999999800,1448896.500000000000,1402532.862500000000,1346659.683250000000,1250000.000000000000,1308090.234999999600,10737336.312749999000
FS( 43 ),1318838.041999999900,1322215.115000000000,1376541.919999999900,1459847.825000000200,1401039.500000000000,1364828.926999999900,1250000.000000000000,1308090.234999999600,10801401.563999999000
FS( 44 ),1340790.470749999900,1320821.310000000300,1389285.280000000000,1470799.150000000100,1414479.762500000200,1357561.229500000400,1250000.000000000000,1312172.092499999800,10855909.295250000000
FS( 45 ),1345668.788250000000,1318033.700000000200,1392471.119999999900,1464228.355000000400,1411493.037500000100,1357561.229500000400,1250000.000000000000,1316253.949999999500,10855710.180250000000
FS( 46 ),1345668.788250000000,1329184.140000000100,1382913.600000000100,1455467.295000000200,1401039.500000000000,1350293.532000000100,1250000.000000000000,1304008.377499999900,10818575.232750000000
FS( 47 ),1345668.788250000000,1340334.579999999800,1382913.600000000100,1444515.970000000000,1402532.862500000000,1346659.683250000000,1250000.000000000000,1308090.234999999600,10820715.718999999000
FS( 48 ),1333472.994500000000,1341728.385000000200,1405214.480000000000,1433564.645000000000,1401039.500000000000,1339391.985750000500,1250000.000000000000,1304008.377499999900,10808420.367750000000
FS( 49 ),1328594.676999999900,1347303.605000000000,1382913.600000000100,1418232.790000000000,1396559.412500000100,1332124.288250000000,1250000.000000000000,1299926.519999999800,10755654.892749999000
FS( 50 ),1338351.311999999900,1364029.265000000100,1408400.320000000100,1466418.620000000100,1438373.562500000000,1339391.985750000500,1250000.000000000000,1308090.234999999600,10913055.300249999000
FS( 51 ),1333472.994500000000,1348697.410000000100,1405214.480000000000,1459847.825000000200,1447333.737500000000,1328490.439500000100,1250000.000000000000,1304008.377499999900,10877065.264000000000
FS( 52 ),1331033.835749999900,1347303.605000000000,1427515.359999999900,1543077.895000000000,1438373.562500000000,1332124.288250000000,1250000.000000000000,1308090.234999999600,10977518.781499999000
FS( 53 ),1321277.200750000100,1336153.165000000000,1414772.000000000000,1505843.390000000100,1426426.662500000100,1332124.288250000000,1250000.000000000000,1299926.519999999800,10886523.226500001000
FS( 54 ),1335912.153250000000,1330577.944999999800,1437072.880000000100,1558409.750000000000,1420453.212500000400,1328490.439500000100,1250000.000000000000,1312172.092499999800,10973088.472749999000
FS( 55 ),1348107.946999999900,1341728.385000000200,1453002.080000000100,1707347.770000000000,1432400.112499999800,1335758.137000000100,1250000.000000000000,1312172.092499999800,11180516.523999998000
FS( 56 ),1355425.423250000000,1350091.215000000100,1417957.839999999900,1801529.165000000000,1430906.750000000000,1339391.985750000500,1250000.000000000000,1312172.092499999800,11257474.471500000000
FS( 57 ),1352986.264500000000,1333365.554999999900,1402028.639999999900,1738011.480000000400,1414479.762500000200,1335758.137000000100,1250000.000000000000,1299926.519999999800,11126556.359000001000
FS( 58 ),1350547.105749999900,1323608.919999999900,1382913.600000000100,1816861.020000000000,1404026.225000000100,1335758.137000000100,1250000.000000000000,1287680.947499999500,11151395.955250001000
FS( 59 ),1335912.153250000000,1319427.504999999900,1427515.359999999900,1928564.534999999700,1418959.850000000100,1332124.288250000000,1250000.000000000000,1291762.804999999900,11304266.496499998000
FS( 60 ),1321277.200750000100,1308277.064999999900,1402028.639999999900,1893520.295000000200,1402532.862500000000,1332124.288250000000,1250000.000000000000,1283599.089999999900,11193359.441499999000
FS( 61 ),1340790.470749999900,1298520.429999999900,1328754.320000000100,1893520.295000000200,1369678.887500000000,1321222.742000000300,1250000.000000000000,1283599.089999999900,11086086.235250000000
FS( 62 ),1335912.153250000000,1305489.454999999800,1322382.639999999900,1816861.020000000000,1371172.250000000200,1324856.590749999700,1250000.000000000000,1291762.804999999900,11018436.913999999000
FS( 63 ),1326155.518249999700,1304095.650000000100,1335126.000000000000,1893520.295000000200,1374158.975000000100,1324856.590749999700,1250000.000000000000,1299926.519999999800,11107839.548999999000
FS( 64 ),1309081.407000000100,1287369.990000000000,1354241.040000000000,1932945.064999999900,1369678.887500000000,1324856.590749999700,1250000.000000000000,1287680.947499999500,11115853.927750001000
FS( 65 ),1311520.565749999800,1291551.405000000000,1379727.759999999800,1932945.064999999900,1366692.162500000100,1321222.742000000300,1250000.000000000000,1291762.804999999900,11145422.505249999000
FS( 66 ),1316398.883250000000,1291551.405000000000,1366984.399999999900,1943896.390000000100,1368185.525000000100,1324856.590749999700,1250000.000000000000,1291762.804999999900,11153635.999000000000
