代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11410797.387250001000
真實報酬,1410797.387250000600

夏普值報酬,0.132379738725
夏普值風險,0.040862369371
夏普值,3.239649113938

預期報酬,20950.982319444298
風險,93342.025174118258
起點值,0.224453907877
找到最佳解世代,3355
找到最佳解實驗#,1
找到最佳解次數,26

投資組合檔數,8
1326(5),2105(9),2347(18),2382(22),2412(24),2498(27),2888(35),3045(40),
FS( 29 ),1549715.850499999900,1211900.767999999900,1292949.465000000100,1411908.722000000100,1349762.970000000200,1360473.630500000000,1288389.779249999900,1331964.037500000100,10797065.222749999000
FS( 30 ),1508100.815500000000,1222652.978000000100,1301491.498500000000,1404740.582000000200,1331245.275000000100,1334787.795500000000,1293606.592249999500,1324248.331250000000,10720873.868000001000
FS( 31 ),1473056.575500000000,1215484.838000000000,1291137.518499999800,1407249.431000000100,1314320.500000000500,1334787.795500000000,1266218.323999999800,1326239.481250000200,10628494.463750001000
FS( 32 ),1461886.224000000400,1183228.207999999900,1294502.561999999900,1409399.873000000100,1317705.455000000100,1358860.799000000100,1255784.697999999900,1305332.406250000000,10586700.225250002000
FS( 33 ),1498682.676000000000,1197564.487999999900,1292949.465000000100,1419435.268999999900,1321090.410000000100,1387732.473999999900,1255784.697999999900,1316781.518750000000,10690020.998750001000
FS( 34 ),1480941.529499999700,1186812.277999999900,1277418.494999999900,1426603.409000000200,1317705.455000000100,1376502.387999999800,1244046.868749999900,1313048.112500000000,10623078.535750000000
FS( 35 ),1482693.741500000200,1201148.558000000000,1285960.528499999800,1421944.118000000000,1310935.545000000200,1397369.639999999900,1244046.868749999900,1313048.112500000000,10657147.112250000000
FS( 36 ),1466704.807000000000,1202940.592999999900,1285960.528499999800,1411908.722000000100,1331245.275000000100,1435878.480999999900,1238830.055749999600,1347146.556250000100,10720615.018500000000
FS( 37 ),1466704.807000000000,1201148.558000000000,1313657.424999999800,1429112.258000000100,1327860.320000000100,1514489.083000000100,1244046.868749999900,1329972.887500000200,10826992.207250003000
FS( 38 ),1453782.243500000100,1192188.382999999900,1318834.415000000000,1441298.095999999900,1326068.285000000100,1493641.742499999900,1233613.242749999700,1313048.112500000000,10772474.520250000000
FS( 39 ),1460134.012000000300,1193980.417999999800,1311845.478499999700,1441298.095999999900,1317705.455000000100,1435878.480999999900,1228396.429749999700,1313048.112500000000,10702286.482750000000
FS( 40 ),1458600.826500000000,1177852.103000000100,1315469.371500000100,1480722.866000000200,1312528.465000000100,1464750.156000000000,1238830.055749999600,1309314.706250000000,10758068.550000001000
FS( 41 ),1455315.429000000200,1176060.068000000000,1313657.424999999800,1478214.017000000000,1295603.690000000200,1450314.318499999800,1228396.429749999700,1311056.962500000100,10708618.339750001000
FS( 42 ),1455315.429000000200,1177852.103000000100,1324011.405000000000,1485382.157000000100,1304165.635000000000,1464750.156000000000,1238830.055749999600,1318772.668750000200,10769079.609499998000
FS( 43 ),1471304.363500000000,1176060.068000000000,1324011.405000000000,1475705.168000000100,1310935.545000000200,1464750.156000000000,1233613.242749999700,1320514.925000000000,10776894.873250000000
FS( 44 ),1480941.529499999700,1204732.628000000000,1329188.394999999800,1470687.470000000000,1314320.500000000500,1488823.159499999800,1310561.234499999800,1322506.075000000200,10921760.991499998000
FS( 45 ),1489045.510000000000,1210108.732999999800,1342907.418499999700,1497926.402000000200,1315913.420000000200,1540174.917999999800,1332732.689749999900,1314790.368750000100,11043599.459999999000
FS( 46 ),1503282.232500000200,1195772.453000000000,1346531.311499999800,1522298.078000000200,1307550.590000000100,1525739.080499999900,1305344.421499999500,1309314.706250000000,11015832.873250000000
FS( 47 ),1516204.795999999900,1206524.662999999900,1336177.331500000100,1529466.218000000100,1302373.600000000100,1522513.417500000000,1337949.502749999500,1314790.368750000100,11065999.897500001000
FS( 48 ),1517737.981500000000,1206524.662999999900,1349896.355000000000,1534483.916000000200,1302373.600000000100,1498460.325499999800,1332732.689749999900,1309314.706250000000,11051524.237000000000
FS( 49 ),1517737.981500000000,1208316.698000000300,1346531.311499999800,1502585.693000000000,1305758.554999999700,1514489.083000000100,1332732.689749999900,1322506.075000000200,11050658.086750001000
FS( 50 ),1528908.333000000100,1208316.698000000300,1360250.335000000000,1563873.290000000000,1309143.510000000000,1506484.659999999900,1332732.689749999900,1328230.631250000100,11137940.146999998000
FS( 51 ),1521023.379000000200,1201148.558000000000,1380958.294999999900,1546669.754000000000,1302373.600000000100,1548199.252499999900,1322299.063750000000,1316781.518750000000,11139453.421000000000
FS( 52 ),1525841.962000000300,1202940.592999999900,1422374.215000000100,1539501.614000000100,1295603.690000000200,1552997.924000000100,1327515.876749999600,1305332.406250000000,11172108.281000001000
FS( 53 ),1540078.684500000000,1199356.523000000300,1406843.244999999900,1556705.149999999900,1285448.825000000200,1567453.673000000000,1322299.063750000000,1313048.112500000000,11191233.276750002000
FS( 54 ),1586512.302500000000,1193980.417999999800,1386135.284999999900,1531975.067000000000,1277085.995000000100,1557816.507000000000,1332732.689749999900,1307323.556250000100,11173561.820499999000
FS( 55 ),1583226.904999999800,1193980.417999999800,1370604.314999999900,1539501.614000000100,1292218.735000000100,1541767.837999999800,1332732.689749999900,1311056.962500000100,11165089.477250000000
FS( 56 ),1584979.116999999600,1210108.732999999800,1375781.304999999900,1542010.463000000000,1319298.375000000500,1508077.579999999800,1332732.689749999900,1320514.925000000000,11193503.187750001000
FS( 57 ),1562638.414000000100,1201148.558000000000,1389759.178000000100,1514771.531000000000,1310935.545000000200,1496847.493999999900,1322299.063750000000,1322506.075000000200,11120905.858750001000
FS( 58 ),1556067.619000000200,1201148.558000000000,1386135.284999999900,1527315.775999999800,1314320.500000000500,1517714.745999999800,1343166.315749999800,1320514.925000000000,11166383.724749999000
FS( 59 ),1556067.619000000200,1197564.487999999900,1377593.251500000000,1534483.916000000200,1317705.455000000100,1575478.007500000100,1360120.957999999600,1318772.668750000200,11237786.363750000000
FS( 60 ),1572056.553500000200,1195772.453000000000,1375781.304999999900,1527315.775999999800,1321090.410000000100,1575478.007500000100,1365337.770999999900,1320514.925000000000,11253347.200999999000
FS( 61 ),1575341.950999999900,1192188.382999999900,1362062.281500000000,1522298.078000000200,1324475.365000000000,1552997.924000000100,1409680.681499999700,1320514.925000000000,11259559.589000000000
FS( 62 ),1576875.136500000300,1185020.243000000000,1353261.398500000100,1512621.088999999900,1327860.320000000100,1552997.924000000100,1487932.876499999800,1324248.331250000000,11320817.318750001000
FS( 63 ),1584979.116999999600,1177852.103000000100,1351708.301500000100,1517280.379999999900,1324475.365000000000,1541767.837999999800,1448806.779000000100,1329972.887500000200,11276842.770999998000
FS( 64 ),1584979.116999999600,1179644.137999999800,1365427.325000000000,1522298.078000000200,1317705.455000000100,1520920.497499999800,1498366.502499999700,1333706.293750000200,11323047.406750001000
FS( 65 ),1592864.071000000000,1174268.032999999800,1353261.398500000100,1517280.379999999900,1312528.465000000100,1549792.172499999900,1487932.876499999800,1350879.962500000100,11338807.358999999000
FS( 66 ),1597682.654000000100,1174268.032999999800,1365427.325000000000,1507603.391000000100,1312528.465000000100,1552997.924000000100,1553143.038999999900,1347146.556250000100,11410797.387250001000
