代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,11376133.288000003000
真實報酬,1376133.288000002500

夏普值報酬,0.128913328800
夏普值風險,0.039160141128
夏普值,3.291952610140

預期報酬,22919.063978498794
風險,147399.848043242290
起點值,0.155489061100
找到最佳解世代,3554
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
2498(27),2912(39),3045(40),
FS( 18 ),3677184.276000000100,3609777.571000000000,3297011.325000000200,10583974.172000000000
FS( 19 ),3637759.505999999600,3724706.749000000300,3280703.806500000400,10643171.061500000000
FS( 20 ),3659622.333000000600,3712281.973000000700,3275267.967000000200,10647173.273000002000
FS( 21 ),3729631.166999999400,3749556.301000000000,3330402.910500000200,10809591.378500000000
FS( 22 ),3799640.001000000200,3626343.938999999800,3302447.164500000400,10728432.104499999000
FS( 23 ),3926516.078999999400,3593211.202999999700,3324967.071000000000,10844695.353000000000
FS( 24 ),3874069.188000000500,3560596.166000000200,3324967.071000000000,10759633.425000001000
FS( 25 ),3699047.102999999700,3568879.349999999600,3307883.004000000700,10575810.457000000000
FS( 26 ),3699047.102999999700,3490706.801000000000,3291575.485500000000,10481330.389500000000
FS( 27 ),3681485.160000000100,3564737.757999999900,3319531.231500000200,10565755.149499999000
FS( 28 ),3664042.686000000700,3584928.019000000300,3297011.325000000200,10545983.030000001000
FS( 29 ),3664042.686000000700,3556454.574000000000,3297011.325000000200,10517509.585000001000
FS( 30 ),3804060.353999999800,3568879.349999999600,3324967.071000000000,10697907.775000000000
FS( 31 ),3773356.821000000000,3568879.349999999600,3319531.231500000200,10661768.402500000000
FS( 32 ),3751493.994000000400,3650675.791999999900,3330402.910500000200,10732573.696500000000
FS( 33 ),3874069.188000000500,3728848.341000000000,3341274.589500000200,10944193.118500002000
FS( 34 ),3935356.785000000100,3732989.933000000200,3346710.429000000500,11015058.147000000000
FS( 35 ),3856507.245000000100,3708140.381000000100,3330402.910500000200,10895051.536499999000
FS( 36 ),3712188.693000000000,3671383.752000000300,3341274.589500000200,10724848.034500001000
FS( 37 ),3917794.841999999200,3798737.706000000200,3352146.268500000700,11068679.816500001000
FS( 38 ),3790918.764000000000,3860343.887000000600,3357582.108000000500,11008845.759000001000
FS( 39 ),3738352.403999999600,3769746.562000000400,3346710.429000000500,10854810.395000000000
FS( 40 ),3742772.757000000200,3749556.301000000000,3341274.589500000200,10833604.647500001000
FS( 41 ),3830343.534000000000,3732989.933000000200,3357582.108000000500,10920916.575000001000
FS( 42 ),3830343.534000000000,3811162.482000000300,3384761.305500000700,11026268.321500001000
FS( 43 ),3773356.821000000000,3724706.749000000300,3352146.268500000700,10850210.838500001000
FS( 44 ),3624617.915999999700,3695715.605000000000,3352146.268500000700,10672480.789500000000
FS( 45 ),3681485.160000000100,3790454.521999999900,3395632.984500000700,10867573.666500000000
FS( 46 ),3646480.742999999800,3778029.745999999800,3417376.342500001200,10841887.831500001000
FS( 47 ),3576471.909000000000,3765604.969999999700,3433683.861000001400,10775761.740000002000
FS( 48 ),3742772.757000000200,3790454.521999999900,3439119.700500000700,10972347.979500001000
FS( 49 ),3668343.570000000300,3934374.844000000500,3417376.342500001200,11020095.756500002000
FS( 50 ),3672763.922999999500,3909525.291999999900,3461639.607000001200,11043929.822000001000
FS( 51 ),3685905.513000000700,3975273.065000000400,3548613.039000000300,11209792.617000002000
FS( 52 ),3725330.283000000300,4024454.469999999700,3537741.360000000800,11287527.113000002000
FS( 53 ),3799640.001000000200,3954565.105000000000,3526869.681000000800,11281075.787000000000
FS( 54 ),3808361.238000000800,3999604.918000000100,3586663.915500001100,11394631.071500003000
FS( 55 ),3812781.591000000000,3950423.512999999800,3592099.755000000800,11355305.859000001000
FS( 56 ),3874069.188000000500,4007888.102000000400,3647234.698500001300,11529192.988500003000
FS( 57 ),3812781.591000000000,4065352.691000000100,3636363.019500000900,11514498.301500000000
FS( 58 ),3786498.411000000300,4053445.614000000100,3603747.982500000900,11443693.007500000000
FS( 59 ),3755914.347000000100,4032737.654000000600,3592099.755000000800,11380752.756000001000
FS( 60 ),3716489.577000000000,3975273.065000000400,3543177.199500000600,11234940.841500001000
FS( 61 ),3725330.283000000300,3934374.844000000500,3592099.755000000800,11251805.882000001000
FS( 62 ),3699047.102999999700,3843777.519000000300,3603747.982500000900,11146573.604499999000
FS( 63 ),3786498.411000000300,3958706.697000000200,3630927.180000001100,11376133.288000003000
