代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,10850653.419999999925494
真實報酬,850653.419999999925494

夏普值報酬,0.076365342000000
夏普值風險,0.021649854444368
夏普值,3.527291243284311

二次趨勢線,768.328001226940728 x^2 + 14137.727933110578306 x + 10000000.000000000000000
二次加權預期報酬,36163.130634949549858
風險,122212.744347878076951
二次加權趨勢值,0.295903105915136
一次趨勢線,26520.316418000595149 x + 10000000.000000000000000
一次預期報酬,26520.316418000595149
一次風險,128619.385992983501637
一次趨勢值,0.206192217551461
找到最佳解世代,2152
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MRK[17](1),
Stock#,MRK[17](1),
張數,136761,
分配資金,10000000.000000000000000,
剩餘資金,35.679999999701977,
FS( 1 ),10000000.000000000000000,10000000.000000000000000
FS( 2 ),9883753.149999998509884,9883753.149999998509884
FS( 3 ),10000000.000000000000000,10000000.000000000000000
FS( 4 ),10025984.589999999850988,10025984.589999999850988
FS( 5 ),10268051.559999998658895,10268051.559999998658895
FS( 6 ),10322755.960000000894070,10322755.960000000894070
FS( 7 ),10237964.139999998733401,10237964.139999998733401
FS( 8 ),10214714.769999999552965,10214714.769999999552965
FS( 9 ),10203773.889999998733401,10203773.889999998733401
FS( 10 ),10132658.169999999925494,10132658.169999999925494
FS( 11 ),10235228.919999999925494,10235228.919999999925494
FS( 12 ),10402077.339999999850988,10402077.339999999850988
FS( 13 ),10441738.029999999329448,10441738.029999999329448
FS( 14 ),10227023.259999999776483,10227023.259999999776483
FS( 15 ),10228390.870000001043081,10228390.870000001043081
FS( 16 ),10211979.550000000745058,10211979.550000000745058
FS( 17 ),10317285.519999999552965,10317285.519999999552965
FS( 18 ),10440370.419999999925494,10440370.419999999925494
FS( 19 ),10562087.710000000894070,10562087.710000000894070
FS( 20 ),10655085.189999999478459,10655085.189999999478459
FS( 21 ),10850653.419999999925494,10850653.419999999925494
