代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11714493.219999998807907
真實報酬,1714493.219999998807907

夏普值報酬,0.162749322000000
夏普值風險,0.043673098698559
夏普值,3.726534797160420

預期報酬,11605.274413967055807
風險,203025.731222442147555
趨勢值,0.057161593971810
找到最佳解世代,2067
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,1
MCD[15](1),
Stock#,MCD[15](1),
張數,122639,
分配資金,10000000.000000000000000,
剩餘資金,15.939999999478459,
20110601,9931322.160000000149012,9931322.160000000149012
20110602,9903115.189999999478459,9903115.189999999478459
20110603,9877361.000000000000000,9877361.000000000000000
20110606,9896983.240000000223517,9896983.240000000223517
20110607,9950944.400000000372529,9950944.400000000372529
20110608,9952170.790000000968575,9952170.790000000968575
20110609,9965661.080000000074506,9965661.080000000074506
20110610,9855285.979999998584390,9855285.979999998584390
20110613,9900662.410000000149012,9900662.410000000149012
20110614,9991415.269999999552965,9991415.269999999552965
20110615,9963208.299999998882413,9963208.299999998882413
20110616,10033112.529999999329448,10033112.529999999329448
20110617,10120186.219999998807907,10120186.219999998807907
20110620,10141034.849999999627471,10141034.849999999627471
20110621,10154525.139999998733401,10154525.139999998733401
20110622,10136129.290000000968575,10136129.290000000968575
20110623,10091979.250000000000000,10091979.250000000000000
20110624,10036791.699999999254942,10036791.699999999254942
20110627,10095658.419999998062849,10095658.419999998062849
20110628,10344615.589999997988343,10344615.589999997988343
20110629,10371596.169999998062849,10371596.169999998062849
20110630,10340936.419999998062849,10340936.419999998062849
20110701,10504046.290000000968575,10504046.290000000968575
20110705,10502819.900000000372529,10502819.900000000372529
20110706,10529800.479999998584390,10529800.479999998584390
20110707,10554328.279999999329448,10554328.279999999329448
20110708,10497914.339999997988343,10497914.339999997988343
20110711,10467254.589999997988343,10467254.589999997988343
20110712,10423104.549999998882413,10423104.549999998882413
20110713,10419425.379999998956919,10419425.379999998956919
20110714,10523668.529999999329448,10523668.529999999329448
20110715,10483197.660000000149012,10483197.660000000149012
20110718,10473386.540000000968575,10473386.540000000968575
20110719,10572724.129999998956919,10572724.129999998956919
20110720,10580082.469999998807907,10580082.469999998807907
20110721,10613195.000000000000000,10613195.000000000000000
20110722,10860925.779999999329448,10860925.779999999329448
20110725,10806964.619999999180436,10806964.619999999180436
20110726,10794700.719999998807907,10794700.719999998807907
20110727,10680646.449999999254942,10680646.449999999254942
20110728,10642628.359999999403954,10642628.359999999403954
20110729,10605836.660000000149012,10605836.660000000149012
20110801,10594799.150000000372529,10594799.150000000372529
20110802,10431689.279999999329448,10431689.279999999329448
20110803,10490556.000000000000000,10490556.000000000000000
20110804,10336030.859999999403954,10336030.859999999403954
20110805,10434142.059999998658895,10434142.059999998658895
20110808,10069904.229999998584390,10069904.229999998584390
20110809,10542064.379999998956919,10542064.379999998956919
20110810,10311503.059999998658895,10311503.059999998658895
20110811,10581308.859999999403954,10581308.859999999403954
20110812,10608289.439999999478459,10608289.439999999478459
20110815,10647533.919999998062849,10647533.919999998062849
20110816,10629138.070000000298023,10629138.070000000298023
20110817,10730928.439999999478459,10730928.439999999478459
20110818,10499140.729999998584390,10499140.729999998584390
20110819,10697815.910000000149012,10697815.910000000149012
20110822,10762814.580000000074506,10762814.580000000074506
20110823,10979885.609999999403954,10979885.609999999403954
20110824,11053469.009999999776483,11053469.009999999776483
20110825,10879321.629999998956919,10879321.629999998956919
20110826,11028941.210000000894070,11028941.210000000894070
20110829,11134410.750000000000000,11134410.750000000000000
20110830,11133184.359999999403954,11133184.359999999403954
20110831,11087807.929999999701977,11087807.929999999701977
20110901,11046110.669999998062849,11046110.669999998062849
20110902,10925924.449999999254942,10925924.449999999254942
20110906,10892811.919999998062849,10892811.919999998062849
20110907,10950452.250000000000000,10950452.250000000000000
20110908,10867057.729999998584390,10867057.729999998584390
20110909,10428010.109999999403954,10428010.109999999403954
20110912,10570271.349999999627471,10570271.349999999627471
20110913,10561686.619999999180436,10561686.619999999180436
20110914,10638949.189999999478459,10638949.189999999478459
20110915,10800832.669999998062849,10800832.669999998062849
20110916,10827813.250000000000000,10827813.250000000000000
20110919,10891585.529999999329448,10891585.529999999329448
20110920,10952905.029999999329448,10952905.029999999329448
20110921,10733381.219999998807907,10733381.219999998807907
20110922,10545743.549999998882413,10545743.549999998882413
20110923,10714985.369999999180436,10714985.369999999180436
20110926,10956584.199999999254942,10956584.199999999254942
20110927,11005639.799999998882413,11005639.799999998882413
20110928,10795927.109999999403954,10795927.109999999403954
20110929,10887906.359999999403954,10887906.359999999403954
20110930,10770172.919999998062849,10770172.919999998062849
20111003,10549422.719999998807907,10549422.719999998807907
20111004,10605836.660000000149012,10605836.660000000149012
20111005,10526121.309999998658895,10526121.309999998658895
20111006,10683099.229999998584390,10683099.229999998584390
20111007,10694136.740000000223517,10694136.740000000223517
20111010,10854793.830000000074506,10854793.830000000074506
20111011,10956584.199999999254942,10956584.199999999254942
20111012,10836397.979999998584390,10836397.979999998584390
20111013,10952905.029999999329448,10952905.029999999329448
20111014,11030167.599999999627471,11030167.599999999627471
20111017,10873189.679999999701977,10873189.679999999701977
20111018,10993375.900000000372529,10993375.900000000372529
20111019,10990923.119999999180436,10990923.119999999180436
20111020,10916113.330000000074506,10916113.330000000074506
20111021,11322048.419999998062849,11322048.419999998062849
20111024,11284030.330000000074506,11284030.330000000074506
20111025,11254596.969999998807907,11254596.969999998807907
20111026,11255823.359999999403954,11255823.359999999403954
20111027,11467988.830000000074506,11467988.830000000074506
20111028,11441008.250000000000000,11441008.250000000000000
20111031,11387047.089999997988343,11387047.089999997988343
20111101,11271766.429999999701977,11271766.429999999701977
20111102,11347802.609999999403954,11347802.609999999403954
20111103,11405442.939999999478459,11405442.939999999478459
20111104,11504780.529999999329448,11504780.529999999329448
20111107,11604118.119999999180436,11604118.119999999180436
20111108,11601665.339999997988343,11601665.339999997988343
20111109,11362519.290000000968575,11362519.290000000968575
20111110,11437329.080000000074506,11437329.080000000074506
20111111,11621287.580000000074506,11621287.580000000074506
20111114,11535440.279999999329448,11535440.279999999329448
20111115,11585722.269999999552965,11585722.269999999552965
20111116,11423838.790000000968575,11423838.790000000968575
20111117,11318369.250000000000000,11318369.250000000000000
20111118,11373556.799999998882413,11373556.799999998882413
20111121,11317142.859999999403954,11317142.859999999403954
20111122,11362519.290000000968575,11362519.290000000968575
20111123,11266860.869999999180436,11266860.869999999180436
20111125,11295067.839999997988343,11295067.839999997988343
20111128,11498648.580000000074506,11498648.580000000074506
20111129,11461856.879999998956919,11461856.879999998956919
