代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11621908.339999999850988
真實報酬,1621908.339999999850988

夏普值報酬,0.153490834000000
夏普值風險,0.036499969078940
夏普值,4.205231891239118

預期報酬,10771.691028456458298
風險,336702.329119098896626
趨勢值,0.031991733043956
找到最佳解世代,2191
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
AAPL[0](2),MCD[15](1),
20100513,5497466.279999999329448,5283273.200000000186265,10780739.480000000447035
20100514,5400653.979999999515712,5215077.800000000745058,10615731.780000001192093
20100517,5409590.500000000000000,5256294.799999999813735,10665885.300000000745058
20100518,5369376.159999999217689,5247302.000000000000000,10616678.160000000149012
20100519,5284479.219999998807907,5200839.200000000186265,10485318.419999998062849
20100520,5059576.799999999813735,5070443.599999999627471,10130020.399999998509884
20100521,5156389.099999999627471,5085431.600000000558794,10241820.699999999254942
20100524,5250222.559999999590218,5070443.599999999627471,10320666.160000000149012
20100525,5217455.319999999366701,5083932.800000000745058,10301388.120000001043081
20100526,5193624.599999999627471,4946792.600000000558794,10140417.199999999254942
20100527,5390228.039999999105930,5035971.200000000186265,10426199.239999998360872
20100528,5466188.459999999962747,5011241.000000000931323,10477429.460000000894070
20100601,5549595.979999999515712,4973021.600000000558794,10522617.580000000074506
20100602,5616619.879999999888241,5078687.000000000000000,10695306.879999998956919
20100603,5598746.839999999850988,5084682.200000000186265,10683429.039999999105930
20100604,5446826.000000000000000,4998501.200000000186265,10445327.199999999254942
20100607,5339587.759999999776483,5002248.200000000186265,10341835.960000000894070
20100608,5305331.099999999627471,5124400.399999999441206,10429731.500000000000000
20100609,5174262.139999999664724,5115407.600000000558794,10289669.740000000223517
20100610,5330651.239999999292195,5198591.000000000931323,10529242.240000000223517
20100611,5394696.299999999813735,5211330.800000000745058,10606027.100000001490116
20100614,5411079.919999998994172,5193345.200000000186265,10604425.119999999180436
20100615,5525765.259999999776483,5275779.200000000186265,10801544.460000000894070
20100616,5686622.619999999180436,5267535.800000000745058,10954158.419999999925494
20100617,5784924.339999999850988,5249550.200000000186265,11034474.539999999105930
20100618,5831096.359999999403954,5236810.399999999441206,11067906.759999997913837
20100621,5749178.259999999776483,5239808.000000000000000,10988986.259999999776483
20100622,5826628.099999999627471,5143884.799999999813735,10970512.899999998509884
20100623,5765561.879999999888241,5143135.399999999441206,10908697.279999999329448
20100624,5723858.119999999180436,5075689.400000000372529,10799547.519999999552965
20100625,5674707.259999999776483,5052458.000000000000000,10727165.259999999776483
20100628,5708963.919999998994172,5045713.400000000372529,10754677.320000000298023
20100629,5451294.259999999776483,4980515.599999999627471,10431809.859999999403954
20100630,5351503.119999999180436,4936301.000000000931323,10287804.120000001043081
20100701,5287458.059999999590218,4999250.599999999627471,10286708.660000000149012
20100702,5254690.819999999366701,4956534.799999999813735,10211225.619999999180436
20100706,5290436.900000000372529,4954286.600000000558794,10244723.500000000000000
20100707,5503423.959999999962747,5044214.600000000558794,10547638.560000000521541
20100708,5491508.599999999627471,5172362.000000000000000,10663870.599999999627471
20100709,5524275.839999999850988,5187350.000000000000000,10711625.839999999850988
20100712,5475124.979999999515712,5241306.799999999813735,10716431.779999999329448
20100713,5357460.799999999813735,5308752.800000000745058,10666213.600000001490116
20100714,5376823.259999999776483,5313249.200000000186265,10690072.460000000894070
20100715,5350013.700000000186265,5345473.400000000372529,10695487.100000001490116
20100716,5317246.459999999962747,5241306.799999999813735,10558553.259999999776483
20100719,5224902.419999998994172,5239058.599999999627471,10463961.019999999552965
20100720,5358950.219999998807907,5311001.000000000931323,10669951.219999998807907
20100721,5409590.500000000000000,5254046.600000000558794,10663637.100000001490116
20100722,5510871.059999999590218,5350719.200000000186265,10861590.259999999776483
20100723,5530233.519999999552965,5238309.200000000186265,10768542.719999998807907
20100726,5516828.739999999292195,5311001.000000000931323,10827829.740000000223517
20100727,5619598.719999998807907,5275779.200000000186265,10895377.919999998062849
20100728,5552574.819999999366701,5228567.000000000000000,10781141.820000000298023
20100729,5491508.599999999627471,5199340.399999999441206,10690849.000000000000000
20100730,5473635.559999999590218,5225569.400000000372529,10699204.960000000894070
20100802,5571937.279999999329448,5264538.200000000186265,10836475.480000000447035
20100803,5573426.700000000186265,5279526.200000000186265,10852952.900000000372529
20100804,5595768.000000000000000,5297511.799999999813735,10893279.800000000745058
20100805,5568958.439999999478459,5279526.200000000186265,10848484.640000000596046
20100806,5534701.779999999329448,5376198.799999999813735,10910900.579999998211861
20100809,5568958.439999999478459,5464628.000000000000000,11033586.439999999478459
20100810,5519807.580000000074506,5458632.800000000745058,10978440.380000000819564
20100811,5323204.139999999664724,5363459.000000000000000,10686663.140000000596046
20100812,5357460.799999999813735,5400179.600000000558794,10757640.400000000372529
20100813,5300862.839999999850988,5387439.799999999813735,10688302.640000000596046
20100816,5269585.019999999552965,5379945.800000000745058,10649530.820000000298023
20100817,5361929.059999999590218,5487110.000000000000000,10849039.059999998658895
20100818,5384270.359999999403954,5489358.200000000186265,10873628.559999998658895
20100819,5317246.459999999962747,5468375.000000000000000,10785621.460000000894070
20100820,5311288.779999999329448,5476618.400000000372529,10787907.179999999701977
20100823,5229370.679999999701977,5496102.800000000745058,10725473.480000000447035
20100824,5105748.819999999366701,5449640.000000000000000,10555388.820000000298023
20100825,5168304.459999999962747,5484861.799999999813735,10653166.259999999776483
20100826,5113195.919999998994172,5482613.599999999627471,10595809.519999999552965
20100827,5141494.900000000372529,5544813.799999999813735,10686308.699999999254942
20100830,5159367.939999999478459,5451138.799999999813735,10610506.739999998360872
20100831,5172772.719999998807907,5475119.600000000558794,10647892.320000000298023
20100901,5326182.979999999515712,5586030.800000000745058,10912213.780000001192093
20100902,5364907.900000000372529,5622002.000000000000000,10986909.900000000372529
20100903,5506402.799999999813735,5627247.800000000745058,11133650.600000001490116
20100907,5485550.919999998994172,5680455.200000000186265,11166006.119999999180436
20100908,5594278.580000000074506,5701438.400000000372529,11295716.980000000447035
20100909,5597257.419999998994172,5573291.000000000931323,11170548.419999999925494
20100910,5604704.519999999552965,5621252.600000000558794,11225957.120000001043081
20100913,5682154.359999999403954,5588279.000000000000000,11270433.359999999403954
20100914,5703006.239999999292195,5541066.799999999813735,11244073.039999999105930
20100915,5749178.259999999776483,5598770.599999999627471,11347948.859999999403954
20100916,5884715.479999999515712,5605515.200000000186265,11490230.679999999701977
20100917,5859395.339999999850988,5569544.000000000000000,11428939.339999999850988
20100920,6026210.379999999888241,5628746.600000000558794,11654956.980000000447035
20100921,6038125.739999999292195,5658722.600000000558794,11696848.339999999850988
20100922,6123022.679999999701977,5630245.399999999441206,11753268.079999998211861
20100923,6146853.400000000372529,5593524.799999999813735,11740378.199999999254942
20100924,6219834.979999999515712,5627997.200000000186265,11847832.179999999701977
20100927,6194514.839999999850988,5602517.600000000558794,11797032.440000001341105
20100928,6103660.219999998807907,5592775.399999999441206,11696435.619999997317791
20100929,6114086.159999999217689,5579286.200000000186265,11693372.359999999403954
20100930,6038125.739999999292195,5583782.600000000558794,11621908.339999999850988
