代數,10000
粒子數,10
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000000
最後資金,11736192.789999999105930
真實報酬,1736192.789999999105930

夏普值報酬,0.164919279000000
夏普值風險,0.062442947692925
夏普值,2.641119375257898

預期報酬,16666.214851257802366
風險,292346.921445352374576
趨勢值,0.057008347373253
找到最佳解世代,2532
找到最佳解實驗#,1
找到最佳解次數,50

stock[index](rank)
投資組合檔數,2
HD[9](1),NKE[19](2),
Stock#,HD[9](1),NKE[19](2),
張數,44992,92575,
分配資金,5000000.000000000000000,5000000.000000000000000,
剩餘資金,39.040000000037253,24.250000000000000,
20150701,5042292.479999999515712,5065728.250000000000000,10108020.730000000447035
20150702,5016197.120000000111759,5086094.750000000000000,10102291.870000001043081
20150706,5008548.479999999515712,5084243.250000000000000,10092791.730000000447035
20150707,5057139.839999999850988,5151823.000000000000000,10208962.839999999850988
20150708,4994151.040000000037253,5058322.250000000000000,10052473.289999999105930
20150709,5011248.000000000000000,5065728.250000000000000,10076976.250000000000000
20150710,5088634.240000000223517,5115718.750000000000000,10204352.990000000223517
20150713,5169619.839999999850988,5203665.000000000000000,10373284.839999999850988
20150714,5190316.160000000149012,5199962.000000000000000,10390278.160000000149012
20150715,5200214.400000000372529,5179595.500000000000000,10379809.900000000372529
20150716,5161971.200000000186265,5199962.000000000000000,10361933.199999999254942
20150717,5150273.280000000260770,5221254.250000000000000,10371527.530000001192093
20150720,5102581.759999999776483,5236992.000000000000000,10339573.759999999776483
20150721,5122828.160000000149012,5230511.750000000000000,10353339.910000000149012
20150722,5169619.839999999850988,5281428.000000000000000,10451047.839999999850988
20150723,5155672.320000000298023,5276799.250000000000000,10432471.570000000298023
20150724,5110680.320000000298023,5230511.750000000000000,10341192.070000000298023
20150727,5087284.479999999515712,5172189.500000000000000,10259473.980000000447035
20150728,5166920.320000000298023,5252729.750000000000000,10419650.070000000298023
20150729,5235758.080000000074506,5319383.750000000000000,10555141.830000000074506
20150730,5239807.359999999403954,5324012.500000000000000,10563819.859999999403954
20150731,5265452.799999999813735,5333270.000000000000000,10598722.800000000745058
20150803,5259153.919999999925494,5315680.750000000000000,10574834.669999999925494
20150804,5287948.799999999813735,5359191.000000000000000,10647139.800000000745058
20150805,5309095.040000000037253,5404552.750000000000000,10713647.789999999105930
20150806,5244306.560000000521541,5328641.250000000000000,10572947.810000000521541
20150807,5260953.600000000558794,5300868.750000000000000,10561822.350000001490116
20150810,5291098.240000000223517,5339750.250000000000000,10630848.490000000223517
20150811,5295147.519999999552965,5298091.500000000000000,10593239.019999999552965
20150812,5295147.519999999552965,5233289.000000000000000,10528436.519999999552965
20150813,5354986.879999999888241,5258284.250000000000000,10613271.129999998956919
20150814,5387831.040000000037253,5293462.750000000000000,10681293.789999999105930
20150817,5385581.440000000409782,5322161.000000000000000,10707742.440000001341105
20150818,5525056.639999999664724,5314755.000000000000000,10839811.640000000596046
20150819,5523256.959999999962747,5321235.250000000000000,10844492.210000000894070
20150820,5423374.720000000670552,5198110.500000000000000,10621485.220000000670552
20150821,5226309.759999999776483,4947232.250000000000000,10173542.009999999776483
20150824,5063438.720000000670552,4808369.750000000000000,9871808.470000000670552
20150825,4992801.280000000260770,4792632.000000000000000,9785433.280000001192093
20150826,5215961.600000000558794,5034252.750000000000000,10250214.350000001490116
20150827,5293797.759999999776483,5212922.500000000000000,10506720.259999999776483
20150828,5287498.879999999888241,5207368.000000000000000,10494866.879999998956919
20150831,5239807.359999999403954,5173115.250000000000000,10412922.609999999403954
20150901,5087284.479999999515712,5028698.250000000000000,10115982.730000000447035
20150902,5240707.200000000186265,5124050.500000000000000,10364757.699999999254942
20150903,5246106.240000000223517,5131456.500000000000000,10377562.740000000223517
20150904,5148023.679999999701977,5077763.000000000000000,10225786.679999999701977
20150908,5238457.600000000558794,5173115.250000000000000,10411572.850000001490116
20150909,5127777.280000000260770,5085169.000000000000000,10212946.280000001192093
20150910,5151173.120000000111759,5109238.500000000000000,10260411.620000001043081
20150911,5193915.519999999552965,5175892.500000000000000,10369808.019999999552965
20150914,5161971.200000000186265,5179595.500000000000000,10341566.699999999254942
20150915,5227209.600000000558794,5269393.250000000000000,10496602.850000001490116
20150916,5300996.479999999515712,5349933.500000000000000,10650929.980000000447035
20150917,5305045.759999999776483,5336047.250000000000000,10641093.009999999776483
20150918,5179518.080000000074506,5325864.000000000000000,10505382.080000000074506
20150921,5245206.400000000372529,5395295.250000000000000,10640501.650000000372529
20150922,5210112.639999999664724,5368448.500000000000000,10578561.140000000596046
20150923,5226759.679999999701977,5343453.250000000000000,10570212.929999999701977
20150924,5234408.320000000298023,5313829.250000000000000,10548237.570000000298023
20150925,5252405.120000000111759,5785961.750000000000000,11038366.870000001043081
20150928,5133626.240000000223517,5653579.500000000000000,10787205.740000000223517
20150929,5080085.759999999776483,5539712.250000000000000,10619798.009999999776483
20150930,5196165.120000000111759,5692461.000000000000000,10888626.120000001043081
20151001,5265452.799999999813735,5732268.250000000000000,10997721.050000000745058
20151002,5300546.560000000521541,5796145.000000000000000,11096691.560000000521541
20151005,5363085.440000000409782,5752634.750000000000000,11115720.190000001341105
20151006,5339689.600000000558794,5702644.250000000000000,11042333.850000001490116
20151007,5383331.839999999850988,5651728.000000000000000,11035059.839999999850988
20151008,5446770.560000000521541,5782258.750000000000000,11229029.310000000521541
20151009,5458918.400000000372529,5783184.500000000000000,11242102.900000000372529
20151012,5484563.839999999850988,5852615.750000000000000,11337179.589999999850988
20151013,5471516.160000000149012,5823917.500000000000000,11295433.660000000149012
20151014,5411226.879999999888241,5824843.250000000000000,11236070.129999998956919
20151015,5480514.560000000521541,5961854.250000000931323,11442368.810000002384186
20151016,5522357.120000000111759,6039617.249999999068677,11561974.369999999180436
20151019,5538554.240000000223517,6166445.000000000000000,11704999.240000000223517
20151020,5527306.240000000223517,6127563.500000000000000,11654869.740000000223517
20151021,5547552.639999999664724,6132192.249999999068677,11679744.889999998733401
20151022,5595244.160000000149012,6129414.999999999068677,11724659.160000000149012
20151023,5606492.160000000149012,6042394.500000000000000,11648886.660000000149012
20151026,5624488.959999999962747,6081276.000000000000000,11705764.960000000894070
20151027,5600193.280000000260770,6055355.000000000000000,11655548.280000001192093
20151028,5570948.479999999515712,6077573.000000000931323,11648521.480000000447035
20151029,5562400.000000000000000,6069241.250000000000000,11631641.250000000000000
20151030,5562849.919999999925494,6065538.250000000000000,11628388.169999999925494
20151102,5597493.759999999776483,6072944.249999999068677,11670438.009999997913837
20151103,5653733.759999999776483,6082201.750000000000000,11735935.509999999776483
20151104,5641136.000000000000000,6034062.750000000931323,11675198.750000000000000
20151105,5656433.280000000260770,6103494.000000000931323,11759927.280000001192093
20151106,5668131.200000000186265,6099791.000000000000000,11767922.199999999254942
20151109,5601543.040000000037253,6039617.249999999068677,11641160.289999999105930
20151110,5635736.959999999962747,6017399.250000000000000,11653136.210000000894070
20151111,5610991.359999999403954,5897977.500000000000000,11508968.859999999403954
20151112,5570498.560000000521541,5831323.500000000000000,11401822.060000000521541
20151113,5399079.040000000037253,5640619.000000000000000,11039698.039999999105930
20151116,5436872.320000000298023,5714679.000000000000000,11151551.320000000298023
20151117,5677129.600000000558794,5673946.000000000000000,11351075.600000001490116
20151118,5693326.720000000670552,5822066.000000000000000,11515392.720000000670552
20151119,5707724.160000000149012,5822066.000000000000000,11529790.160000000149012
20151120,5858447.360000000335276,6140524.000000000000000,11998971.359999999403954
