代數,10000
粒子數,10
旋轉角度上界,0.0004
旋轉角度下界,0.0004
旋轉角度,0.0004
實驗次數,50

初始資金,10000000.000000000000
最後資金,12199350.915749999000
真實報酬,2199350.915749998800

夏普值報酬,0.211235091575
夏普值風險,0.053923770827
夏普值,3.917290803933

預期報酬,16539.738125599411
風險,150833.702861335590
起點值,0.109655453734
找到最佳解世代,4028
找到最佳解實驗#,4
找到最佳解次數,11

投資組合檔數,5
2207(11),2301(12),2325(18),2912(40),3231(43),
Stock#,2207(11),2301(12),2325(18),2912(40),3231(43),
張數,9,67,83,14,101,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,182473.710499999990,554.844999999767,23447.420500000000,103941.961999999770,15556.191499999766,
FS( 1 ),1997413.710500000000,1997154.845000000000,1997187.420500000000,1997301.962000000100,1997176.191500000000,9986234.129499999800
FS( 2 ),2031943.432250000100,1998325.418749999500,2009938.129500000000,2007043.308999999900,1982374.338499999800,10029624.628000000000
FS( 3 ),2062945.637750000000,1978314.361249999800,2009938.129500000000,2019169.412499999900,1972319.030999999700,10042686.571999999000
FS( 4 ),2055239.887249999900,1948297.774999999400,2006632.820499999900,1994917.205499999700,1998462.830499999700,10003550.518749997000
FS( 5 ),2024237.681750000000,1973645.114499999700,1990932.602749999800,1988923.844000000000,1965280.315749999800,9943019.558749998000
FS( 6 ),2001030.828500000100,1973645.114499999700,1934742.349749999800,2025302.154499999700,1949191.823749999700,9883912.270999999700
FS( 7 ),1989382.601000000000,1923617.470749999600,1981843.003000000000,2055547.723000000000,2018573.445499999700,9968964.243249999400
FS( 8 ),2001030.828500000100,1948297.774999999400,1950442.567500000100,2055547.723000000000,2021590.037749999400,9976908.931749999500
FS( 9 ),1997177.953250000000,1973645.114499999700,1962837.476250000100,2055547.723000000000,2070861.044499999600,10060069.311500000000
FS( 10 ),1973971.100000000100,1988319.889999999900,1950442.567500000100,2055547.723000000000,2066838.921499999200,10035120.202000000000
FS( 11 ),1954617.122000000000,1973645.114499999700,1959532.167249999900,2061680.464999999900,2107060.151499999700,10056535.020250000000
FS( 12 ),1923614.916499999800,1970976.973499999400,1940526.640500000000,2061680.464999999900,2211635.349499999500,10108434.344999999000
FS( 13 ),1939116.019249999900,1970976.973499999400,1959532.167249999900,2055547.723000000000,2224707.249249999400,10149880.132250000000
FS( 14 ),2008736.578999999900,1990988.030999999700,1950442.567500000100,2067673.826499999700,2211635.349499999500,10229476.353499997000
FS( 15 ),1997177.953250000000,1998325.418749999500,1969448.094250000100,2073806.568500000100,2217668.533999999100,10256426.568749998000
FS( 16 ),1962322.872499999800,2003661.700749999600,1950442.567500000100,2085932.671999999800,2224707.249249999400,10227067.061999999000
FS( 17 ),1962322.872499999800,2010999.088499999800,1969448.094250000100,2085932.671999999800,2257889.764000000000,10286592.491250001000
FS( 18 ),1939116.019249999900,2008330.947499999500,1943831.949499999900,2037428.257999999900,2313193.955250000600,10241901.129500000000
FS( 19 ),1958469.997250000000,2015668.335250000000,1962837.476250000100,2067673.826499999700,2375536.861749999700,10380186.497000000000
FS( 20 ),1997177.953250000000,2023672.758249999700,1997543.220750000100,2055547.723000000000,2303138.647749999500,10377080.302999999000
FS( 21 ),2008736.578999999900,2021004.617249999400,1997543.220750000100,2067673.826499999700,2290066.747999999700,10385024.991499998000
FS( 22 ),2004883.703749999900,2123061.010499999900,1985148.311999999700,2037428.257999999900,2257889.764000000000,10408411.048249999000
FS( 23 ),2004883.703749999900,2135734.680249999700,2025638.347250000100,2067673.826499999700,2263922.948499999500,10497853.506249998000
FS( 24 ),2024237.681750000000,2151076.490999999500,2032248.965249999900,2079799.929999999700,2257889.764000000000,10545252.831999999000
