代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13500230.000000000000
真實報酬,3500230.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,13484.212329945471
風險,190788.135090591040
起點值,0.070676367393
找到最佳解世代,1395
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,8
1101(0)[11],1216(2)[2],2301(13)[12],2412(27)[6],3008(42)[4],3045(43)[14],3673(47)[1],9999(50)[32],
Stock#,1101(0)[11],1216(2)[2],2301(13)[12],2412(27)[6],3008(42)[4],3045(43)[14],3673(47)[1],9999(50)[32],
張數,47,39,48,18,2,18,4,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,15310.000000000000,26960.000000000000,18800.000000000233,46520.000000000000,354440.000000000000,13399.999999999767,187960.000000000000,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1253290.000000000000,1231670.000000000000,1250000.000000000000,1253960.000000000000,1206660.000000000000,1256659.999999999500,1240360.000000000000,1250000.000000000000,9942600.000000000000
FS( 3 ),1263630.000000000000,1255460.000000000000,1265360.000000000200,1259180.000000000000,1221100.000000000000,1252699.999999999800,1255520.000000000000,1250000.000000000000,10022950.000000000000
FS( 4 ),1242950.000000000000,1223480.000000000000,1236560.000000000200,1246040.000000000000,1215700.000000000000,1240819.999999999800,1241720.000000000000,1250000.000000000000,9897270.000000000000
FS( 5 ),1232610.000000000000,1285880.000000000000,1251920.000000000500,1253960.000000000000,1209380.000000000000,1240819.999999999800,1216880.000000000000,1250000.000000000000,9941450.000000000000
FS( 6 ),1230730.000000000000,1265990.000000000000,1214960.000000000200,1242080.000000000000,1222920.000000000000,1235599.999999999800,1211400.000000000000,1250000.000000000000,9873680.000000000000
FS( 7 ),1232610.000000000000,1291340.000000000000,1238480.000000000200,1231460.000000000000,1239160.000000000000,1251259.999999999800,1194840.000000000000,1250000.000000000000,9929150.000000000000
FS( 8 ),1211459.999999999800,1263260.000000000000,1229840.000000000200,1239380.000000000000,1206660.000000000000,1275020.000000000000,1168640.000000000000,1250000.000000000000,9844260.000000000000
FS( 9 ),1195950.000000000000,1272620.000000000000,1236560.000000000200,1239380.000000000000,1194020.000000000000,1282939.999999999800,1181040.000000000000,1250000.000000000000,9852510.000000000000
FS( 10 ),1152709.999999999800,1246100.000000000000,1228400.000000000200,1257919.999999999800,1252700.000000000000,1301299.999999999500,1218280.000000000000,1250000.000000000000,9907410.000000000000
FS( 11 ),1136730.000000000000,1228940.000000000000,1199600.000000000500,1243340.000000000000,1264440.000000000000,1300039.999999999800,1208640.000000000000,1250000.000000000000,9831730.000000000000
FS( 12 ),1148950.000000000000,1228940.000000000000,1246640.000000000200,1252700.000000000000,1327640.000000000000,1286899.999999999800,1278960.000000000000,1250000.000000000000,10020730.000000000000
FS( 13 ),1126390.000000000000,1248830.000000000000,1211600.000000000500,1243340.000000000000,1338480.000000000000,1275020.000000000000,1232080.000000000000,1250000.000000000000,9925740.000000000000
FS( 14 ),1142370.000000000000,1248830.000000000000,1211600.000000000500,1250000.000000000000,1361940.000000000000,1296079.999999999800,1250000.000000000000,1250000.000000000000,10010820.000000000000
FS( 15 ),1150830.000000000000,1244930.000000000000,1206320.000000000200,1257919.999999999800,1369160.000000000000,1289419.999999999800,1303800.000000000000,1250000.000000000000,10072380.000000000000
FS( 16 ),1157880.000000000000,1243370.000000000000,1178000.000000000000,1256660.000000000000,1358340.000000000000,1276279.999999999500,1312080.000000000000,1250000.000000000000,10032610.000000000000
FS( 17 ),1150830.000000000000,1232840.000000000000,1161200.000000000200,1257919.999999999800,1372780.000000000000,1294640.000000000000,1299640.000000000000,1250000.000000000000,10019850.000000000000
FS( 18 ),1143780.000000000000,1225040.000000000000,1162640.000000000200,1255220.000000000000,1378200.000000000000,1289419.999999999800,1281720.000000000000,1250000.000000000000,9986020.000000000000
FS( 19 ),1145660.000000000200,1234400.000000000000,1181360.000000000200,1251260.000000000200,1360140.000000000000,1276279.999999999500,1299640.000000000000,1250000.000000000000,9998740.000000000000
FS( 20 ),1203000.000000000000,1283150.000000000000,1228400.000000000200,1251260.000000000200,1407080.000000000000,1251259.999999999800,1367240.000000000000,1250000.000000000000,10241390.000000000000
FS( 21 ),1218510.000000000000,1248830.000000000000,1282160.000000000500,1239380.000000000000,1374580.000000000000,1240819.999999999800,1407240.000000000000,1250000.000000000000,10261520.000000000000
FS( 22 ),1187490.000000000000,1218410.000000000000,1302320.000000000200,1242080.000000000000,1372780.000000000000,1256659.999999999500,1415520.000000000000,1250000.000000000000,10245260.000000000000
FS( 23 ),1183730.000000000000,1216850.000000000000,1250000.000000000000,1239380.000000000000,1320420.000000000000,1256659.999999999500,1330000.000000000000,1250000.000000000000,10047040.000000000000
FS( 24 ),1166340.000000000000,1212950.000000000000,1226480.000000000200,1235419.999999999800,1309580.000000000000,1252699.999999999800,1252760.000000000000,1250000.000000000000,9906230.000000000000
FS( 25 ),1168220.000000000000,1259360.000000000000,1221680.000000000000,1239380.000000000000,1349300.000000000000,1255219.999999999800,1327240.000000000000,1250000.000000000000,10070400.000000000000
FS( 26 ),1201120.000000000000,1254290.000000000000,1228400.000000000200,1248560.000000000000,1378200.000000000000,1256659.999999999500,1405880.000000000000,1250000.000000000000,10223110.000000000000
FS( 27 ),1213340.000000000000,1258190.000000000000,1250000.000000000000,1250000.000000000000,1372780.000000000000,1255219.999999999800,1416880.000000000000,1250000.000000000000,10266410.000000000000
FS( 28 ),1213340.000000000000,1258190.000000000000,1226480.000000000200,1242080.000000000000,1367360.000000000000,1244779.999999999500,1429320.000000000000,1250000.000000000000,10231550.000000000000
FS( 29 ),1211459.999999999800,1276520.000000000000,1258640.000000000200,1252700.000000000000,1389020.000000000000,1248739.999999999800,1401720.000000000000,1250000.000000000000,10288800.000000000000
FS( 30 ),1210050.000000000000,1269890.000000000000,1245200.000000000200,1246040.000000000000,1383620.000000000000,1248739.999999999800,1398960.000000000000,1250000.000000000000,10252500.000000000000
FS( 31 ),1195950.000000000000,1254290.000000000000,1248560.000000000200,1244600.000000000000,1381800.000000000000,1260439.999999999800,1393440.000000000000,1250000.000000000000,10229080.000000000000
FS( 32 ),1195950.000000000000,1271450.000000000000,1245200.000000000200,1243340.000000000000,1365560.000000000000,1244779.999999999500,1394840.000000000000,1250000.000000000000,10211120.000000000000
FS( 33 ),1216630.000000000000,1271450.000000000000,1263440.000000000000,1240640.000000000200,1394440.000000000000,1227679.999999999800,1441720.000000000000,1250000.000000000000,10306000.000000000000
FS( 34 ),1242950.000000000000,1288610.000000000000,1286960.000000000200,1248560.000000000000,1464860.000000000000,1236859.999999999800,1459640.000000000000,1250000.000000000000,10478440.000000000000
FS( 35 ),1241070.000000000000,1287440.000000000000,1286960.000000000200,1251260.000000000200,1454020.000000000000,1243339.999999999800,1462400.000000000000,1250000.000000000000,10476490.000000000000
FS( 36 ),1246240.000000000000,1281980.000000000000,1298960.000000000200,1259180.000000000000,1477500.000000000000,1250000.000000000000,1506560.000000000000,1250000.000000000000,10570420.000000000000
FS( 37 ),1230730.000000000000,1264820.000000000000,1288880.000000000200,1261880.000000000000,1446800.000000000000,1243339.999999999800,1506560.000000000000,1250000.000000000000,10493010.000000000000
FS( 38 ),1216630.000000000000,1246100.000000000000,1265360.000000000200,1256660.000000000000,1459440.000000000000,1240819.999999999800,1495520.000000000000,1250000.000000000000,10430530.000000000000
FS( 39 ),1204880.000000000000,1225040.000000000000,1248560.000000000200,1255220.000000000000,1435980.000000000000,1248739.999999999800,1456880.000000000000,1250000.000000000000,10325300.000000000000
FS( 40 ),1218510.000000000000,1236740.000000000000,1260080.000000000200,1265840.000000000000,1403480.000000000000,1256659.999999999500,1478960.000000000000,1250000.000000000000,10370270.000000000000
FS( 41 ),1227439.999999999800,1236740.000000000000,1260080.000000000200,1279160.000000000000,1459440.000000000000,1273759.999999999800,1498280.000000000000,1250000.000000000000,10484900.000000000000
FS( 42 ),1237780.000000000000,1234400.000000000000,1223120.000000000200,1276460.000000000000,1446800.000000000000,1278979.999999999800,1547440.000000000000,1250000.000000000000,10494980.000000000000
FS( 43 ),1242950.000000000000,1289780.000000000200,1272080.000000000200,1292300.000000000000,1470280.000000000000,1309219.999999999800,1582880.000000000000,1250000.000000000000,10709490.000000000000
FS( 44 ),1234020.000000000000,1279250.000000000000,1282160.000000000500,1291040.000000000000,1450420.000000000000,1326319.999999999800,1558600.000000000000,1250000.000000000000,10671810.000000000000
FS( 45 ),1270680.000000000200,1316300.000000000200,1302320.000000000200,1301660.000000000000,1445000.000000000000,1348640.000000000000,1538120.000000000000,1250000.000000000000,10772720.000000000000
