代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13068520.000000000000
真實報酬,3068520.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11833.698899375517
風險,229073.164216738860
起點值,0.051659036273
找到最佳解世代,1756
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,5
1216(2)[9],2301(10)[6],2357(21)[2],4904(45)[7],9999(49)[23],
Stock#,1216(2)[9],2301(10)[6],2357(21)[2],4904(45)[7],9999(49)[23],
張數,68,86,14,46,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,15080.000000000000,7379.999999999767,2200.000000000233,380.000000000000,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1972120.000000000000,1963879.999999999800,1952120.000000000200,2034500.000000000000,2000000.000000000000,9922620.000000000000
FS( 3 ),1962600.000000000000,1957859.999999999800,1947360.000000000000,2034500.000000000000,2000000.000000000000,9902320.000000000000
FS( 4 ),1972120.000000000000,1951839.999999999800,1904380.000000000200,1993100.000000000000,2000000.000000000000,9821440.000000000000
FS( 5 ),2069360.000000000200,2008599.999999999800,1923560.000000000500,2023920.000000000200,2000000.000000000000,10025440.000000000000
FS( 6 ),2074120.000000000000,2014619.999999999800,1933080.000000000000,2044619.999999999800,2000000.000000000000,10066440.000000000000
FS( 7 ),2029920.000000000000,1990539.999999999500,1971300.000000000500,2044619.999999999800,2000000.000000000000,10036380.000000000000
FS( 8 ),2059840.000000000000,1954419.999999999800,2009520.000000000200,2020700.000000000200,2000000.000000000000,10044480.000000000000
FS( 9 ),2015640.000000000200,1933779.999999999500,2009520.000000000200,2027600.000000000000,2000000.000000000000,9986540.000000000000
FS( 10 ),1969400.000000000000,1945819.999999999500,2004760.000000000200,2020700.000000000200,2000000.000000000000,9940680.000000000000
FS( 11 ),1960560.000000000000,1870139.999999999800,1966540.000000000500,2013800.000000000000,2000000.000000000000,9811040.000000000000
FS( 12 ),1939480.000000000000,1915720.000000000000,2000000.000000000000,1996320.000000000000,2000000.000000000000,9851520.000000000000
FS( 13 ),1969400.000000000000,1939799.999999999500,1961780.000000000200,1883160.000000000000,2000000.000000000000,9754140.000000000000
FS( 14 ),2011560.000000000000,1942379.999999999800,1937840.000000000000,1866140.000000000200,2000000.000000000000,9757920.000000000000
FS( 15 ),2027200.000000000000,2036119.999999999800,2057260.000000000200,1920880.000000000000,2000000.000000000000,10041460.000000000000
FS( 16 ),2027200.000000000000,2050740.000000000000,2057260.000000000200,1972400.000000000000,2000000.000000000000,10107600.000000000000
FS( 17 ),2055080.000000000000,2098900.000000000000,2062160.000000000200,1958600.000000000000,2000000.000000000000,10174740.000000000000
FS( 18 ),2053040.000000000000,2038700.000000000000,2057260.000000000200,1941580.000000000000,2000000.000000000000,10090580.000000000000
FS( 19 ),2051000.000000000000,2048159.999999999800,2062160.000000000200,1948480.000000000200,2000000.000000000000,10109800.000000000000
FS( 20 ),2051000.000000000000,2048159.999999999800,2062160.000000000200,1958600.000000000000,2000000.000000000000,10119920.000000000000
FS( 21 ),2043519.999999999800,2048159.999999999800,2062160.000000000200,1965500.000000000000,2000000.000000000000,10119340.000000000000
FS( 22 ),2062560.000000000000,2060200.000000000000,2062160.000000000200,1955380.000000000000,2000000.000000000000,10140300.000000000000
FS( 23 ),2018360.000000000000,2048159.999999999800,2057260.000000000200,1951700.000000000200,2000000.000000000000,10075480.000000000000
FS( 24 ),2034680.000000000000,2084279.999999999800,2071680.000000000200,1951700.000000000200,2000000.000000000000,10142340.000000000000
FS( 25 ),2041480.000000000000,2116960.000000000000,2095620.000000000200,1958600.000000000000,2000000.000000000000,10212660.000000000000
FS( 26 ),2048279.999999999800,2174580.000000000000,2229320.000000000900,1955380.000000000000,2000000.000000000000,10407560.000000000000
FS( 27 ),2069360.000000000200,2180600.000000000000,2200760.000000000000,1937900.000000000000,2000000.000000000000,10388620.000000000000
FS( 28 ),2074120.000000000000,2198660.000000000000,2224560.000000000000,1937900.000000000000,2000000.000000000000,10435240.000000000000
FS( 29 ),2120360.000000000000,2258860.000000000000,2196000.000000000000,1931000.000000000000,2000000.000000000000,10506220.000000000000
FS( 30 ),2127160.000000000000,2258860.000000000000,2196000.000000000000,1873040.000000000000,2000000.000000000000,10455060.000000000000
FS( 31 ),2129200.000000000000,2261440.000000000000,2196000.000000000000,1855559.999999999800,2000000.000000000000,10442200.000000000000
FS( 32 ),2129200.000000000000,2261440.000000000000,2196000.000000000000,1879480.000000000200,2000000.000000000000,10466120.000000000000
FS( 33 ),2117640.000000000000,2195220.000000000000,2129080.000000000000,1931000.000000000000,2000000.000000000000,10372940.000000000000
FS( 34 ),2110840.000000000000,2189200.000000000000,2143360.000000000000,1886380.000000000000,2000000.000000000000,10329780.000000000000
FS( 35 ),2124440.000000000000,2198660.000000000000,2200760.000000000000,1900180.000000000000,2000000.000000000000,10424040.000000000000
FS( 36 ),2076160.000000000000,2204680.000000000000,2172060.000000000000,1948480.000000000200,2000000.000000000000,10401380.000000000000
FS( 37 ),2036720.000000000000,2264880.000000000000,2238980.000000000000,1958600.000000000000,2000000.000000000000,10499180.000000000000
FS( 38 ),2013600.000000000000,2228759.999999999100,2253260.000000000000,1944800.000000000000,2000000.000000000000,10440420.000000000000
FS( 39 ),2008840.000000000000,2294980.000000000000,2372820.000000000900,1941580.000000000000,2000000.000000000000,10618220.000000000000
FS( 40 ),1974160.000000000000,2264880.000000000000,2344120.000000000000,1958600.000000000000,2000000.000000000000,10541760.000000000000
FS( 41 ),1992519.999999999800,2210700.000000000000,2324940.000000000000,1948480.000000000200,2000000.000000000000,10476640.000000000000
FS( 42 ),2036720.000000000000,2162540.000000000000,2305900.000000000900,2000000.000000000000,2000000.000000000000,10505160.000000000000
FS( 43 ),2006800.000000000000,2234780.000000000000,2329700.000000000000,1965500.000000000000,2000000.000000000000,10536780.000000000000
FS( 44 ),2099280.000000000000,2231340.000000000000,2391860.000000000000,1972400.000000000000,2000000.000000000000,10694880.000000000000
FS( 45 ),2089760.000000000200,2234780.000000000000,2377580.000000000000,1969180.000000000000,2000000.000000000000,10671300.000000000000
FS( 46 ),2043519.999999999800,2210700.000000000000,2348880.000000000900,1951700.000000000200,2000000.000000000000,10554800.000000002000
FS( 47 ),2069360.000000000200,2222740.000000000000,2372820.000000000900,1934680.000000000000,2000000.000000000000,10599600.000000000000
FS( 48 ),2055080.000000000000,2189200.000000000000,2377580.000000000000,1917660.000000000000,2000000.000000000000,10539520.000000000000
FS( 49 ),2071399.999999999800,2207259.999999999100,2372820.000000000900,1996320.000000000000,2000000.000000000000,10647800.000000000000
FS( 50 ),2034680.000000000000,2234780.000000000000,2286720.000000000000,2054739.999999999800,2000000.000000000000,10610920.000000000000
FS( 51 ),2023120.000000000000,2222740.000000000000,2286720.000000000000,1986200.000000000200,2000000.000000000000,10518780.000000000000
FS( 52 ),2008840.000000000000,2216720.000000000000,2363160.000000000000,1976080.000000000000,2000000.000000000000,10564800.000000000000
FS( 53 ),2046240.000000000000,2204680.000000000000,2377580.000000000000,1972400.000000000000,2000000.000000000000,10600900.000000000000
FS( 54 ),2055080.000000000000,2294980.000000000000,2506520.000000000000,1972400.000000000000,2000000.000000000000,10828980.000000000000
FS( 55 ),2027200.000000000000,2276920.000000000000,2487480.000000000000,1993100.000000000000,2000000.000000000000,10784700.000000000000
FS( 56 ),2041480.000000000000,2315620.000000000000,2468300.000000000000,2130640.000000000000,2000000.000000000000,10956040.000000000000
FS( 57 ),2099280.000000000000,2411940.000000000000,2640360.000000000000,2120060.000000000000,2000000.000000000000,11271640.000000000000
FS( 58 ),2074120.000000000000,2379259.999999999100,2740740.000000000000,2061640.000000000200,2000000.000000000000,11255760.000000000000
FS( 59 ),2074120.000000000000,2355180.000000000000,2740740.000000000000,2079119.999999999800,2000000.000000000000,11249160.000000000000
FS( 60 ),2059840.000000000000,2319060.000000000000,2688240.000000000000,2037720.000000000000,2000000.000000000000,11104860.000000000000
FS( 61 ),2015640.000000000200,2279500.000000000000,2688240.000000000000,2027600.000000000000,2000000.000000000000,11010980.000000000000
FS( 62 ),2004080.000000000000,2297560.000000000000,2673820.000000000900,2010119.999999999800,2000000.000000000000,10985580.000000000000
FS( 63 ),1967360.000000000000,2331100.000000000000,2659540.000000000000,2013800.000000000000,2000000.000000000000,10971800.000000000000
FS( 64 ),1997279.999999999800,2355180.000000000000,2640360.000000000000,2054739.999999999800,2000000.000000000000,11047560.000000000000
FS( 65 ),1988440.000000000000,2313040.000000000000,2650020.000000000000,2044619.999999999800,2000000.000000000000,10996120.000000000000
FS( 66 ),1965320.000000000000,2222740.000000000000,2578340.000000000000,2017020.000000000000,2000000.000000000000,10783420.000000000000
FS( 67 ),2002040.000000000000,2264880.000000000000,2650020.000000000000,2010119.999999999800,2000000.000000000000,10927060.000000000000
FS( 68 ),2008840.000000000000,2291540.000000000000,2697760.000000000000,2044619.999999999800,2000000.000000000000,11042760.000000000000
FS( 69 ),2018360.000000000000,2279500.000000000000,2726460.000000000000,2027600.000000000000,2000000.000000000000,11051920.000000000000
FS( 70 ),1969400.000000000000,2243380.000000000000,2659540.000000000000,2003220.000000000000,2000000.000000000000,10875540.000000000000
FS( 71 ),1965320.000000000000,2279500.000000000000,2683480.000000000000,1996320.000000000000,2000000.000000000000,10924620.000000000000
FS( 72 ),1974160.000000000000,2267460.000000000000,2697760.000000000000,1969180.000000000000,2000000.000000000000,10908560.000000000000
FS( 73 ),1988440.000000000000,2252840.000000000000,2678580.000000000000,2034500.000000000000,2000000.000000000000,10954360.000000000000
FS( 74 ),2000000.000000000000,2261440.000000000000,2683480.000000000000,2082340.000000000000,2000000.000000000000,11027260.000000000000
FS( 75 ),2006800.000000000000,2276920.000000000000,2721700.000000000000,2027600.000000000000,2000000.000000000000,11033020.000000000000
FS( 76 ),1972120.000000000000,2201240.000000000000,2678580.000000000000,2047839.999999999800,2000000.000000000000,10899780.000000000000
