代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13169585.708799999000
真實報酬,3169585.708799999200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,13384.654000336324
風險,246014.974016555790
起點值,0.054405850920
找到最佳解世代,2175
找到最佳解實驗#,1
找到最佳解次數,46

投資組合檔數,7
1303(4)[20],2357(21)[5],2412(24)[3],2891(37)[2],2912(39)[6],3045(40)[4],9999(49)[37],
Stock#,1303(4)[20],2357(21)[5],2412(24)[3],2891(37)[2],2912(39)[6],3045(40)[4],9999(49)[37],
張數,30,12,25,155,15,29,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,35970.999999999767,62611.000000000000,10821.000000000000,2571.000000000000,6121.000000000000,25841.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1448970.999999999800,1409371.000000000000,1428571.000000000000,1475071.000000000000,1403971.000000000000,1426251.000000000000,1428571.000000000000,10020780.000000000000
FS( 3 ),1444470.999999999800,1425331.000000000000,1434821.000000000000,1490571.000000000000,1447021.000000000000,1426251.000000000000,1428571.000000000000,10097040.000000000000
FS( 4 ),1453470.999999999800,1473451.000000000000,1441321.000000000000,1487471.000000000000,1471621.000000000000,1424220.999999999800,1428571.000000000000,10180130.000000000000
FS( 5 ),1464570.999999999800,1483051.000000000000,1434821.000000000000,1478171.000000000000,1477771.000000000000,1412911.000000000000,1428571.000000000000,10179870.000000000000
FS( 6 ),1471470.999999999800,1473451.000000000000,1443321.000000000000,1462671.000000000000,1447021.000000000000,1417551.000000000000,1428571.000000000000,10144060.000000000000
FS( 7 ),1473571.000000000000,1473451.000000000000,1454071.000000000000,1478171.000000000000,1453171.000000000000,1421901.000000000000,1428571.000000000000,10182910.000000000000
FS( 8 ),1493670.999999999800,1483051.000000000000,1451821.000000000000,1482821.000000000000,1459320.999999999800,1428571.000000000000,1428571.000000000000,10227830.000000000000
FS( 9 ),1541071.000000000000,1524691.000000000000,1473071.000000000000,1526221.000000000000,1545570.999999999800,1450611.000000000000,1428571.000000000000,10489810.000000000000
FS( 10 ),1534170.999999999500,1521571.000000000000,1477321.000000000000,1533971.000000000000,1520971.000000000000,1437271.000000000000,1428571.000000000000,10453850.000000000000
FS( 11 ),1536571.000000000000,1550371.000000000000,1479571.000000000000,1541720.999999999800,1539421.000000000000,1439591.000000000000,1428571.000000000000,10515820.000000000000
FS( 12 ),1538670.999999999800,1534411.000000000200,1466821.000000000000,1529321.000000000000,1514821.000000000000,1435241.000000000000,1428571.000000000000,10447860.000000000000
FS( 13 ),1545570.999999999800,1537531.000000000000,1473071.000000000000,1541720.999999999800,1557871.000000000000,1428571.000000000000,1428571.000000000000,10512910.000000000000
FS( 14 ),1554570.999999999800,1518331.000000000000,1475321.000000000000,1546371.000000000200,1570171.000000000000,1439591.000000000000,1428571.000000000000,10532930.000000000000
FS( 15 ),1561170.999999999800,1534411.000000000200,1475321.000000000000,1561871.000000000200,1594770.999999999800,1435241.000000000000,1428571.000000000000,10591360.000000000000
FS( 16 ),1563571.000000000000,1553611.000000000000,1475321.000000000000,1580470.999999999800,1705621.000000000000,1426251.000000000000,1428571.000000000000,10733420.000000000000
FS( 17 ),1561170.999999999800,1518331.000000000000,1483821.000000000000,1572721.000000000000,1674871.000000000000,1428571.000000000000,1428571.000000000000,10668060.000000000000
FS( 18 ),1570170.999999999800,1495891.000000000000,1498571.000000000000,1564971.000000000000,1668721.000000000200,1432921.000000000200,1428571.000000000000,10659820.000000000000
FS( 19 ),1572570.999999999800,1499131.000000000000,1498571.000000000000,1549471.000000000000,1662571.000000000000,1432921.000000000200,1428571.000000000000,10643810.000000000000
FS( 20 ),1559071.000000000000,1505490.999999999800,1498571.000000000000,1554121.000000000000,1625671.000000000000,1439591.000000000000,1428571.000000000000,10611090.000000000000
FS( 21 ),1572570.999999999800,1499131.000000000000,1498571.000000000000,1549471.000000000000,1662571.000000000000,1448290.999999999800,1428571.000000000000,10659180.000000000000
FS( 22 ),1574670.999999999800,1495891.000000000000,1498571.000000000000,1554121.000000000000,1631820.999999999800,1441621.000000000000,1428571.000000000000,10625270.000000000000
FS( 23 ),1552170.999999999800,1524691.000000000000,1492321.000000000000,1572721.000000000000,1668721.000000000200,1439591.000000000000,1428571.000000000000,10678790.000000000000
FS( 24 ),1527570.999999999800,1479810.999999999800,1494321.000000000000,1572721.000000000000,1631820.999999999800,1437271.000000000000,1428571.000000000000,10572090.000000000000
FS( 25 ),1527570.999999999800,1479810.999999999800,1496571.000000000000,1569621.000000000000,1650271.000000000000,1439591.000000000000,1428571.000000000000,10592010.000000000000
FS( 26 ),1523070.999999999800,1476691.000000000000,1507071.000000000000,1569621.000000000000,1662571.000000000000,1446260.999999999800,1428571.000000000000,10613860.000000000000
FS( 27 ),1514071.000000000000,1473451.000000000000,1537071.000000000000,1569621.000000000000,1619521.000000000000,1461631.000000000000,1428571.000000000000,10603940.000000000000
FS( 28 ),1480470.999999999800,1460611.000000000000,1520071.000000000000,1561871.000000000200,1557871.000000000000,1454961.000000000200,1428571.000000000000,10464430.000000000000
FS( 29 ),1435470.999999999800,1431810.999999999800,1509321.000000000000,1564971.000000000000,1570171.000000000000,1454961.000000000200,1428571.000000000000,10395280.000000000000
FS( 30 ),1471470.999999999800,1428571.000000000000,1505071.000000000000,1564971.000000000000,1625671.000000000000,1468301.000000000000,1428571.000000000000,10492630.000000000000
FS( 31 ),1534170.999999999500,1451011.000000000000,1509321.000000000000,1595970.999999999800,1625671.000000000000,1483671.000000000200,1428571.000000000000,10628390.000000000000
FS( 32 ),1550070.999999999800,1454250.999999999800,1520071.000000000000,1600621.000000000200,1570171.000000000000,1496720.999999999800,1428571.000000000000,10620480.000000000000
FS( 33 ),1532070.999999999800,1441411.000000000200,1528571.000000000000,1592871.000000000000,1533271.000000000000,1488021.000000000000,1428571.000000000000,10544790.000000000000
FS( 34 ),1518571.000000000000,1447771.000000000000,1524321.000000000000,1595970.999999999800,1477771.000000000000,1485701.000000000200,1428571.000000000000,10478680.000000000000
FS( 35 ),1552170.999999999800,1434931.000000000000,1524321.000000000000,1577371.000000000000,1502521.000000000000,1479321.000000000000,1428571.000000000000,10499210.000000000000
FS( 36 ),1550070.999999999800,1447771.000000000000,1524321.000000000000,1580470.999999999800,1533271.000000000000,1485701.000000000200,1428571.000000000000,10550180.000000000000
FS( 37 ),1568070.999999999800,1540771.000000000000,1524321.000000000000,1572721.000000000000,1527121.000000000000,1488021.000000000000,1428571.000000000000,10649600.000000000000
FS( 38 ),1588170.999999999800,1640131.000000000000,1541321.000000000000,1569621.000000000000,1520971.000000000000,1499040.999999999800,1428571.000000000000,10787830.000000000000
FS( 39 ),1608270.999999999800,1595250.999999999800,1534821.000000000000,1564971.000000000000,1490221.000000000000,1510061.000000000000,1428571.000000000000,10732170.000000000000
FS( 40 ),1608270.999999999800,1601731.000000000000,1526321.000000000000,1529321.000000000000,1502521.000000000000,1521081.000000000000,1428571.000000000000,10717820.000000000000
FS( 41 ),1597170.999999999800,1624171.000000000000,1534821.000000000000,1526221.000000000000,1490221.000000000000,1538771.000000000000,1428571.000000000000,10739950.000000000000
FS( 42 ),1568070.999999999800,1656211.000000000200,1532821.000000000000,1502970.999999999800,1502521.000000000000,1527751.000000000000,1428571.000000000000,10718920.000000000000
FS( 43 ),1608270.999999999800,1672290.999999999800,1541321.000000000000,1518470.999999999800,1514821.000000000000,1536451.000000000200,1428571.000000000000,10820200.000000000000
FS( 44 ),1612771.000000000000,1665810.999999999800,1539071.000000000000,1521571.000000000000,1502521.000000000000,1536451.000000000200,1428571.000000000000,10806770.000000000000
FS( 45 ),1608270.999999999800,1643370.999999999800,1554071.000000000000,1518470.999999999800,1539421.000000000000,1532101.000000000000,1428571.000000000000,10824280.000000000000
FS( 46 ),1617270.999999999800,1656211.000000000200,1558321.000000000000,1549471.000000000000,1570171.000000000000,1525431.000000000000,1428571.000000000000,10905450.000000000000
FS( 47 ),1666770.999999999800,1640131.000000000000,1577321.000000000000,1561871.000000000200,1557871.000000000000,1532101.000000000000,1428571.000000000000,10964640.000000000000
FS( 48 ),1691370.999999999800,1595250.999999999800,1600821.000000000000,1561871.000000000200,1564021.000000000000,1527751.000000000000,1428571.000000000000,10969660.000000000000
FS( 49 ),1709370.999999999800,1592131.000000000000,1641070.999999999800,1549471.000000000000,1576321.000000000000,1532101.000000000000,1428571.000000000000,11029040.000000000000
FS( 50 ),1684770.999999999800,1672290.999999999800,1632571.000000000000,1541720.999999999800,1557871.000000000000,1545441.000000000000,1428571.000000000000,11063240.000000000000
FS( 51 ),1669170.999999999500,1646611.000000000000,1609321.000000000000,1549471.000000000000,1557871.000000000000,1536451.000000000200,1428571.000000000000,10997470.000000000000
FS( 52 ),1639770.999999999800,1649851.000000000200,1588071.000000000000,1529321.000000000000,1533271.000000000000,1538771.000000000000,1428571.000000000000,10907630.000000000000
FS( 53 ),1633170.999999999800,1678651.000000000000,1592321.000000000000,1510721.000000000000,1490221.000000000000,1514411.000000000000,1428571.000000000000,10848070.000000000000
FS( 54 ),1664670.999999999800,1681891.000000000000,1596571.000000000000,1506071.000000000000,1496371.000000000000,1527751.000000000000,1428571.000000000000,10901900.000000000000
FS( 55 ),1635271.000000000000,1665810.999999999800,1592321.000000000000,1487471.000000000000,1471621.000000000000,1523401.000000000000,1428571.000000000000,10804470.000000000000
FS( 56 ),1617270.999999999800,1652971.000000000200,1583821.000000000000,1495221.000000000000,1514821.000000000000,1523401.000000000000,1428571.000000000000,10816080.000000000000
FS( 57 ),1612771.000000000000,1659451.000000000000,1609321.000000000000,1495221.000000000000,1545570.999999999800,1563131.000000000000,1428571.000000000000,10914040.000000000000
FS( 58 ),1612771.000000000000,1685010.999999999800,1605071.000000000000,1498321.000000000000,1539421.000000000000,1543121.000000000000,1428571.000000000000,10912290.000000000000
FS( 59 ),1601670.999999999500,1669051.000000000000,1602821.000000000000,1475071.000000000000,1520971.000000000000,1523401.000000000000,1428571.000000000000,10821560.000000000000
FS( 60 ),1606170.999999999800,1720290.999999999800,1592321.000000000000,1475071.000000000000,1508671.000000000000,1523401.000000000000,1428571.000000000000,10854500.000000000000
FS( 61 ),1588170.999999999800,1752451.000000000000,1585821.000000000000,1498321.000000000000,1496371.000000000000,1519051.000000000000,1428571.000000000000,10868760.000000000000
FS( 62 ),1579170.999999999500,1832611.000000000000,1564571.000000000000,1467321.000000000000,1471621.000000000000,1521081.000000000000,1428571.000000000000,10864950.000000000000
FS( 63 ),1563571.000000000000,1800451.000000000000,1575321.000000000000,1459571.000000000000,1496371.000000000000,1530071.000000000000,1428571.000000000000,10853930.000000000000
FS( 64 ),1561170.999999999800,1752451.000000000000,1583821.000000000000,1444071.000000000000,1520971.000000000000,1532101.000000000000,1428571.000000000000,10823160.000000000000
FS( 65 ),1594770.999999999800,1765171.000000000000,1588071.000000000000,1498321.000000000000,1545570.999999999800,1534421.000000000200,1428571.000000000000,10954900.000000000000
FS( 66 ),1597170.999999999800,1790851.000000000200,1590071.000000000000,1502970.999999999800,1582471.000000000200,1525431.000000000000,1428571.000000000000,11017540.000000000000
