代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12922815.708799999000
真實報酬,2922815.708799999200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11703.662202097890
風險,148487.423137583600
起點值,0.078819215492
找到最佳解世代,1804
找到最佳解實驗#,1
找到最佳解次數,25

投資組合檔數,7
1326(5)[18],2301(13)[6],2474(29)[30],2882(34)[1],2912(41)[2],3008(42)[15],9999(50)[36],
Stock#,1326(5)[18],2301(13)[6],2474(29)[30],2882(34)[1],2912(41)[2],3008(42)[15],9999(50)[36],
張數,25,48,11,62,10,1,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,23321.000000000000,5371.000000000233,32121.000000000000,21171.000000000233,115270.999999999770,705661.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1418071.000000000000,1418011.000000000000,1461681.000000000200,1439731.000000000200,1441570.999999999800,1436941.000000000000,1428571.000000000000,10044580.000000000000
FS( 3 ),1436821.000000000000,1428571.000000000000,1461681.000000000200,1458331.000000000200,1450270.999999999800,1449021.000000000000,1428571.000000000000,10113270.000000000000
FS( 4 ),1436821.000000000000,1437691.000000000200,1404811.000000000000,1458331.000000000200,1450270.999999999800,1501051.000000000000,1428571.000000000000,10117550.000000000000
FS( 5 ),1442821.000000000000,1442971.000000000200,1395351.000000000000,1455851.000000000200,1454571.000000000000,1504771.000000000000,1428571.000000000000,10124910.000000000000
FS( 6 ),1457321.000000000000,1421371.000000000200,1400081.000000000000,1449031.000000000500,1476371.000000000000,1522421.000000000000,1428571.000000000000,10155170.000000000000
FS( 7 ),1449071.000000000000,1418011.000000000000,1371701.000000000000,1437251.000000000200,1480670.999999999500,1510341.000000000000,1428571.000000000000,10095620.000000000000
FS( 8 ),1459571.000000000000,1430491.000000000500,1414271.000000000000,1458331.000000000200,1485070.999999999800,1503841.000000000000,1428571.000000000000,10180150.000000000000
FS( 9 ),1478071.000000000000,1437691.000000000200,1419000.999999999800,1465151.000000000200,1485070.999999999800,1488041.000000000000,1428571.000000000000,10201600.000000000000
FS( 10 ),1478071.000000000000,1428571.000000000000,1381161.000000000000,1449031.000000000500,1489370.999999999800,1434151.000000000000,1428571.000000000000,10088930.000000000000
FS( 11 ),1484321.000000000000,1421371.000000000200,1348050.999999999800,1430431.000000000200,1489370.999999999800,1394191.000000000000,1428571.000000000000,9996310.000000000000
FS( 12 ),1480071.000000000000,1406971.000000000200,1324401.000000000000,1444691.000000000200,1498070.999999999800,1407201.000000000000,1428571.000000000000,9989980.000000000000
FS( 13 ),1484321.000000000000,1414171.000000000500,1357510.999999999800,1488091.000000000200,1506770.999999999800,1435081.000000000000,1428571.000000000000,10114520.000000000000
FS( 14 ),1467821.000000000000,1385371.000000000200,1357510.999999999800,1446551.000000000000,1471970.999999999500,1445301.000000000000,1428571.000000000000,10003100.000000000000
FS( 15 ),1467821.000000000000,1376731.000000000500,1366971.000000000000,1439731.000000000200,1485070.999999999800,1425791.000000000000,1428571.000000000000,9990690.000000000000
FS( 16 ),1436821.000000000000,1358491.000000000500,1385891.000000000000,1435391.000000000200,1476371.000000000000,1427651.000000000000,1428571.000000000000,9949190.000000000000
