代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12459980.000000000000
真實報酬,2459980.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10184.881931511864
風險,121166.685709393920
起點值,0.084056784023
找到最佳解世代,1457
找到最佳解實驗#,18
找到最佳解次數,3

投資組合檔數,8
1301(3)[7],2227(11)[25],2357(20)[27],2801(28)[16],2881(30)[21],2882(31)[6],3481(43)[29],4938(45)[14],
Stock#,1301(3)[7],2227(11)[25],2357(20)[27],2801(28)[16],2881(30)[21],2882(31)[6],3481(43)[29],4938(45)[14],
張數,16,6,4,84,32,36,106,17,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,60720.000000000000,164840.000000000000,239520.000000000000,11840.000000000000,22800.000000000000,2240.000000000233,7679.999999999767,48949.999999999767,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1233360.000000000000,1263020.000000000000,1242880.000000000000,1250000.000000000000,1243920.000000000000,1243160.000000000200,1255299.999999999800,1260199.999999999800,9991840.000000000000
FS( 3 ),1240880.000000000000,1255219.999999999800,1242880.000000000000,1243280.000000000000,1239120.000000000000,1239560.000000000200,1239399.999999999800,1245750.000000000000,9946090.000000000000
FS( 4 ),1237840.000000000000,1265600.000000000000,1244680.000000000000,1243280.000000000000,1242320.000000000000,1250000.000000000000,1255299.999999999800,1237589.999999999800,9976610.000000000000
FS( 5 ),1256080.000000000000,1281260.000000000000,1254080.000000000000,1250000.000000000000,1263760.000000000000,1263680.000000000200,1265899.999999999800,1216679.999999999800,10051440.000000000000
FS( 6 ),1256080.000000000000,1296920.000000000000,1255960.000000000000,1260920.000000000000,1300560.000000000000,1289600.000000000200,1287099.999999999800,1237589.999999999800,10184730.000000000000
FS( 7 ),1259120.000000000000,1294340.000000000000,1257840.000000000000,1268480.000000000000,1300560.000000000000,1308680.000000000200,1271199.999999999800,1245750.000000000000,10205970.000000000000
FS( 8 ),1271280.000000000000,1291700.000000000200,1250320.000000000000,1301239.999999999800,1311440.000000000000,1315520.000000000200,1250000.000000000000,1237589.999999999800,10229090.000000000000
FS( 9 ),1277360.000000000000,1289120.000000000000,1237160.000000000000,1289480.000000000000,1297360.000000000000,1301840.000000000500,1223500.000000000000,1206989.999999999800,10122810.000000000000
FS( 10 ),1277360.000000000000,1294340.000000000000,1227760.000000000000,1285280.000000000000,1302160.000000000000,1314080.000000000200,1213959.999999999800,1297429.999999999800,10212370.000000000000
FS( 11 ),1277360.000000000000,1296920.000000000000,1237160.000000000000,1285280.000000000000,1296080.000000000000,1310480.000000000500,1203359.999999999500,1316809.999999999800,10223450.000000000000
FS( 12 ),1274320.000000000000,1294340.000000000000,1231520.000000000000,1281920.000000000000,1298960.000000000000,1308680.000000000200,1234099.999999999800,1321569.999999999800,10245410.000000000000
FS( 13 ),1269840.000000000000,1294340.000000000000,1237160.000000000000,1297040.000000000000,1302160.000000000000,1320920.000000000200,1203359.999999999500,1340949.999999999800,10265770.000000000000
FS( 14 ),1275920.000000000000,1296920.000000000000,1248440.000000000000,1293680.000000000000,1306640.000000000000,1317320.000000000200,1213959.999999999800,1337719.999999999800,10290600.000000000000
FS( 15 ),1248560.000000000000,1296920.000000000000,1255960.000000000000,1273520.000000000000,1286800.000000000000,1298240.000000000200,1234099.999999999800,1324799.999999999800,10218900.000000000000
FS( 16 ),1248560.000000000000,1289120.000000000000,1250320.000000000000,1261760.000000000000,1271440.000000000000,1280960.000000000200,1228799.999999999800,1311879.999999999800,10142840.000000000000
FS( 17 ),1266800.000000000000,1289120.000000000000,1257840.000000000000,1285280.000000000000,1305040.000000000000,1308680.000000000200,1234099.999999999800,1337719.999999999800,10284580.000000000000
FS( 18 ),1259120.000000000000,1304780.000000000000,1250320.000000000000,1277720.000000000000,1297360.000000000000,1308680.000000000200,1228799.999999999800,1315109.999999999800,10241890.000000000000
FS( 19 ),1262160.000000000000,1304780.000000000000,1269080.000000000000,1293680.000000000000,1311440.000000000000,1341440.000000000200,1250000.000000000000,1315109.999999999800,10347690.000000000000
FS( 20 ),1265200.000000000000,1313060.000000000000,1272840.000000000000,1289480.000000000000,1311440.000000000000,1364120.000000000000,1234099.999999999800,1313579.999999999800,10363820.000000000000
FS( 21 ),1271280.000000000000,1299200.000000000200,1259720.000000000000,1273520.000000000000,1341840.000000000000,1370960.000000000200,1208659.999999999800,1295729.999999999800,10320910.000000000000
FS( 22 ),1266800.000000000000,1301960.000000000200,1265320.000000000000,1277720.000000000000,1389520.000000000000,1407320.000000000200,1208659.999999999800,1290969.999999999800,10408270.000000000000
FS( 23 ),1251600.000000000000,1299200.000000000200,1248440.000000000000,1258400.000000000000,1400400.000000000000,1388240.000000000200,1187459.999999999800,1287739.999999999800,10321480.000000000000
FS( 24 ),1231760.000000000000,1290920.000000000000,1254080.000000000000,1273520.000000000000,1377360.000000000000,1362320.000000000200,1166259.999999999800,1282809.999999999800,10239030.000000000000
FS( 25 ),1246960.000000000000,1282640.000000000200,1259720.000000000000,1270160.000000000000,1389520.000000000000,1365920.000000000200,1134459.999999999800,1261899.999999999500,10211280.000000000000
FS( 26 ),1257680.000000000000,1285400.000000000000,1265320.000000000000,1281920.000000000000,1403280.000000000000,1384640.000000000000,1182159.999999999800,1273119.999999999800,10333520.000000000000
FS( 27 ),1272880.000000000000,1288160.000000000000,1278480.000000000000,1289480.000000000000,1434000.000000000000,1400480.000000000500,1187459.999999999800,1297429.999999999800,10448370.000000000000
FS( 28 ),1278960.000000000000,1299200.000000000200,1270960.000000000000,1289480.000000000000,1435600.000000000000,1412360.000000000500,1176859.999999999500,1295729.999999999800,10459150.000000000000
FS( 29 ),1271280.000000000000,1301960.000000000200,1272840.000000000000,1293680.000000000000,1457040.000000000000,1427840.000000000500,1176859.999999999500,1295729.999999999800,10497230.000000000000
FS( 30 ),1245520.000000000000,1301960.000000000200,1269080.000000000000,1281920.000000000000,1432400.000000000000,1400480.000000000500,1160959.999999999800,1282809.999999999800,10375130.000000000000
FS( 31 ),1239440.000000000000,1290920.000000000000,1261600.000000000000,1270160.000000000000,1398800.000000000000,1376000.000000000000,1123859.999999999500,1260199.999999999800,10220980.000000000000
FS( 32 ),1225680.000000000000,1279880.000000000000,1257840.000000000000,1261760.000000000000,1400400.000000000000,1374560.000000000200,1102659.999999999800,1260199.999999999800,10162980.000000000000
FS( 33 ),1224240.000000000000,1279880.000000000000,1250320.000000000000,1258400.000000000000,1397200.000000000000,1355480.000000000500,1113259.999999999800,1276349.999999999800,10155130.000000000000
FS( 34 ),1215120.000000000000,1279880.000000000000,1246560.000000000000,1258400.000000000000,1387920.000000000000,1360520.000000000200,1102659.999999999800,1303889.999999999500,10154950.000000000000
FS( 35 ),1237840.000000000000,1285400.000000000000,1289760.000000000000,1277720.000000000000,1424720.000000000000,1391840.000000000500,1129159.999999999800,1394329.999999999800,10430770.000000000000
FS( 36 ),1236400.000000000000,1288160.000000000000,1274720.000000000000,1273520.000000000000,1440080.000000000000,1384640.000000000000,1155659.999999999800,1386169.999999999800,10439350.000000000000
FS( 37 ),1248560.000000000000,1318580.000000000000,1284120.000000000000,1277720.000000000000,1449360.000000000000,1401920.000000000200,1166259.999999999800,1384639.999999999500,10531160.000000000000
FS( 38 ),1251600.000000000000,1310300.000000000000,1284120.000000000000,1277720.000000000000,1449360.000000000000,1405520.000000000200,1155659.999999999800,1384639.999999999500,10518920.000000000000
FS( 39 ),1257680.000000000000,1315820.000000000000,1286000.000000000000,1285280.000000000000,1449360.000000000000,1407320.000000000200,1155659.999999999800,1378179.999999999800,10535300.000000000000
FS( 40 ),1253040.000000000000,1313060.000000000000,1287880.000000000000,1273520.000000000000,1418640.000000000000,1396880.000000000200,1129159.999999999800,1332959.999999999800,10405140.000000000000
FS( 41 ),1257680.000000000000,1318580.000000000000,1306680.000000000000,1293680.000000000000,1458640.000000000000,1409120.000000000000,1134459.999999999800,1370019.999999999800,10548860.000000000000
FS( 42 ),1243920.000000000000,1315820.000000000000,1289760.000000000000,1265960.000000000000,1443280.000000000000,1388240.000000000200,1123859.999999999500,1350639.999999999500,10421480.000000000000
FS( 43 ),1250000.000000000000,1301960.000000000200,1304800.000000000000,1270160.000000000000,1435600.000000000000,1386440.000000000200,1155659.999999999800,1368489.999999999800,10473110.000000000000
FS( 44 ),1260720.000000000000,1310300.000000000000,1306680.000000000000,1289480.000000000000,1447760.000000000000,1400480.000000000500,1150359.999999999500,1370019.999999999800,10535800.000000000000
FS( 45 ),1254640.000000000000,1310300.000000000000,1304800.000000000000,1285280.000000000000,1443280.000000000000,1388240.000000000200,1150359.999999999500,1371719.999999999800,10508620.000000000000
FS( 46 ),1263760.000000000000,1310300.000000000000,1299160.000000000000,1277720.000000000000,1429520.000000000000,1393280.000000000200,1166259.999999999800,1360329.999999999800,10500330.000000000000
FS( 47 ),1269840.000000000000,1315820.000000000000,1287880.000000000000,1270160.000000000000,1412560.000000000000,1390040.000000000200,1134459.999999999800,1353869.999999999800,10434630.000000000000
FS( 48 ),1274320.000000000000,1307539.999999999800,1299160.000000000000,1285280.000000000000,1403280.000000000000,1384640.000000000000,1113259.999999999800,1352339.999999999800,10419820.000000000000
FS( 49 ),1275920.000000000000,1304780.000000000000,1299160.000000000000,1285280.000000000000,1427920.000000000000,1407320.000000000200,1123859.999999999500,1376479.999999999800,10500720.000000000000
FS( 50 ),1268240.000000000000,1296440.000000000000,1299160.000000000000,1273520.000000000000,1417040.000000000000,1383200.000000000200,1113259.999999999800,1389399.999999999500,10440260.000000000000
FS( 51 ),1272880.000000000000,1288160.000000000000,1289760.000000000000,1265960.000000000000,1424720.000000000000,1374560.000000000200,1113259.999999999800,1366789.999999999800,10396090.000000000000
FS( 52 ),1277360.000000000000,1285400.000000000000,1291640.000000000000,1277720.000000000000,1404880.000000000000,1383200.000000000200,1107959.999999999800,1389399.999999999500,10417560.000000000000
FS( 53 ),1285040.000000000000,1288160.000000000000,1291640.000000000000,1281920.000000000000,1421840.000000000000,1401920.000000000200,1113259.999999999800,1387869.999999999800,10471650.000000000000
FS( 54 ),1310800.000000000000,1288160.000000000000,1291640.000000000000,1277720.000000000000,1418640.000000000000,1405520.000000000200,1123859.999999999500,1392629.999999999800,10508970.000000000000
FS( 55 ),1353520.000000000000,1285400.000000000000,1299160.000000000000,1281920.000000000000,1408080.000000000000,1400480.000000000500,1123859.999999999500,1386169.999999999800,10538590.000000000000
FS( 56 ),1348880.000000000000,1263260.000000000000,1289760.000000000000,1281920.000000000000,1400400.000000000000,1395080.000000000200,1155659.999999999800,1397559.999999999800,10532520.000000000000
FS( 57 ),1339760.000000000000,1263260.000000000000,1293520.000000000000,1273520.000000000000,1398800.000000000000,1393280.000000000200,1166259.999999999800,1394329.999999999800,10522730.000000000000
FS( 58 ),1353520.000000000000,1274300.000000000000,1291640.000000000000,1285280.000000000000,1412560.000000000000,1398680.000000000200,1187459.999999999800,1420169.999999999800,10623610.000000000000
FS( 59 ),1353520.000000000000,1271539.999999999800,1297280.000000000000,1277720.000000000000,1414160.000000000000,1401920.000000000200,1192759.999999999800,1433089.999999999800,10641990.000000000000
FS( 60 ),1351920.000000000000,1268780.000000000000,1295400.000000000000,1273520.000000000000,1417040.000000000000,1407320.000000000200,1171559.999999999800,1431389.999999999500,10616930.000000000000
FS( 61 ),1362640.000000000000,1266020.000000000000,1284120.000000000000,1281920.000000000000,1400400.000000000000,1412360.000000000500,1150359.999999999500,1412010.000000000000,10569830.000000000000
FS( 62 ),1359600.000000000000,1266020.000000000000,1278480.000000000000,1273520.000000000000,1397200.000000000000,1417760.000000000200,1129159.999999999800,1421699.999999999800,10543440.000000000000
FS( 63 ),1353520.000000000000,1274300.000000000000,1272840.000000000000,1277720.000000000000,1395600.000000000000,1412360.000000000500,1171559.999999999800,1407250.000000000000,10565150.000000000000
FS( 64 ),1347440.000000000000,1260500.000000000000,1267200.000000000000,1273520.000000000000,1387920.000000000000,1393280.000000000200,1176859.999999999500,1378179.999999999800,10484900.000000000000
FS( 65 ),1351920.000000000000,1252160.000000000000,1263440.000000000000,1270160.000000000000,1357200.000000000000,1377800.000000000200,1160959.999999999800,1357099.999999999800,10390740.000000000000
FS( 66 ),1356560.000000000000,1246640.000000000200,1257840.000000000000,1273520.000000000000,1369680.000000000000,1398680.000000000200,1182159.999999999800,1368489.999999999800,10453570.000000000000
FS( 67 ),1361040.000000000000,1254979.999999999800,1269080.000000000000,1281920.000000000000,1381840.000000000000,1409120.000000000000,1187459.999999999800,1392629.999999999800,10538070.000000000000
FS( 68 ),1373200.000000000000,1260500.000000000000,1276600.000000000000,1285280.000000000000,1387920.000000000000,1410560.000000000200,1192759.999999999800,1402319.999999999800,10589140.000000000000
FS( 69 ),1341360.000000000000,1238360.000000000000,1248440.000000000000,1273520.000000000000,1335760.000000000000,1353680.000000000200,1134459.999999999800,1368489.999999999800,10294070.000000000000
FS( 70 ),1374800.000000000000,1249400.000000000000,1267200.000000000000,1281920.000000000000,1412560.000000000000,1435040.000000000200,1171559.999999999800,1389399.999999999500,10581880.000000000000
FS( 71 ),1353520.000000000000,1241120.000000000000,1225880.000000000000,1270160.000000000000,1426320.000000000000,1514240.000000000200,1160959.999999999800,1255439.999999999800,10447640.000000000000
FS( 72 ),1354960.000000000000,1238360.000000000000,1225880.000000000000,1270160.000000000000,1510800.000000000000,1590560.000000000200,1139759.999999999800,1208519.999999999800,10539000.000000000000
FS( 73 ),1353520.000000000000,1243880.000000000000,1220240.000000000000,1273520.000000000000,1480080.000000000000,1554200.000000000200,1145059.999999999800,1179449.999999999800,10449950.000000000000
FS( 74 ),1361040.000000000000,1243880.000000000000,1220240.000000000000,1277720.000000000000,1483280.000000000000,1573280.000000000200,1145059.999999999800,1210219.999999999800,10514720.000000000000
FS( 75 ),1371760.000000000000,1252160.000000000000,1220240.000000000000,1281920.000000000000,1483280.000000000000,1552400.000000000200,1160959.999999999800,1216679.999999999800,10539400.000000000000
FS( 76 ),1364080.000000000000,1252160.000000000000,1227760.000000000000,1270160.000000000000,1467920.000000000000,1557440.000000000200,1160959.999999999800,1240819.999999999800,10541300.000000000000
FS( 77 ),1374800.000000000000,1249400.000000000000,1235280.000000000000,1277720.000000000000,1498320.000000000000,1580120.000000000000,1182159.999999999800,1234359.999999999800,10632160.000000000000
FS( 78 ),1399120.000000000000,1257740.000000000000,1248440.000000000000,1285280.000000000000,1497040.000000000000,1573280.000000000200,1166259.999999999800,1248979.999999999800,10676140.000000000000
FS( 79 ),1408240.000000000000,1254979.999999999800,1248440.000000000000,1297040.000000000000,1487760.000000000000,1593800.000000000200,1166259.999999999800,1284510.000000000000,10741030.000000000000
FS( 80 ),1406640.000000000000,1254979.999999999800,1239040.000000000000,1297040.000000000000,1509200.000000000000,1611080.000000000200,1155659.999999999800,1248979.999999999800,10722620.000000000000
FS( 81 ),1399120.000000000000,1257740.000000000000,1240920.000000000000,1301239.999999999800,1536720.000000000000,1676960.000000000200,1145059.999999999800,1258669.999999999800,10816430.000000000000
FS( 82 ),1411280.000000000000,1257740.000000000000,1239040.000000000000,1320560.000000000000,1536720.000000000000,1676960.000000000200,1145059.999999999800,1274819.999999999800,10862180.000000000000
FS( 83 ),1427920.000000000000,1260500.000000000000,1225880.000000000000,1313000.000000000000,1539920.000000000000,1637000.000000000000,1160959.999999999800,1279579.999999999800,10844760.000000000000
FS( 84 ),1441680.000000000000,1271539.999999999800,1231520.000000000000,1344080.000000000000,1539920.000000000000,1623320.000000000200,1166259.999999999800,1274819.999999999800,10893140.000000000000
FS( 85 ),1446160.000000000000,1266020.000000000000,1227760.000000000000,1332320.000000000000,1565840.000000000000,1671560.000000000200,1160959.999999999800,1284510.000000000000,10955130.000000000000
FS( 86 ),1450800.000000000000,1254979.999999999800,1220240.000000000000,1324760.000000000000,1581200.000000000000,1661120.000000000000,1145059.999999999800,1263429.999999999800,10901590.000000000000
FS( 87 ),1434000.000000000000,1249400.000000000000,1222120.000000000000,1313000.000000000000,1587280.000000000000,1671560.000000000200,1166259.999999999800,1252209.999999999800,10895830.000000000000
FS( 88 ),1434000.000000000000,1252160.000000000000,1227760.000000000000,1324760.000000000000,1587280.000000000000,1695680.000000000200,1166259.999999999800,1276349.999999999800,10964250.000000000000
FS( 89 ),1443120.000000000000,1257740.000000000000,1237160.000000000000,1324760.000000000000,1587280.000000000000,1692440.000000000200,1203359.999999999500,1268359.999999999800,11014220.000000000000
FS( 90 ),1452240.000000000000,1263260.000000000000,1242800.000000000000,1348280.000000000000,1593680.000000000000,1697480.000000000500,1208659.999999999800,1282809.999999999800,11089210.000000000000
FS( 91 ),1458320.000000000000,1263260.000000000000,1235280.000000000000,1339880.000000000000,1602640.000000000000,1709720.000000000200,1192759.999999999800,1289269.999999999800,11091130.000000000000
FS( 92 ),1458320.000000000000,1254979.999999999800,1240920.000000000000,1336520.000000000000,1599760.000000000000,1709720.000000000200,1198059.999999999800,1268359.999999999800,11066640.000000000000
FS( 93 ),1443120.000000000000,1252160.000000000000,1242800.000000000000,1348280.000000000000,1627280.000000000000,1718360.000000000500,1192759.999999999800,1269889.999999999500,11094650.000000000000
FS( 94 ),1429520.000000000000,1254979.999999999800,1239040.000000000000,1336520.000000000000,1602640.000000000000,1683800.000000000200,1198059.999999999800,1282809.999999999800,11027370.000000000000
FS( 95 ),1411280.000000000000,1252160.000000000000,1240920.000000000000,1336520.000000000000,1648720.000000000000,1723400.000000000200,1223500.000000000000,1266659.999999999800,11103160.000000000000
FS( 96 ),1420400.000000000000,1257740.000000000000,1235280.000000000000,1339880.000000000000,1645840.000000000000,1730240.000000000200,1223500.000000000000,1281279.999999999800,11134160.000000000000
FS( 97 ),1405200.000000000000,1252160.000000000000,1229640.000000000000,1332320.000000000000,1645840.000000000000,1695680.000000000200,1213959.999999999800,1261899.999999999500,11036700.000000000000
FS( 98 ),1409680.000000000000,1246640.000000000200,1229640.000000000000,1339880.000000000000,1645840.000000000000,1695680.000000000200,1228799.999999999800,1284510.000000000000,11080670.000000000000
FS( 99 ),1414320.000000000000,1254979.999999999800,1229640.000000000000,1339880.000000000000,1633360.000000000000,1680200.000000000200,1250000.000000000000,1292500.000000000000,11094880.000000000000
FS( 100 ),1385360.000000000000,1252160.000000000000,1227760.000000000000,1324760.000000000000,1562960.000000000000,1619720.000000000200,1244699.999999999800,1281279.999999999800,10898700.000000000000
FS( 101 ),1370160.000000000000,1249400.000000000000,1231520.000000000000,1316360.000000000000,1550480.000000000000,1626560.000000000200,1234099.999999999800,1278049.999999999800,10856630.000000000000
FS( 102 ),1374800.000000000000,1252160.000000000000,1231520.000000000000,1332320.000000000000,1581200.000000000000,1662920.000000000200,1228799.999999999800,1276349.999999999800,10940070.000000000000
FS( 103 ),1374800.000000000000,1246640.000000000200,1233400.000000000000,1332320.000000000000,1559760.000000000000,1647440.000000000200,1219259.999999999800,1282809.999999999800,10896430.000000000000
FS( 104 ),1406640.000000000000,1252160.000000000000,1231520.000000000000,1339880.000000000000,1584400.000000000000,1683800.000000000200,1234099.999999999800,1295729.999999999800,11028230.000000000000
FS( 105 ),1390000.000000000000,1246640.000000000200,1227760.000000000000,1339880.000000000000,1562960.000000000000,1657880.000000000200,1223500.000000000000,1286039.999999999800,10934660.000000000000
FS( 106 ),1417360.000000000000,1252160.000000000000,1235280.000000000000,1351640.000000000000,1587280.000000000000,1668320.000000000200,1228799.999999999800,1292500.000000000000,11033340.000000000000
FS( 107 ),1430960.000000000000,1260500.000000000000,1242800.000000000000,1348280.000000000000,1599760.000000000000,1661120.000000000000,1281799.999999999800,1315109.999999999800,11140330.000000000000
FS( 108 ),1434000.000000000000,1263260.000000000000,1242800.000000000000,1339880.000000000000,1590480.000000000000,1657880.000000000200,1287099.999999999800,1328029.999999999800,11143430.000000000000
FS( 109 ),1435600.000000000000,1266020.000000000000,1250320.000000000000,1348280.000000000000,1599760.000000000000,1675160.000000000200,1329500.000000000000,1308649.999999999500,11213290.000000000000
FS( 110 ),1437040.000000000000,1266020.000000000000,1254080.000000000000,1351640.000000000000,1605840.000000000000,1687040.000000000200,1371899.999999999800,1308649.999999999500,11282210.000000000000
FS( 111 ),1432560.000000000000,1257740.000000000000,1250320.000000000000,1348280.000000000000,1609040.000000000000,1695680.000000000200,1361299.999999999800,1307119.999999999800,11262040.000000000000
FS( 112 ),1421840.000000000000,1254979.999999999800,1255960.000000000000,1351640.000000000000,1618000.000000000000,1702880.000000000200,1356000.000000000000,1321569.999999999800,11282870.000000000000
FS( 113 ),1418800.000000000000,1246640.000000000200,1263440.000000000000,1360040.000000000000,1609040.000000000000,1695680.000000000200,1350699.999999999800,1244049.999999999800,11188390.000000000000
FS( 114 ),1441680.000000000000,1254979.999999999800,1276600.000000000000,1379360.000000000000,1624400.000000000000,1685600.000000000200,1361299.999999999800,1223139.999999999500,11247060.000000000000
FS( 115 ),1444720.000000000000,1260500.000000000000,1280360.000000000000,1379360.000000000000,1596560.000000000000,1675160.000000000200,1377199.999999999800,1234359.999999999800,11248220.000000000000
FS( 116 ),1420400.000000000000,1252160.000000000000,1272840.000000000000,1375160.000000000000,1569040.000000000000,1637000.000000000000,1356000.000000000000,1240819.999999999800,11123420.000000000000
FS( 117 ),1429520.000000000000,1254979.999999999800,1272840.000000000000,1367600.000000000000,1596560.000000000000,1643840.000000000500,1361299.999999999800,1236059.999999999800,11162700.000000000000
FS( 118 ),1393040.000000000000,1260500.000000000000,1261600.000000000000,1367600.000000000000,1572240.000000000000,1625120.000000000000,1397339.999999999500,1236059.999999999800,11113500.000000000000
FS( 119 ),1399120.000000000000,1254979.999999999800,1257840.000000000000,1363400.000000000000,1562960.000000000000,1621520.000000000200,1392040.000000000000,1252209.999999999800,11104070.000000000000
FS( 120 ),1406640.000000000000,1249400.000000000000,1267200.000000000000,1367600.000000000000,1572240.000000000000,1631960.000000000200,1386739.999999999800,1244049.999999999800,11125830.000000000000
FS( 121 ),1424880.000000000000,1252160.000000000000,1280360.000000000000,1371800.000000000000,1578320.000000000000,1640600.000000000200,1386739.999999999800,1255439.999999999800,11190300.000000000000
FS( 122 ),1432560.000000000000,1260500.000000000000,1265320.000000000000,1367600.000000000000,1575120.000000000000,1643840.000000000500,1397339.999999999500,1261899.999999999500,11204180.000000000000
FS( 123 ),1414320.000000000000,1260500.000000000000,1250320.000000000000,1367600.000000000000,1559760.000000000000,1623320.000000000200,1503339.999999999500,1276349.999999999800,11255510.000000000000
FS( 124 ),1414320.000000000000,1254979.999999999800,1239040.000000000000,1375160.000000000000,1538320.000000000000,1614680.000000000200,1476839.999999999500,1278049.999999999800,11191390.000000000000
FS( 125 ),1426480.000000000000,1257740.000000000000,1229640.000000000000,1382720.000000000000,1572240.000000000000,1668320.000000000200,1471540.000000000000,1289269.999999999800,11297950.000000000000
FS( 126 ),1440080.000000000000,1263260.000000000000,1240920.000000000000,1394480.000000000000,1578320.000000000000,1661120.000000000000,1434439.999999999800,1308649.999999999500,11321270.000000000000
FS( 127 ),1432560.000000000000,1271539.999999999800,1225880.000000000000,1394480.000000000000,1569040.000000000000,1656080.000000000200,1381439.999999999800,1311879.999999999800,11242900.000000000000
FS( 128 ),1432560.000000000000,1288160.000000000000,1235280.000000000000,1394480.000000000000,1578320.000000000000,1651040.000000000200,1413239.999999999800,1324799.999999999800,11317880.000000000000
