代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13143420.000000000000
真實報酬,3143420.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11268.482400983965
風險,274603.102833165730
起點值,0.041035524671
找到最佳解世代,1371
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1326(5)[6],2912(39)[1],8046(47)[25],9999(49)[23],
FS( 32 ),2567599.999999999500,2493440.000000000000,2570500.000000000000,2500000.000000000000,10131540.000000000000
FS( 33 ),2596199.999999999500,2486880.000000000000,2500000.000000000000,2500000.000000000000,10083080.000000000000
FS( 34 ),2628439.999999999500,2480320.000000000000,2560250.000000000000,2500000.000000000000,10169010.000000000000
FS( 35 ),2635719.999999999500,2500000.000000000000,2510250.000000000000,2500000.000000000000,10145970.000000000000
FS( 36 ),2624799.999999999500,2503280.000000000000,2570500.000000000000,2500000.000000000000,10198580.000000000000
FS( 37 ),2635719.999999999500,2503280.000000000000,2560250.000000000000,2500000.000000000000,10199250.000000000000
FS( 38 ),2660679.999999999500,2506560.000000000500,2490000.000000000000,2500000.000000000000,10157240.000000000000
FS( 39 ),2682000.000000000000,2506560.000000000500,2490000.000000000000,2500000.000000000000,10178560.000000000000
FS( 40 ),2710599.999999999500,2506560.000000000500,2610500.000000000000,2500000.000000000000,10327660.000000000000
FS( 41 ),2710599.999999999500,2503280.000000000000,2610500.000000000000,2500000.000000000000,10324380.000000000000
FS( 42 ),2692919.999999999500,2464330.000000000500,2540250.000000000000,2500000.000000000000,10197500.000000000000
FS( 43 ),2689279.999999999500,2503280.000000000000,2540250.000000000000,2500000.000000000000,10232810.000000000000
FS( 44 ),2685639.999999999100,2506560.000000000500,2560250.000000000000,2500000.000000000000,10252450.000000000000
FS( 45 ),2653399.999999999500,2474170.000000000000,2500000.000000000000,2500000.000000000000,10127570.000000000000
FS( 46 ),2653399.999999999500,2503280.000000000000,2480000.000000000000,2500000.000000000000,10136680.000000000000
FS( 47 ),2700199.999999999500,2509840.000000000000,2650750.000000000000,2500000.000000000000,10360790.000000000000
FS( 48 ),2732439.999999999500,2503280.000000000000,2630750.000000000000,2500000.000000000000,10366470.000000000000
FS( 49 ),2725159.999999999500,2506560.000000000500,2580500.000000000000,2500000.000000000000,10312220.000000000000
FS( 50 ),2678359.999999999500,2519680.000000000000,2540250.000000000000,2500000.000000000000,10238290.000000000000
FS( 51 ),2667959.999999999500,2516400.000000000000,2530250.000000000000,2500000.000000000000,10214610.000000000000
FS( 52 ),2689279.999999999500,2542230.000000000000,2550250.000000000000,2500000.000000000000,10281760.000000000000
FS( 53 ),2675239.999999999500,2535670.000000000000,2530250.000000000000,2500000.000000000000,10241160.000000000000
FS( 54 ),2685639.999999999100,2555350.000000000500,2520250.000000000000,2500000.000000000000,10261240.000000000000
FS( 55 ),2696559.999999999500,2587740.000000000000,2550250.000000000000,2500000.000000000000,10334550.000000000000
FS( 56 ),2717879.999999999500,2604139.999999999500,2560250.000000000000,2500000.000000000000,10382270.000000000000
FS( 57 ),2692919.999999999500,2604139.999999999500,2560250.000000000000,2500000.000000000000,10357310.000000000000
FS( 58 ),2714239.999999999500,2610700.000000000000,2590500.000000000000,2500000.000000000000,10415440.000000000000
FS( 59 ),2706959.999999999500,2597580.000000000500,2620500.000000000000,2500000.000000000000,10425040.000000000000
FS( 60 ),2728799.999999999500,2604139.999999999500,2680750.000000000000,2500000.000000000000,10513690.000000000000
FS( 61 ),2753759.999999999500,2617260.000000000000,2650750.000000000000,2500000.000000000000,10521770.000000000000
FS( 62 ),2742839.999999999500,2584460.000000000000,2600500.000000000000,2500000.000000000000,10427800.000000000000
FS( 63 ),2753759.999999999500,2613980.000000000000,2620500.000000000000,2500000.000000000000,10488240.000000000000
FS( 64 ),2757399.999999999500,2629970.000000000000,2600500.000000000000,2500000.000000000000,10487870.000000000000
FS( 65 ),2760520.000000000000,2636530.000000000000,2590500.000000000000,2500000.000000000000,10487550.000000000000
FS( 66 ),2778719.999999999500,2799300.000000000000,2691000.000000000000,2500000.000000000000,10769020.000000000000
FS( 67 ),2825000.000000000000,2743949.999999999500,2721000.000000000000,2500000.000000000000,10789950.000000000000
FS( 68 ),2825000.000000000000,2792740.000000000000,2711000.000000000000,2500000.000000000000,10828740.000000000000
FS( 69 ),2786000.000000000000,2753790.000000000500,2630750.000000000000,2500000.000000000000,10670540.000000000000
FS( 70 ),2753759.999999999500,2789460.000000000000,2660750.000000000000,2500000.000000000000,10703970.000000000000
FS( 71 ),2746479.999999999500,2769780.000000000000,2781250.000000000000,2500000.000000000000,10797510.000000000000
FS( 72 ),2735559.999999999500,2747230.000000000000,2721000.000000000000,2500000.000000000000,10703790.000000000000
FS( 73 ),2717879.999999999500,2760350.000000000500,2741000.000000000000,2500000.000000000000,10719230.000000000000
FS( 74 ),2803679.999999999500,2789460.000000000000,2761250.000000000000,2500000.000000000000,10854390.000000000000
FS( 75 ),2860879.999999999500,2844810.000000000500,2771250.000000000000,2500000.000000000000,10976940.000000000000
FS( 76 ),2828639.999999999100,2935830.000000000500,2761250.000000000000,2500000.000000000000,11025720.000000000000
FS( 77 ),2832279.999999999500,2925990.000000000000,2711000.000000000000,2500000.000000000000,10969270.000000000000
FS( 78 ),2878559.999999999500,2955510.000000000000,2680750.000000000000,2500000.000000000000,11014820.000000000000
FS( 79 ),2839559.999999999500,2857929.999999999500,2761250.000000000000,2500000.000000000000,10958740.000000000000
FS( 80 ),2825000.000000000000,2831690.000000000000,2952000.000000000000,2500000.000000000000,11108690.000000000000
FS( 81 ),2739199.999999999500,2805860.000000000000,2841500.000000000000,2500000.000000000000,10886560.000000000000
FS( 82 ),2746479.999999999500,2812420.000000000000,2801250.000000000000,2500000.000000000000,10860150.000000000000
FS( 83 ),2782359.999999999500,2750510.000000000000,2921750.000000000000,2500000.000000000000,10954620.000000000000
FS( 84 ),2778719.999999999500,2809139.999999999500,2841500.000000000000,2500000.000000000000,10929360.000000000000
FS( 85 ),2732439.999999999500,2825130.000000000000,2781250.000000000000,2500000.000000000000,10838820.000000000000
FS( 86 ),2739199.999999999500,2802580.000000000500,2841500.000000000000,2500000.000000000000,10883280.000000000000
FS( 87 ),2800039.999999999500,2812420.000000000000,2841500.000000000000,2500000.000000000000,10953960.000000000000
FS( 88 ),2803679.999999999500,2812420.000000000000,2821500.000000000000,2500000.000000000000,10937600.000000000000
FS( 89 ),2789119.999999999100,2877199.999999999500,2781250.000000000000,2500000.000000000000,10947569.999999998000
FS( 90 ),2789119.999999999100,2939110.000000000000,2801250.000000000000,2500000.000000000000,11029480.000000000000
FS( 91 ),2778719.999999999500,2942389.999999999500,2861500.000000000000,2500000.000000000000,11082610.000000000000
FS( 92 ),2771439.999999999500,2922710.000000000000,2761250.000000000000,2500000.000000000000,10955400.000000000000
FS( 93 ),2646639.999999999100,2893600.000000000500,2721000.000000000000,2500000.000000000000,10761240.000000000000
FS( 94 ),2632079.999999999500,2994460.000000000000,2741000.000000000000,2500000.000000000000,10867540.000000000000
FS( 95 ),2542639.999999999100,3043250.000000000500,2711000.000000000000,2500000.000000000000,10796890.000000000000
FS( 96 ),2503639.999999999100,2971500.000000000500,2791250.000000000000,2500000.000000000000,10766390.000000000000
FS( 97 ),2528599.999999999500,2955510.000000000000,2781250.000000000000,2500000.000000000000,10765360.000000000000
FS( 98 ),2553559.999999999500,2942389.999999999500,2741000.000000000000,2500000.000000000000,10736950.000000000000
FS( 99 ),2607119.999999999100,3004300.000000000000,2751000.000000000000,2500000.000000000000,10862420.000000000000
FS( 100 ),2528599.999999999500,2935830.000000000500,2680750.000000000000,2500000.000000000000,10645180.000000000000
FS( 101 ),2478679.999999999500,2912869.999999999500,2570500.000000000000,2500000.000000000000,10462050.000000000000
FS( 102 ),2528599.999999999500,2987900.000000000000,2680750.000000000000,2500000.000000000000,10697250.000000000000
FS( 103 ),2521319.999999999500,2978060.000000000500,2701000.000000000000,2500000.000000000000,10700380.000000000000
FS( 104 ),2464119.999999999100,2968219.999999999500,2580500.000000000000,2500000.000000000000,10512839.999999998000
FS( 105 ),2507279.999999999500,2987900.000000000000,2610500.000000000000,2500000.000000000000,10605680.000000000000
FS( 106 ),2503639.999999999100,3101880.000000000000,2670750.000000000000,2500000.000000000000,10776270.000000000000
FS( 107 ),2524959.999999999500,3082199.999999999500,2761250.000000000000,2500000.000000000000,10868410.000000000000
FS( 108 ),2574879.999999999500,3134270.000000000500,2771250.000000000000,2500000.000000000000,10980400.000000000000
FS( 109 ),2607119.999999999100,3173219.999999999500,2761250.000000000000,2500000.000000000000,11041589.999999998000
FS( 110 ),2621679.999999999500,3117869.999999999500,2741000.000000000000,2500000.000000000000,10980550.000000000000
FS( 111 ),2710599.999999999500,3153540.000000000500,2801250.000000000000,2500000.000000000000,11165390.000000000000
FS( 112 ),2639359.999999999500,3114590.000000000000,2791250.000000000000,2500000.000000000000,11045200.000000000000
FS( 113 ),2643000.000000000000,3160100.000000000500,2801250.000000000000,2500000.000000000000,11104350.000000000000
FS( 114 ),2660679.999999999500,3205610.000000000000,2801250.000000000000,2500000.000000000000,11167540.000000000000
FS( 115 ),2653399.999999999500,3196179.999999999500,2781250.000000000000,2500000.000000000000,11130830.000000000000
FS( 116 ),2649759.999999999500,3179780.000000000000,2731000.000000000000,2500000.000000000000,11060540.000000000000
FS( 117 ),2635719.999999999500,3134270.000000000500,2721000.000000000000,2500000.000000000000,10990990.000000000000
FS( 118 ),2664319.999999999500,3101880.000000000000,2811250.000000000000,2500000.000000000000,11077450.000000000000
FS( 119 ),2649759.999999999500,3030130.000000000000,2731000.000000000000,2500000.000000000000,10910890.000000000000
FS( 120 ),2685639.999999999100,3121150.000000000000,2670750.000000000000,2500000.000000000000,10977540.000000000000
FS( 121 ),2646639.999999999100,3020290.000000000500,2630750.000000000000,2500000.000000000000,10797680.000000000000
FS( 122 ),2664319.999999999500,3055960.000000000000,2680750.000000000000,2500000.000000000000,10901030.000000000000
FS( 123 ),2725159.999999999500,3039969.999999999500,2670750.000000000000,2500000.000000000000,10935880.000000000000
FS( 124 ),2807319.999999999500,3036690.000000000000,2721000.000000000000,2500000.000000000000,11065010.000000000000
FS( 125 ),2775079.999999999500,3069080.000000000500,2861500.000000000000,2500000.000000000000,11205660.000000000000
FS( 126 ),2778719.999999999500,3150670.000000000000,2921750.000000000000,2500000.000000000000,11351140.000000000000
FS( 127 ),2763639.999999999100,3199460.000000000000,2921750.000000000000,2500000.000000000000,11384850.000000000000
FS( 128 ),2725679.999999999500,3196179.999999999500,3082500.000000000000,2500000.000000000000,11504360.000000000000
FS( 129 ),2714239.999999999500,3160100.000000000500,3052250.000000000000,2500000.000000000000,11426590.000000000000
FS( 130 ),2801599.999999999500,3244969.999999999500,3019000.000000000000,2500000.000000000000,11565570.000000000000
FS( 131 ),2778719.999999999500,3280639.999999999500,3029500.000000000000,2500000.000000000000,11588860.000000000000
FS( 132 ),2740759.999999999500,3475800.000000000000,2873250.000000000000,2500000.000000000000,11589810.000000000000
FS( 133 ),2740759.999999999500,3394210.000000000000,2977250.000000000000,2500000.000000000000,11612220.000000000000
FS( 134 ),2786520.000000000000,3394210.000000000000,2977250.000000000000,2500000.000000000000,11657980.000000000000
FS( 135 ),2793799.999999999500,3394210.000000000000,2977250.000000000000,2500000.000000000000,11665260.000000000000
FS( 136 ),2778719.999999999500,3378219.999999999500,2904500.000000000000,2500000.000000000000,11561440.000000000000
FS( 137 ),2790159.999999999500,3361820.000000000000,2925250.000000000000,2500000.000000000000,11577230.000000000000
FS( 138 ),2740759.999999999500,3410610.000000000000,2842000.000000000000,2500000.000000000000,11493370.000000000000
FS( 139 ),2679919.999999999500,3410610.000000000000,2831500.000000000000,2500000.000000000000,11422030.000000000000
FS( 140 ),2744919.999999999500,3443000.000000000500,2821250.000000000000,2500000.000000000000,11509170.000000000000
FS( 141 ),2714239.999999999500,3459400.000000000000,2810750.000000000000,2500000.000000000000,11484390.000000000000
FS( 142 ),2684079.999999999500,3443000.000000000500,2758750.000000000000,2500000.000000000000,11385830.000000000000
FS( 143 ),2722039.999999999500,3443000.000000000500,2842000.000000000000,2500000.000000000000,11507040.000000000000
FS( 144 ),2737119.999999999100,3491790.000000000500,2852500.000000000000,2500000.000000000000,11581410.000000000000
FS( 145 ),2755839.999999999500,3512290.000000000500,2810750.000000000000,2500000.000000000000,11578880.000000000000
FS( 146 ),2782879.999999999500,3562719.999999999500,2737750.000000000000,2500000.000000000000,11583350.000000000000
FS( 147 ),2790159.999999999500,3579530.000000000000,2800250.000000000000,2500000.000000000000,11669940.000000000000
FS( 148 ),2793799.999999999500,3781659.999999999500,2831500.000000000000,2500000.000000000000,11906960.000000000000
FS( 149 ),2767279.999999999500,3882520.000000000500,2769000.000000000000,2500000.000000000000,11918800.000000000000
FS( 150 ),2763639.999999999100,3714010.000000000000,2612750.000000000000,2500000.000000000000,11590400.000000000000
FS( 151 ),2722039.999999999500,3629960.000000000000,2435750.000000000000,2500000.000000000000,11287750.000000000000
FS( 152 ),2752199.999999999500,3596340.000000000000,2415000.000000000000,2500000.000000000000,11263540.000000000000
FS( 153 ),2740759.999999999500,3781659.999999999500,2446250.000000000000,2500000.000000000000,11468670.000000000000
FS( 154 ),2714239.999999999500,3882520.000000000500,2425500.000000000000,2500000.000000000000,11522260.000000000000
FS( 155 ),2740759.999999999500,3882520.000000000500,2467000.000000000000,2500000.000000000000,11590280.000000000000
FS( 156 ),2714239.999999999500,3832090.000000000000,2508750.000000000000,2500000.000000000000,11555080.000000000000
FS( 157 ),2714239.999999999500,3815280.000000000000,2488000.000000000000,2500000.000000000000,11517520.000000000000
FS( 158 ),2744919.999999999500,3832090.000000000000,2508750.000000000000,2500000.000000000000,11585760.000000000000
FS( 159 ),2714239.999999999500,4000190.000000000000,2508750.000000000000,2500000.000000000000,11723180.000000000000
FS( 160 ),2695520.000000000000,3882520.000000000500,2352500.000000000000,2500000.000000000000,11430540.000000000000
FS( 161 ),2702799.999999999500,3747630.000000000000,2217250.000000000000,2500000.000000000000,11167680.000000000000
FS( 162 ),2725679.999999999500,3697199.999999999500,2269250.000000000000,2500000.000000000000,11192130.000000000000
FS( 163 ),2714239.999999999500,3832090.000000000000,2144250.000000000000,2500000.000000000000,11190580.000000000000
FS( 164 ),2740759.999999999500,4017000.000000000500,2175500.000000000000,2500000.000000000000,11433260.000000000000
FS( 165 ),2733479.999999999500,3916139.999999999500,2269250.000000000000,2500000.000000000000,11418870.000000000000
FS( 166 ),2755839.999999999500,3848900.000000000000,2217250.000000000000,2500000.000000000000,11321990.000000000000
FS( 167 ),2775079.999999999500,3966570.000000000000,2258750.000000000000,2500000.000000000000,11500400.000000000000
FS( 168 ),2797959.999999999500,4033810.000000000500,2290000.000000000000,2500000.000000000000,11621770.000000000000
FS( 169 ),2820839.999999999500,4050619.999999999500,2300500.000000000000,2500000.000000000000,11671960.000000000000
FS( 170 ),2816679.999999999500,3966570.000000000000,2310750.000000000000,2500000.000000000000,11594000.000000000000
FS( 171 ),2793799.999999999500,3983380.000000000000,2269250.000000000000,2500000.000000000000,11546430.000000000000
FS( 172 ),2828119.999999999100,4000190.000000000000,2310750.000000000000,2500000.000000000000,11639060.000000000000
FS( 173 ),2888959.999999999500,4235940.000000000000,2404500.000000000000,2500000.000000000000,12029400.000000000000
FS( 174 ),2877520.000000000000,4168700.000000000000,2373250.000000000000,2500000.000000000000,11919470.000000000000
FS( 175 ),2911839.999999999500,4219130.000000000000,2342000.000000000000,2500000.000000000000,11972970.000000000000
FS( 176 ),2881159.999999999500,4151889.999999999500,2310750.000000000000,2500000.000000000000,11843800.000000000000
FS( 177 ),2900399.999999999500,4269560.000000000000,2321250.000000000000,2500000.000000000000,11991210.000000000000
FS( 178 ),2919119.999999999100,4303180.000000000000,2331750.000000000000,2500000.000000000000,12054050.000000000000
FS( 179 ),2919119.999999999100,4370419.999999999100,2290000.000000000000,2500000.000000000000,12079539.999999998000
FS( 180 ),2923279.999999999500,4673410.000000000000,2300500.000000000000,2500000.000000000000,12397190.000000000000
FS( 181 ),2923279.999999999500,4589360.000000000000,2321250.000000000000,2500000.000000000000,12333890.000000000000
FS( 182 ),2945639.999999999100,4572550.000000000900,2331750.000000000000,2500000.000000000000,12349940.000000000000
FS( 183 ),2926919.999999999500,4555740.000000000000,2446250.000000000000,2500000.000000000000,12428910.000000000000
FS( 184 ),2934719.999999999500,4454879.999999999100,2612750.000000000000,2500000.000000000000,12502349.999999998000
FS( 185 ),2904039.999999999500,4555740.000000000000,2550500.000000000000,2500000.000000000000,12510280.000000000000
FS( 186 ),2923279.999999999500,4471690.000000000000,2623250.000000000000,2500000.000000000000,12518220.000000000000
FS( 187 ),2942000.000000000000,4572550.000000000900,2602500.000000000000,2500000.000000000000,12617050.000000000000
FS( 188 ),2923279.999999999500,4471690.000000000000,2529500.000000000000,2500000.000000000000,12424470.000000000000
FS( 189 ),2923279.999999999500,4522120.000000000000,2602500.000000000000,2500000.000000000000,12547900.000000000000
FS( 190 ),2964879.999999999500,4555740.000000000000,2550500.000000000000,2500000.000000000000,12571120.000000000000
FS( 191 ),2957079.999999999500,4438070.000000000000,2529500.000000000000,2500000.000000000000,12424650.000000000000
FS( 192 ),2934719.999999999500,4269560.000000000000,2415000.000000000000,2500000.000000000000,12119280.000000000000
FS( 193 ),2904039.999999999500,4303180.000000000000,2425500.000000000000,2500000.000000000000,12132720.000000000000
FS( 194 ),2923279.999999999500,4454879.999999999100,2415000.000000000000,2500000.000000000000,12293159.999999998000
FS( 195 ),3059520.000000000000,4454879.999999999100,2456750.000000000000,2500000.000000000000,12471150.000000000000
FS( 196 ),3120359.999999999500,4303180.000000000000,2415000.000000000000,2500000.000000000000,12338540.000000000000
FS( 197 ),3131799.999999999500,4202320.000000000000,2415000.000000000000,2500000.000000000000,12249120.000000000000
FS( 198 ),3113079.999999999500,4050619.999999999500,2456750.000000000000,2500000.000000000000,12120450.000000000000
FS( 199 ),3128159.999999999500,4118270.000000000500,2435750.000000000000,2500000.000000000000,12182180.000000000000
FS( 200 ),3154679.999999999500,4202320.000000000000,2435750.000000000000,2500000.000000000000,12292750.000000000000
FS( 201 ),3169759.999999999500,4185510.000000000500,2446250.000000000000,2500000.000000000000,12301520.000000000000
FS( 202 ),3313799.999999999500,4168700.000000000000,2467000.000000000000,2500000.000000000000,12449500.000000000000
FS( 203 ),3408959.999999999100,4084650.000000000000,2560750.000000000000,2500000.000000000000,12554360.000000000000
FS( 204 ),3405319.999999999500,4118270.000000000500,2519250.000000000000,2500000.000000000000,12542840.000000000000
FS( 205 ),3469799.999999999100,4084650.000000000000,2581500.000000000000,2500000.000000000000,12635950.000000000000
FS( 206 ),3371000.000000000000,4118270.000000000500,2633750.000000000000,2500000.000000000000,12623020.000000000000
FS( 207 ),3416759.999999999500,4151889.999999999500,2633750.000000000000,2500000.000000000000,12702400.000000000000
FS( 208 ),3416759.999999999500,4118270.000000000500,2467000.000000000000,2500000.000000000000,12502030.000000000000
FS( 209 ),3401159.999999999500,4219130.000000000000,2300500.000000000000,2500000.000000000000,12420790.000000000000
FS( 210 ),3412599.999999999500,4303180.000000000000,2321250.000000000000,2500000.000000000000,12537030.000000000000
FS( 211 ),3579519.999999999500,4269560.000000000000,2352500.000000000000,2500000.000000000000,12701580.000000000000
FS( 212 ),3636719.999999999500,4286370.000000000000,2352500.000000000000,2500000.000000000000,12775590.000000000000
FS( 213 ),3644519.999999999500,4319990.000000000000,2373250.000000000000,2500000.000000000000,12837760.000000000000
FS( 214 ),3651799.999999999100,4269560.000000000000,2383750.000000000000,2500000.000000000000,12805110.000000000000
FS( 215 ),3553000.000000000000,4269560.000000000000,2342000.000000000000,2500000.000000000000,12664560.000000000000
FS( 216 ),3469799.999999999100,4202320.000000000000,2342000.000000000000,2500000.000000000000,12514120.000000000000
FS( 217 ),3443279.999999999500,4084650.000000000000,2352500.000000000000,2500000.000000000000,12380430.000000000000
FS( 218 ),3530639.999999999100,4101460.000000000000,2342000.000000000000,2500000.000000000000,12474100.000000000000
FS( 219 ),3488519.999999999500,4033810.000000000500,2352500.000000000000,2500000.000000000000,12374830.000000000000
FS( 220 ),3492680.000000000000,4151889.999999999500,2342000.000000000000,2500000.000000000000,12486570.000000000000
FS( 221 ),3454719.999999999500,4235940.000000000000,2352500.000000000000,2500000.000000000000,12543160.000000000000
FS( 222 ),3454719.999999999500,4219130.000000000000,2310750.000000000000,2500000.000000000000,12484600.000000000000
FS( 223 ),3424039.999999999500,4168700.000000000000,2300500.000000000000,2500000.000000000000,12393240.000000000000
FS( 224 ),3439119.999999999500,4135080.000000000500,2290000.000000000000,2500000.000000000000,12364200.000000000000
FS( 225 ),3435479.999999999500,4101460.000000000000,2279500.000000000000,2500000.000000000000,12316440.000000000000
FS( 226 ),3427680.000000000000,4033810.000000000500,2300500.000000000000,2500000.000000000000,12261990.000000000000
FS( 227 ),3427680.000000000000,4101460.000000000000,2290000.000000000000,2500000.000000000000,12319140.000000000000
FS( 228 ),3465639.999999999100,4168700.000000000000,2279500.000000000000,2500000.000000000000,12413840.000000000000
FS( 229 ),3488519.999999999500,4235940.000000000000,2300500.000000000000,2500000.000000000000,12524960.000000000000
FS( 230 ),3507759.999999999500,4336800.000000000900,2300500.000000000000,2500000.000000000000,12645060.000000000000
FS( 231 ),3541560.000000000000,4319990.000000000000,2290000.000000000000,2500000.000000000000,12651550.000000000000
FS( 232 ),3572239.999999999100,4488500.000000000000,2321250.000000000000,2500000.000000000000,12881990.000000000000
FS( 233 ),3575879.999999999500,4572550.000000000900,2331750.000000000000,2500000.000000000000,12980180.000000000000
FS( 234 ),3575879.999999999500,4488500.000000000000,2342000.000000000000,2500000.000000000000,12906380.000000000000
FS( 235 ),3602400.000000000000,4505310.000000000000,2394250.000000000000,2500000.000000000000,13001960.000000000000
FS( 236 ),3583680.000000000000,4505310.000000000000,2373250.000000000000,2500000.000000000000,12962240.000000000000
FS( 237 ),3595119.999999999500,4488500.000000000000,2404500.000000000000,2500000.000000000000,12988120.000000000000
FS( 238 ),3628919.999999999500,4505310.000000000000,2363000.000000000000,2500000.000000000000,12997230.000000000000
FS( 239 ),3739159.999999999500,4438070.000000000000,2352500.000000000000,2500000.000000000000,13029730.000000000000
FS( 240 ),3731359.999999999500,4387230.000000000000,2363000.000000000000,2500000.000000000000,12981590.000000000000
FS( 241 ),3735519.999999999500,4404450.000000000000,2363000.000000000000,2500000.000000000000,13002970.000000000000
FS( 242 ),3682479.999999999500,4454879.999999999100,2383750.000000000000,2500000.000000000000,13021109.999999998000
FS( 243 ),3666879.999999999500,4471690.000000000000,2435750.000000000000,2500000.000000000000,13074320.000000000000
FS( 244 ),3666879.999999999500,4488500.000000000000,2394250.000000000000,2500000.000000000000,13049630.000000000000
FS( 245 ),3704840.000000000000,4522120.000000000000,2363000.000000000000,2500000.000000000000,13089960.000000000000
FS( 246 ),3712639.999999999100,4471690.000000000000,2373250.000000000000,2500000.000000000000,13057580.000000000000
FS( 247 ),3716279.999999999500,4505310.000000000000,2342000.000000000000,2500000.000000000000,13063590.000000000000
FS( 248 ),3735519.999999999500,4522120.000000000000,2363000.000000000000,2500000.000000000000,13120640.000000000000
FS( 249 ),3735519.999999999500,4522120.000000000000,2321250.000000000000,2500000.000000000000,13078890.000000000000
FS( 250 ),3754239.999999999100,4538930.000000000000,2331750.000000000000,2500000.000000000000,13124920.000000000000
FS( 251 ),3765680.000000000000,4555740.000000000000,2290000.000000000000,2532000.000000000000,13143420.000000000000
