代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11692255.708799999000
真實報酬,1692255.708799999200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,7193.851739188312
風險,95713.634873443618
起點值,0.075160156113
找到最佳解世代,1483
找到最佳解實驗#,2
找到最佳解次數,7

投資組合檔數,7
1326(5)[2],2408(23)[34],2887(36)[11],2892(39)[1],3008(41)[16],4904(44)[25],9999(49)[44],
Stock#,1326(5)[2],2408(23)[34],2887(36)[11],2892(39)[1],3008(41)[16],4904(44)[25],9999(49)[44],
張數,21,38,157,109,0,22,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,10441.000000000000,25611.000000000000,4581.000000000000,2851.000000000000,1428571.000000000000,34210.999999999767,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1441801.000000000000,1413371.000000000200,1455261.000000000000,1437291.000000000000,1428571.000000000000,1422630.999999999800,1428571.000000000000,10027500.000000000000
FS( 3 ),1458811.000000000000,1409951.000000000000,1467821.000000000000,1450371.000000000000,1428571.000000000000,1440450.999999999800,1428571.000000000000,10084550.000000000000
FS( 4 ),1470151.000000000000,1449091.000000000000,1480381.000000000000,1450371.000000000000,1428571.000000000000,1434510.999999999800,1428571.000000000000,10141650.000000000000
FS( 5 ),1496610.999999999800,1492031.000000000000,1507071.000000000000,1455821.000000000000,1428571.000000000000,1438470.999999999800,1428571.000000000000,10247150.000000000000
FS( 6 ),1517610.999999999800,1447571.000000000000,1492941.000000000200,1450371.000000000000,1428571.000000000000,1412510.999999999800,1428571.000000000000,10178150.000000000000
FS( 7 ),1490941.000000000000,1428571.000000000000,1500790.999999999800,1450371.000000000000,1428571.000000000000,1438470.999999999800,1428571.000000000000,10166290.000000000000
