代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13320030.000000000000
真實報酬,3320030.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,16597.239843913867
風險,195332.964618778820
起點值,0.084968965051
找到最佳解世代,1399
找到最佳解實驗#,1
找到最佳解次數,22

投資組合檔數,7
2002(8)[35],2317(16)[8],2357(23)[5],2382(24)[4],2454(27)[3],2474(28)[1],2882(33)[11],
Stock#,2002(8)[35],2317(16)[8],2357(23)[5],2382(24)[4],2454(27)[3],2474(28)[1],2882(33)[11],
張數,64,28,7,27,4,9,44,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,7131.000000000000,14571.000000000000,143791.000000000000,34831.000000000000,193771.000000000000,110881.000000000000,21450.999999999767,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1426011.000000000000,1419051.000000000000,1398471.000000000000,1413451.000000000200,1437011.000000000000,1404271.000000000000,1425050.999999999800,9923320.000000000000
FS( 3 ),1439451.000000000000,1437811.000000000000,1403931.000000000000,1456921.000000000200,1464011.000000000000,1448731.000000000200,1473450.999999999800,10124310.000000000000
FS( 4 ),1445211.000000000000,1435851.000000000000,1425841.000000000000,1437481.000000000000,1475851.000000000000,1452780.999999999800,1465090.999999999800,10138110.000000000000
FS( 5 ),1439451.000000000000,1422691.000000000000,1403931.000000000000,1441801.000000000000,1453891.000000000000,1392211.000000000000,1488410.999999999800,10042390.000000000000
FS( 6 ),1434331.000000000000,1434171.000000000200,1428571.000000000000,1446121.000000000200,1472491.000000000000,1404271.000000000000,1516570.999999999800,10136530.000000000000
FS( 7 ),1436891.000000000000,1424651.000000000000,1409461.000000000000,1448281.000000000000,1484291.000000000000,1420471.000000000000,1553090.999999999800,10177140.000000000000
FS( 8 ),1436891.000000000000,1426611.000000000000,1357521.000000000000,1459081.000000000000,1492731.000000000000,1452780.999999999800,1536370.999999999800,10161990.000000000000
FS( 9 ),1436891.000000000000,1400291.000000000000,1286401.000000000000,1483111.000000000000,1492731.000000000000,1420471.000000000000,1544730.999999999800,10064630.000000000000
FS( 10 ),1442651.000000000000,1396651.000000000000,1297321.000000000000,1502551.000000000000,1524851.000000000000,1420471.000000000000,1548251.000000000000,10132750.000000000000
FS( 11 ),1442651.000000000000,1391051.000000000000,1286401.000000000000,1487431.000000000000,1509651.000000000000,1412371.000000000200,1553090.999999999800,10082650.000000000000
FS( 12 ),1442651.000000000000,1394691.000000000000,1319230.999999999800,1493911.000000000000,1524851.000000000000,1436671.000000000000,1536370.999999999800,10148380.000000000000
FS( 13 ),1445211.000000000000,1419051.000000000000,1357521.000000000000,1541701.000000000200,1528211.000000000000,1444681.000000000000,1544730.999999999800,10281110.000000000000
FS( 14 ),1434331.000000000000,1421010.999999999800,1335611.000000000000,1552501.000000000000,1516411.000000000000,1477081.000000000000,1551330.999999999800,10288280.000000000000
FS( 15 ),1428571.000000000000,1428571.000000000000,1371171.000000000000,1543861.000000000000,1516411.000000000000,1489140.999999999800,1554850.999999999800,10332580.000000000000
FS( 16 ),1434331.000000000000,1424651.000000000000,1346531.000000000000,1509031.000000000000,1531611.000000000000,1473030.999999999800,1534610.999999999800,10253800.000000000000
FS( 17 ),1436891.000000000000,1434171.000000000200,1368440.999999999800,1506871.000000000200,1524851.000000000000,1517491.000000000000,1542970.999999999800,10331690.000000000000
FS( 18 ),1423451.000000000000,1422691.000000000000,1387551.000000000000,1502551.000000000000,1506251.000000000000,1477081.000000000000,1533290.999999999800,10252870.000000000000
FS( 19 ),1436891.000000000000,1419051.000000000000,1401200.999999999800,1524421.000000000200,1514691.000000000000,1485091.000000000000,1559690.999999999800,10341040.000000000000
FS( 20 ),1439451.000000000000,1400291.000000000000,1398471.000000000000,1548181.000000000000,1528211.000000000000,1485091.000000000000,1562771.000000000000,10362470.000000000000
FS( 21 ),1442651.000000000000,1419051.000000000000,1401200.999999999800,1576531.000000000000,1528211.000000000000,1501291.000000000000,1562771.000000000000,10431710.000000000000
FS( 22 ),1420251.000000000000,1409811.000000000000,1373901.000000000000,1550341.000000000000,1551851.000000000000,1493191.000000000000,1591370.999999999800,10390720.000000000000
FS( 23 ),1428571.000000000000,1407851.000000000000,1428571.000000000000,1502551.000000000000,1560331.000000000000,1501291.000000000000,1575530.999999999800,10404700.000000000000
FS( 24 ),1415131.000000000000,1400291.000000000000,1442221.000000000000,1513621.000000000200,1654891.000000000000,1570051.000000000000,1566730.999999999800,10562940.000000000000
FS( 25 ),1406811.000000000000,1392730.999999999800,1423111.000000000000,1498231.000000000000,1646451.000000000000,1553851.000000000000,1539890.999999999500,10461080.000000000000
FS( 26 ),1417691.000000000000,1407851.000000000000,1423111.000000000000,1550341.000000000000,1653211.000000000000,1561951.000000000000,1562771.000000000000,10576930.000000000000
FS( 27 ),1420251.000000000000,1409811.000000000000,1390281.000000000000,1576531.000000000000,1644771.000000000000,1574010.999999999800,1555730.999999999800,10571390.000000000000
FS( 28 ),1411931.000000000000,1398331.000000000000,1373901.000000000000,1506871.000000000200,1639691.000000000000,1541701.000000000000,1545170.999999999800,10417600.000000000000
FS( 29 ),1403611.000000000000,1417091.000000000000,1379361.000000000000,1454761.000000000000,1632931.000000000000,1566001.000000000200,1550450.999999999800,10404210.000000000000
FS( 30 ),1411931.000000000000,1409811.000000000000,1384821.000000000000,1467721.000000000000,1595771.000000000000,1574010.999999999800,1555730.999999999800,10399800.000000000000
FS( 31 ),1390171.000000000000,1407851.000000000000,1362980.999999999800,1441801.000000000000,1587331.000000000000,1557901.000000000000,1545170.999999999800,10293210.000000000000
FS( 32 ),1381851.000000000000,1426611.000000000000,1373901.000000000000,1456921.000000000200,1580571.000000000000,1549801.000000000000,1546930.999999999800,10316590.000000000000
FS( 33 ),1390171.000000000000,1424651.000000000000,1390281.000000000000,1448281.000000000000,1580571.000000000000,1545751.000000000200,1564530.999999999800,10344240.000000000000
FS( 34 ),1390171.000000000000,1430251.000000000000,1425841.000000000000,1411290.999999999800,1592411.000000000000,1561951.000000000000,1605450.999999999800,10417370.000000000000
FS( 35 ),1403611.000000000000,1434171.000000000200,1439491.000000000000,1439641.000000000000,1651531.000000000000,1566001.000000000200,1610730.999999999800,10545180.000000000000
FS( 36 ),1392731.000000000000,1434171.000000000200,1442221.000000000000,1419931.000000000000,1609291.000000000000,1553851.000000000000,1610730.999999999800,10462930.000000000000
FS( 37 ),1384411.000000000000,1419051.000000000000,1439491.000000000000,1394011.000000000000,1595771.000000000000,1513441.000000000000,1600170.999999999800,10346350.000000000000
FS( 38 ),1390171.000000000000,1411491.000000000000,1475051.000000000000,1400490.999999999800,1626171.000000000000,1509390.999999999800,1630090.999999999800,10442860.000000000000
FS( 39 ),1395291.000000000000,1421010.999999999800,1485971.000000000000,1402651.000000000000,1639691.000000000000,1521541.000000000000,1665730.999999999800,10531890.000000000000
FS( 40 ),1409371.000000000000,1428571.000000000000,1485971.000000000000,1406971.000000000000,1651531.000000000000,1521541.000000000000,1656930.999999999800,10560890.000000000000
FS( 41 ),1395291.000000000000,1426611.000000000000,1507811.000000000000,1439641.000000000000,1641411.000000000000,1517491.000000000000,1665730.999999999800,10593990.000000000000
FS( 42 ),1401051.000000000000,1435851.000000000000,1529721.000000000000,1441801.000000000000,1663331.000000000000,1537651.000000000000,1672771.000000000000,10682180.000000000000
FS( 43 ),1415131.000000000000,1475331.000000000000,1567940.999999999800,1467721.000000000000,1666731.000000000000,1566001.000000000200,1669251.000000000000,10828110.000000000000
FS( 44 ),1417691.000000000000,1478970.999999999800,1559751.000000000000,1456921.000000000200,1646451.000000000000,1570051.000000000000,1663970.999999999800,10793810.000000000000
FS( 45 ),1406811.000000000000,1477010.999999999800,1622681.000000000000,1454761.000000000000,1661651.000000000000,1570051.000000000000,1651650.999999999500,10844620.000000000000
FS( 46 ),1415131.000000000000,1494091.000000000000,1587121.000000000000,1450441.000000000000,1663331.000000000000,1574010.999999999800,1676290.999999999800,10860420.000000000000
FS( 47 ),1411931.000000000000,1482611.000000000000,1589851.000000000200,1454761.000000000000,1648131.000000000000,1578061.000000000000,1669251.000000000000,10834600.000000000000
FS( 48 ),1398491.000000000000,1484571.000000000000,1598041.000000000000,1476631.000000000000,1646451.000000000000,1671030.999999999800,1651650.999999999500,10926870.000000000000
FS( 49 ),1411931.000000000000,1505291.000000000000,1600771.000000000000,1500391.000000000000,1639691.000000000000,1666981.000000000200,1665730.999999999800,10990790.000000000000
FS( 50 ),1417691.000000000000,1510891.000000000000,1595311.000000000000,1513621.000000000200,1644771.000000000000,1703431.000000000000,1658690.999999999800,11044410.000000000000
FS( 51 ),1420251.000000000000,1478970.999999999800,1573471.000000000000,1487431.000000000000,1646451.000000000000,1703431.000000000000,1672771.000000000000,10982780.000000000000
FS( 52 ),1409371.000000000000,1484571.000000000000,1573471.000000000000,1485271.000000000000,1616051.000000000000,1662931.000000000000,1646370.999999999800,10878040.000000000000
FS( 53 ),1434331.000000000000,1484571.000000000000,1581661.000000000000,1502551.000000000000,1602531.000000000000,1638721.000000000000,1662210.999999999800,10906580.000000000000
FS( 54 ),1436891.000000000000,1467771.000000000000,1592581.000000000000,1491751.000000000000,1602531.000000000000,1622521.000000000000,1641090.999999999800,10855140.000000000000
FS( 55 ),1434331.000000000000,1477010.999999999800,1660901.000000000000,1472040.999999999800,1624491.000000000000,1638721.000000000000,1651650.999999999500,10959150.000000000000
FS( 56 ),1445211.000000000000,1492131.000000000200,1625411.000000000000,1489591.000000000000,1605931.000000000000,1687231.000000000200,1646370.999999999800,10991880.000000000000
FS( 57 ),1450971.000000000000,1499691.000000000000,1625411.000000000000,1504710.999999999800,1643091.000000000000,1675081.000000000000,1671011.000000000000,11069970.000000000000
FS( 58 ),1450971.000000000000,1494091.000000000000,1641791.000000000000,1509031.000000000000,1654891.000000000000,1614510.999999999800,1669251.000000000000,11034540.000000000000
FS( 59 ),1445211.000000000000,1494091.000000000000,1603501.000000000000,1528740.999999999800,1651531.000000000000,1658971.000000000000,1686850.999999999800,11068900.000000000000
