代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,14389960.000000000000
真實報酬,4389960.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,15790.954598850109
風險,323542.753796432520
起點值,0.048806392397
找到最佳解世代,1567
找到最佳解實驗#,1
找到最佳解次數,43

投資組合檔數,4
1326(5)[3],2912(40)[8],4904(44)[7],8046(47)[13],
FS( 107 ),3091770.000000000000,2676820.000000000000,2594860.000000000000,3162400.000000000000,11525850.000000000000
FS( 108 ),3095900.000000000000,2693200.000000000000,2602000.000000000000,3138400.000000000000,11529500.000000000000
FS( 109 ),3099440.000000000000,2699920.000000000000,2594860.000000000000,3126399.999999999500,11520620.000000000000
FS( 110 ),3120090.000000000000,2866660.000000000000,2594860.000000000000,3247000.000000000000,11828610.000000000000
FS( 111 ),3172600.000000000500,2809960.000000000000,2598940.000000000000,3282999.999999999500,11864500.000000000000
FS( 112 ),3172600.000000000500,2859940.000000000500,2594860.000000000000,3271000.000000000000,11898400.000000000000
FS( 113 ),3128350.000000000500,2820040.000000000500,2591800.000000000000,3174700.000000000000,11714890.000000000000
FS( 114 ),3091770.000000000000,2856580.000000000000,2584660.000000000000,3210700.000000000000,11743710.000000000000
FS( 115 ),3083510.000000000000,2836420.000000000000,2581599.999999999500,3355300.000000000500,11856830.000000000000
FS( 116 ),3071120.000000000000,2813319.999999999500,2578540.000000000500,3282999.999999999500,11745980.000000000000
FS( 117 ),3051060.000000000000,2826760.000000000000,2574460.000000000000,3307000.000000000000,11759280.000000000000
FS( 118 ),3148410.000000000000,2856580.000000000000,2612200.000000000000,3331300.000000000000,11948490.000000000000
FS( 119 ),3213310.000000000000,2913280.000000000000,2608120.000000000000,3343300.000000000000,12078010.000000000000
FS( 120 ),3176729.999999999500,3006520.000000000000,2612200.000000000000,3331300.000000000000,12126750.000000000000
FS( 121 ),3180859.999999999500,2996440.000000000500,2608120.000000000000,3271000.000000000000,12056420.000000000000
FS( 122 ),3233370.000000000000,3026680.000000000000,2612200.000000000000,3234700.000000000000,12106950.000000000000
FS( 123 ),3189120.000000000000,2926719.999999999500,2608120.000000000000,3331300.000000000000,12055260.000000000000
FS( 124 ),3172600.000000000500,2899840.000000000000,2602000.000000000000,3560200.000000000500,12234640.000000000000
FS( 125 ),3075250.000000000000,2873380.000000000000,2605060.000000000000,3427600.000000000000,11981290.000000000000
FS( 126 ),3083510.000000000000,2880100.000000000000,2591800.000000000000,3379300.000000000500,11934710.000000000000
FS( 127 ),3124220.000000000500,2816680.000000000000,2588740.000000000000,3523899.999999999500,12053540.000000000000
FS( 128 ),3120090.000000000000,2876740.000000000000,2594860.000000000000,3427600.000000000000,12019290.000000000000
FS( 129 ),3067580.000000000000,2893120.000000000000,2558139.999999999500,3355300.000000000500,11874140.000000000000
FS( 130 ),3075250.000000000000,2870020.000000000000,2581599.999999999500,3427600.000000000000,11954470.000000000000
FS( 131 ),3144280.000000000000,2880100.000000000000,2584660.000000000000,3427600.000000000000,12036640.000000000000
FS( 132 ),3148410.000000000000,2880100.000000000000,2584660.000000000000,3403600.000000000000,12016770.000000000000
FS( 133 ),3131890.000000000000,2946460.000000000000,2584660.000000000000,3355300.000000000500,12018310.000000000000
FS( 134 ),3131890.000000000000,3009880.000000000000,2584660.000000000000,3379300.000000000500,12105730.000000000000
FS( 135 ),3120090.000000000000,3013240.000000000000,2584660.000000000000,3451600.000000000000,12169590.000000000000
FS( 136 ),3111830.000000000000,2993080.000000000000,2588740.000000000000,3331300.000000000000,12024950.000000000000
FS( 137 ),2970229.999999999500,2963260.000000000000,2594860.000000000000,3282999.999999999500,11811350.000000000000
FS( 138 ),2953710.000000000000,3066580.000000000000,2594860.000000000000,3307000.000000000000,11922150.000000000000
FS( 139 ),2852229.999999999500,3116560.000000000500,2578540.000000000500,3271000.000000000000,11818330.000000000000
FS( 140 ),2807979.999999999500,3043060.000000000500,2588740.000000000000,3367300.000000000000,11807080.000000000000
FS( 141 ),2836300.000000000000,3026680.000000000000,2594860.000000000000,3355300.000000000500,11813140.000000000000
FS( 142 ),2864620.000000000000,3013240.000000000000,2602000.000000000000,3307000.000000000000,11786860.000000000000
FS( 143 ),2925390.000000000000,3076660.000000000000,2618320.000000000000,3319000.000000000000,11939370.000000000000
FS( 144 ),2836300.000000000000,3006520.000000000000,2598940.000000000000,3234700.000000000000,11676460.000000000000
FS( 145 ),2779660.000000000000,2983000.000000000000,2605060.000000000000,3102400.000000000000,11470120.000000000000
FS( 146 ),2836300.000000000000,3059860.000000000000,2628520.000000000000,3234700.000000000000,11759380.000000000000
FS( 147 ),2828040.000000000000,3049780.000000000000,2628520.000000000000,3259000.000000000000,11765340.000000000000
FS( 148 ),2763140.000000000000,3039699.999999999500,2612200.000000000000,3114400.000000000000,11529440.000000000000
FS( 149 ),2812109.999999999500,3059860.000000000000,2632599.999999999500,3150399.999999999500,11654970.000000000000
FS( 150 ),2807979.999999999500,3176620.000000000000,2645860.000000000000,3222700.000000000500,11853160.000000000000
FS( 151 ),2832170.000000000000,3156460.000000000000,2679520.000000000000,3331300.000000000000,11999450.000000000000
FS( 152 ),2888810.000000000000,3209800.000000000000,2723380.000000000000,3343300.000000000000,12165290.000000000000
FS( 153 ),2925390.000000000000,3249699.999999999500,2727460.000000000000,3331300.000000000000,12233850.000000000000
FS( 154 ),2941910.000000000000,3193000.000000000000,2750920.000000000000,3307000.000000000000,12192830.000000000000
FS( 155 ),3042800.000000000000,3229540.000000000500,2750920.000000000000,3379300.000000000500,12402560.000000000000
FS( 156 ),2961970.000000000500,3189640.000000000000,2727460.000000000000,3367300.000000000000,12246370.000000000000
FS( 157 ),2966100.000000000500,3236260.000000000000,2723380.000000000000,3379300.000000000500,12305040.000000000000
FS( 158 ),2986160.000000000000,3282880.000000000000,2717260.000000000000,3379300.000000000500,12365600.000000000000
FS( 159 ),2977900.000000000000,3273219.999999999500,2717260.000000000000,3355300.000000000500,12323680.000000000000
FS( 160 ),2973770.000000000000,3256420.000000000000,2717260.000000000000,3295000.000000000000,12242450.000000000000
FS( 161 ),2957840.000000000000,3209800.000000000000,2717260.000000000000,3282999.999999999500,12167900.000000000000
FS( 162 ),2990290.000000000000,3176620.000000000000,2689720.000000000000,3391300.000000000000,12247930.000000000000
FS( 163 ),2973770.000000000000,3103120.000000000000,2710120.000000000000,3295000.000000000000,12082010.000000000000
FS( 164 ),3014479.999999999500,3196360.000000000000,2710120.000000000000,3222700.000000000500,12143660.000000000000
FS( 165 ),2970229.999999999500,3093040.000000000500,2710120.000000000000,3174700.000000000000,11948090.000000000000
FS( 166 ),2990290.000000000000,3129580.000000000000,2740720.000000000000,3234700.000000000000,12095290.000000000000
FS( 167 ),3059320.000000000000,3113199.999999999500,2771320.000000000000,3222700.000000000500,12166540.000000000000
FS( 168 ),3152540.000000000000,3109840.000000000000,2876380.000000000000,3282999.999999999500,12421760.000000000000
FS( 169 ),3115960.000000000000,3143020.000000000000,2883520.000000000000,3451600.000000000000,12594100.000000000000
FS( 170 ),3120090.000000000000,3226600.000000000000,2899840.000000000000,3523899.999999999500,12770430.000000000000
FS( 171 ),3102979.999999999500,3276580.000000000000,2968180.000000000000,3523899.999999999500,12871640.000000000000
FS( 172 ),3059910.000000000000,3273219.999999999500,3015099.999999999500,3716800.000000000500,13065030.000000000000
FS( 173 ),3046930.000000000000,3236260.000000000000,2968180.000000000000,3680499.999999999500,12931870.000000000000
FS( 174 ),3146050.000000000000,3323199.999999999500,2971240.000000000000,3640600.000000000000,13081090.000000000000
FS( 175 ),3120090.000000000000,3359740.000000000000,2961040.000000000500,3653200.000000000000,13094070.000000000000
FS( 176 ),3077020.000000000000,3559660.000000000000,2947780.000000000000,3465700.000000000000,13050160.000000000000
FS( 177 ),3077020.000000000000,3476080.000000000000,2988580.000000000500,3590499.999999999500,13132180.000000000000
FS( 178 ),3128940.000000000000,3476080.000000000000,2984500.000000000000,3590499.999999999500,13180020.000000000000
FS( 179 ),3137200.000000000500,3476080.000000000000,2984500.000000000000,3590499.999999999500,13188280.000000000000
FS( 180 ),3120090.000000000000,3459699.999999999500,2984500.000000000000,3503200.000000000000,13067490.000000000000
FS( 181 ),3133070.000000000000,3442900.000000000000,3019180.000000000000,3528100.000000000000,13123250.000000000000
FS( 182 ),3077020.000000000000,3492880.000000000000,3019180.000000000000,3428200.000000000000,13017280.000000000000
FS( 183 ),3007990.000000000000,3492880.000000000000,3004900.000000000000,3415600.000000000000,12921370.000000000000
FS( 184 ),3081740.000000000000,3526060.000000000500,2994700.000000000000,3403300.000000000000,13005800.000000000000
FS( 185 ),3046930.000000000000,3542860.000000000000,3042639.999999999500,3390700.000000000000,13023130.000000000000
FS( 186 ),3012710.000000000000,3526060.000000000500,3042639.999999999500,3328300.000000000000,12909710.000000000000
FS( 187 ),3055780.000000000000,3526060.000000000500,3066099.999999999500,3428200.000000000000,13076140.000000000000
FS( 188 ),3072890.000000000000,3576040.000000000500,3070180.000000000000,3440800.000000000000,13159910.000000000000
FS( 189 ),3094129.999999999500,3597040.000000000500,3076300.000000000000,3390700.000000000000,13158170.000000000000
FS( 190 ),3124810.000000000000,3648699.999999999500,3083440.000000000000,3303100.000000000000,13160050.000000000000
FS( 191 ),3133070.000000000000,3665920.000000000000,3103840.000000000000,3378100.000000000000,13280930.000000000000
FS( 192 ),3137200.000000000500,3872980.000000000000,3089560.000000000000,3415600.000000000000,13515340.000000000000
FS( 193 ),3107109.999999999500,3976300.000000000000,3035500.000000000000,3340600.000000000000,13459510.000000000000
FS( 194 ),3102979.999999999500,3803680.000000000000,2981440.000000000000,3153100.000000000000,13041200.000000000000
FS( 195 ),3055780.000000000000,3717580.000000000000,2981440.000000000000,2940700.000000000000,12695500.000000000000
FS( 196 ),3090000.000000000000,3683140.000000000000,2999800.000000000000,2915800.000000000000,12688740.000000000000
FS( 197 ),3077020.000000000000,3872980.000000000000,2999800.000000000000,2953300.000000000000,12903100.000000000000
FS( 198 ),3046930.000000000000,3976300.000000000000,3018160.000000000000,2928400.000000000000,12969790.000000000000
FS( 199 ),3077020.000000000000,3976300.000000000000,3018160.000000000000,2978200.000000000000,13049680.000000000000
FS( 200 ),3046930.000000000000,3924640.000000000000,2995720.000000000000,3028300.000000000000,12995590.000000000000
FS( 201 ),3046930.000000000000,3907420.000000000000,2995720.000000000000,3003400.000000000000,12953470.000000000000
FS( 202 ),3081740.000000000000,3924640.000000000000,3011020.000000000000,3028300.000000000000,13045700.000000000000
FS( 203 ),3046930.000000000000,4096840.000000000000,3011020.000000000000,3028300.000000000000,13183090.000000000000
FS( 204 ),3025690.000000000000,3976300.000000000000,2967160.000000000000,2840800.000000000000,12809950.000000000000
FS( 205 ),3033950.000000000500,3838120.000000000000,2999800.000000000000,2678500.000000000000,12550370.000000000000
FS( 206 ),3059910.000000000000,3786460.000000000000,3028360.000000000000,2740900.000000000000,12615630.000000000000
FS( 207 ),3046930.000000000000,3924640.000000000000,3053860.000000000000,2590900.000000000000,12616330.000000000000
FS( 208 ),3077020.000000000000,4114060.000000000500,3018160.000000000000,2628400.000000000000,12837640.000000000000
FS( 209 ),3068760.000000000000,4010740.000000000000,3006940.000000000000,2740900.000000000000,12827340.000000000000
FS( 210 ),3094129.999999999500,3941860.000000000000,3002860.000000000000,2678500.000000000000,12717350.000000000000
FS( 211 ),3115960.000000000000,4062400.000000000000,3002860.000000000000,2728300.000000000000,12909520.000000000000
FS( 212 ),3141920.000000000000,4131280.000000000500,3011020.000000000000,2765800.000000000000,13050020.000000000000
FS( 213 ),3167879.999999999500,4148500.000000000000,3006940.000000000000,2778400.000000000000,13101720.000000000000
FS( 214 ),3163160.000000000000,4062400.000000000000,3021220.000000000000,2790700.000000000000,13037480.000000000000
FS( 215 ),3137200.000000000500,4079620.000000000000,3028360.000000000000,2740900.000000000000,12986080.000000000000
FS( 216 ),3176140.000000000000,4096840.000000000000,3049780.000000000000,2790700.000000000000,13113460.000000000000
FS( 217 ),3245170.000000000000,4338340.000000000000,3115060.000000000000,2903200.000000000000,13601770.000000000000
FS( 218 ),3232190.000000000000,4269460.000000000000,3133420.000000000000,2865700.000000000000,13500770.000000000000
FS( 219 ),3271129.999999999500,4321120.000000000000,3137500.000000000000,2828200.000000000000,13557950.000000000000
FS( 220 ),3236320.000000000000,4252240.000000000000,3126280.000000000000,2790700.000000000000,13405540.000000000000
FS( 221 ),3258150.000000000000,4372780.000000000900,3112000.000000000000,2803300.000000000000,13546230.000000000000
FS( 222 ),3279390.000000000000,4407220.000000000000,3119139.999999999500,2815900.000000000000,13621650.000000000000
FS( 223 ),3279390.000000000000,4476100.000000000000,3129340.000000000000,2765800.000000000000,13650630.000000000000
FS( 224 ),3284109.999999999500,4786479.999999999100,3137500.000000000000,2778400.000000000000,13986489.999999998000
FS( 225 ),3284109.999999999500,4700380.000000000000,3129340.000000000000,2803300.000000000000,13917130.000000000000
FS( 226 ),3309479.999999999500,4683160.000000000000,3154840.000000000000,2815900.000000000000,13963380.000000000000
FS( 227 ),3288240.000000000000,4665940.000000000000,3112000.000000000000,2953300.000000000000,14019480.000000000000
FS( 228 ),3297090.000000000000,4562620.000000000000,3147700.000000000000,3153100.000000000000,14160510.000000000000
FS( 229 ),3262280.000000000000,4665940.000000000000,3180340.000000000000,3078400.000000000000,14186960.000000000000
FS( 230 ),3284109.999999999500,4579840.000000000000,3191560.000000000000,3165700.000000000000,14221210.000000000000
FS( 231 ),3305350.000000000500,4683160.000000000000,3187480.000000000000,3140800.000000000000,14316790.000000000000
FS( 232 ),3284109.999999999500,4579840.000000000000,3166060.000000000000,3053200.000000000000,14083210.000000000000
FS( 233 ),3284109.999999999500,4631500.000000000000,3201760.000000000000,3140800.000000000000,14258170.000000000000
FS( 234 ),3331310.000000000000,4665940.000000000000,3205840.000000000000,3078400.000000000000,14281490.000000000000
FS( 235 ),3322460.000000000000,4545400.000000000000,3154840.000000000000,3053200.000000000000,14075900.000000000000
FS( 236 ),3297090.000000000000,4372780.000000000900,3180340.000000000000,2915800.000000000000,13766010.000000000000
FS( 237 ),3262280.000000000000,4407220.000000000000,3169120.000000000000,2928400.000000000000,13767020.000000000000
FS( 238 ),3284109.999999999500,4562620.000000000000,3176260.000000000000,2915800.000000000000,13938790.000000000000
FS( 239 ),3438690.000000000000,4562620.000000000000,3212980.000000000000,2965900.000000000000,14180190.000000000000
FS( 240 ),3507720.000000000500,4407220.000000000000,3220120.000000000000,2915800.000000000000,14050860.000000000000
FS( 241 ),3520700.000000000500,4303900.000000000000,3166060.000000000000,2915800.000000000000,13906460.000000000000
FS( 242 ),3499460.000000000000,4148500.000000000000,3198700.000000000000,2965900.000000000000,13812560.000000000000
FS( 243 ),3516570.000000000000,4217800.000000000000,3245620.000000000000,2940700.000000000000,13920690.000000000000
FS( 244 ),3546660.000000000000,4303900.000000000000,3205840.000000000000,2940700.000000000000,13997100.000000000000
FS( 245 ),3563770.000000000000,4286680.000000000000,3227260.000000000000,2953300.000000000000,14031010.000000000000
FS( 246 ),3727200.000000000500,4269460.000000000000,3227260.000000000000,2978200.000000000000,14202120.000000000000
FS( 247 ),3835169.999999999500,4183359.999999999500,3224200.000000000000,3090700.000000000000,14333430.000000000000
FS( 248 ),3831040.000000000000,4217800.000000000000,3227260.000000000000,3040900.000000000000,14317000.000000000000
FS( 249 ),3904200.000000000000,4183359.999999999500,3212980.000000000000,3115600.000000000000,14416140.000000000000
FS( 250 ),3792100.000000000500,4217800.000000000000,3201760.000000000000,3178300.000000000000,14389960.000000000000
