代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12631505.708799999000
真實報酬,2631505.708799999200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,8661.573166372435
風險,215678.886768750670
起點值,0.040159578418
找到最佳解世代,1678
找到最佳解實驗#,3
找到最佳解次數,25

投資組合檔數,7
1326(5)[1],2354(20)[8],2912(40)[5],3045(41)[3],4904(44)[6],8046(47)[14],9999(49)[28],
Stock#,1326(5)[1],2354(20)[8],2912(40)[5],3045(41)[3],4904(44)[6],8046(47)[14],9999(49)[28],
張數,33,25,23,34,57,15,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,6931.000000000233,44571.000000000000,36381.000000000000,19270.999999999767,5851.000000000000,43020.999999999767,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1387651.000000000200,1402821.000000000000,1421211.000000000000,1419050.999999999800,1402351.000000000000,1356270.999999999800,1428571.000000000000,9817930.000000000000
FS( 3 ),1392271.000000000200,1393571.000000000000,1406721.000000000000,1407150.999999999800,1408051.000000000000,1344270.999999999800,1428571.000000000000,9780610.000000000000
FS( 4 ),1412731.000000000200,1417821.000000000000,1423051.000000000000,1438090.999999999800,1408051.000000000000,1428571.000000000000,1428571.000000000000,9956890.000000000000
FS( 5 ),1435501.000000000200,1413321.000000000000,1434091.000000000000,1449990.999999999800,1419451.000000000200,1422570.999999999800,1428571.000000000000,10003500.000000000000
FS( 6 ),1442101.000000000200,1399571.000000000000,1428571.000000000000,1447610.999999999800,1421161.000000000000,1416570.999999999800,1428571.000000000000,9984160.000000000000
FS( 7 ),1453651.000000000200,1396571.000000000000,1434091.000000000000,1459850.999999999800,1426861.000000000000,1362270.999999999800,1428571.000000000000,9961870.000000000000
FS( 8 ),1455631.000000000200,1454321.000000000000,1441221.000000000000,1447610.999999999800,1426861.000000000000,1356270.999999999800,1428571.000000000000,10010490.000000000000
FS( 9 ),1428571.000000000000,1484571.000000000000,1448581.000000000000,1440470.999999999500,1419451.000000000200,1374270.999999999800,1428571.000000000000,10024490.000000000000
FS( 10 ),1451341.000000000200,1560321.000000000000,1454101.000000000000,1438090.999999999800,1415461.000000000200,1344270.999999999800,1428571.000000000000,10092160.000000000000
FS( 11 ),1480711.000000000200,1621071.000000000000,1459621.000000000000,1455090.999999999800,1430851.000000000000,1344270.999999999800,1428571.000000000000,10220190.000000000000
FS( 12 ),1442101.000000000200,1613321.000000000000,1457780.999999999800,1435710.999999999500,1428571.000000000000,1356270.999999999800,1428571.000000000000,10162330.000000000000
FS( 13 ),1426261.000000000200,1651321.000000000000,1457780.999999999800,1452710.999999999500,1432561.000000000000,1350270.999999999800,1428571.000000000000,10199480.000000000000
FS( 14 ),1433191.000000000200,1636071.000000000000,1446741.000000000000,1452710.999999999500,1428571.000000000000,1356270.999999999800,1428571.000000000000,10182130.000000000000
FS( 15 ),1457941.000000000200,1628571.000000000000,1437541.000000000000,1442850.999999999800,1430851.000000000000,1332120.999999999800,1428571.000000000000,10158450.000000000000
FS( 16 ),1403491.000000000200,1636071.000000000000,1421211.000000000000,1445230.999999999800,1411471.000000000200,1283970.999999999800,1428571.000000000000,10030020.000000000000
FS( 17 ),1423951.000000000200,1742321.000000000000,1423051.000000000000,1416670.999999999800,1408051.000000000000,1320120.999999999800,1428571.000000000000,10162740.000000000000
FS( 18 ),1478401.000000000200,1810571.000000000000,1413851.000000000000,1426190.999999999800,1408051.000000000000,1302120.999999999800,1428571.000000000000,10267760.000000000000
FS( 19 ),1455631.000000000200,1795321.000000000000,1406721.000000000000,1435710.999999999500,1409760.999999999800,1277970.999999999800,1428571.000000000000,10209690.000000000000
FS( 20 ),1415041.000000000500,1780071.000000000000,1392001.000000000000,1442850.999999999800,1408051.000000000000,1289970.999999999500,1428571.000000000000,10156560.000000000000
FS( 21 ),1405801.000000000500,1757321.000000000200,1397521.000000000000,1419050.999999999800,1405770.999999999800,1283970.999999999800,1428571.000000000000,10098010.000000000000
FS( 22 ),1401181.000000000200,1719571.000000000000,1392001.000000000000,1419050.999999999800,1405770.999999999800,1283970.999999999800,1428571.000000000000,10050120.000000000000
FS( 23 ),1399201.000000000200,1704321.000000000000,1390161.000000000000,1414290.999999999800,1392661.000000000000,1265970.999999999800,1428571.000000000000,9995180.000000000000
FS( 24 ),1392271.000000000200,1704321.000000000000,1413851.000000000000,1438090.999999999800,1392661.000000000000,1227420.999999999500,1428571.000000000000,9997190.000000000000
FS( 25 ),1430881.000000000200,1734570.999999999800,1419371.000000000000,1452710.999999999500,1404061.000000000000,1223670.999999999500,1428571.000000000000,10093840.000000000000
FS( 26 ),1417351.000000000200,1711821.000000000000,1423051.000000000000,1447610.999999999800,1408051.000000000000,1229821.000000000000,1428571.000000000000,10066280.000000000000
FS( 27 ),1449031.000000000500,1719571.000000000000,1424891.000000000000,1449990.999999999800,1409760.999999999800,1223670.999999999500,1428571.000000000000,10105490.000000000000
FS( 28 ),1469491.000000000200,1727071.000000000000,1439381.000000000000,1459850.999999999800,1411471.000000000200,1253820.999999999800,1428571.000000000000,10189660.000000000000
FS( 29 ),1489621.000000000200,1818071.000000000000,1432251.000000000000,1449990.999999999800,1411471.000000000200,1235820.999999999800,1428571.000000000000,10265800.000000000000
FS( 30 ),1503481.000000000200,1802821.000000000000,1432251.000000000000,1488410.999999999800,1405770.999999999800,1243020.999999999800,1428571.000000000000,10304330.000000000000
FS( 31 ),1537471.000000000500,1825570.999999999800,1434091.000000000000,1476510.999999999800,1409760.999999999800,1245420.999999999500,1428571.000000000000,10357400.000000000000
FS( 32 ),1523611.000000000200,1818071.000000000000,1432251.000000000000,1474130.999999999800,1409760.999999999800,1253820.999999999800,1428571.000000000000,10340220.000000000000
FS( 33 ),1589611.000000000200,1840820.999999999800,1437541.000000000000,1478890.999999999800,1413750.999999999800,1283970.999999999800,1428571.000000000000,10473160.000000000000
FS( 34 ),1566841.000000000200,1795321.000000000000,1441221.000000000000,1474130.999999999800,1419451.000000000200,1326121.000000000000,1428571.000000000000,10451660.000000000000
FS( 35 ),1548691.000000000200,1818071.000000000000,1435701.000000000200,1495550.999999999800,1413750.999999999800,1320120.999999999800,1428571.000000000000,10460460.000000000000
FS( 36 ),1528231.000000000200,1818071.000000000000,1432251.000000000000,1462230.999999999800,1415461.000000000200,1332120.999999999800,1428571.000000000000,10416940.000000000000
FS( 37 ),1519321.000000000000,1825570.999999999800,1432251.000000000000,1464610.999999999800,1415461.000000000200,1320120.999999999800,1428571.000000000000,10405910.000000000000
FS( 38 ),1514701.000000000200,1818071.000000000000,1434091.000000000000,1466990.999999999800,1417171.000000000200,1308121.000000000000,1428571.000000000000,10387720.000000000000
FS( 39 ),1548691.000000000200,1802821.000000000000,1439381.000000000000,1466990.999999999800,1417171.000000000200,1320120.999999999800,1428571.000000000000,10423750.000000000000
FS( 40 ),1562221.000000000500,1787821.000000000000,1444901.000000000000,1466990.999999999800,1421161.000000000000,1326121.000000000000,1428571.000000000000,10437790.000000000000
FS( 41 ),1548691.000000000200,1780071.000000000000,1444901.000000000000,1466990.999999999800,1419451.000000000200,1404420.999999999800,1428571.000000000000,10493100.000000000000
FS( 42 ),1496551.000000000500,1727071.000000000000,1417530.999999999800,1455090.999999999800,1408051.000000000000,1404420.999999999800,1428571.000000000000,10337290.000000000000
FS( 43 ),1512391.000000000000,1749820.999999999800,1413851.000000000000,1466990.999999999800,1408051.000000000000,1422570.999999999800,1428571.000000000000,10402250.000000000000
FS( 44 ),1548691.000000000200,1727071.000000000000,1430411.000000000000,1476510.999999999800,1422871.000000000000,1416570.999999999800,1428571.000000000000,10450700.000000000000
