代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12070720.000000000000
真實報酬,2070720.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,9003.792853078279
風險,149021.043049770520
起點值,0.060419606982
找到最佳解世代,1925
找到最佳解實驗#,1
找到最佳解次數,48

投資組合檔數,5
2325(16)[7],2412(24)[4],3045(42)[12],6505(47)[2],9999(49)[26],
Stock#,2325(16)[7],2412(24)[4],3045(42)[12],6505(47)[2],9999(49)[26],
張數,56,22,22,30,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,24879.999999999767,45080.000000000000,20880.000000000000,27800.000000000233,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2007839.999999999500,1991860.000000000000,2006160.000000000000,1964600.000000000500,2000000.000000000000,9970460.000000000000
FS( 3 ),2064959.999999999800,1998019.999999999800,2039819.999999999800,1983800.000000000200,2000000.000000000000,10086600.000000000000
FS( 4 ),2052639.999999999800,2001980.000000000000,2006160.000000000000,2021900.000000000200,2000000.000000000000,10082680.000000000000
FS( 5 ),2077839.999999999800,2001980.000000000000,2029920.000000000000,1991900.000000000200,2000000.000000000000,10101640.000000000000
FS( 6 ),2112560.000000000000,1981960.000000000000,2010120.000000000000,1994600.000000000500,2000000.000000000000,10099240.000000000000
FS( 7 ),2147840.000000000000,2001980.000000000000,2010120.000000000000,2054300.000000000200,2000000.000000000000,10214240.000000000000
FS( 8 ),2162960.000000000000,2001980.000000000000,2010120.000000000000,2068100.000000000500,2000000.000000000000,10243160.000000000000
FS( 9 ),2165199.999999999100,2011880.000000000200,2029920.000000000000,2046200.000000000200,2000000.000000000000,10253200.000000000000
