代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12993240.000000000000
真實報酬,2993240.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11219.929972513381
風險,205501.941916298940
起點值,0.054597683447
找到最佳解世代,1336
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,8
2002(8)[28],2207(11)[11],2317(16)[1],2330(19)[2],2354(22)[24],2357(23)[5],2474(28)[6],9999(49)[40],
Stock#,2002(8)[28],2207(11)[11],2317(16)[1],2330(19)[2],2354(22)[24],2357(23)[5],2474(28)[6],9999(49)[40],
張數,56,4,23,13,21,6,7,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,15760.000000000000,39880.000000000000,47100.000000000233,50880.000000000000,5960.000000000000,36320.000000000000,115090.000000000230,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1240480.000000000000,1235840.000000000000,1248390.000000000200,1244279.999999999800,1235930.000000000000,1303940.000000000200,1250000.000000000000,1250000.000000000000,10008860.000000000000
FS( 3 ),1247760.000000000000,1258800.000000000000,1262420.000000000500,1255720.000000000200,1229000.000000000000,1273459.999999999800,1253080.000000000200,1250000.000000000000,10030240.000000002000
FS( 4 ),1244960.000000000000,1253520.000000000000,1252990.000000000200,1244279.999999999800,1227320.000000000000,1275800.000000000000,1256230.000000000200,1250000.000000000000,10005100.000000000000
FS( 5 ),1233199.999999999800,1250000.000000000000,1254600.000000000200,1232840.000000000000,1229000.000000000000,1282820.000000000000,1328540.000000000200,1250000.000000000000,10061000.000000000000
FS( 6 ),1244960.000000000000,1272960.000000000000,1271620.000000000200,1255720.000000000200,1216820.000000000000,1285160.000000000000,1325390.000000000200,1250000.000000000000,10122630.000000000000
FS( 7 ),1250000.000000000000,1287080.000000000000,1276220.000000000200,1244279.999999999800,1222070.000000000000,1280480.000000000000,1353740.000000000000,1250000.000000000000,10163870.000000000000
FS( 8 ),1252240.000000000000,1295920.000000000000,1250000.000000000000,1255720.000000000200,1209890.000000000000,1261760.000000000000,1353740.000000000000,1250000.000000000000,10129270.000000000000
FS( 9 ),1242720.000000000000,1280000.000000000000,1254600.000000000200,1232840.000000000000,1211570.000000000000,1261760.000000000000,1322240.000000000000,1250000.000000000000,10055730.000000000000
