代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12021080.000000000000
真實報酬,2021080.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,5937.396369270622
風險,193719.499979671470
起點值,0.030649451242
找到最佳解世代,1399
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
1216(2)[11],2330(17)[2],2454(26)[5],4904(45)[1],9999(49)[13],
Stock#,1216(2)[11],2330(17)[2],2454(26)[5],4904(45)[1],9999(49)[13],
張數,67,33,9,56,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,3399.999999999767,16040.000000000233,178940.000000000000,13120.000000000233,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1973199.999999999800,1967000.000000000000,2024930.000000000200,2001680.000000000200,2000000.000000000000,9966810.000000000000
FS( 3 ),1929649.999999999800,1931360.000000000200,1974980.000000000000,1989360.000000000200,2000000.000000000000,9825350.000000000000
FS( 4 ),1871359.999999999800,1928720.000000000200,1874990.000000000000,2020720.000000000500,2000000.000000000000,9695790.000000000000
FS( 5 ),1777559.999999999800,1835990.000000000200,1778600.000000000000,1916000.000000000000,2000000.000000000000,9308150.000000000000
FS( 6 ),1794309.999999999800,1797710.000000000200,1828550.000000000000,1843200.000000000200,2000000.000000000000,9263770.000000000000
FS( 7 ),1858629.999999999800,1745570.000000000200,1942850.000000000000,1826400.000000000500,2000000.000000000000,9373450.000000000000
FS( 8 ),1970519.999999999800,1813880.000000000200,2007110.000000000000,1863920.000000000000,2000000.000000000000,9655430.000000000000
FS( 9 ),1949750.000000000000,1830380.000000000200,2064260.000000000000,1874560.000000000200,2000000.000000000000,9718950.000000000000
FS( 10 ),1917589.999999999800,1794740.000000000200,2014220.000000000000,1891360.000000000200,2000000.000000000000,9617910.000000000000
FS( 11 ),2018089.999999999800,1841270.000000000200,2082080.000000000000,1928880.000000000200,2000000.000000000000,9870320.000000000000
FS( 12 ),2054939.999999999800,1819490.000000000200,2053550.000000000000,1924400.000000000500,2000000.000000000000,9852380.000000000000
FS( 13 ),2054939.999999999800,1813880.000000000200,2007110.000000000000,1903680.000000000200,2000000.000000000000,9779610.000000000000
FS( 14 ),2000000.000000000000,1775930.000000000000,1992800.000000000000,1903680.000000000200,2000000.000000000000,9672410.000000000000
FS( 15 ),1908879.999999999800,1762070.000000000200,1978580.000000000000,1889120.000000000200,2000000.000000000000,9538650.000000000000
FS( 16 ),1849250.000000000000,1792100.000000000200,2099900.000000000000,1882960.000000000500,2000000.000000000000,9624210.000000000000
FS( 17 ),1954439.999999999800,1841270.000000000200,2121410.000000000000,1876240.000000000500,2000000.000000000000,9793360.000000000000
FS( 18 ),1894809.999999999800,1860410.000000000500,2178470.000000000000,1893040.000000000200,2000000.000000000000,9826730.000000000000
FS( 19 ),1847239.999999999800,1846880.000000000200,2185670.000000000000,1964160.000000000500,2000000.000000000000,9843950.000000000000
FS( 20 ),1874709.999999999800,1871300.000000000200,2267750.000000000000,1949600.000000000200,2000000.000000000000,9963360.000000000000
FS( 21 ),1945059.999999999800,1912550.000000000200,2242730.000000000000,1949600.000000000200,2000000.000000000000,10049940.000000000000
FS( 22 ),1940369.999999999800,1901330.000000000500,2249930.000000000000,1924400.000000000500,2000000.000000000000,10016030.000000000000
FS( 23 ),1951759.999999999800,1912550.000000000200,2260640.000000000000,1954080.000000000000,2000000.000000000000,10079030.000000000000
FS( 24 ),1972529.999999999800,1890440.000000000000,2249930.000000000000,1958000.000000000000,2000000.000000000000,10070900.000000000000
FS( 25 ),1945059.999999999800,1860410.000000000500,2274860.000000000000,1937280.000000000000,2000000.000000000000,10017610.000000000000
FS( 26 ),1876720.000000000000,1835990.000000000200,2214200.000000000000,1920480.000000000500,2000000.000000000000,9847390.000000000000
FS( 27 ),1858629.999999999800,1822130.000000000200,2135630.000000000000,1895280.000000000000,2000000.000000000000,9711670.000000000000
