代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,15013020.000000000000
真實報酬,5013020.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,19394.040975753971
風險,163839.854077943720
起點值,0.118371937554
找到最佳解世代,1720
找到最佳解實驗#,1
找到最佳解次數,39

投資組合檔數,8
1101(0)[15],2308(14)[1],2317(16)[6],2357(23)[5],2382(24)[4],2454(27)[3],2474(28)[2],2882(33)[16],
Stock#,1101(0)[15],2308(14)[1],2317(16)[6],2357(23)[5],2382(24)[4],2454(27)[3],2474(28)[2],2882(33)[16],
張數,38,10,25,6,24,4,9,39,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,18800.000000000000,73000.000000000000,32000.000000000000,139400.000000000000,14960.000000000000,40560.000000000000,102139.999999999770,11750.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1242019.999999999800,1280500.000000000000,1255750.000000000000,1268720.000000000000,1253839.999999999800,1268600.000000000000,1302559.999999999800,1262090.000000000200,10134080.000000000000
FS( 3 ),1251519.999999999800,1267400.000000000000,1255750.000000000000,1259360.000000000000,1280960.000000000000,1273640.000000000000,1290499.999999999800,1260530.000000000200,10139660.000000000000
FS( 4 ),1257600.000000000000,1289200.000000000000,1258750.000000000000,1285160.000000000000,1315760.000000000200,1282120.000000000000,1302559.999999999800,1270670.000000000000,10261820.000000000000
FS( 5 ),1259500.000000000000,1263000.000000000000,1269250.000000000000,1261700.000000000200,1327280.000000000000,1288840.000000000000,1286449.999999999800,1273790.000000000000,10229810.000000000000
FS( 6 ),1259500.000000000000,1276100.000000000000,1319500.000000000000,1259360.000000000000,1306159.999999999800,1290560.000000000000,1282399.999999999500,1276520.000000000000,10270100.000000000000
FS( 7 ),1267100.000000000000,1263000.000000000000,1319500.000000000000,1278140.000000000000,1310000.000000000000,1287160.000000000000,1290499.999999999800,1272230.000000000000,10287630.000000000000
FS( 8 ),1267100.000000000000,1267400.000000000000,1302750.000000000000,1264039.999999999800,1308080.000000000200,1290560.000000000000,1294459.999999999800,1273790.000000000000,10268180.000000000000
FS( 9 ),1289140.000000000000,1263000.000000000000,1282750.000000000000,1261700.000000000200,1300400.000000000000,1304080.000000000000,1310659.999999999800,1283929.999999999800,10295660.000000000000
FS( 10 ),1273560.000000000200,1258699.999999999800,1286000.000000000000,1252340.000000000000,1300400.000000000000,1292240.000000000000,1294459.999999999800,1270670.000000000000,10228370.000000000000
FS( 11 ),1248480.000000000000,1245600.000000000200,1282750.000000000000,1240640.000000000000,1300400.000000000000,1277040.000000000000,1274299.999999999800,1253120.000000000000,10122330.000000000000
FS( 12 ),1303199.999999999800,1250000.000000000000,1302750.000000000000,1240640.000000000000,1329440.000000000000,1290560.000000000000,1298510.000000000000,1270670.000000000000,10285770.000000000000
FS( 13 ),1292179.999999999800,1250000.000000000000,1301000.000000000000,1245320.000000000000,1310000.000000000000,1297320.000000000000,1310659.999999999800,1267940.000000000000,10274420.000000000000
FS( 14 ),1287620.000000000000,1254300.000000000000,1301000.000000000000,1264039.999999999800,1290560.000000000000,1290560.000000000000,1355119.999999999800,1251560.000000000000,10294760.000000000000
FS( 15 ),1326380.000000000000,1328400.000000000000,1306000.000000000000,1264039.999999999800,1242320.000000000200,1293920.000000000000,1383469.999999999800,1267940.000000000000,10412470.000000000000
FS( 16 ),1313840.000000000000,1337200.000000000000,1317750.000000000000,1254680.000000000000,1255760.000000000200,1288840.000000000000,1403630.000000000000,1267940.000000000000,10439640.000000000000
FS( 17 ),1320300.000000000000,1306600.000000000000,1316000.000000000000,1254680.000000000000,1255760.000000000200,1295600.000000000000,1399579.999999999800,1270670.000000000000,10419190.000000000000
FS( 18 ),1320300.000000000000,1315399.999999999800,1299500.000000000000,1254680.000000000000,1251920.000000000000,1297320.000000000000,1367269.999999999500,1250000.000000000000,10356390.000000000000
FS( 19 ),1360960.000000000000,1337200.000000000000,1307750.000000000000,1259360.000000000000,1250000.000000000000,1292240.000000000000,1363219.999999999800,1264820.000000000200,10435550.000000000000
FS( 20 ),1354500.000000000000,1324100.000000000000,1301000.000000000000,1242980.000000000000,1253839.999999999800,1275360.000000000000,1367269.999999999500,1250000.000000000000,10369050.000000000000
FS( 21 ),1320300.000000000000,1337200.000000000000,1294500.000000000000,1240640.000000000000,1253839.999999999800,1275360.000000000000,1419829.999999999800,1258970.000000000000,10400640.000000000000
FS( 22 ),1338920.000000000200,1324100.000000000000,1286000.000000000000,1214840.000000000000,1240400.000000000000,1283800.000000000000,1395529.999999999800,1255850.000000000000,10339440.000000000000
FS( 23 ),1348420.000000000200,1367700.000000000000,1302750.000000000000,1219520.000000000200,1279040.000000000000,1310800.000000000000,1439990.000000000000,1298750.000000000000,10566970.000000000000
FS( 24 ),1360960.000000000000,1363300.000000000000,1301000.000000000000,1238300.000000000000,1261760.000000000200,1322640.000000000000,1444039.999999999500,1291340.000000000200,10583340.000000000000
FS( 25 ),1352980.000000000000,1363300.000000000000,1289250.000000000000,1219520.000000000200,1265599.999999999800,1300680.000000000000,1383469.999999999800,1312010.000000000200,10486810.000000000000
FS( 26 ),1379580.000000000200,1345900.000000000000,1299500.000000000000,1240640.000000000000,1269440.000000000000,1319280.000000000000,1395529.999999999800,1336969.999999999800,10586840.000000000000
FS( 27 ),1367039.999999999800,1354600.000000000000,1291000.000000000000,1224260.000000000200,1271360.000000000000,1331080.000000000000,1411729.999999999800,1369340.000000000200,10620410.000000000000
FS( 28 ),1360960.000000000000,1363300.000000000000,1292750.000000000000,1179740.000000000000,1280960.000000000000,1339520.000000000000,1444039.999999999500,1354520.000000000000,10615790.000000000000
FS( 29 ),1367039.999999999800,1354600.000000000000,1269250.000000000000,1118780.000000000000,1302320.000000000200,1339520.000000000000,1411729.999999999800,1361929.999999999800,10525170.000000000000
FS( 30 ),1388699.999999999800,1354600.000000000000,1266000.000000000000,1128140.000000000000,1319599.999999999800,1371640.000000000000,1411729.999999999800,1365050.000000000200,10605460.000000000000
FS( 31 ),1387179.999999999800,1345900.000000000000,1261000.000000000000,1118780.000000000000,1306159.999999999800,1356440.000000000000,1403630.000000000000,1369340.000000000200,10548430.000000000000
FS( 32 ),1390600.000000000000,1345900.000000000000,1264250.000000000000,1146920.000000000000,1311920.000000000000,1371640.000000000000,1427929.999999999800,1354520.000000000000,10613680.000000000000
FS( 33 ),1381100.000000000000,1358900.000000000000,1286000.000000000000,1179740.000000000000,1354400.000000000000,1375000.000000000000,1435939.999999999800,1361929.999999999800,10733010.000000000000
FS( 34 ),1367039.999999999800,1358900.000000000000,1287750.000000000000,1160960.000000000000,1364000.000000000000,1363200.000000000000,1468339.999999999800,1367780.000000000200,10737970.000000000000
FS( 35 ),1367039.999999999800,1358900.000000000000,1294500.000000000000,1191440.000000000000,1356320.000000000200,1363200.000000000000,1480399.999999999500,1370900.000000000000,10782700.000000000000
FS( 36 ),1357539.999999999800,1363300.000000000000,1291000.000000000000,1170320.000000000000,1325360.000000000000,1378400.000000000000,1464289.999999999500,1352960.000000000000,10703170.000000000000
FS( 37 ),1354500.000000000000,1376400.000000000000,1299500.000000000000,1189099.999999999800,1323440.000000000000,1371640.000000000000,1508749.999999999800,1360370.000000000000,10783700.000000000000
FS( 38 ),1332840.000000000000,1380700.000000000000,1289250.000000000000,1205480.000000000000,1319599.999999999800,1353040.000000000000,1468339.999999999800,1351790.000000000000,10701040.000000000000
FS( 39 ),1349940.000000000000,1424300.000000000000,1286000.000000000000,1217180.000000000000,1339040.000000000000,1361480.000000000000,1476349.999999999800,1375190.000000000000,10829480.000000000000
FS( 40 ),1345000.000000000000,1428699.999999999800,1269250.000000000000,1214840.000000000000,1360159.999999999800,1375000.000000000000,1476349.999999999800,1377920.000000000000,10847220.000000000000
FS( 41 ),1352980.000000000000,1402500.000000000000,1286000.000000000000,1217180.000000000000,1385360.000000000000,1375000.000000000000,1492549.999999999800,1377920.000000000000,10889490.000000000000
FS( 42 ),1352980.000000000000,1402500.000000000000,1277750.000000000000,1193779.999999999800,1362080.000000000200,1398640.000000000000,1484449.999999999800,1403270.000000000000,10875450.000000000000
FS( 43 ),1341960.000000000000,1376400.000000000000,1276000.000000000000,1240640.000000000000,1319599.999999999800,1407120.000000000000,1492549.999999999800,1389230.000000000000,10843500.000000000000
FS( 44 ),1315360.000000000000,1389500.000000000000,1269250.000000000000,1252340.000000000000,1329440.000000000000,1501680.000000000000,1561309.999999999800,1381429.999999999800,11000310.000000000000
FS( 45 ),1298260.000000000000,1354600.000000000000,1262500.000000000000,1235960.000000000000,1315760.000000000200,1493240.000000000000,1545109.999999999800,1357639.999999999800,10863070.000000000000
FS( 46 ),1292179.999999999800,1337200.000000000000,1276000.000000000000,1235960.000000000000,1362080.000000000200,1500000.000000000000,1553209.999999999800,1377920.000000000000,10934550.000000000000
FS( 47 ),1299780.000000000000,1337200.000000000000,1277750.000000000000,1207820.000000000000,1385360.000000000000,1491560.000000000000,1565269.999999999500,1371679.999999999800,10936420.000000000000
FS( 48 ),1299780.000000000000,1337200.000000000000,1267500.000000000000,1193779.999999999800,1323440.000000000000,1486480.000000000000,1532959.999999999800,1362320.000000000200,10803460.000000000000
FS( 49 ),1298260.000000000000,1341500.000000000000,1284250.000000000000,1198460.000000000000,1277120.000000000000,1479720.000000000000,1557260.000000000000,1367000.000000000000,10803570.000000000000
FS( 50 ),1317260.000000000000,1345900.000000000000,1277750.000000000000,1203140.000000000000,1288640.000000000000,1442560.000000000000,1565269.999999999500,1371679.999999999800,10812200.000000000000
FS( 51 ),1298260.000000000000,1337200.000000000000,1276000.000000000000,1184420.000000000000,1265599.999999999800,1434120.000000000000,1549159.999999999800,1362320.000000000200,10707080.000000000000
FS( 52 ),1298260.000000000000,1319700.000000000000,1292750.000000000000,1193779.999999999800,1279040.000000000000,1427360.000000000000,1541059.999999999800,1363880.000000000000,10715830.000000000000
FS( 53 ),1343480.000000000000,1328400.000000000000,1291000.000000000000,1207820.000000000000,1271360.000000000000,1427360.000000000000,1537010.000000000000,1379480.000000000000,10785910.000000000000
FS( 54 ),1360960.000000000000,1358900.000000000000,1296000.000000000000,1238300.000000000000,1238480.000000000000,1439200.000000000000,1553209.999999999800,1415750.000000000000,10900800.000000000000
FS( 55 ),1388699.999999999800,1358900.000000000000,1299500.000000000000,1250000.000000000000,1263680.000000000000,1498320.000000000000,1557260.000000000000,1420429.999999999800,11036790.000000000000
FS( 56 ),1346900.000000000200,1341500.000000000000,1299500.000000000000,1252340.000000000000,1246159.999999999800,1456080.000000000000,1545109.999999999800,1420429.999999999800,10908020.000000000000
FS( 57 ),1332840.000000000000,1337200.000000000000,1286000.000000000000,1250000.000000000000,1223120.000000000000,1442560.000000000000,1504699.999999999800,1411070.000000000200,10787490.000000000000
FS( 58 ),1348420.000000000200,1398200.000000000000,1279250.000000000000,1280480.000000000000,1228880.000000000000,1472960.000000000000,1500649.999999999500,1437590.000000000200,10946430.000000000000
FS( 59 ),1381100.000000000000,1380700.000000000000,1287750.000000000000,1289840.000000000000,1230800.000000000000,1486480.000000000000,1512799.999999999800,1469179.999999999800,11038650.000000000000
FS( 60 ),1379580.000000000200,1424300.000000000000,1294500.000000000000,1289840.000000000000,1234640.000000000000,1498320.000000000000,1512799.999999999800,1461380.000000000000,11095360.000000000000
FS( 61 ),1423280.000000000000,1446100.000000000000,1292750.000000000000,1308560.000000000000,1263680.000000000000,1488200.000000000000,1508749.999999999800,1469179.999999999800,11200500.000000000000
FS( 62 ),1454440.000000000000,1450500.000000000000,1301000.000000000000,1327340.000000000000,1265599.999999999800,1510120.000000000000,1528909.999999999800,1475420.000000000000,11313330.000000000000
FS( 63 ),1481039.999999999800,1450500.000000000000,1336250.000000000000,1360099.999999999800,1288640.000000000000,1513520.000000000000,1557260.000000000000,1472300.000000000200,11459610.000000000000
FS( 64 ),1465460.000000000000,1485400.000000000000,1339500.000000000000,1353080.000000000000,1279040.000000000000,1493240.000000000000,1561309.999999999800,1467620.000000000000,11444650.000000000000
