代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12777675.708799999000
真實報酬,2777675.708799999200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11331.377813005020
風險,139271.504231096010
起點值,0.081361782337
找到最佳解世代,1767
找到最佳解實驗#,2
找到最佳解次數,21

投資組合檔數,7
2325(18)[8],2474(28)[9],2882(33)[2],2891(38)[1],2912(40)[10],3008(41)[5],9999(49)[34],
Stock#,2325(18)[8],2474(28)[9],2882(33)[2],2891(38)[1],2912(40)[10],3008(41)[5],9999(49)[34],
張數,57,12,50,126,9,1,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,16681.000000000233,34291.000000000000,24071.000000000000,3510.999999999767,140941.000000000230,669421.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1446241.000000000200,1423411.000000000200,1419071.000000000000,1408410.999999999800,1432441.000000000200,1420211.000000000000,1428571.000000000000,9978360.000000000000
FS( 3 ),1437121.000000000200,1413091.000000000200,1470571.000000000000,1415970.999999999800,1424611.000000000200,1426711.000000000000,1428571.000000000000,10016650.000000000000
FS( 4 ),1489561.000000000000,1356211.000000000000,1463571.000000000000,1419750.999999999800,1420741.000000000200,1386761.000000000000,1428571.000000000000,9965170.000000000000
FS( 5 ),1458781.000000000500,1366531.000000000000,1535571.000000000000,1463850.999999999800,1416781.000000000200,1379331.000000000000,1428571.000000000000,10049420.000000000000
FS( 6 ),1507231.000000000200,1356211.000000000000,1568571.000000000000,1472670.999999999800,1440271.000000000200,1379331.000000000000,1428571.000000000000,10152860.000000000000
FS( 7 ),1498111.000000000000,1340731.000000000000,1572071.000000000000,1472670.999999999800,1440271.000000000200,1377471.000000000000,1428571.000000000000,10129900.000000000000
FS( 8 ),1485001.000000000500,1387170.999999999800,1520571.000000000000,1463850.999999999800,1452061.000000000500,1358881.000000000000,1428571.000000000000,10096110.000000000000
FS( 9 ),1500391.000000000200,1376851.000000000000,1535571.000000000000,1468890.999999999800,1440271.000000000200,1357031.000000000000,1428571.000000000000,10107580.000000000000
FS( 10 ),1498111.000000000000,1387170.999999999800,1524071.000000000000,1456290.999999999800,1420741.000000000200,1361671.000000000000,1428571.000000000000,10076630.000000000000
FS( 11 ),1498111.000000000000,1387170.999999999800,1496571.000000000000,1436130.999999999800,1389421.000000000200,1393261.000000000000,1428571.000000000000,10029240.000000000000
FS( 12 ),1489561.000000000000,1361371.000000000000,1458071.000000000000,1432350.999999999800,1369801.000000000200,1374681.000000000000,1428571.000000000000,9914410.000000000000
FS( 13 ),1481011.000000000500,1361371.000000000000,1500071.000000000000,1423530.999999999800,1389421.000000000200,1367251.000000000000,1428571.000000000000,9951230.000000000000
FS( 14 ),1430851.000000000000,1371691.000000000000,1539071.000000000000,1432350.999999999800,1377631.000000000200,1367251.000000000000,1428571.000000000000,9947420.000000000000
