代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12659100.000000000000
真實報酬,2659100.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10477.846886566460
風險,157125.434826581040
起點值,0.066684600734
找到最佳解世代,1887
找到最佳解實驗#,2
找到最佳解次數,19

投資組合檔數,8
2002(7)[14],2207(10)[1],2354(20)[3],2881(30)[2],2892(39)[12],3008(41)[8],3045(42)[15],9904(49)[17],
Stock#,2002(7)[14],2207(10)[1],2354(20)[3],2881(30)[2],2892(39)[12],3008(41)[8],3045(42)[15],9904(49)[17],
張數,57,3,21,34,99,0,15,42,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,18230.000000000000,310610.000000000000,40820.000000000000,26340.000000000000,4580.000000000000,1250000.000000000000,45500.000000000000,5540.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1239740.000000000000,1242050.000000000000,1248110.000000000000,1242860.000000000000,1247030.000000000000,1250000.000000000000,1246250.000000000000,1233620.000000000000,9949660.000000000000
FS( 3 ),1242590.000000000200,1251320.000000000000,1265540.000000000000,1250000.000000000000,1244060.000000000000,1250000.000000000000,1234250.000000000000,1284860.000000000000,10022620.000000000000
FS( 4 ),1244869.999999999800,1247330.000000000000,1260290.000000000000,1247279.999999999800,1244060.000000000000,1250000.000000000000,1232899.999999999800,1290320.000000000000,10017050.000000000000
FS( 5 ),1239740.000000000000,1251320.000000000000,1256930.000000000000,1242860.000000000000,1244060.000000000000,1250000.000000000000,1237850.000000000000,1279400.000000000000,10002160.000000000000
FS( 6 ),1244869.999999999800,1261910.000000000000,1265540.000000000000,1257140.000000000200,1256930.000000000200,1250000.000000000000,1246250.000000000000,1277300.000000000000,10059940.000000000000
FS( 7 ),1244869.999999999800,1269860.000000000000,1256930.000000000000,1255779.999999999800,1253959.999999999800,1250000.000000000000,1245050.000000000000,1259240.000000000000,10035690.000000000000
FS( 8 ),1242590.000000000200,1273850.000000000000,1263860.000000000000,1255779.999999999800,1250000.000000000000,1250000.000000000000,1243850.000000000000,1301240.000000000000,10081170.000000000000
FS( 9 ),1250000.000000000000,1261910.000000000000,1262180.000000000000,1247279.999999999800,1253959.999999999800,1250000.000000000000,1242650.000000000000,1290320.000000000000,10058300.000000000000
FS( 10 ),1242590.000000000200,1263230.000000000000,1258610.000000000000,1251360.000000000000,1253959.999999999800,1250000.000000000000,1245050.000000000000,1299560.000000000000,10064360.000000000000
FS( 11 ),1242590.000000000200,1267220.000000000000,1258610.000000000000,1254420.000000000000,1253959.999999999800,1250000.000000000000,1245050.000000000000,1328540.000000000000,10100390.000000000000
FS( 12 ),1264820.000000000200,1284440.000000000000,1267430.000000000000,1255779.999999999800,1253959.999999999800,1250000.000000000000,1253600.000000000200,1344920.000000000000,10174950.000000000000
FS( 13 ),1274510.000000000000,1280450.000000000000,1262180.000000000000,1262920.000000000000,1256930.000000000200,1250000.000000000000,1264550.000000000000,1319300.000000000000,10170840.000000000000
FS( 14 ),1274510.000000000000,1275170.000000000000,1267430.000000000000,1255779.999999999800,1256930.000000000200,1250000.000000000000,1257200.000000000000,1348700.000000000000,10185720.000000000000
FS( 15 ),1267100.000000000200,1276490.000000000000,1270790.000000000000,1263260.000000000000,1263860.000000000000,1250000.000000000000,1256000.000000000000,1319300.000000000000,10166800.000000000000
FS( 16 ),1269379.999999999800,1306970.000000000000,1274360.000000000000,1269039.999999999800,1270789.999999999800,1250000.000000000000,1258400.000000000000,1310480.000000000000,10209420.000000000000
FS( 17 ),1254560.000000000200,1314920.000000000000,1265540.000000000000,1286720.000000000000,1273760.000000000000,1250000.000000000000,1251199.999999999800,1297460.000000000000,10194160.000000000000
FS( 18 ),1261970.000000000000,1320200.000000000000,1310900.000000000000,1285020.000000000000,1276729.999999999800,1250000.000000000000,1247600.000000000000,1299560.000000000000,10251980.000000000000
FS( 19 ),1252280.000000000000,1320200.000000000000,1298719.999999999800,1277880.000000000000,1287620.000000000200,1250000.000000000000,1243699.999999999800,1313840.000000000000,10244240.000000000000
FS( 20 ),1254560.000000000200,1320200.000000000000,1303969.999999999800,1295560.000000000000,1287620.000000000200,1250000.000000000000,1233350.000000000000,1321400.000000000000,10266660.000000000000
FS( 21 ),1257409.999999999800,1330820.000000000000,1330219.999999999800,1291140.000000000200,1287620.000000000200,1250000.000000000000,1225700.000000000000,1310480.000000000000,10283390.000000000000
FS( 22 ),1257409.999999999800,1336100.000000000000,1352900.000000000000,1293860.000000000000,1293560.000000000000,1250000.000000000000,1233350.000000000000,1308380.000000000000,10325560.000000000000
FS( 23 ),1254560.000000000200,1324190.000000000000,1356260.000000000000,1283660.000000000000,1283660.000000000000,1250000.000000000000,1219250.000000000000,1268060.000000000000,10239640.000000000000
FS( 24 ),1250000.000000000000,1326830.000000000000,1340719.999999999800,1291140.000000000200,1283660.000000000000,1250000.000000000000,1202600.000000000000,1277300.000000000000,10222250.000000000000
FS( 25 ),1254560.000000000200,1325510.000000000000,1324969.999999999800,1291140.000000000200,1273760.000000000000,1250000.000000000000,1215350.000000000000,1292000.000000000000,10227290.000000000000
FS( 26 ),1259690.000000000000,1321520.000000000000,1328540.000000000000,1304400.000000000200,1287620.000000000200,1250000.000000000000,1214149.999999999800,1248320.000000000000,10214240.000000000000
FS( 27 ),1257409.999999999800,1316240.000000000000,1345969.999999999800,1339420.000000000000,1290590.000000000000,1250000.000000000000,1217899.999999999800,1273939.999999999800,10291470.000000000000
FS( 28 ),1254560.000000000200,1336100.000000000000,1349330.000000000000,1370360.000000000000,1303459.999999999800,1250000.000000000000,1212800.000000000000,1228160.000000000000,10304770.000000000000
FS( 29 ),1250000.000000000000,1322870.000000000000,1331900.000000000000,1367640.000000000200,1297520.000000000000,1250000.000000000000,1214149.999999999800,1244540.000000000000,10278620.000000000000
FS( 30 ),1247149.999999999800,1333460.000000000000,1340719.999999999800,1408779.999999999800,1307420.000000000000,1250000.000000000000,1206350.000000000000,1231100.000000000000,10324980.000000000000
FS( 31 ),1247149.999999999800,1317560.000000000000,1382510.000000000000,1454340.000000000000,1317320.000000000000,1250000.000000000000,1202600.000000000000,1238660.000000000000,10410140.000000000000
FS( 32 ),1250000.000000000000,1299020.000000000000,1358150.000000000000,1408779.999999999800,1317320.000000000000,1250000.000000000000,1206350.000000000000,1250000.000000000000,10339620.000000000000
FS( 33 ),1254560.000000000200,1318880.000000000000,1358150.000000000000,1420340.000000000000,1330190.000000000200,1250000.000000000000,1210250.000000000000,1259660.000000000000,10402030.000000000000
FS( 34 ),1250000.000000000000,1326830.000000000000,1358150.000000000000,1422039.999999999800,1324250.000000000000,1250000.000000000000,1225700.000000000000,1250000.000000000000,10406970.000000000000
FS( 35 ),1269379.999999999800,1320200.000000000000,1368650.000000000000,1429180.000000000000,1330190.000000000200,1250000.000000000000,1228250.000000000000,1242439.999999999800,10438290.000000000000
FS( 36 ),1272230.000000000000,1333460.000000000000,1366760.000000000000,1444140.000000000200,1334150.000000000000,1250000.000000000000,1230800.000000000000,1236980.000000000000,10468520.000000000000
FS( 37 ),1274510.000000000000,1332140.000000000000,1377260.000000000000,1458760.000000000000,1347020.000000000000,1250000.000000000000,1230800.000000000000,1219760.000000000000,10490250.000000000000
FS( 38 ),1279639.999999999800,1338770.000000000000,1368650.000000000000,1476440.000000000000,1353950.000000000200,1250000.000000000000,1228250.000000000000,1212200.000000000000,10507900.000000000000
FS( 39 ),1291609.999999999800,1365260.000000000000,1358150.000000000000,1482220.000000000000,1393550.000000000000,1250000.000000000000,1228250.000000000000,1221860.000000000000,10590900.000000000000
FS( 40 ),1304149.999999999800,1427540.000000000000,1349330.000000000000,1423400.000000000200,1370780.000000000000,1250000.000000000000,1235900.000000000000,1252100.000000000000,10613200.000000000000
FS( 41 ),1311560.000000000200,1457989.999999999800,1351219.999999999800,1455700.000000000000,1380680.000000000200,1250000.000000000000,1235900.000000000000,1271000.000000000000,10714050.000000000000
FS( 42 ),1296740.000000000000,1377770.000000000000,1345969.999999999800,1423400.000000000200,1370780.000000000000,1250000.000000000000,1228250.000000000000,1282340.000000000000,10575250.000000000000
FS( 43 ),1296740.000000000000,1343630.000000000000,1331900.000000000000,1391100.000000000000,1374740.000000000000,1250000.000000000000,1230800.000000000000,1268900.000000000000,10487810.000000000000
FS( 44 ),1301300.000000000200,1366850.000000000000,1333580.000000000000,1391100.000000000000,1352959.999999999800,1250000.000000000000,1234700.000000000000,1271000.000000000000,10501490.000000000000
FS( 45 ),1286480.000000000000,1297250.000000000000,1303969.999999999800,1336700.000000000000,1316330.000000000000,1250000.000000000000,1216700.000000000000,1250000.000000000000,10257430.000000000000
FS( 46 ),1281920.000000000000,1334090.000000000000,1297040.000000000000,1357100.000000000000,1320289.999999999800,1250000.000000000000,1217899.999999999800,1250000.000000000000,10308340.000000000000
FS( 47 ),1291609.999999999800,1306790.000000000000,1303969.999999999800,1365940.000000000000,1320289.999999999800,1250000.000000000000,1241149.999999999800,1240760.000000000000,10320510.000000000000
FS( 48 ),1281920.000000000000,1308170.000000000000,1297040.000000000000,1363220.000000000000,1312370.000000000200,1250000.000000000000,1243699.999999999800,1252100.000000000000,10308520.000000000000
FS( 49 ),1289330.000000000200,1313630.000000000000,1293469.999999999800,1391100.000000000000,1327219.999999999800,1250000.000000000000,1252700.000000000000,1253780.000000000000,10371230.000000000000
FS( 50 ),1299020.000000000000,1328630.000000000000,1303969.999999999800,1389740.000000000000,1316330.000000000000,1250000.000000000000,1244899.999999999800,1246220.000000000000,10378810.000000000000
FS( 51 ),1306430.000000000000,1358660.000000000200,1351219.999999999800,1399940.000000000000,1331180.000000000200,1250000.000000000000,1247600.000000000000,1274780.000000000000,10519810.000000000000
FS( 52 ),1314409.999999999800,1365470.000000000200,1359830.000000000000,1422039.999999999800,1342070.000000000000,1250000.000000000000,1253900.000000000000,1271000.000000000000,10578720.000000000000
FS( 53 ),1319540.000000000000,1365470.000000000200,1368650.000000000000,1402660.000000000000,1338110.000000000000,1250000.000000000000,1260350.000000000000,1265120.000000000000,10569900.000000000000
FS( 54 ),1319540.000000000000,1364120.000000000000,1389440.000000000000,1379200.000000000000,1323260.000000000000,1250000.000000000000,1260350.000000000000,1240760.000000000000,10526670.000000000000
FS( 55 ),1334930.000000000000,1411880.000000000000,1382510.000000000000,1396880.000000000000,1338110.000000000000,1250000.000000000000,1265450.000000000000,1259660.000000000000,10639420.000000000000
FS( 56 ),1348040.000000000000,1403690.000000000000,1378940.000000000000,1452980.000000000000,1349000.000000000000,1250000.000000000000,1266800.000000000000,1271000.000000000000,10720450.000000000000
FS( 57 ),1345190.000000000000,1415960.000000000000,1375580.000000000000,1452980.000000000000,1352959.999999999800,1250000.000000000000,1270700.000000000000,1280240.000000000000,10743610.000000000000
FS( 58 ),1355450.000000000000,1456910.000000000200,1386080.000000000000,1467600.000000000000,1385630.000000000000,1250000.000000000000,1278350.000000000000,1319720.000000000000,10899740.000000000000
FS( 59 ),1355450.000000000000,1451450.000000000000,1386080.000000000000,1460120.000000000000,1385630.000000000000,1250000.000000000000,1273250.000000000000,1314260.000000000000,10876240.000000000000
FS( 60 ),1355450.000000000000,1462370.000000000000,1380830.000000000000,1455700.000000000000,1374740.000000000000,1250000.000000000000,1277150.000000000000,1321820.000000000000,10878060.000000000000
FS( 61 ),1360580.000000000200,1499210.000000000000,1384190.000000000000,1483580.000000000000,1382660.000000000000,1250000.000000000000,1288699.999999999800,1333160.000000000000,10982080.000000000000
FS( 62 ),1360580.000000000200,1489670.000000000000,1429130.000000000000,1485279.999999999800,1382660.000000000000,1250000.000000000000,1291250.000000000000,1319720.000000000000,11008290.000000000000
FS( 63 ),1350320.000000000200,1458260.000000000000,1432910.000000000200,1461480.000000000000,1360880.000000000000,1250000.000000000000,1270700.000000000000,1308380.000000000000,10892930.000000000000
FS( 64 ),1358300.000000000200,1478749.999999999800,1440260.000000000000,1479160.000000000000,1385630.000000000000,1250000.000000000000,1232150.000000000000,1302920.000000000000,10927170.000000000000
FS( 65 ),1358300.000000000200,1458260.000000000000,1431020.000000000000,1465900.000000000200,1382660.000000000000,1250000.000000000000,1210250.000000000000,1284020.000000000000,10840410.000000000000
FS( 66 ),1360580.000000000200,1493749.999999999800,1432910.000000000200,1496840.000000000000,1411370.000000000200,1250000.000000000000,1216700.000000000000,1282340.000000000000,10944490.000000000000
FS( 67 ),1360580.000000000200,1484210.000000000000,1423670.000000000000,1494120.000000000000,1408400.000000000000,1250000.000000000000,1223150.000000000000,1278560.000000000000,10922690.000000000000
FS( 68 ),1363430.000000000000,1470559.999999999800,1418000.000000000000,1492420.000000000000,1404440.000000000200,1250000.000000000000,1217899.999999999800,1284020.000000000000,10900770.000000000000
FS( 69 ),1368560.000000000200,1467830.000000000000,1434800.000000000000,1502960.000000000000,1415330.000000000000,1250000.000000000000,1215350.000000000000,1302920.000000000000,10957750.000000000000
FS( 70 ),1363430.000000000000,1465100.000000000000,1418000.000000000000,1496840.000000000000,1411370.000000000200,1250000.000000000000,1215350.000000000000,1282340.000000000000,10902430.000000000000
FS( 71 ),1370840.000000000200,1451450.000000000000,1408760.000000000000,1485279.999999999800,1415330.000000000000,1250000.000000000000,1207700.000000000000,1308380.000000000000,10897740.000000000000
FS( 72 ),1365710.000000000000,1454180.000000000000,1397630.000000000000,1467600.000000000000,1397510.000000000000,1250000.000000000000,1215350.000000000000,1267220.000000000000,10815200.000000000000
FS( 73 ),1365710.000000000000,1460989.999999999800,1401410.000000000200,1452980.000000000000,1389590.000000000000,1250000.000000000000,1210250.000000000000,1242439.999999999800,10773370.000000000000
FS( 74 ),1353170.000000000000,1441910.000000000200,1382719.999999999800,1446860.000000000000,1371770.000000000000,1250000.000000000000,1202600.000000000000,1238660.000000000000,10687690.000000000000
FS( 75 ),1370840.000000000200,1450100.000000000000,1395739.999999999800,1451279.999999999800,1389590.000000000000,1250000.000000000000,1210250.000000000000,1244540.000000000000,10762340.000000000000
FS( 76 ),1391930.000000000000,1448720.000000000200,1425560.000000000000,1467600.000000000000,1393550.000000000000,1250000.000000000000,1208900.000000000000,1255880.000000000000,10842140.000000000000
FS( 77 ),1386230.000000000000,1462370.000000000000,1425560.000000000000,1472020.000000000000,1389590.000000000000,1250000.000000000000,1212800.000000000000,1261340.000000000000,10859910.000000000000
FS( 78 ),1381100.000000000200,1437800.000000000000,1419890.000000000000,1468960.000000000000,1382660.000000000000,1250000.000000000000,1197350.000000000200,1223540.000000000000,10761300.000000000000
FS( 79 ),1363430.000000000000,1426880.000000000000,1425560.000000000000,1444140.000000000200,1378700.000000000200,1250000.000000000000,1192250.000000000000,1229420.000000000000,10710380.000000000000
FS( 80 ),1378820.000000000200,1441910.000000000200,1451390.000000000000,1442440.000000000000,1378700.000000000200,1250000.000000000000,1215350.000000000000,1238660.000000000000,10797270.000000000000
FS( 81 ),1368560.000000000200,1436450.000000000000,1429130.000000000000,1422039.999999999800,1371770.000000000000,1250000.000000000000,1197350.000000000200,1238660.000000000000,10713960.000000000000
FS( 82 ),1360580.000000000200,1441910.000000000200,1429130.000000000000,1394160.000000000000,1363850.000000000000,1250000.000000000000,1228250.000000000000,1250000.000000000000,10717880.000000000000
FS( 83 ),1340060.000000000200,1415960.000000000000,1436690.000000000000,1399940.000000000000,1356920.000000000000,1250000.000000000000,1221800.000000000000,1246220.000000000000,10667590.000000000000
FS( 84 ),1360580.000000000200,1440530.000000000000,1436690.000000000000,1399940.000000000000,1349000.000000000000,1250000.000000000000,1232150.000000000000,1280240.000000000000,10749130.000000000000
FS( 85 ),1350320.000000000200,1424150.000000000000,1447820.000000000000,1394160.000000000000,1352959.999999999800,1250000.000000000000,1228250.000000000000,1257560.000000000000,10705220.000000000000
FS( 86 ),1329800.000000000200,1407770.000000000000,1447820.000000000000,1396880.000000000000,1356920.000000000000,1250000.000000000000,1232150.000000000000,1236980.000000000000,10658320.000000000000
FS( 87 ),1334930.000000000000,1415960.000000000000,1457060.000000000000,1439720.000000000000,1374740.000000000000,1250000.000000000000,1243699.999999999800,1246220.000000000000,10762330.000000000000
FS( 88 ),1332080.000000000200,1410499.999999999800,1470080.000000000000,1432240.000000000000,1363850.000000000000,1250000.000000000000,1228250.000000000000,1229420.000000000000,10716420.000000000000
FS( 89 ),1348040.000000000000,1439180.000000000000,1468190.000000000000,1444140.000000000200,1371770.000000000000,1250000.000000000000,1242350.000000000200,1225640.000000000200,10789310.000000000000
FS( 90 ),1342340.000000000200,1426880.000000000000,1462520.000000000000,1438020.000000000000,1371770.000000000000,1250000.000000000000,1239800.000000000200,1202960.000000000000,10734290.000000000000
FS( 91 ),1355450.000000000000,1451450.000000000000,1460840.000000000000,1477800.000000000000,1371770.000000000000,1250000.000000000000,1248800.000000000000,1159700.000000000000,10775810.000000000000
FS( 92 ),1334930.000000000000,1430989.999999999800,1416110.000000000000,1449920.000000000000,1342070.000000000000,1250000.000000000000,1259149.999999999800,1152140.000000000200,10635310.000000000000
FS( 93 ),1340060.000000000200,1439180.000000000000,1449500.000000000000,1476440.000000000000,1349000.000000000000,1250000.000000000000,1269350.000000000200,1161380.000000000000,10734910.000000000000
FS( 94 ),1348040.000000000000,1410499.999999999800,1423670.000000000000,1460120.000000000000,1335140.000000000000,1250000.000000000000,1277150.000000000000,1148360.000000000000,10652980.000000000000
FS( 95 ),1348040.000000000000,1409150.000000000000,1423670.000000000000,1438020.000000000000,1327219.999999999800,1250000.000000000000,1279700.000000000000,1155920.000000000000,10631720.000000000000
FS( 96 ),1319540.000000000000,1361390.000000000000,1379150.000000000000,1391100.000000000000,1320289.999999999800,1250000.000000000000,1292449.999999999800,1108880.000000000000,10422800.000000000000
FS( 97 ),1329800.000000000200,1400960.000000000000,1425560.000000000000,1417620.000000000000,1331180.000000000200,1250000.000000000000,1289899.999999999800,1157600.000000000000,10602620.000000000000
FS( 98 ),1348040.000000000000,1391420.000000000000,1423670.000000000000,1422039.999999999800,1331180.000000000200,1250000.000000000000,1279700.000000000000,1187840.000000000000,10633890.000000000000
FS( 99 ),1353170.000000000000,1426880.000000000000,1432910.000000000200,1430880.000000000000,1349000.000000000000,1250000.000000000000,1271900.000000000000,1212200.000000000000,10726940.000000000000
FS( 100 ),1350320.000000000200,1439180.000000000000,1440260.000000000000,1446860.000000000000,1360880.000000000000,1250000.000000000000,1275800.000000000000,1214300.000000000000,10777600.000000000000
FS( 101 ),1348040.000000000000,1405040.000000000000,1429130.000000000000,1439720.000000000000,1352959.999999999800,1250000.000000000000,1282250.000000000000,1214300.000000000000,10721440.000000000000
FS( 102 ),1355450.000000000000,1435070.000000000000,1429130.000000000000,1455700.000000000000,1352959.999999999800,1250000.000000000000,1274450.000000000000,1214300.000000000000,10767060.000000000000
FS( 103 ),1355450.000000000000,1506050.000000000000,1470080.000000000000,1520300.000000000000,1367810.000000000000,1250000.000000000000,1271900.000000000000,1221860.000000000000,10963450.000000000000
FS( 104 ),1360580.000000000200,1511480.000000000200,1470080.000000000000,1532200.000000000000,1371770.000000000000,1250000.000000000000,1286149.999999999800,1246220.000000000000,11028480.000000000000
FS( 105 ),1363430.000000000000,1522400.000000000000,1520060.000000000000,1523360.000000000000,1371770.000000000000,1250000.000000000000,1314350.000000000200,1257560.000000000000,11122930.000000000000
FS( 106 ),1370840.000000000200,1525130.000000000000,1544210.000000000000,1537980.000000000000,1374740.000000000000,1250000.000000000000,1314350.000000000200,1267220.000000000000,11184470.000000000000
FS( 107 ),1368560.000000000200,1533320.000000000000,1553450.000000000000,1535260.000000000000,1374740.000000000000,1250000.000000000000,1309250.000000000000,1274780.000000000000,11199360.000000000000
FS( 108 ),1358300.000000000200,1526510.000000000000,1553450.000000000000,1526420.000000000000,1371770.000000000000,1250000.000000000000,1310450.000000000000,1250000.000000000000,11146900.000000000000
FS( 109 ),1365710.000000000000,1541510.000000000000,1555340.000000000000,1520300.000000000000,1360880.000000000000,1250000.000000000000,1304149.999999999800,1255880.000000000000,11153770.000000000000
FS( 110 ),1365710.000000000000,1551080.000000000000,1521950.000000000000,1505680.000000000000,1346030.000000000000,1250000.000000000000,1314350.000000000200,1268900.000000000000,11123700.000000000000
FS( 111 ),1353170.000000000000,1533320.000000000000,1551770.000000000000,1508740.000000000000,1346030.000000000000,1250000.000000000000,1295150.000000000000,1267220.000000000000,11105400.000000000000
FS( 112 ),1368560.000000000200,1615220.000000000200,1561010.000000000000,1537980.000000000000,1374740.000000000000,1250000.000000000000,1307899.999999999800,1287800.000000000000,11303210.000000000000
FS( 113 ),1360580.000000000200,1626110.000000000000,1572140.000000000000,1535260.000000000000,1371770.000000000000,1250000.000000000000,1305350.000000000000,1263439.999999999800,11284650.000000000000
FS( 114 ),1353170.000000000000,1559270.000000000000,1562900.000000000200,1499900.000000000200,1346030.000000000000,1250000.000000000000,1293800.000000000000,1233200.000000000000,11098270.000000000000
FS( 115 ),1350320.000000000200,1560620.000000000000,1596289.999999999800,1520300.000000000000,1360880.000000000000,1250000.000000000000,1310450.000000000000,1257560.000000000000,11206420.000000000000
FS( 116 ),1353170.000000000000,1544239.999999999800,1581380.000000000000,1520300.000000000000,1367810.000000000000,1250000.000000000000,1305350.000000000000,1242439.999999999800,11164690.000000000000
FS( 117 ),1350320.000000000200,1508780.000000000000,1587050.000000000000,1492420.000000000000,1360880.000000000000,1250000.000000000000,1293800.000000000000,1242439.999999999800,11085690.000000000000
FS( 118 ),1353170.000000000000,1587920.000000000000,1590620.000000000000,1491060.000000000000,1371770.000000000000,1250000.000000000000,1302800.000000000000,1295360.000000000000,11242700.000000000000
FS( 119 ),1358300.000000000200,1660249.999999999800,1618550.000000000000,1502960.000000000000,1382660.000000000000,1250000.000000000000,1311800.000000000000,1382300.000000000000,11466820.000000000000
