代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11003470.000000000000
真實報酬,1003470.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,3988.149944394826
風險,147960.032766575950
起點值,0.026954238045
找到最佳解世代,1667
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,4
1216(2)[2],2412(24)[1],3008(41)[37],9999(49)[5],
Stock#,1216(2)[2],2412(24)[1],3008(41)[37],9999(49)[5],
張數,56,29,0,-1,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,29840.000000000000,10350.000000000466,2500000.000000000000,2500000.000000000000,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2500000.000000000000,2507540.000000000500,2500000.000000000000,2500000.000000000000,10007540.000000000000
FS( 3 ),2495520.000000000500,2510150.000000000500,2500000.000000000000,2500000.000000000000,10005670.000000000000
FS( 4 ),2480400.000000000000,2492460.000000000500,2500000.000000000000,2500000.000000000000,9972860.000000000000
FS( 5 ),2485440.000000000000,2497390.000000000500,2500000.000000000000,2500000.000000000000,9982830.000000000000
FS( 6 ),2485440.000000000000,2502610.000000000000,2500000.000000000000,2500000.000000000000,9988050.000000000000
FS( 7 ),2588480.000000000000,2502610.000000000000,2500000.000000000000,2500000.000000000000,10091090.000000000000
FS( 8 ),2632719.999999999500,2492460.000000000500,2500000.000000000000,2500000.000000000000,10125180.000000000000
FS( 9 ),2696560.000000000000,2484920.000000000500,2500000.000000000000,2500000.000000000000,10181480.000000000000
FS( 10 ),2687040.000000000500,2484920.000000000500,2500000.000000000000,2500000.000000000000,10171960.000000000000
FS( 11 ),2730719.999999999500,2484920.000000000500,2500000.000000000000,2500000.000000000000,10215640.000000000000
FS( 12 ),2701600.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10201600.000000000000
FS( 13 ),2711120.000000000000,2487530.000000000500,2500000.000000000000,2500000.000000000000,10198650.000000000000
FS( 14 ),2687040.000000000500,2464910.000000000500,2500000.000000000000,2500000.000000000000,10151950.000000000000
FS( 15 ),2687040.000000000500,2479990.000000000500,2500000.000000000000,2500000.000000000000,10167030.000000000000
FS( 16 ),2682000.000000000000,2474770.000000000500,2500000.000000000000,2500000.000000000000,10156770.000000000000
FS( 17 ),2671920.000000000000,2469840.000000000900,2500000.000000000000,2500000.000000000000,10141760.000000000000
FS( 18 ),2691520.000000000500,2469840.000000000900,2500000.000000000000,2500000.000000000000,10161360.000000002000
FS( 19 ),2721200.000000000000,2457370.000000000500,2500000.000000000000,2500000.000000000000,10178570.000000000000
FS( 20 ),2716159.999999999500,2449830.000000000500,2500000.000000000000,2500000.000000000000,10165990.000000000000
FS( 21 ),2676960.000000000500,2452150.000000000500,2500000.000000000000,2500000.000000000000,10129110.000000000000
FS( 22 ),2721200.000000000000,2447220.000000000500,2500000.000000000000,2500000.000000000000,10168420.000000000000
FS( 23 ),2687040.000000000500,2439680.000000000500,2500000.000000000000,2500000.000000000000,10126720.000000000000
FS( 24 ),2666880.000000000000,2419380.000000000000,2500000.000000000000,2500000.000000000000,10086260.000000000000
FS( 25 ),2642800.000000000000,2424600.000000000500,2500000.000000000000,2500000.000000000000,10067400.000000000000
FS( 26 ),2647280.000000000000,2467230.000000000500,2500000.000000000000,2500000.000000000000,10114510.000000000000
FS( 27 ),2573920.000000000000,2449830.000000000500,2500000.000000000000,2500000.000000000000,10023750.000000000000
FS( 28 ),2662400.000000000000,2449830.000000000500,2500000.000000000000,2500000.000000000000,10112230.000000000000
FS( 29 ),2623200.000000000000,2462300.000000000500,2500000.000000000000,2500000.000000000000,10085500.000000000000
FS( 30 ),2593520.000000000500,2449830.000000000500,2500000.000000000000,2500000.000000000000,10043350.000000000000
FS( 31 ),2613120.000000000000,2439680.000000000500,2500000.000000000000,2500000.000000000000,10052800.000000000000
FS( 32 ),2647280.000000000000,2424600.000000000500,2500000.000000000000,2500000.000000000000,10071880.000000000000
FS( 33 ),2608080.000000000000,2417060.000000000500,2500000.000000000000,2500000.000000000000,10025140.000000000000
FS( 34 ),2588480.000000000000,2421990.000000000500,2500000.000000000000,2500000.000000000000,10010470.000000000000
FS( 35 ),2603040.000000000500,2442290.000000000500,2500000.000000000000,2500000.000000000000,10045330.000000000000
FS( 36 ),2588480.000000000000,2449830.000000000500,2500000.000000000000,2500000.000000000000,10038310.000000000000
FS( 37 ),2613120.000000000000,2454760.000000000900,2500000.000000000000,2500000.000000000000,10067880.000000000000
FS( 38 ),2682000.000000000000,2462300.000000000500,2500000.000000000000,2500000.000000000000,10144300.000000000000
FS( 39 ),2671920.000000000000,2462300.000000000500,2500000.000000000000,2500000.000000000000,10134220.000000000000
FS( 40 ),2662400.000000000000,2462300.000000000500,2500000.000000000000,2500000.000000000000,10124700.000000000000
FS( 41 ),2716159.999999999500,2484920.000000000500,2500000.000000000000,2500000.000000000000,10201080.000000000000
FS( 42 ),2696560.000000000000,2474770.000000000500,2500000.000000000000,2500000.000000000000,10171330.000000000000
FS( 43 ),2730719.999999999500,2477380.000000000000,2500000.000000000000,2500000.000000000000,10208100.000000000000
FS( 44 ),2726240.000000000000,2482310.000000000500,2500000.000000000000,2500000.000000000000,10208550.000000000000
FS( 45 ),2687040.000000000500,2482310.000000000500,2500000.000000000000,2500000.000000000000,10169350.000000000000
FS( 46 ),2691520.000000000500,2492460.000000000500,2500000.000000000000,2500000.000000000000,10183980.000000000000
FS( 47 ),2682000.000000000000,2474770.000000000500,2500000.000000000000,2500000.000000000000,10156770.000000000000
FS( 48 ),2682000.000000000000,2467230.000000000500,2500000.000000000000,2500000.000000000000,10149230.000000000000
FS( 49 ),2671920.000000000000,2479990.000000000500,2500000.000000000000,2500000.000000000000,10151910.000000000000
FS( 50 ),2652320.000000000000,2479990.000000000500,2500000.000000000000,2500000.000000000000,10132310.000000000000
FS( 51 ),2691520.000000000500,2479990.000000000500,2500000.000000000000,2500000.000000000000,10171510.000000000000
FS( 52 ),2711120.000000000000,2521170.000000000500,2500000.000000000000,2500000.000000000000,10232290.000000000000
FS( 53 ),2721200.000000000000,2526390.000000000500,2500000.000000000000,2500000.000000000000,10247590.000000000000
FS( 54 ),2696560.000000000000,2523780.000000000500,2500000.000000000000,2500000.000000000000,10220340.000000000000
FS( 55 ),2829280.000000000000,2526390.000000000500,2500000.000000000000,2500000.000000000000,10355670.000000000000
FS( 56 ),2745840.000000000000,2531610.000000000000,2500000.000000000000,2500000.000000000000,10277450.000000000000
