代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12949380.000000000000
真實報酬,2949380.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12192.744053908496
風險,260656.043209590980
起點值,0.046777139343
找到最佳解世代,1492
找到最佳解實驗#,1
找到最佳解次數,25

投資組合檔數,4
1326(5)[1],2912(40)[13],3045(41)[3],8046(47)[10],
Stock#,1326(5)[1],2912(40)[13],3045(41)[3],8046(47)[10],
張數,63,41,68,27,
分配資金,2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,
剩餘資金,2680.000000000000,11710.000000000000,26160.000000000000,71080.000000000466,
FS( 1 ),2500000.000000000000,2500000.000000000000,2500000.000000000000,2500000.000000000000,10000000.000000000000
FS( 2 ),2487400.000000000000,2473759.999999999500,2476200.000000000000,2489200.000000000500,9926560.000000000000
FS( 3 ),2452750.000000000000,2542230.000000000000,2471440.000000000000,2543470.000000000500,10009890.000000000000
FS( 4 ),2482990.000000000000,2522550.000000000000,2510200.000000000000,2706010.000000000900,10221750.000000000000
FS( 5 ),2474170.000000000000,2522550.000000000000,2495240.000000000000,2640940.000000000500,10132900.000000000000
FS( 6 ),2534650.000000000000,2554940.000000000000,2514960.000000000000,2738410.000000000900,10342960.000000000000
FS( 7 ),2534650.000000000000,2538950.000000000500,2500000.000000000000,2673340.000000000000,10246940.000000000000
FS( 8 ),2647420.000000000000,2574620.000000000000,2504760.000000000500,2695210.000000000500,10422010.000000000000
FS( 9 ),2707900.000000000000,2568060.000000000000,2504760.000000000500,2716810.000000000500,10497530.000000000000
FS( 10 ),2703490.000000000000,2554940.000000000000,2514960.000000000000,2727610.000000000500,10501000.000000000000
FS( 11 ),2695300.000000000500,2542230.000000000000,2510200.000000000000,2673340.000000000000,10421070.000000000000
FS( 12 ),2746960.000000000000,2558219.999999999500,2538760.000000000500,2706010.000000000900,10549950.000000000000
FS( 13 ),2738140.000000000000,2581180.000000000500,2706039.999999999500,2738410.000000000900,10763770.000000000000
FS( 14 ),2677660.000000000000,2613570.000000000000,2687000.000000000000,2673340.000000000000,10651570.000000000000
FS( 15 ),2716720.000000000000,2587739.999999999500,2667960.000000000000,2619340.000000000000,10591760.000000000000
FS( 16 ),2725540.000000000000,2571340.000000000000,2648920.000000000000,2575870.000000000500,10521670.000000000000
FS( 17 ),2643010.000000000000,2577900.000000000000,2739360.000000000000,2586670.000000000500,10546940.000000000000
FS( 18 ),2599540.000000000000,2538950.000000000500,2753640.000000000000,2532400.000000000000,10424530.000000000000
FS( 19 ),2599540.000000000000,2568060.000000000000,2863800.000000000000,2532400.000000000000,10563800.000000000000
FS( 20 ),2621590.000000000000,2548790.000000000000,2878080.000000000000,2434930.000000000500,10483390.000000000000
FS( 21 ),2634190.000000000000,2574620.000000000000,2878080.000000000000,2489200.000000000500,10576090.000000000000
FS( 22 ),2677660.000000000000,2574620.000000000000,2873320.000000000000,2489200.000000000500,10614800.000000000000
FS( 23 ),2716720.000000000000,2493440.000000000000,2844760.000000000500,2565070.000000000900,10619990.000000000000
FS( 24 ),2638600.000000000000,2480320.000000000000,2825720.000000000000,2434930.000000000500,10379570.000000000000
FS( 25 ),2647420.000000000000,2454489.999999999500,2801920.000000000000,2413330.000000000500,10317160.000000000000
FS( 26 ),2686480.000000000000,2483600.000000000000,2863800.000000000000,2565070.000000000900,10598950.000000000000
FS( 27 ),2729950.000000000000,2503280.000000000000,2887600.000000000000,2554270.000000000500,10675100.000000000000
FS( 28 ),2742550.000000000500,2493440.000000000000,2882840.000000000000,2543470.000000000500,10662300.000000000000
FS( 29 ),2764600.000000000000,2503280.000000000000,2907320.000000000000,2445730.000000000500,10620930.000000000000
FS( 30 ),2768380.000000000000,2515989.999999999500,2882840.000000000000,2434930.000000000500,10602140.000000000000
FS( 31 ),2716720.000000000000,2529110.000000000000,2868559.999999999500,2467330.000000000500,10581720.000000000000
FS( 32 ),2760190.000000000000,2538950.000000000500,2863800.000000000000,2413330.000000000500,10576270.000000000000
FS( 33 ),2816260.000000000000,2548790.000000000000,2897800.000000000000,2413330.000000000500,10676180.000000000000
FS( 34 ),2742550.000000000500,2545509.999999999500,2859039.999999999500,2434930.000000000500,10582030.000000000000
FS( 35 ),2712309.999999999500,2545509.999999999500,2893039.999999999500,2424130.000000000500,10574989.999999998000
FS( 36 ),2725540.000000000000,2525830.000000000000,2893039.999999999500,2434930.000000000500,10579340.000000000000
FS( 37 ),2772790.000000000000,2509430.000000000500,2873320.000000000000,2391460.000000000500,10547000.000000000000
FS( 38 ),2668840.000000000000,2480320.000000000000,2878080.000000000000,2304790.000000000500,10332030.000000000000
FS( 39 ),2707900.000000000000,2483600.000000000000,2820960.000000000000,2369860.000000000500,10382320.000000000000
FS( 40 ),2811850.000000000000,2467200.000000000500,2840000.000000000000,2337460.000000000500,10456510.000000000000
FS( 41 ),2768380.000000000000,2454489.999999999500,2859039.999999999500,2293990.000000000500,10375900.000000000000
FS( 42 ),2690890.000000000000,2428250.000000000000,2873320.000000000000,2315590.000000000000,10308050.000000000000
FS( 43 ),2673250.000000000000,2438090.000000000000,2825720.000000000000,2304790.000000000500,10241850.000000000000
FS( 44 ),2664430.000000000000,2428250.000000000000,2825720.000000000000,2304790.000000000500,10223190.000000000000
FS( 45 ),2660650.000000000000,2424969.999999999500,2816200.000000000000,2272390.000000000500,10174210.000000000000
FS( 46 ),2647420.000000000000,2467200.000000000500,2863800.000000000000,2203000.000000000000,10181420.000000000000
FS( 47 ),2721130.000000000000,2477040.000000000000,2893039.999999999500,2196250.000000000000,10287460.000000000000
FS( 48 ),2695300.000000000500,2483600.000000000000,2882840.000000000000,2207320.000000000900,10269060.000000000000
FS( 49 ),2755780.000000000500,2486880.000000000000,2887600.000000000000,2196250.000000000000,10326510.000000000000
FS( 50 ),2794840.000000000000,2512710.000000000000,2907320.000000000000,2250520.000000000500,10465390.000000000000
FS( 51 ),2833270.000000000000,2500000.000000000000,2887600.000000000000,2218120.000000000500,10438990.000000000000
FS( 52 ),2859730.000000000000,2500000.000000000000,2964440.000000000000,2231080.000000000500,10555250.000000000000
FS( 53 ),2924620.000000000000,2503280.000000000000,2940640.000000000000,2235400.000000000000,10603940.000000000000
FS( 54 ),2898160.000000000000,2500000.000000000000,2935880.000000000000,2250520.000000000500,10584560.000000000000
FS( 55 ),3024160.000000000000,2509430.000000000500,2945400.000000000000,2304790.000000000500,10783780.000000000000
FS( 56 ),2980690.000000000000,2515989.999999999500,2935880.000000000000,2380660.000000000900,10813220.000000000000
FS( 57 ),2946040.000000000000,2506150.000000000000,2978720.000000000000,2369860.000000000500,10800770.000000000000
FS( 58 ),2906980.000000000000,2500000.000000000000,2912080.000000000000,2391460.000000000500,10710520.000000000000
FS( 59 ),2889970.000000000000,2500000.000000000000,2916840.000000000000,2369860.000000000500,10676670.000000000000
FS( 60 ),2881150.000000000000,2503280.000000000000,2921600.000000000000,2348260.000000000900,10654290.000000000000
FS( 61 ),2946040.000000000000,2512710.000000000000,2921600.000000000000,2369860.000000000500,10750210.000000000000
FS( 62 ),2971870.000000000000,2522550.000000000000,2921600.000000000000,2380660.000000000900,10796680.000000000000
FS( 63 ),2946040.000000000000,2522550.000000000000,2921600.000000000000,2521600.000000000500,10911790.000000000000
FS( 64 ),2846500.000000000000,2473759.999999999500,2897800.000000000000,2521600.000000000500,10739660.000000000000
FS( 65 ),2876740.000000000000,2467200.000000000500,2921600.000000000000,2554270.000000000500,10819810.000000000000
FS( 66 ),2946040.000000000000,2496719.999999999500,2940640.000000000000,2543470.000000000500,10926870.000000000000
FS( 67 ),2937220.000000000000,2522550.000000000000,2954920.000000000000,2597470.000000000500,11012160.000000000000
FS( 68 ),2929030.000000000500,2506150.000000000000,2921600.000000000000,2586670.000000000500,10943450.000000000000
FS( 69 ),2937220.000000000000,2483600.000000000000,2873320.000000000000,2500000.000000000000,10794140.000000000000
FS( 70 ),2967460.000000000000,2483600.000000000000,2893039.999999999500,2510800.000000000500,10854900.000000000000
FS( 71 ),2937220.000000000000,2477040.000000000000,2873320.000000000000,2456530.000000000500,10744110.000000000000
FS( 72 ),2929030.000000000500,2467200.000000000500,2893039.999999999500,2619340.000000000000,10908610.000000000000
FS( 73 ),2898160.000000000000,2447930.000000000500,2873320.000000000000,2695210.000000000500,10914620.000000000000
FS( 74 ),2946040.000000000000,2447930.000000000500,2893039.999999999500,2727610.000000000500,11014620.000000000000
FS( 75 ),2946040.000000000000,2457770.000000000000,2916840.000000000000,2716810.000000000500,11037460.000000000000
FS( 76 ),2967460.000000000000,2451210.000000000000,2940640.000000000000,2695210.000000000500,11054520.000000000000
FS( 77 ),2937220.000000000000,2431530.000000000000,2921600.000000000000,2673340.000000000000,10963690.000000000000
FS( 78 ),2971870.000000000000,2431530.000000000000,2945400.000000000000,2630140.000000000500,10978940.000000000000
FS( 79 ),2946040.000000000000,2418410.000000000500,2959680.000000000000,2586670.000000000500,10910800.000000000000
FS( 80 ),2976280.000000000500,2434810.000000000000,2950160.000000000000,2673340.000000000000,11034590.000000000000
FS( 81 ),2998329.999999999500,2460640.000000000000,2945400.000000000000,2738410.000000000900,11142780.000000000000
FS( 82 ),2989510.000000000000,2463920.000000000000,2940640.000000000000,2738410.000000000900,11132480.000000000000
FS( 83 ),3024160.000000000000,2467200.000000000500,2969200.000000000000,2706010.000000000900,11166570.000000000000
FS( 84 ),3024160.000000000000,2470480.000000000000,2988240.000000000000,2695210.000000000500,11178090.000000000000
FS( 85 ),3024160.000000000000,2477040.000000000000,2983480.000000000000,2716810.000000000500,11201490.000000000000
FS( 86 ),3015340.000000000000,2473759.999999999500,2988240.000000000000,2716810.000000000500,11194150.000000000000
FS( 87 ),2998329.999999999500,2473759.999999999500,3012039.999999999500,2738410.000000000900,11222540.000000000000
FS( 88 ),3006520.000000000000,2486880.000000000000,3012039.999999999500,2727610.000000000500,11233050.000000000000
FS( 89 ),2985100.000000000000,2483600.000000000000,3027000.000000000000,2738410.000000000900,11234110.000000000000
FS( 90 ),3015340.000000000000,2493440.000000000000,3031760.000000000500,2901220.000000000500,11441760.000000000000
FS( 91 ),3218829.999999999500,2496719.999999999500,3017480.000000000000,2977090.000000000000,11710120.000000000000
FS( 92 ),3193000.000000000000,2506150.000000000000,2926360.000000000000,2922820.000000000900,11548330.000000000000
FS( 93 ),3119290.000000000000,2515989.999999999500,2926360.000000000000,3020560.000000000500,11582200.000000000000
FS( 94 ),3162760.000000000000,2519270.000000000000,2964440.000000000000,3128830.000000000500,11775300.000000000000
FS( 95 ),3119290.000000000000,2486880.000000000000,2988240.000000000000,3204700.000000000500,11799110.000000000000
FS( 96 ),3063220.000000000000,2483600.000000000000,2950160.000000000000,3128830.000000000500,11625810.000000000000
FS( 97 ),3058809.999999999500,2496719.999999999500,2969200.000000000000,3183100.000000000500,11707830.000000000000
FS( 98 ),3075820.000000000000,2477040.000000000000,3007280.000000000500,3085630.000000000500,11645770.000000000000
FS( 99 ),3045579.999999999500,2483600.000000000000,3007280.000000000500,3085630.000000000500,11622090.000000000000
