代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12411960.000000000000
真實報酬,2411960.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,10288.271975570771
風險,148028.773277646400
起點值,0.069501839053
找到最佳解世代,1855
找到最佳解實驗#,6
找到最佳解次數,3

投資組合檔數,6
2002(7)[22],2354(20)[5],2881(30)[11],2892(39)[8],2912(40)[16],3045(42)[6],
Stock#,2002(7)[22],2354(20)[5],2881(30)[11],2892(39)[8],2912(40)[16],3045(42)[6],
張數,76,30,48,139,9,24,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,11385.999999999767,16666.000000000000,11146.000000000000,7006.000000000233,108315.999999999770,17146.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1683385.999999999800,1674166.000000000000,1674825.999999999800,1676396.000000000000,1674675.999999999800,1672666.000000000000,10056120.000000000000
FS( 3 ),1696305.999999999800,1693966.000000000000,1684426.000000000000,1680566.000000000200,1698705.999999999800,1705545.999999999800,10159520.000000000000
FS( 4 ),1706185.999999999800,1696666.000000000000,1678666.000000000000,1680566.000000000200,1690695.999999999500,1730746.000000000200,10183530.000000000000
FS( 5 ),1716065.999999999800,1696666.000000000000,1698825.999999999800,1680566.000000000200,1666666.000000000000,1701706.000000000000,10160500.000000000000
FS( 6 ),1719105.999999999500,1704166.000000000000,1718506.000000000200,1695856.000000000500,1662615.999999999800,1723066.000000000000,10223320.000000000000
FS( 7 ),1699345.999999999800,1706565.999999999800,1710825.999999999800,1680566.000000000200,1642635.999999999800,1705545.999999999800,10145489.999999998000
FS( 8 ),1722146.000000000000,1696666.000000000000,1726666.000000000000,1695856.000000000500,1630575.999999999500,1734586.000000000000,10206500.000000000000
FS( 9 ),1709225.999999999800,1681666.000000000000,1712746.000000000200,1700026.000000000200,1630575.999999999500,1742506.000000000200,10176750.000000000000
FS( 10 ),1728986.000000000000,1706565.999999999800,1734825.999999999800,1713926.000000000000,1590525.999999999800,1746345.999999999800,10221180.000000000000
FS( 11 ),1725945.999999999800,1719166.000000000000,1742986.000000000000,1713926.000000000000,1594575.999999999500,1777306.000000000000,10273910.000000000000
FS( 12 ),1696305.999999999800,1716466.000000000000,1736746.000000000200,1700026.000000000200,1562445.999999999500,1783306.000000000000,10195300.000000000000
FS( 13 ),1709225.999999999800,1723966.000000000000,1750666.000000000000,1718096.000000000500,1610595.999999999800,1810426.000000000000,10322980.000000000000
FS( 14 ),1702385.999999999800,1721565.999999999800,1706506.000000000200,1713926.000000000000,1598535.999999999800,1796746.000000000200,10239670.000000000000
FS( 15 ),1696305.999999999800,1711666.000000000000,1702666.000000000000,1704196.000000000200,1602585.999999999800,1763866.000000000000,10181290.000000000000
FS( 16 ),1689465.999999999800,1708966.000000000000,1694506.000000000200,1695856.000000000500,1602585.999999999800,1765785.999999999800,10157170.000000000000
FS( 17 ),1699345.999999999800,1714065.999999999800,1708905.999999999800,1700026.000000000200,1614556.000000000000,1785226.000000000000,10222130.000000000000
FS( 18 ),1693265.999999999500,1704166.000000000000,1692586.000000000000,1695856.000000000500,1590525.999999999800,1754026.000000000000,10130430.000000000000
FS( 19 ),1679585.999999999800,1706565.999999999800,1678666.000000000000,1680566.000000000200,1598535.999999999800,1746345.999999999800,10090270.000000000000
FS( 20 ),1676545.999999999800,1714065.999999999800,1684426.000000000000,1686126.000000000500,1614556.000000000000,1752106.000000000000,10127830.000000000000
FS( 21 ),1689465.999999999800,1786366.000000000000,1694506.000000000200,1704196.000000000200,1694655.999999999800,1757866.000000000000,10327060.000000000000
FS( 22 ),1702385.999999999800,1798666.000000000000,1706506.000000000200,1713926.000000000000,1670625.999999999800,1765785.999999999800,10357900.000000000000
FS( 23 ),1683385.999999999800,1806166.000000000000,1674825.999999999800,1704196.000000000200,1662615.999999999800,1771545.999999999800,10302740.000000000000
FS( 24 ),1702385.999999999800,1766266.000000000000,1674825.999999999800,1695856.000000000500,1686645.999999999800,1783306.000000000000,10309290.000000000000
FS( 25 ),1689465.999999999800,1783966.000000000000,1674825.999999999800,1704196.000000000200,1690695.999999999500,1779226.000000000000,10322380.000000000000
FS( 26 ),1696305.999999999800,1816366.000000000000,1674825.999999999800,1695856.000000000500,1702666.000000000000,1783306.000000000000,10369330.000000000000
FS( 27 ),1673506.000000000000,1816366.000000000000,1668586.000000000000,1690296.000000000200,1714725.999999999800,1779226.000000000000,10342710.000000000000
FS( 28 ),1666666.000000000000,1808866.000000000000,1682506.000000000200,1686126.000000000500,1718686.000000000000,1792905.999999999800,10355760.000000000000
FS( 29 ),1693265.999999999500,1806166.000000000000,1686825.999999999800,1695856.000000000500,1718686.000000000000,1825785.999999999800,10426590.000000000000
FS( 30 ),1676545.999999999800,1791166.000000000000,1668586.000000000000,1686126.000000000500,1754775.999999999800,1841386.000000000200,10418590.000000000000
FS( 31 ),1689465.999999999800,1763866.000000000000,1634506.000000000200,1676396.000000000000,1770795.999999999800,1825785.999999999800,10360820.000000000000
FS( 32 ),1663625.999999999500,1778866.000000000000,1636426.000000000000,1676396.000000000000,1750725.999999999800,1796746.000000000200,10302790.000000000000
FS( 33 ),1683385.999999999800,1783966.000000000000,1636426.000000000000,1686126.000000000500,1786815.999999999800,1818106.000000000000,10394830.000000000000
FS( 34 ),1689465.999999999800,1786366.000000000000,1654666.000000000000,1686126.000000000500,1862955.999999999800,1820026.000000000000,10499610.000000000000
FS( 35 ),1679585.999999999800,1776466.000000000000,1658506.000000000200,1690296.000000000200,1838925.999999999800,1816186.000000000000,10459970.000000000000
FS( 36 ),1699345.999999999800,1773766.000000000000,1658506.000000000200,1676396.000000000000,1830916.000000000000,1853146.000000000000,10492080.000000000000
