代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13443960.000000000000
真實報酬,3443960.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,13716.372648260096
風險,247407.043948119240
起點值,0.055440509815
找到最佳解世代,1734
找到最佳解實驗#,1
找到最佳解次數,49

投資組合檔數,5
1102(1)[8],1216(2)[3],2330(20)[9],2357(24)[2],4904(46)[1],
Stock#,1102(1)[8],1216(2)[3],2330(20)[9],2357(24)[2],4904(46)[1],
張數,81,68,31,12,47,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,9830.000000000000,1480.000000000000,23440.000000000000,70520.000000000000,13310.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2020250.000000000000,1995240.000000000000,1994730.000000000200,2102480.000000000000,1996710.000000000000,10109410.000000000000
FS( 3 ),2048600.000000000200,1960560.000000000000,1979540.000000000200,2077880.000000000200,2014100.000000000000,10080680.000000000000
FS( 4 ),2051030.000000000000,1978919.999999999800,1986980.000000000200,2061440.000000000000,2003760.000000000000,10082130.000000000000
FS( 5 ),2051030.000000000000,2023120.000000000000,2010230.000000000200,2045120.000000000200,2056400.000000000000,10185900.000000000000
FS( 6 ),2051030.000000000000,1993200.000000000000,2010230.000000000200,2065520.000000000000,2021150.000000000000,10141130.000000000000
FS( 7 ),2063180.000000000000,2085679.999999999800,2012710.000000000000,2118800.000000000000,2028199.999999999800,10308570.000000000000
FS( 8 ),2051030.000000000000,2076160.000000000200,2025730.000000000200,2106560.000000000000,2024910.000000000000,10284390.000000000000
FS( 9 ),2065609.999999999800,2029919.999999999800,1997520.000000000000,2081960.000000000000,2007050.000000000000,10182060.000000000000
FS( 10 ),2085859.999999999800,2055760.000000000200,1989770.000000000000,2102480.000000000000,1989660.000000000000,10223530.000000000000
FS( 11 ),2068850.000000000000,2041480.000000000000,2007750.000000000200,2106560.000000000000,1972270.000000000000,10196910.000000000000
FS( 12 ),2093960.000000000000,2057799.999999999800,2038440.000000000000,2102480.000000000000,2052640.000000000000,10345320.000000000000
FS( 13 ),2085859.999999999800,2021080.000000000000,2038440.000000000000,2028680.000000000000,2112330.000000000000,10286390.000000000000
FS( 14 ),2099630.000000000000,2009520.000000000000,2076880.000000000000,2028680.000000000000,2042300.000000000000,10257010.000000000000
FS( 15 ),2110970.000000000500,1995240.000000000000,2076880.000000000000,2094199.999999999800,2031960.000000000000,10309250.000000000000
FS( 16 ),2102870.000000000000,2032640.000000000000,2076880.000000000000,2106560.000000000000,2028199.999999999800,10347150.000000000000
FS( 17 ),2125550.000000000500,2041480.000000000000,2069129.999999999800,2217080.000000000000,2028199.999999999800,10481440.000000000000
FS( 18 ),2108540.000000000000,2013600.000000000000,2028210.000000000000,2200760.000000000500,2049350.000000000000,10400460.000000000000
FS( 19 ),2122310.000000000000,2027880.000000000000,2053940.000000000000,2184320.000000000000,2189880.000000000000,10578330.000000000000
FS( 20 ),2150660.000000000000,2085679.999999999800,2105090.000000000000,2331799.999999999500,2179069.999999999500,10852300.000000000000
FS( 21 ),2142560.000000000000,2060520.000000000000,2079670.000000000000,2417840.000000000000,2119380.000000000000,10819970.000000000000
FS( 22 ),2116640.000000000000,2060520.000000000000,2076880.000000000000,2417840.000000000000,2137240.000000000000,10809120.000000000000
FS( 23 ),2105300.000000000000,2046240.000000000000,2058899.999999999800,2372840.000000000000,2094940.000000000000,10678220.000000000000
FS( 24 ),2099630.000000000000,2002040.000000000200,2048670.000000000000,2372840.000000000000,2084600.000000000000,10607780.000000000000
FS( 25 ),2045360.000000000000,1990480.000000000000,2064170.000000000000,2360480.000000000000,2066739.999999999800,10527230.000000000000
FS( 26 ),2022680.000000000200,1953760.000000000000,2053940.000000000000,2348240.000000000500,2070500.000000000000,10449120.000000000000
FS( 27 ),2039690.000000000000,1983679.999999999800,2069129.999999999800,2331799.999999999500,2112330.000000000000,10536630.000000000000
FS( 28 ),2074520.000000000000,1974840.000000000000,2076880.000000000000,2340080.000000000000,2101990.000000000000,10568310.000000000000
FS( 29 ),2028350.000000000200,1951720.000000000000,2076880.000000000000,2278640.000000000000,2073790.000000000000,10409380.000000000000
FS( 30 ),2025920.000000000200,1988440.000000000000,2110359.999999999500,2340080.000000000000,2066739.999999999800,10531540.000000000000
FS( 31 ),2028350.000000000200,1995240.000000000000,2159030.000000000000,2381000.000000000000,2101990.000000000000,10665610.000000000000
FS( 32 ),2017010.000000000000,2004760.000000000000,2159030.000000000000,2405600.000000000000,2084600.000000000000,10671000.000000000000
FS( 33 ),2011340.000000000000,1955800.000000000000,2105090.000000000000,2348240.000000000500,2059689.999999999800,10480160.000000000000
FS( 34 ),2011340.000000000000,1951720.000000000000,2172050.000000000000,2368760.000000000500,2052640.000000000000,10556510.000000000000
FS( 35 ),2005670.000000000200,1960560.000000000000,2159030.000000000000,2381000.000000000000,2024910.000000000000,10531170.000000000000
FS( 36 ),2017010.000000000000,1974840.000000000000,2202739.999999999500,2364560.000000000000,2091650.000000000200,10650800.000000000000
FS( 37 ),2082620.000000000000,1986400.000000000000,2210489.999999999500,2368760.000000000500,2140530.000000000000,10788800.000000000000
FS( 38 ),2088290.000000000000,1993200.000000000000,2215449.999999999500,2401520.000000000000,2084600.000000000000,10783060.000000000000
FS( 39 ),2037260.000000000000,1958520.000000000000,2169260.000000000000,2364560.000000000000,2105280.000000000000,10634880.000000000000
FS( 40 ),2059939.999999999800,1986400.000000000000,2225989.999999999500,2372840.000000000000,2084600.000000000000,10729770.000000000000
FS( 41 ),2071279.999999999800,1951720.000000000000,2218239.999999999500,2368760.000000000500,2101990.000000000000,10711990.000000000000
FS( 42 ),2057510.000000000000,1889160.000000000000,2182280.000000000000,2348240.000000000500,2066739.999999999800,10543930.000000000000
FS( 43 ),2054269.999999999800,1891200.000000000000,2202739.999999999500,2352320.000000000000,2137240.000000000000,10637770.000000000000
FS( 44 ),2088290.000000000000,1891200.000000000000,2208010.000000000000,2340080.000000000000,2140530.000000000000,10668110.000000000000
FS( 45 ),2088290.000000000000,1905480.000000000000,2205219.999999999500,2299040.000000000000,2140530.000000000000,10638560.000000000000
FS( 46 ),2057510.000000000000,1886440.000000000000,2156550.000000000000,2270360.000000000000,2112330.000000000000,10483190.000000000000
FS( 47 ),2057510.000000000000,1882360.000000000000,2174530.000000000000,2331799.999999999500,2077550.000000000200,10523750.000000000000
FS( 48 ),2048600.000000000200,1863320.000000000000,2154070.000000000000,2274440.000000000000,2066739.999999999800,10407170.000000000000
FS( 49 ),2068850.000000000000,1898000.000000000000,2128340.000000000000,2286799.999999999500,2119380.000000000000,10501370.000000000000
FS( 50 ),2068850.000000000000,1886440.000000000000,2138570.000000000000,2290880.000000000000,2207270.000000000000,10592010.000000000000
FS( 51 ),2057510.000000000000,1877600.000000000000,2143840.000000000000,2290880.000000000000,2189880.000000000000,10559710.000000000000
FS( 52 ),2088290.000000000000,1909560.000000000000,2202739.999999999500,2340080.000000000000,2193170.000000000000,10733840.000000000000
FS( 53 ),2063180.000000000000,1942200.000000000000,2202739.999999999500,2319560.000000000000,2203980.000000000000,10731660.000000000000
FS( 54 ),2051030.000000000000,1925880.000000000000,2174530.000000000000,2299040.000000000000,2295160.000000000000,10745640.000000000000
FS( 55 ),2048600.000000000200,1935400.000000000000,2205219.999999999500,2372840.000000000000,2291400.000000000000,10853460.000000000000
FS( 56 ),2091529.999999999800,1953760.000000000000,2225989.999999999500,2401520.000000000000,2259910.000000000000,10932710.000000000000
FS( 57 ),2080189.999999999800,1946960.000000000000,2187239.999999999500,2307320.000000000000,2238760.000000000500,10760470.000000000000
FS( 58 ),2063180.000000000000,1944240.000000000000,2187239.999999999500,2360480.000000000000,2256620.000000000000,10811760.000000000000
FS( 59 ),2057510.000000000000,1951720.000000000000,2194989.999999999500,2331799.999999999500,2326650.000000000000,10862670.000000000000
FS( 60 ),2082620.000000000000,1949000.000000000000,2184760.000000000000,2421919.999999999500,2284350.000000000000,10922650.000000000000
FS( 61 ),2085859.999999999800,1967360.000000000000,2179489.999999999500,2430200.000000000000,2245810.000000000000,10908720.000000000000
FS( 62 ),2048600.000000000200,2032640.000000000000,2230949.999999999500,2483360.000000000000,2245810.000000000000,11041360.000000000000
FS( 63 ),2008910.000000000000,2104040.000000000000,2251410.000000000500,2487560.000000000000,2242520.000000000000,11094440.000000000000
FS( 64 ),2039690.000000000000,2133960.000000000000,2292640.000000000500,2655440.000000000000,2281060.000000000000,11402790.000000000000
FS( 65 ),2042930.000000000200,2102000.000000000000,2305350.000000000000,2606360.000000000000,2288109.999999999500,11344750.000000000000
FS( 66 ),2037260.000000000000,2143480.000000000000,2272180.000000000500,2675960.000000000000,2291400.000000000000,11420280.000000000000
FS( 67 ),2011340.000000000000,2087719.999999999800,2220719.999999999500,2614520.000000000000,2242520.000000000000,11176820.000000000000
FS( 68 ),2003239.999999999800,2196520.000000000000,2190030.000000000000,2733320.000000000000,2284350.000000000000,11407460.000000000000
FS( 69 ),1988660.000000000000,2161840.000000000000,2194989.999999999500,2639120.000000000500,2277300.000000000500,11261910.000000000000
FS( 70 ),2000000.000000000000,2206040.000000000000,2212969.999999999500,2635040.000000000000,2281060.000000000000,11335110.000000000000
FS( 71 ),1982989.999999999800,2157080.000000000000,2218239.999999999500,2524400.000000000000,2288109.999999999500,11170820.000000000000
FS( 72 ),1969220.000000000000,2173400.000000000000,2215449.999999999500,2589919.999999999500,2365190.000000000000,11313180.000000000000
FS( 73 ),1946540.000000000000,2127160.000000000500,2218239.999999999500,2610440.000000000000,2410780.000000000000,11313160.000000000000
FS( 74 ),1894700.000000000000,2097240.000000000000,2164300.000000000000,2479279.999999999500,2417830.000000000000,11053350.000000000000
FS( 75 ),1948970.000000000000,2097240.000000000000,2208010.000000000000,2573600.000000000000,2442270.000000000000,11270090.000000000000
FS( 76 ),1900370.000000000000,2131920.000000000000,2123070.000000000000,2495720.000000000000,2403730.000000000000,11054810.000000000000
