代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,16961090.000000000000
真實報酬,6961090.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,27793.236106035009
風險,399747.303796689900
起點值,0.069527013296
找到最佳解世代,1301
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,5
2330(17)[13],2498(27)[1],2912(39)[2],3045(40)[3],8046(47)[42],
Stock#,2330(17)[13],2498(27)[1],2912(39)[2],3045(40)[3],8046(47)[42],
張數,44,8,33,47,20,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,20000.000000000000,95520.000000000000,10430.000000000000,2030.000000000233,16000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),2009679.999999999800,2029280.000000000000,2002639.999999999800,2032900.000000000500,2048200.000000000000,10122700.000000000000
FS( 3 ),2013199.999999999800,1991200.000000000000,2002639.999999999800,2003290.000000000200,2040000.000000000000,10050330.000000000000
FS( 4 ),1986800.000000000200,1970720.000000000000,2005280.000000000200,1976500.000000000000,1983800.000000000000,9923100.000000000000
FS( 5 ),2026400.000000000000,1985360.000000000000,2005280.000000000200,2000000.000000000000,1983800.000000000000,10000840.000000000000
FS( 6 ),2053240.000000000000,2079120.000000000000,2005280.000000000200,1990130.000000000200,2080199.999999999800,10207970.000000000000
FS( 7 ),2056320.000000000200,2073280.000000000000,2002639.999999999800,2006580.000000000200,2080199.999999999800,10219020.000000000000
FS( 8 ),2059840.000000000000,2073280.000000000000,1971290.000000000200,2003290.000000000200,2024000.000000000000,10131700.000000000000
FS( 9 ),2059840.000000000000,2076160.000000000000,2002639.999999999800,1986840.000000000200,2024000.000000000000,10149480.000000000000
FS( 10 ),2039600.000000000000,2099600.000000000000,2005280.000000000200,1996710.000000000000,2040000.000000000000,10181190.000000000000
FS( 11 ),2006600.000000000000,2058640.000000000000,1979210.000000000000,2000000.000000000000,1991800.000000000200,10036250.000000000000
FS( 12 ),2003080.000000000000,2067440.000000000000,2002639.999999999800,1986840.000000000200,1975800.000000000000,10035800.000000000000
FS( 13 ),2029920.000000000000,2117200.000000000000,2007920.000000000000,2000000.000000000000,2112399.999999999500,10267440.000000000000
FS( 14 ),2026400.000000000000,2146480.000000000000,2002639.999999999800,1996710.000000000000,2096400.000000000000,10268630.000000000000
FS( 15 ),2013199.999999999800,2164080.000000000000,2005280.000000000200,2013160.000000000000,2056200.000000000000,10251920.000000000000
FS( 16 ),1979760.000000000000,2149440.000000000000,2015840.000000000000,2006580.000000000200,2024000.000000000000,10175620.000000000000
