代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11673080.000000000000
真實報酬,1673080.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,8370.541496223119
風險,215198.989408836500
起點值,0.038896750952
找到最佳解世代,2002
找到最佳解實驗#,1
找到最佳解次數,41

投資組合檔數,5
2354(20)[6],2412(24)[3],2884(33)[10],3045(42)[2],4904(45)[4],
Stock#,2354(20)[6],2412(24)[3],2884(33)[10],3045(42)[2],4904(45)[4],
張數,30,25,143,25,37,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,800.000000000000,1250.000000000000,5150.000000000000,22250.000000000000,39000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1986800.000000000000,1993500.000000000000,1995710.000000000000,1963500.000000000200,1952270.000000000000,9891780.000000000000
FS( 3 ),1989500.000000000200,2015250.000000000000,2025740.000000000200,1974250.000000000000,1977800.000000000000,9982540.000000000000
FS( 4 ),1976299.999999999800,2006499.999999999800,2035750.000000000000,1985000.000000000200,1958560.000000000200,9962110.000000000000
FS( 5 ),1968199.999999999800,1995750.000000000000,2031460.000000000000,1976250.000000000000,1964850.000000000000,9936510.000000000000
FS( 6 ),1992199.999999999800,2002250.000000000200,2041470.000000000000,1971999.999999999800,1958560.000000000200,9966480.000000000000
FS( 7 ),1968199.999999999800,1993500.000000000000,2005720.000000000000,1971999.999999999800,1920450.000000000000,9859870.000000000000
FS( 8 ),1955000.000000000000,1991500.000000000000,2021450.000000000000,1959250.000000000000,1913790.000000000000,9840990.000000000000
FS( 9 ),1939100.000000000000,1998000.000000000000,1989990.000000000200,1971999.999999999800,1894919.999999999800,9794010.000000000000
FS( 10 ),1944500.000000000200,1987000.000000000200,2005720.000000000000,1963500.000000000200,1859770.000000000000,9760490.000000000000
FS( 11 ),1917800.000000000000,1982750.000000000200,1989990.000000000200,1950750.000000000000,1869389.999999999800,9710680.000000000000
FS( 12 ),1936400.000000000000,1989250.000000000000,1985700.000000000000,1963500.000000000200,1888260.000000000000,9763110.000000000000
FS( 13 ),1978999.999999999800,1995750.000000000000,1989990.000000000200,1961250.000000000000,1913790.000000000000,9839780.000000000000
FS( 14 ),1978999.999999999800,1995750.000000000000,1979980.000000000200,1967749.999999999800,1888260.000000000000,9810740.000000000000
FS( 15 ),1970900.000000000200,1987000.000000000200,1959960.000000000000,1942000.000000000200,1891590.000000000000,9751450.000000000000
FS( 16 ),1978999.999999999800,1989250.000000000000,1964250.000000000000,1933500.000000000000,1897880.000000000000,9763880.000000000000
FS( 17 ),2015900.000000000200,1991500.000000000000,1954240.000000000200,1971999.999999999800,1942650.000000000000,9876290.000000000000
FS( 18 ),1984100.000000000000,1984999.999999999800,1949950.000000000000,1942000.000000000200,1929700.000000000000,9790750.000000000000
FS( 19 ),1984100.000000000000,1984999.999999999800,1928500.000000000000,1993499.999999999800,1920450.000000000000,9811550.000000000000
FS( 20 ),1994900.000000000000,1974000.000000000000,1898470.000000000000,1982750.000000000000,1891590.000000000000,9741710.000000000000
FS( 21 ),1994900.000000000000,1989250.000000000000,1892750.000000000000,2000000.000000000000,1897880.000000000000,9774780.000000000000
FS( 22 ),2010800.000000000000,1989250.000000000000,1877020.000000000000,1993499.999999999800,1897880.000000000000,9768450.000000000000
FS( 23 ),2010800.000000000000,1984999.999999999800,1918490.000000000200,2000000.000000000000,1894919.999999999800,9809210.000000000000
FS( 24 ),2023999.999999999800,1991500.000000000000,1954240.000000000200,2019250.000000000000,1933030.000000000000,9922020.000000000000
FS( 25 ),2042600.000000000200,1976250.000000000000,1938510.000000000000,1993499.999999999800,1923410.000000000000,9874270.000000000000
FS( 26 ),2039900.000000000000,1976250.000000000000,1959960.000000000000,2017000.000000000200,1942650.000000000000,9935760.000000000000
FS( 27 ),2031800.000000000000,1984999.999999999800,1928500.000000000000,2012750.000000000000,1942650.000000000000,9900700.000000000000
FS( 28 ),2029400.000000000200,1982750.000000000200,1928500.000000000000,2027750.000000000000,1971139.999999999800,9939540.000000000000
