代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13228390.000000000000
真實報酬,3228390.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12313.455930529379
風險,279448.616798654260
起點值,0.044063399102
找到最佳解世代,1473
找到最佳解實驗#,1
找到最佳解次數,45

投資組合檔數,6
1326(5)[1],2912(40)[11],3045(41)[3],4904(44)[29],8046(47)[2],9904(48)[7],
Stock#,1326(5)[1],2912(40)[11],3045(41)[3],4904(44)[29],8046(47)[2],9904(48)[7],
張數,47,28,46,65,20,110,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,9916.000000000000,35105.999999999767,31826.000000000000,3316.000000000000,76466.000000000000,166.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1708496.000000000000,1676465.999999999800,1650565.999999999800,1628316.000000000000,1659266.000000000000,1711766.000000000200,10034880.000000000000
FS( 3 ),1711786.000000000200,1668625.999999999800,1647346.000000000000,1623766.000000000000,1718466.000000000000,1727166.000000000000,10097160.000000000000
FS( 4 ),1731055.999999999800,1676465.999999999800,1663446.000000000000,1628316.000000000000,1725866.000000000000,1693066.000000000000,10118220.000000000000
FS( 5 ),1737635.999999999800,1680105.999999999800,1657005.999999999800,1630266.000000000000,1688866.000000000000,1716166.000000000000,10110050.000000000000
FS( 6 ),1824586.000000000000,1666666.000000000000,1650565.999999999800,1625716.000000000000,1703666.000000000000,1731566.000000000000,10202770.000000000000
FS( 7 ),1815185.999999999800,1674225.999999999800,1653785.999999999800,1632215.999999999800,1681466.000000000000,1700766.000000000200,10157650.000000000000
FS( 8 ),1847146.000000000200,1689905.999999999800,1702086.000000000200,1645216.000000000000,1718466.000000000000,1742566.000000000000,10345390.000000000000
FS( 9 ),1876286.000000000200,1723225.999999999800,1715426.000000000200,1645216.000000000000,1740665.999999999800,1723866.000000000000,10424690.000000000000
FS( 10 ),1831166.000000000000,1752065.999999999800,1698866.000000000200,1617265.999999999800,1748066.000000000000,1605066.000000000000,10252500.000000000000
FS( 11 ),1795446.000000000200,1734425.999999999800,1666666.000000000000,1612716.000000000000,1718466.000000000000,1578666.000000000000,10106390.000000000000
FS( 12 ),1763486.000000000200,1740865.999999999800,1682766.000000000000,1597766.000000000000,1733266.000000000200,1601766.000000000200,10119920.000000000000
FS( 13 ),1731055.999999999800,1736666.000000000000,1692426.000000000200,1580216.000000000000,1748066.000000000000,1521466.000000000000,10009900.000000000000
FS( 14 ),1737635.999999999800,1732185.999999999800,1673106.000000000000,1591266.000000000000,1792466.000000000000,1498365.999999999800,10025030.000000000000
FS( 15 ),1844326.000000000000,1745345.999999999800,1666666.000000000000,1632215.999999999800,1807266.000000000200,1529166.000000000000,10224990.000000000000
FS( 16 ),1834456.000000000000,1749825.999999999800,1669886.000000000000,1602316.000000000000,1807266.000000000200,1574266.000000000200,10238020.000000000000
FS( 17 ),1805316.000000000000,1723225.999999999800,1679546.000000000000,1597766.000000000000,1747066.000000000000,1532466.000000000000,10085390.000000000000
FS( 18 ),1786045.999999999800,1705585.999999999800,1669886.000000000000,1602316.000000000000,1698866.000000000000,1536866.000000000000,9999570.000000000000
