代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,15326583.324800000000
真實報酬,5326583.324799999600

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,25376.708069985925
風險,369846.804264362260
起點值,0.068614106645
找到最佳解世代,1462
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,6
2002(8)[12],2324(15)[1],2354(20)[16],2412(25)[47],3045(41)[3],9999(49)[50],
Stock#,2002(8)[12],2324(15)[1],2354(20)[16],2412(25)[47],3045(41)[3],9999(49)[50],
張數,123,147,40,35,55,-1,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,4936.000000000000,5565.999999999767,25466.000000000000,13616.000000000000,28216.000000000000,1666666.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1650676.000000000000,1744575.999999999800,1710666.000000000000,1666666.000000000000,1712865.999999999800,1666666.000000000000,10152120.000000000000
FS( 3 ),1674046.000000000200,1791615.999999999800,1717066.000000000000,1666666.000000000000,1716716.000000000000,1666666.000000000000,10232780.000000000000
FS( 4 ),1699875.999999999800,1838656.000000000000,1736266.000000000200,1666666.000000000000,1709566.000000000000,1666666.000000000000,10317700.000000000000
FS( 5 ),1670355.999999999800,1872465.999999999500,1797466.000000000000,1666666.000000000000,1734316.000000000000,1666666.000000000000,10407940.000000000000
FS( 6 ),1597786.000000000000,1834245.999999999500,1691865.999999999800,1666666.000000000000,1734316.000000000000,1666666.000000000000,10191550.000000000000
FS( 7 ),1628536.000000000000,1957725.999999999500,1719066.000000000200,1666666.000000000000,1770066.000000000200,1666666.000000000000,10408730.000000000000
FS( 8 ),1635916.000000000000,2051805.999999999800,1695865.999999999800,1666666.000000000000,1770066.000000000200,1666666.000000000000,10486990.000000000000
FS( 9 ),1597786.000000000000,1962136.000000000000,1719066.000000000200,1666666.000000000000,1750266.000000000000,1666666.000000000000,10362590.000000000000
FS( 10 ),1643296.000000000200,1993005.999999999500,1782666.000000000000,1666666.000000000000,1745316.000000000000,1666666.000000000000,10497620.000000000000
FS( 11 ),1674046.000000000200,1984186.000000000000,1786666.000000000000,1666666.000000000000,1752466.000000000000,1666666.000000000000,10530700.000000000000
FS( 12 ),1696186.000000000000,1975365.999999999800,1909066.000000000200,1666666.000000000000,1754115.999999999800,1666666.000000000000,10668070.000000000000
FS( 13 ),1674046.000000000200,2022406.000000000000,1965865.999999999800,1666666.000000000000,1770066.000000000200,1666666.000000000000,10765720.000000000000
FS( 14 ),1688806.000000000000,1975365.999999999800,1917466.000000000000,1666666.000000000000,1803616.000000000000,1666666.000000000000,10718590.000000000000
FS( 15 ),1734316.000000000000,1863646.000000000000,1849866.000000000000,1712166.000000000000,1805266.000000000200,1666666.000000000000,10631930.000000000000
FS( 16 ),1750306.000000000000,1993005.999999999500,1938665.999999999800,1693966.000000000000,1805266.000000000200,1666666.000000000000,10847880.000000000000
FS( 17 ),1814266.000000000200,2078265.999999999500,1923866.000000000000,1662815.999999999800,1809116.000000000000,1666666.000000000000,10955000.000000000000
FS( 18 ),1832716.000000000000,2098846.000000000000,2003866.000000000000,1660015.999999999800,1816266.000000000000,1666666.000000000000,11078380.000000000000
FS( 19 ),1799506.000000000000,2031225.999999999500,1985066.000000000200,1655116.000000000000,1805266.000000000200,1666666.000000000000,10942850.000000000000
FS( 20 ),1787206.000000000000,2000355.999999999800,1972266.000000000200,1634116.000000000000,1805266.000000000200,1666666.000000000000,10865880.000000000000
FS( 21 ),1726936.000000000000,2022406.000000000000,1881865.999999999800,1608216.000000000200,1770066.000000000200,1666666.000000000000,10676160.000000000000
FS( 22 ),1688806.000000000000,2087085.999999999800,1921865.999999999800,1618716.000000000000,1775566.000000000000,1666666.000000000000,10758710.000000000000
FS( 23 ),1708486.000000000000,2094436.000000000000,1919466.000000000000,1598066.000000000000,1754115.999999999800,1666666.000000000000,10741240.000000000000
FS( 24 ),1757686.000000000000,2116486.000000000000,1957466.000000000000,1592815.999999999800,1754115.999999999800,1666666.000000000000,10845240.000000000000
FS( 25 ),1779825.999999999800,2082676.000000000000,1959866.000000000000,1592815.999999999800,1782166.000000000000,1666666.000000000000,10864020.000000000000
FS( 26 ),1795816.000000000000,2223796.000000000000,1983066.000000000000,1628866.000000000000,1803616.000000000000,1666666.000000000000,11101830.000000000000
FS( 27 ),1757686.000000000000,2192926.000000000000,1997866.000000000000,1641816.000000000000,1798665.999999999800,1666666.000000000000,11055630.000000000000
FS( 28 ),1734316.000000000000,2150296.000000000000,1934266.000000000000,1626416.000000000000,1778865.999999999800,1666666.000000000000,10890830.000000000000
FS( 29 ),1772446.000000000000,2223796.000000000000,1970266.000000000000,1636916.000000000200,1809116.000000000000,1666666.000000000000,11079210.000000000000
FS( 30 ),1894216.000000000000,2232616.000000000000,1957466.000000000000,1626416.000000000000,1816266.000000000000,1666666.000000000000,11193650.000000000000
FS( 31 ),1981546.000000000200,2223796.000000000000,2092665.999999999800,1652316.000000000000,1816266.000000000000,1666666.000000000000,11433260.000000000000
FS( 32 ),1972936.000000000000,2275246.000000000000,2113866.000000000000,1636916.000000000200,1809116.000000000000,1666666.000000000000,11474750.000000000000
FS( 33 ),2023366.000000000000,2313466.000000000000,2075866.000000000000,1613466.000000000200,1809116.000000000000,1666666.000000000000,11501950.000000000000
FS( 34 ),2136525.999999999500,2429595.999999999100,2088266.000000000200,1626416.000000000000,1819566.000000000000,1666666.000000000000,11767039.999999998000
FS( 35 ),1988925.999999999800,2389905.999999999100,1993466.000000000000,1592815.999999999800,1796466.000000000000,1666666.000000000000,11428250.000000000000
FS( 36 ),1920046.000000000200,2373736.000000000000,1997866.000000000000,1600516.000000000000,1803616.000000000000,1666666.000000000000,11362450.000000000000
FS( 37 ),1992616.000000000000,2403135.999999999100,2008266.000000000000,1598066.000000000000,1816266.000000000000,1666666.000000000000,11485020.000000000000
FS( 38 ),1939726.000000000000,2378146.000000000000,1972266.000000000200,1577066.000000000000,1789316.000000000200,1666666.000000000000,11323190.000000000000
FS( 39 ),1916355.999999999800,2360506.000000000000,1957466.000000000000,1577066.000000000000,1794816.000000000000,1666666.000000000000,11272880.000000000000
FS( 40 ),1908976.000000000000,2309056.000000000000,1957466.000000000000,1556416.000000000000,1805266.000000000200,1666666.000000000000,11203850.000000000000
FS( 41 ),1856086.000000000000,2266426.000000000000,1873066.000000000000,1530516.000000000000,1793166.000000000200,1666666.000000000000,10985930.000000000000
FS( 42 ),1825336.000000000000,2232616.000000000000,1811865.999999999800,1532966.000000000000,1777216.000000000000,1666666.000000000000,10846670.000000000000
FS( 43 ),1821646.000000000000,2257606.000000000000,1820666.000000000000,1602966.000000000000,1805266.000000000200,1666666.000000000000,10974820.000000000000
FS( 44 ),1947105.999999999800,2411956.000000000000,1945066.000000000200,1647066.000000000000,1880066.000000000200,1666666.000000000000,11497930.000000000000
FS( 45 ),2045506.000000000000,2566306.000000000000,2077866.000000000000,1641816.000000000000,1911966.000000000000,1666666.000000000000,11910130.000000000000
FS( 46 ),1985236.000000000200,2561896.000000000000,2031466.000000000000,1613466.000000000200,1911966.000000000000,1666666.000000000000,11770700.000000000000
FS( 47 ),2023366.000000000000,2732416.000000000000,2063066.000000000000,1628866.000000000000,1930115.999999999800,1666666.000000000000,12044500.000000000000
FS( 48 ),2068876.000000000000,2685376.000000000000,2067466.000000000000,1639366.000000000000,1915816.000000000000,1666666.000000000000,12043570.000000000000
FS( 49 ),2049196.000000000200,2685376.000000000000,2198266.000000000000,1615916.000000000000,1898216.000000000000,1666666.000000000000,12113640.000000000000
FS( 50 ),2079946.000000000200,2617756.000000000000,2134666.000000000000,1605766.000000000000,1915816.000000000000,1666666.000000000000,12020620.000000000000
