代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11806210.000000000000
真實報酬,1806210.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,6370.101508588135
風險,230486.394447983620
起點值,0.027637646568
找到最佳解世代,2534
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1216(2)[3],2412(24)[1],6505(47)[2],
FS( 68 ),3390213.000000000000,3323192.999999999500,3798813.000000000000,10512220.000000000000
FS( 69 ),3295893.000000000000,3299793.000000000000,3789093.000000000900,10384780.000000000000
FS( 70 ),3409653.000000000000,3299793.000000000000,3827433.000000000000,10536880.000000000000
FS( 71 ),3359253.000000000000,3316562.999999999500,3817713.000000000500,10493530.000000000000
FS( 72 ),3321093.000000000000,3299793.000000000000,3793953.000000000900,10414840.000000000000
FS( 73 ),3346293.000000000000,3286142.999999999100,3696753.000000000000,10329190.000000000000
FS( 74 ),3390213.000000000000,3265862.999999999500,3827433.000000000000,10483510.000000000000
FS( 75 ),3339813.000000000000,3255722.999999999100,3701613.000000000500,10297150.000000000000
FS( 76 ),3314613.000000000000,3262352.999999999500,3629253.000000000000,10206220.000000000000
FS( 77 ),3333333.000000000000,3289652.999999999500,3745353.000000000500,10368340.000000000000
FS( 78 ),3314613.000000000000,3299793.000000000000,3774513.000000000900,10388920.000000000000
FS( 79 ),3346293.000000000000,3306423.000000000000,3808533.000000000500,10461250.000000000000
FS( 80 ),3434853.000000000000,3316562.999999999500,3861453.000000000900,10612870.000000000000
FS( 81 ),3421893.000000000000,3316562.999999999500,3827433.000000000000,10565890.000000000000
FS( 82 ),3409653.000000000000,3316562.999999999500,3808533.000000000500,10534750.000000000000
FS( 83 ),3478773.000000000000,3346982.999999999500,3890613.000000000500,10716370.000000000000
FS( 84 ),3453573.000000000000,3333333.000000000000,3919773.000000000500,10706680.000000000000
FS( 85 ),3497493.000000000000,3336842.999999999100,3971073.000000000900,10805410.000000000000
FS( 86 ),3491732.999999999500,3343472.999999999100,3892773.000000000500,10727979.999999998000
FS( 87 ),3441333.000000000000,3343472.999999999100,3921933.000000000000,10706740.000000000000
FS( 88 ),3447093.000000000000,3357122.999999999500,3848493.000000000500,10652710.000000000000
FS( 89 ),3434853.000000000000,3333333.000000000000,3731313.000000000000,10499500.000000000000
FS( 90 ),3434853.000000000000,3323192.999999999500,3814473.000000000500,10572520.000000000000
FS( 91 ),3421893.000000000000,3340352.999999999500,3809613.000000000500,10571860.000000000000
FS( 92 ),3396692.999999999500,3340352.999999999500,3838773.000000000500,10575820.000000000000
FS( 93 ),3447093.000000000000,3340352.999999999500,3838773.000000000500,10626220.000000000000
FS( 94 ),3472293.000000000000,3395732.999999999500,3779913.000000000500,10647940.000000000000
FS( 95 ),3485253.000000000000,3402753.000000000000,3883053.000000000500,10771060.000000000000
FS( 96 ),3453573.000000000000,3399242.999999999500,3785313.000000000000,10638130.000000000000
FS( 97 ),3624213.000000000000,3402753.000000000000,3750753.000000000000,10777720.000000000000
FS( 98 ),3516933.000000000000,3409772.999999999500,3750753.000000000000,10677460.000000000000
FS( 99 ),3478773.000000000000,3413282.999999999500,3745893.000000000900,10637950.000000000000
FS( 100 ),3542133.000000000500,3416793.000000000000,3721593.000000000900,10680520.000000000000
FS( 101 ),3466533.000000000000,3434732.999999999500,3711873.000000000000,10613140.000000000000
FS( 102 ),3535653.000000000000,3416793.000000000000,3741033.000000000500,10693480.000000000000
FS( 103 ),3503973.000000000000,3434732.999999999500,3701613.000000000500,10640320.000000000000
FS( 104 ),3529173.000000000500,3452673.000000000000,3706473.000000000500,10688320.000000000000
FS( 105 ),3535653.000000000000,3505713.000000000000,3701613.000000000500,10742980.000000000000
FS( 106 ),3529173.000000000500,3498692.999999999500,3682173.000000000000,10710040.000000000000
FS( 107 ),3567333.000000000000,3538083.000000000000,3765333.000000000500,10870750.000000000000
FS( 108 ),3624213.000000000000,3552122.999999999500,3785313.000000000000,10961650.000000000000
FS( 109 ),3599732.999999999500,3527162.999999999500,3731313.000000000000,10858210.000000000000
FS( 110 ),3579573.000000000000,3505713.000000000000,3662733.000000000000,10748020.000000000000
FS( 111 ),3761732.999999999500,3513122.999999999500,3603873.000000000000,10878730.000000000000
FS( 112 ),3660213.000000000000,3530673.000000000000,3466713.000000000500,10657600.000000000000
FS( 113 ),3754533.000000000000,3541592.999999999100,3564453.000000000900,10860580.000000000000
FS( 114 ),3781893.000000000000,3520142.999999999100,3579573.000000000900,10881610.000000000000
FS( 115 ),3856053.000000000000,3488162.999999999500,3589293.000000000500,10933510.000000000000
FS( 116 ),3869013.000000000000,3484652.999999999500,3554733.000000000000,10908400.000000000000
FS( 117 ),4010853.000000000000,3520142.999999999100,3471573.000000000500,11002570.000000000000
FS( 118 ),3956853.000000000000,3520142.999999999100,3466713.000000000500,10943710.000000000000
FS( 119 ),3969813.000000000000,3502202.999999999500,3530433.000000000000,11002450.000000000000
FS( 120 ),3856053.000000000000,3488162.999999999500,3525573.000000000900,10869790.000000000000
FS( 121 ),3741573.000000000000,3402753.000000000000,3241533.000000000500,10385860.000000000000
FS( 122 ),3748053.000000000000,3409772.999999999500,3290673.000000000000,10448500.000000000000
FS( 123 ),3822213.000000000000,3402753.000000000000,3334413.000000000500,10559380.000000000000
FS( 124 ),3822213.000000000000,3438242.999999999500,3305253.000000000500,10565710.000000000000
FS( 125 ),3815013.000000000000,3438242.999999999500,3515853.000000000500,10769110.000000000000
FS( 126 ),3929493.000000000000,3534182.999999999100,3623313.000000000000,11086990.000000000000
FS( 127 ),3768213.000000000000,3484652.999999999500,3603873.000000000000,10856740.000000000000
FS( 128 ),3828692.999999999500,3470222.999999999100,3540153.000000000900,10839070.000000000000
FS( 129 ),3896373.000000000000,3481142.999999999100,3574713.000000000500,10952230.000000000000
FS( 130 ),3802053.000000000000,3488162.999999999500,3643293.000000000500,10933510.000000000000
FS( 131 ),3694053.000000000000,3488162.999999999500,3589293.000000000500,10771510.000000000000
FS( 132 ),3694053.000000000000,3452673.000000000000,3594153.000000000900,10740880.000000000000
FS( 133 ),3815013.000000000000,3488162.999999999500,3701613.000000000500,11004790.000000000000
FS( 134 ),3876213.000000000000,3488162.999999999500,3726453.000000000900,11090830.000000000000
FS( 135 ),3896373.000000000000,3505713.000000000000,3687033.000000000500,11089120.000000000000
FS( 136 ),3835173.000000000500,3505713.000000000000,3677313.000000000000,11018200.000000000000
FS( 137 ),3822213.000000000000,3520142.999999999100,3716733.000000000000,11059090.000000000000
FS( 138 ),3828692.999999999500,3520142.999999999100,3726453.000000000900,11075290.000000000000
FS( 139 ),3902853.000000000000,3523652.999999999500,3824193.000000000000,11250700.000000000000
FS( 140 ),3848853.000000000000,3523652.999999999500,3736173.000000000000,11108680.000000000000
FS( 141 ),3802053.000000000000,3488162.999999999500,3726453.000000000900,11016670.000000000000
FS( 142 ),3869013.000000000000,3516633.000000000000,3843633.000000000900,11229280.000000000000
FS( 143 ),3727893.000000000000,3495182.999999999100,3770193.000000000000,10993270.000000000000
FS( 144 ),3727893.000000000000,3509612.999999999500,3760473.000000000500,10997980.000000000000
FS( 145 ),3748053.000000000000,3505713.000000000000,3760473.000000000500,11014240.000000000000
FS( 146 ),3862533.000000000000,3534182.999999999100,3887913.000000000500,11284630.000000000000
FS( 147 ),3896373.000000000000,3530673.000000000000,3897633.000000000900,11324680.000000000000
FS( 148 ),3896373.000000000000,3541592.999999999100,3897633.000000000900,11335600.000000000000
FS( 149 ),3929493.000000000000,3527162.999999999500,3921933.000000000000,11378590.000000000000
FS( 150 ),3956853.000000000000,3527162.999999999500,3971073.000000000900,11455090.000000000000
FS( 151 ),3969813.000000000000,3523652.999999999500,4049373.000000000000,11542840.000000000000
FS( 152 ),3923013.000000000000,3523652.999999999500,3975933.000000000000,11422600.000000000000
FS( 153 ),3909333.000000000000,3541592.999999999100,4147653.000000000900,11598580.000000000000
FS( 154 ),3896373.000000000000,3538083.000000000000,4020213.000000000500,11454670.000000000000
FS( 155 ),3842373.000000000000,3538083.000000000000,4005633.000000000900,11386090.000000000000
FS( 156 ),3856053.000000000000,3552122.999999999500,4010493.000000000500,11418670.000000000000
FS( 157 ),3856053.000000000000,3530673.000000000000,3995373.000000000000,11382100.000000000000
FS( 158 ),3848853.000000000000,3570062.999999999500,4049373.000000000000,11468290.000000000000
FS( 159 ),3869013.000000000000,3577083.000000000000,4015353.000000000500,11461450.000000000000
FS( 160 ),3842373.000000000000,3570062.999999999500,3990513.000000000900,11402950.000000000000
FS( 161 ),3856053.000000000000,3573572.999999999500,3956493.000000000500,11386120.000000000000
FS( 162 ),3856053.000000000000,3577083.000000000000,4068813.000000000000,11501950.000000000000
FS( 163 ),3822213.000000000000,3594633.000000000000,4034793.000000000500,11451640.000000000000
FS( 164 ),3768213.000000000000,3594633.000000000000,3995373.000000000000,11358220.000000000000
FS( 165 ),3754533.000000000000,3594633.000000000000,3932193.000000000000,11281360.000000000000
FS( 166 ),3741573.000000000000,3594633.000000000000,3883053.000000000500,11219260.000000000000
FS( 167 ),3727893.000000000000,3566162.999999999500,3926793.000000000500,11220850.000000000000
FS( 168 ),3694053.000000000000,3594633.000000000000,3951633.000000000900,11240320.000000000000
FS( 169 ),3754533.000000000000,3577083.000000000000,4039653.000000000900,11371270.000000000000
FS( 170 ),3808533.000000000000,3577083.000000000000,4103373.000000000000,11488990.000000000000
FS( 171 ),3761732.999999999500,3577083.000000000000,4025073.000000000900,11363890.000000000000
FS( 172 ),3700533.000000000000,3541592.999999999100,3966213.000000000500,11208340.000000000000
FS( 173 ),3727893.000000000000,3548612.999999999500,3887913.000000000500,11164420.000000000000
FS( 174 ),3647253.000000000000,3523652.999999999500,3809613.000000000500,10980520.000000000000
FS( 175 ),3694053.000000000000,3523652.999999999500,3736173.000000000000,10953880.000000000000
FS( 176 ),3687573.000000000000,3541592.999999999100,3775053.000000000500,11004220.000000000000
FS( 177 ),3633573.000000000000,3509612.999999999500,3750753.000000000000,10893940.000000000000
FS( 178 ),3673893.000000000000,3481142.999999999100,3770193.000000000000,10925230.000000000000
FS( 179 ),3721413.000000000500,3559142.999999999100,3790173.000000000000,11070730.000000000000
FS( 180 ),3619893.000000000000,3534182.999999999100,3765333.000000000500,10919410.000000000000
FS( 181 ),3721413.000000000500,3577083.000000000000,3809613.000000000500,11108110.000000000000
FS( 182 ),3721413.000000000500,3552122.999999999500,3848493.000000000500,11122030.000000000000
FS( 183 ),3714213.000000000000,3555633.000000000000,3853353.000000000500,11123200.000000000000
FS( 184 ),3680373.000000000000,3541592.999999999100,3819333.000000000500,11041300.000000000000
FS( 185 ),3673893.000000000000,3541592.999999999100,3838773.000000000500,11054260.000000000000
FS( 186 ),3721413.000000000500,3552122.999999999500,3858753.000000000000,11132290.000000000000
FS( 187 ),3687573.000000000000,3541592.999999999100,3824193.000000000000,11053360.000000000000
FS( 188 ),3647253.000000000000,3570062.999999999500,3833913.000000000500,11051230.000000000000
FS( 189 ),3667413.000000000500,3573572.999999999500,3755613.000000000500,10996600.000000000000
FS( 190 ),3647253.000000000000,3545102.999999999500,3804753.000000000000,10997110.000000000000
FS( 191 ),3660213.000000000000,3530673.000000000000,3799893.000000000900,10990780.000000000000
FS( 192 ),3633573.000000000000,3541592.999999999100,3750753.000000000000,10925920.000000000000
FS( 193 ),3673893.000000000000,3541592.999999999100,3736173.000000000000,10951660.000000000000
FS( 194 ),3640053.000000000000,3527162.999999999500,3682173.000000000000,10849390.000000000000
FS( 195 ),3593253.000000000000,3520142.999999999100,3682173.000000000000,10795570.000000000000
FS( 196 ),3633573.000000000000,3523652.999999999500,3677313.000000000000,10834540.000000000000
FS( 197 ),3647253.000000000000,3505713.000000000000,3653013.000000000900,10805980.000000000000
FS( 198 ),3586053.000000000000,3498692.999999999500,3687033.000000000500,10771780.000000000000
FS( 199 ),3619893.000000000000,3505713.000000000000,3716733.000000000000,10842340.000000000000
FS( 200 ),3727893.000000000000,3505713.000000000000,3824193.000000000000,11057800.000000000000
FS( 201 ),3741573.000000000000,3520142.999999999100,3858753.000000000000,11120470.000000000000
FS( 202 ),3700533.000000000000,3523652.999999999500,3848493.000000000500,11072680.000000000000
FS( 203 ),3633573.000000000000,3513122.999999999500,3843633.000000000900,10990330.000000000000
FS( 204 ),3694053.000000000000,3555633.000000000000,3858753.000000000000,11108440.000000000000
FS( 205 ),3727893.000000000000,3555633.000000000000,3873333.000000000500,11156860.000000000000
FS( 206 ),3741573.000000000000,3555633.000000000000,3966213.000000000500,11263420.000000000000
FS( 207 ),3774692.999999999500,3559142.999999999100,3966213.000000000500,11300049.999999998000
FS( 208 ),3768213.000000000000,3559142.999999999100,3907353.000000000500,11234710.000000000000
FS( 209 ),3673893.000000000000,3541592.999999999100,3892773.000000000500,11108260.000000000000
FS( 210 ),3694053.000000000000,3545102.999999999500,3853353.000000000500,11092510.000000000000
FS( 211 ),3721413.000000000500,3545102.999999999500,3912213.000000000500,11178730.000000000000
FS( 212 ),3653732.999999999500,3513122.999999999500,3819333.000000000500,10986190.000000000000
FS( 213 ),3667413.000000000500,3534182.999999999100,3790173.000000000000,10991770.000000000000
FS( 214 ),3667413.000000000500,3530673.000000000000,3824193.000000000000,11022280.000000000000
FS( 215 ),3647253.000000000000,3548612.999999999500,3785313.000000000000,10981180.000000000000
FS( 216 ),3593253.000000000000,3555633.000000000000,3775053.000000000500,10923940.000000000000
FS( 217 ),3519093.000000000000,3577083.000000000000,3775053.000000000500,10871230.000000000000
FS( 218 ),3458613.000000000000,3612572.999999999500,3819333.000000000500,10890520.000000000000
FS( 219 ),3545732.999999999500,3630512.999999999100,3917073.000000000900,11093320.000000000000
FS( 220 ),3593253.000000000000,3666003.000000000000,3921933.000000000000,11181190.000000000000
FS( 221 ),3586053.000000000000,3612572.999999999500,3912213.000000000500,11110840.000000000000
FS( 222 ),3532773.000000000000,3577083.000000000000,3921933.000000000000,11031790.000000000000
FS( 223 ),3559413.000000000500,3630512.999999999100,3887913.000000000500,11077840.000000000000
FS( 224 ),3593253.000000000000,3630512.999999999100,3917073.000000000900,11140840.000000000000
FS( 225 ),3545732.999999999500,3594633.000000000000,3917073.000000000900,11057440.000000000000
FS( 226 ),3545732.999999999500,3594633.000000000000,3961353.000000000500,11101720.000000000000
FS( 227 ),3613413.000000000500,3648062.999999999500,4020213.000000000500,11281690.000000000000
FS( 228 ),3593253.000000000000,3648062.999999999500,4020213.000000000500,11261530.000000000000
FS( 229 ),3660213.000000000000,3648062.999999999500,3980793.000000000500,11289070.000000000000
FS( 230 ),3748053.000000000000,3666003.000000000000,3971073.000000000900,11385130.000000000000
FS( 231 ),3761732.999999999500,3683942.999999999500,4068813.000000000000,11514490.000000000000
FS( 232 ),3741573.000000000000,3666003.000000000000,4063953.000000000900,11471530.000000000000
FS( 233 ),3768213.000000000000,3683942.999999999500,4093653.000000000900,11545810.000000000000
FS( 234 ),3815013.000000000000,3683942.999999999500,4088793.000000000500,11587750.000000000000
FS( 235 ),3714213.000000000000,3683942.999999999500,3990513.000000000900,11388670.000000000000
FS( 236 ),3815013.000000000000,3736982.999999999500,4000233.000000000000,11552230.000000000000
FS( 237 ),3828692.999999999500,3754923.000000000000,3995373.000000000000,11578990.000000000000
FS( 238 ),3802053.000000000000,3772862.999999999500,4020213.000000000500,11595130.000000000000
FS( 239 ),3862533.000000000000,3736982.999999999500,4117953.000000000900,11717470.000000000000
FS( 240 ),3862533.000000000000,3754923.000000000000,4117953.000000000900,11735410.000000000000
FS( 241 ),3848853.000000000000,3719432.999999999100,4079073.000000000900,11647360.000000000000
FS( 242 ),3835173.000000000500,3719432.999999999100,4093653.000000000900,11648260.000000000000
FS( 243 ),3741573.000000000000,3683942.999999999500,4142253.000000000000,11567770.000000000000
FS( 244 ),3822213.000000000000,3736982.999999999500,4186533.000000000500,11745730.000000000000
FS( 245 ),3882692.999999999500,3736982.999999999500,4186533.000000000500,11806210.000000000000
