代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13015780.000000000000
真實報酬,3015780.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,12506.065972278551
風險,293893.831833574690
起點值,0.042553005942
找到最佳解世代,1674
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,3
1216(2)[2],2330(20)[7],4904(46)[3],
FS( 20 ),3213433.000000000000,3569333.000000000000,3278573.000000000000,10061340.000000000000
FS( 21 ),3157333.000000000000,3556833.000000000000,3305953.000000000000,10020120.000000000000
FS( 22 ),3056133.000000000500,3498833.000000000000,3250453.000000000000,9805420.000000000000
FS( 23 ),3059433.000000000000,3531833.000000000000,3361453.000000000000,9952720.000000000000
FS( 24 ),3059433.000000000000,3540333.000000000000,3366633.000000000000,9966400.000000000000
FS( 25 ),3082533.000000000000,3535833.000000000000,3366633.000000000000,9985000.000000000000
FS( 26 ),3051733.000000000000,3457333.000000000000,3322232.999999999500,9831300.000000000000
FS( 27 ),3045133.000000000000,3486333.000000000000,3267473.000000000000,9798940.000000000000
FS( 28 ),3014332.999999999500,3453333.000000000000,3250453.000000000000,9718120.000000000000
FS( 29 ),3070433.000000000000,3411833.000000000500,3333333.000000000000,9815600.000000000000
FS( 30 ),3051733.000000000000,3428333.000000000000,3471713.000000000000,9951780.000000000000
FS( 31 ),3037433.000000000000,3436833.000000000500,3444333.000000000000,9918600.000000000000
FS( 32 ),3089133.000000000000,3531833.000000000000,3449513.000000000500,10070480.000000000000
FS( 33 ),3141933.000000000000,3531833.000000000000,3466533.000000000000,10140300.000000000000
FS( 34 ),3115533.000000000000,3486333.000000000000,3610093.000000000000,10211960.000000000000
FS( 35 ),3130933.000000000000,3535833.000000000000,3604172.999999999500,10270940.000000000000
FS( 36 ),3160633.000000000000,3569333.000000000000,3554593.000000000000,10284560.000000000000
FS( 37 ),3149633.000000000000,3506833.000000000000,3521293.000000000000,10177760.000000000000
FS( 38 ),3145233.000000000000,3506833.000000000000,3549413.000000000000,10201480.000000000000
FS( 39 ),3157333.000000000000,3519333.000000000000,3659672.999999999500,10336340.000000000000
FS( 40 ),3152933.000000000000,3502833.000000000000,3593073.000000000000,10248840.000000000000
FS( 41 ),3182633.000000000000,3494333.000000000000,3532393.000000000000,10209360.000000000000
FS( 42 ),3288233.000000000500,3577332.999999999500,3532393.000000000000,10397960.000000000000
FS( 43 ),3403733.000000000500,3610333.000000000000,3527213.000000000000,10541280.000000000000
FS( 44 ),3452133.000000000000,3676833.000000000000,3587893.000000000000,10716860.000000000000
FS( 45 ),3400433.000000000000,3697333.000000000000,3598993.000000000000,10696760.000000000000
FS( 46 ),3467533.000000000000,3643833.000000000500,3604172.999999999500,10715540.000000000000
FS( 47 ),3377333.000000000000,3560833.000000000000,3527213.000000000000,10465380.000000000000
FS( 48 ),3553333.000000000000,3511333.000000000000,3593073.000000000000,10657740.000000000000
FS( 49 ),3497233.000000000000,3519333.000000000000,3581973.000000000000,10598540.000000000000
FS( 50 ),3568733.000000000500,3548333.000000000000,3587893.000000000000,10704960.000000000000
FS( 51 ),3489533.000000000000,3556833.000000000000,3598993.000000000000,10645360.000000000000
FS( 52 ),3515933.000000000000,3552332.999999999500,3720353.000000000000,10788620.000000000000
FS( 53 ),3441133.000000000500,3556833.000000000000,3792133.000000000000,10790100.000000000000
FS( 54 ),3392733.000000000000,3469833.000000000000,3803232.999999999500,10665800.000000000000
FS( 55 ),3392733.000000000000,3540333.000000000000,3841713.000000000000,10774780.000000000000
FS( 56 ),3448832.999999999500,3403333.000000000000,3781033.000000000000,10633200.000000000000
FS( 57 ),3448832.999999999500,3432333.000000000000,3758833.000000000000,10640000.000000000000
FS( 58 ),3437833.000000000000,3419833.000000000000,3758833.000000000000,10616500.000000000000
FS( 59 ),3433433.000000000000,3291833.000000000000,3764753.000000000000,10490020.000000000000
FS( 60 ),3403733.000000000500,3353832.999999999500,3836533.000000000000,10594100.000000000000
FS( 61 ),3381733.000000000000,3328832.999999999500,3836533.000000000000,10547100.000000000000
FS( 62 ),3408133.000000000000,3395332.999999999500,3858732.999999999500,10662200.000000000000
FS( 63 ),3545633.000000000000,3424333.000000000500,3769933.000000000000,10739900.000000000000
FS( 64 ),3448832.999999999500,3399333.000000000500,3626373.000000000000,10474540.000000000000
FS( 65 ),3363033.000000000000,3540333.000000000000,3687053.000000000500,10590420.000000000000
FS( 66 ),3358633.000000000500,3324833.000000000000,3720353.000000000000,10403820.000000000000
FS( 67 ),3347633.000000000000,3183833.000000000000,3769933.000000000000,10301400.000000000000
FS( 68 ),3478533.000000000000,3254333.000000000000,3709253.000000000000,10442120.000000000000
FS( 69 ),3464233.000000000000,3237833.000000000000,3664853.000000000000,10366920.000000000000
FS( 70 ),3475233.000000000000,3320833.000000000000,3681873.000000000000,10477940.000000000000
FS( 71 ),3475233.000000000000,3241833.000000000000,3687053.000000000500,10404120.000000000000
FS( 72 ),3526933.000000000000,3345332.999999999500,3698153.000000000000,10570420.000000000000
FS( 73 ),3508233.000000000500,3304333.000000000000,3704073.000000000000,10516640.000000000000
FS( 74 ),3464233.000000000000,3328832.999999999500,3659672.999999999500,10452740.000000000000
FS( 75 ),3512633.000000000000,3295833.000000000000,3570873.000000000000,10379340.000000000000
FS( 76 ),3512633.000000000000,3250333.000000000000,3521293.000000000000,10284260.000000000000
FS( 77 ),3561033.000000000000,3361833.000000000500,3664853.000000000000,10587720.000000000000
FS( 78 ),3557733.000000000000,3349833.000000000000,3659672.999999999500,10567240.000000000000
FS( 79 ),3542333.000000000000,3395332.999999999500,3598993.000000000000,10536660.000000000000
FS( 80 ),3493932.999999999500,3353832.999999999500,3554593.000000000000,10402360.000000000000
FS( 81 ),3441133.000000000500,3333333.000000000000,3598993.000000000000,10373460.000000000000
FS( 82 ),3381733.000000000000,3312333.000000000000,3581973.000000000000,10276040.000000000000
FS( 83 ),3414733.000000000000,3275333.000000000000,3632293.000000000000,10322360.000000000000
FS( 84 ),3414733.000000000000,3299833.000000000000,3621193.000000000000,10335760.000000000000
FS( 85 ),3408133.000000000000,3324833.000000000000,3587893.000000000000,10320860.000000000000
FS( 86 ),3564333.000000000000,3382832.999999999500,3593073.000000000000,10540240.000000000000
FS( 87 ),3534633.000000000000,3465333.000000000000,3621193.000000000000,10621160.000000000000
FS( 88 ),3639133.000000000500,3502833.000000000000,3637473.000000000000,10779440.000000000000
FS( 89 ),3635833.000000000000,3502833.000000000000,3621193.000000000000,10759860.000000000000
FS( 90 ),3688633.000000000000,3494333.000000000000,3670772.999999999500,10853740.000000000000
FS( 91 ),3733733.000000000500,3489832.999999999500,3675953.000000000000,10899520.000000000000
FS( 92 ),3707333.000000000000,3451333.000000000000,3720353.000000000000,10879020.000000000000
FS( 93 ),3766733.000000000000,3412833.000000000000,3820253.000000000000,10999820.000000000000
FS( 94 ),3718333.000000000000,3369833.000000000000,4002293.000000000000,11090460.000000000000
FS( 95 ),3691933.000000000000,3266833.000000000000,3914232.999999999500,10873000.000000000000
FS( 96 ),3684233.000000000000,3270833.000000000000,3968993.000000000000,10924060.000000000000
FS( 97 ),3684233.000000000000,3258333.000000000000,3941613.000000000500,10884180.000000000000
FS( 98 ),3729333.000000000000,3227833.000000000000,3908313.000000000000,10865480.000000000000
FS( 99 ),3632533.000000000000,3227833.000000000000,3946793.000000000000,10807160.000000000000
FS( 100 ),3654533.000000000500,3343833.000000000500,3952713.000000000000,10951080.000000000000
FS( 101 ),3651233.000000000500,3309833.000000000000,3941613.000000000500,10902680.000000000000
FS( 102 ),3635833.000000000000,3206833.000000000000,3930513.000000000500,10773180.000000000000
FS( 103 ),3598432.999999999500,3227833.000000000000,3855772.999999999500,10682040.000000000000
FS( 104 ),3669933.000000000500,3219333.000000000000,3849853.000000000000,10739120.000000000000
FS( 105 ),3651233.000000000500,3292333.000000000500,3878713.000000000000,10822280.000000000000
FS( 106 ),3688633.000000000000,3421333.000000000000,4051873.000000000000,11161840.000000000000
FS( 107 ),3744733.000000000500,3408333.000000000000,4097753.000000000000,11250820.000000000000
FS( 108 ),3774433.000000000000,3494333.000000000000,4380433.000000000000,11649200.000000000000
FS( 109 ),3878933.000000000000,3451333.000000000000,4287933.000000000000,11618200.000000000000
FS( 110 ),3894333.000000000000,3442833.000000000000,4322713.000000000000,11659880.000000000000
FS( 111 ),3969133.000000000500,3489832.999999999500,4264992.999999999100,11723960.000000000000
FS( 112 ),4051633.000000000500,3511333.000000000000,4155473.000000000000,11718440.000000000000
FS( 113 ),4089033.000000000000,3472833.000000000000,4196173.000000000000,11758040.000000000000
FS( 114 ),4171533.000000000000,3549833.000000000000,4155473.000000000000,11876840.000000000000
FS( 115 ),4097832.999999999500,3537333.000000000000,4155473.000000000000,11790640.000000000000
FS( 116 ),4064833.000000000000,3567333.000000000500,4074813.000000000000,11706980.000000000000
FS( 117 ),4146233.000000000000,3588833.000000000000,4184333.000000000500,11919400.000000000000
FS( 118 ),4081332.999999999500,3580333.000000000000,4219113.000000000000,11880780.000000000000
FS( 119 ),4081332.999999999500,3575833.000000000500,4213193.000000000000,11870360.000000000000
FS( 120 ),4024133.000000000500,3537333.000000000000,4259073.000000000000,11820540.000000000000
FS( 121 ),4016433.000000000000,3554333.000000000000,4247973.000000000000,11818740.000000000000
FS( 122 ),4171533.000000000000,3605833.000000000000,4357492.999999999100,12134860.000000000000
FS( 123 ),4171533.000000000000,3554333.000000000000,4357492.999999999100,12083360.000000000000
FS( 124 ),4138533.000000000000,3567333.000000000500,4340473.000000000000,12046340.000000000000
FS( 125 ),4171533.000000000000,3537333.000000000000,4351573.000000000000,12060440.000000000000
FS( 126 ),4069233.000000000000,3580333.000000000000,4340473.000000000000,11990040.000000000000
FS( 127 ),3938333.000000000000,3554333.000000000000,4282753.000000000000,11775420.000000000000
FS( 128 ),3926233.000000000500,3567333.000000000500,4264992.999999999100,11758560.000000000000
FS( 129 ),3918533.000000000000,3567333.000000000500,4264992.999999999100,11750860.000000000000
FS( 130 ),3914133.000000000500,3592833.000000000000,4276833.000000000900,11783800.000000000000
FS( 131 ),3864633.000000000000,3618833.000000000500,4259073.000000000000,11742540.000000000000
FS( 132 ),3856933.000000000000,3622833.000000000000,4259073.000000000000,11738840.000000000000
FS( 133 ),3828333.000000000000,3537333.000000000000,4178412.999999999500,11544080.000000000000
FS( 134 ),3921833.000000000000,3498333.000000000000,4196173.000000000000,11616340.000000000000
FS( 135 ),3902033.000000000500,3614333.000000000000,4144373.000000000500,11660740.000000000000
FS( 136 ),3971332.999999999500,3601333.000000000000,4132533.000000000500,11705200.000000000000
FS( 137 ),3971332.999999999500,3640333.000000000000,4242053.000000000000,11853720.000000000000
FS( 138 ),3999933.000000000500,3644333.000000000000,4305693.000000000000,11949960.000000000000
FS( 139 ),4048333.000000000000,3665833.000000000000,4259073.000000000000,11973240.000000000000
FS( 140 ),4122033.000000000000,3730333.000000000000,4259073.000000000000,12111440.000000000000
FS( 141 ),4081332.999999999500,3730333.000000000000,4132533.000000000500,11944200.000000000000
FS( 142 ),4105533.000000000000,3695833.000000000000,4115513.000000000000,11916880.000000000000
FS( 143 ),4130833.000000000000,3708833.000000000000,4173233.000000000000,12012900.000000000000
FS( 144 ),4097832.999999999500,3678832.999999999500,4149553.000000000000,11926220.000000000000
FS( 145 ),4097832.999999999500,3695833.000000000000,4173233.000000000000,11966900.000000000000
FS( 146 ),4114333.000000000000,3713333.000000000500,4161393.000000000000,11989060.000000000000
FS( 147 ),4162733.000000000000,3704833.000000000500,4173233.000000000000,12040800.000000000000
FS( 148 ),4219933.000000000900,3725833.000000000500,4144373.000000000500,12090140.000000002000
FS( 149 ),4219933.000000000900,3777332.999999999500,4167313.000000000000,12164580.000000000000
FS( 150 ),4244133.000000000000,3871832.999999999500,4201353.000000000000,12317320.000000000000
FS( 151 ),4195733.000000000000,3833333.000000000000,4155473.000000000000,12184540.000000000000
FS( 152 ),4179233.000000000000,3863333.000000000500,4173233.000000000000,12215800.000000000000
FS( 153 ),4105533.000000000000,3871832.999999999500,4167313.000000000000,12144680.000000000000
FS( 154 ),4171533.000000000000,3906333.000000000500,4173233.000000000000,12251100.000000000000
FS( 155 ),4155033.000000000000,3923333.000000000000,4173233.000000000000,12251600.000000000000
FS( 156 ),4186932.999999999500,3841833.000000000000,4167313.000000000000,12196080.000000000000
FS( 157 ),4284833.000000000000,3756333.000000000500,4305693.000000000000,12346860.000000000000
FS( 158 ),4146233.000000000000,3687333.000000000000,4334553.000000000000,12168120.000000000000
FS( 159 ),4186932.999999999500,3721832.999999999500,4299773.000000000000,12208540.000000000000
FS( 160 ),4227632.999999999100,3725833.000000000500,4219113.000000000000,12172580.000000000000
FS( 161 ),4244133.000000000000,3773333.000000000000,4196173.000000000000,12213640.000000000000
FS( 162 ),4236433.000000000900,3768833.000000000500,4138452.999999999500,12143720.000000002000
FS( 163 ),4212233.000000000900,3798833.000000000000,4109593.000000000000,12120660.000000000000
FS( 164 ),4244133.000000000000,3738833.000000000000,3982313.000000000000,11965280.000000000000
FS( 165 ),4203433.000000000000,3708833.000000000000,4011172.999999999500,11923440.000000000000
FS( 166 ),4186932.999999999500,3695833.000000000000,4000073.000000000000,11882840.000000000000
FS( 167 ),4162733.000000000000,3683333.000000000000,4000073.000000000000,11846140.000000000000
FS( 168 ),4186932.999999999500,3657333.000000000000,4017093.000000000000,11861360.000000000000
FS( 169 ),4114333.000000000000,3764832.999999999500,3953453.000000000000,11832620.000000000000
FS( 170 ),4130833.000000000000,3798833.000000000000,3982313.000000000000,11911980.000000000000
FS( 171 ),4138533.000000000000,3794833.000000000000,3953453.000000000000,11886820.000000000000
FS( 172 ),4212233.000000000900,3824833.000000000000,3907573.000000000000,11944640.000000000000
FS( 173 ),4203433.000000000000,3846333.000000000000,3907573.000000000000,11957340.000000000000
FS( 174 ),4212233.000000000900,3876333.000000000000,3913493.000000000000,12002060.000000000000
FS( 175 ),4244133.000000000000,3893333.000000000000,3918672.999999999500,12056140.000000000000
FS( 176 ),4284833.000000000000,3897833.000000000000,3930513.000000000500,12113180.000000000000
FS( 177 ),4252933.000000000000,3923333.000000000000,3889813.000000000000,12066080.000000000000
FS( 178 ),4269433.000000000000,3901833.000000000000,3872793.000000000000,12044060.000000000000
FS( 179 ),4227632.999999999100,3914832.999999999500,3843933.000000000000,11986399.999999998000
FS( 180 ),4260633.000000000000,3936333.000000000000,3866873.000000000000,12063840.000000000000
FS( 181 ),4171533.000000000000,3893333.000000000000,4000073.000000000000,12064940.000000000000
FS( 182 ),4162733.000000000000,3901833.000000000000,4057793.000000000000,12122360.000000000000
FS( 183 ),4186932.999999999500,3889333.000000000000,4057793.000000000000,12134060.000000000000
FS( 184 ),4186932.999999999500,3889333.000000000000,4028933.000000000000,12105200.000000000000
FS( 185 ),4212233.000000000900,3880833.000000000000,4045953.000000000000,12139020.000000000000
FS( 186 ),4203433.000000000000,3897833.000000000000,4080732.999999999500,12182000.000000000000
FS( 187 ),4179233.000000000000,3901833.000000000000,4045953.000000000000,12127020.000000000000
FS( 188 ),4040633.000000000000,3936333.000000000000,4000073.000000000000,11977040.000000000000
FS( 189 ),4155033.000000000000,4116833.000000000000,4057793.000000000000,12329660.000000000000
FS( 190 ),4179233.000000000000,4108333.000000000000,4034113.000000000500,12321680.000000000000
FS( 191 ),4146233.000000000000,4150833.000000000000,4057793.000000000000,12354860.000000000000
FS( 192 ),4179233.000000000000,4133833.000000000000,4115513.000000000000,12428580.000000000000
FS( 193 ),4219933.000000000900,4159833.000000000000,4173233.000000000000,12553000.000000000000
FS( 194 ),4236433.000000000900,4254333.000000000000,4219113.000000000000,12709880.000000000000
FS( 195 ),4195733.000000000000,4219833.000000000000,4144373.000000000500,12559940.000000000000
FS( 196 ),4203433.000000000000,4163833.000000000000,4144373.000000000500,12511640.000000000000
FS( 197 ),4260633.000000000000,4176833.000000000000,4173233.000000000000,12610700.000000000000
FS( 198 ),4325533.000000000000,4163833.000000000000,4144373.000000000500,12633740.000000000000
FS( 199 ),4325533.000000000000,4228333.000000000000,4173233.000000000000,12727100.000000000000
FS( 200 ),4310132.999999999100,4159833.000000000000,4259073.000000000000,12729040.000000000000
FS( 201 ),4350833.000000000000,4236833.000000000000,4322713.000000000000,12910380.000000000000
FS( 202 ),4439933.000000000900,4241333.000000000000,4340473.000000000000,13021740.000000000000
FS( 203 ),4408033.000000000000,4275333.000000000000,4287933.000000000000,12971300.000000000000
FS( 204 ),4391533.000000000000,4241333.000000000000,4276833.000000000900,12909700.000000000000
FS( 205 ),4415733.000000000000,4181333.000000000000,4253893.000000000000,12850960.000000000000
FS( 206 ),4465233.000000000000,4168333.000000000000,4259073.000000000000,12892640.000000000000
FS( 207 ),4472933.000000000000,4193833.000000000000,4270912.999999999100,12937680.000000000000
FS( 208 ),4325533.000000000000,4138333.000000000000,4201353.000000000000,12665220.000000000000
FS( 209 ),4350833.000000000000,4086833.000000000500,4115513.000000000000,12553180.000000000000
FS( 210 ),4325533.000000000000,4125333.000000000000,4109593.000000000000,12560460.000000000000
FS( 211 ),4293632.999999999100,4103832.999999999500,4144373.000000000500,12541839.999999998000
FS( 212 ),4367333.000000000000,4159833.000000000000,4201353.000000000000,12728520.000000000000
FS( 213 ),4408033.000000000000,4138333.000000000000,4253893.000000000000,12800260.000000000000
FS( 214 ),4367333.000000000000,4120833.000000000000,4173233.000000000000,12661400.000000000000
FS( 215 ),4350833.000000000000,4181333.000000000000,4293853.000000000000,12826020.000000000000
FS( 216 ),4399233.000000000000,4292833.000000000000,4287933.000000000000,12980000.000000000000
FS( 217 ),4399233.000000000000,4352833.000000000000,4207273.000000000000,12959340.000000000000
FS( 218 ),4439933.000000000900,4374333.000000000000,4270912.999999999100,13085180.000000000000
FS( 219 ),4391533.000000000000,4331333.000000000000,4270912.999999999100,12993780.000000000000
FS( 220 ),4382733.000000000000,4296833.000000000000,4287933.000000000000,12967500.000000000000
FS( 221 ),4367333.000000000000,4309833.000000000000,4178412.999999999500,12855580.000000000000
FS( 222 ),4456433.000000000900,4352833.000000000000,4213193.000000000000,13022460.000000000000
FS( 223 ),4456433.000000000900,4352833.000000000000,4225033.000000000000,13034300.000000000000
FS( 224 ),4448733.000000000000,4395833.000000000000,4207273.000000000000,13051840.000000000000
FS( 225 ),4415733.000000000000,4331333.000000000000,4173233.000000000000,12920300.000000000000
FS( 226 ),4310132.999999999100,4275333.000000000000,4190252.999999999500,12775720.000000000000
FS( 227 ),4227632.999999999100,4279833.000000000000,4178412.999999999500,12685880.000000000000
FS( 228 ),4269433.000000000000,4374333.000000000000,4225033.000000000000,12868800.000000000000
FS( 229 ),4227632.999999999100,4331333.000000000000,4207273.000000000000,12766240.000000000000
FS( 230 ),4301333.000000000000,4352833.000000000000,4242053.000000000000,12896220.000000000000
FS( 231 ),4219933.000000000900,4352833.000000000000,4293853.000000000000,12866620.000000000000
FS( 232 ),4252933.000000000000,4305833.000000000000,4287933.000000000000,12846700.000000000000
FS( 233 ),4212233.000000000900,4266833.000000000000,4287933.000000000000,12767000.000000000000
FS( 234 ),4219933.000000000900,4279833.000000000000,4230213.000000000000,12729980.000000000000
FS( 235 ),4260633.000000000000,4352833.000000000000,4253893.000000000000,12867360.000000000000
FS( 236 ),4219933.000000000900,4374333.000000000000,4282753.000000000000,12877020.000000000000
FS( 237 ),4227632.999999999100,4374333.000000000000,4351573.000000000000,12953540.000000000000
FS( 238 ),4244133.000000000000,4374333.000000000000,4351573.000000000000,12970040.000000000000
FS( 239 ),4260633.000000000000,4438833.000000000000,4345653.000000000000,13045120.000000000000
FS( 240 ),4212233.000000000900,4438833.000000000000,4282753.000000000000,12933820.000000000000
FS( 241 ),4203433.000000000000,4524333.000000000000,4270912.999999999100,12998680.000000000000
FS( 242 ),4186932.999999999500,4610333.000000000000,4051873.000000000000,12849140.000000000000
FS( 243 ),4219933.000000000900,4610333.000000000000,3982313.000000000000,12812580.000000000000
FS( 244 ),4342033.000000000000,4696333.000000000000,4000073.000000000000,13038440.000000000000
FS( 245 ),4391533.000000000000,4610333.000000000000,3907573.000000000000,12909440.000000000000
FS( 246 ),4480633.000000000000,4545833.000000000000,3942353.000000000000,12968820.000000000000
FS( 247 ),4448733.000000000000,4610333.000000000000,4005253.000000000000,13064320.000000000000
FS( 248 ),4465233.000000000000,4524333.000000000000,3942353.000000000000,12931920.000000000000
FS( 249 ),4480633.000000000000,4460333.000000000000,3953453.000000000000,12894420.000000000000
FS( 250 ),4530132.999999999100,4503333.000000000000,3982313.000000000000,13015780.000000000000
