代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11997436.143999999000
真實報酬,1997436.143999999400

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,8959.350237565943
風險,88669.538540355847
起點值,0.101042030725
找到最佳解世代,1813
找到最佳解實驗#,1
找到最佳解次數,10

投資組合檔數,13
1102(1)[45],2227(11)[20],2354(19)[23],2357(20)[35],2408(23)[21],2409(24)[26],2884(33)[16],2885(34)[8],2891(38)[4],2892(39)[2],3045(42)[17],5880(46)[1],9999(49)[43],
FS( 108 ),774830.000000000000,990590.000000000000,830520.000000000120,824189.999999999880,880749.999999999880,789239.999999999770,785329.999999999880,867830.000000000000,863530.000000000120,871150.000000000000,825789.999999999880,859500.000000000000,769230.000000000000,10932490.000000000000
FS( 109 ),766710.000000000000,983190.000000000000,821070.000000000000,818549.999999999880,869190.000000000000,789239.999999999770,793609.999999999880,861710.000000000000,861230.000000000000,875559.999999999880,822500.000000000000,862450.000000000000,769230.000000000000,10894250.000000000000
FS( 110 ),758589.999999999880,983190.000000000000,814950.000000000000,825600.000000000000,857630.000000000000,778889.999999999880,793609.999999999880,854910.000000000000,854790.000000000120,873600.000000000000,825789.999999999880,859500.000000000000,769230.000000000000,10850290.000000000000
FS( 111 ),763910.000000000000,1007190.000000000000,814140.000000000000,828420.000000000000,857630.000000000000,798899.999999999880,791770.000000000000,854910.000000000000,843750.000000000120,873600.000000000000,822500.000000000000,859500.000000000000,769230.000000000000,10885460.000000000000
FS( 112 ),751589.999999999880,1042230.000000000000,809820.000000000000,819960.000000000000,852530.000000000000,789239.999999999770,791770.000000000000,854910.000000000000,850190.000000000230,879970.000000000000,825789.999999999880,859500.000000000000,769230.000000000000,10896740.000000000000
FS( 113 ),765310.000000000120,1068030.000000000000,811530.000000000000,827009.999999999880,855930.000000000120,798899.999999999880,793609.999999999880,861710.000000000000,837310.000000000120,875559.999999999880,822500.000000000000,859500.000000000000,769230.000000000000,10946140.000000000000
FS( 114 ),757190.000000000120,1112310.000000000000,809820.000000000000,831239.999999999880,862560.000000000000,798899.999999999880,791770.000000000000,861710.000000000000,837310.000000000120,875559.999999999880,815780.000000000000,856550.000000000000,769230.000000000000,10979940.000000000000
FS( 115 ),770630.000000000000,1130750.000000000000,816750.000000000000,848129.999999999880,862560.000000000000,798899.999999999880,793609.999999999880,867830.000000000000,852490.000000000120,878010.000000000000,815780.000000000000,862450.000000000000,769230.000000000000,11067130.000000000000
FS( 116 ),765310.000000000120,1134430.000000000000,809820.000000000000,835469.999999999880,859160.000000000000,789239.999999999770,795910.000000000000,874630.000000000000,852490.000000000120,879970.000000000000,819140.000000000120,862450.000000000000,769230.000000000000,11047260.000000000000
FS( 117 ),766710.000000000000,1160270.000000000000,794250.000000000000,831239.999999999880,862560.000000000000,789239.999999999770,789469.999999999880,864430.000000000000,839150.000000000000,879970.000000000000,812490.000000000000,854190.000000000000,769230.000000000000,11013210.000000000000
FS( 118 ),755790.000000000000,1210070.000000000000,801180.000000000000,842489.999999999880,872420.000000000000,791999.999999999880,789469.999999999880,871230.000000000000,839150.000000000000,879970.000000000000,819140.000000000120,859500.000000000000,769230.000000000000,11101650.000000000000
FS( 119 ),763910.000000000000,1213750.000000000000,794250.000000000000,845309.999999999880,907100.000000000000,795449.999999999880,791770.000000000000,874630.000000000000,846050.000000000230,879970.000000000000,819140.000000000120,859500.000000000000,769230.000000000000,11160070.000000000000
FS( 120 ),763910.000000000000,1167630.000000000000,801990.000000000000,841109.999999999880,903869.999999999880,795449.999999999880,791770.000000000000,871230.000000000000,850190.000000000230,879970.000000000000,819140.000000000120,859500.000000000000,769230.000000000000,11115000.000000000000
FS( 121 ),765310.000000000120,1163950.000000000000,810630.000000000000,849539.999999999880,922060.000000000000,805799.999999999880,793609.999999999880,878030.000000000000,848350.000000000120,882420.000000000120,822500.000000000000,864810.000000000000,769230.000000000000,11176250.000000000000
FS( 122 ),757190.000000000120,1156590.000000000000,814140.000000000000,842489.999999999880,913730.000000000000,822359.999999999770,789469.999999999880,871230.000000000000,848350.000000000120,882420.000000000120,819140.000000000120,867760.000000000000,769230.000000000000,11154110.000000000000
FS( 123 ),757190.000000000120,1186110.000000000000,812430.000000000000,831239.999999999880,888910.000000000000,841679.999999999880,789469.999999999880,874630.000000000000,846050.000000000230,882420.000000000120,819140.000000000120,864810.000000000000,769230.000000000000,11163320.000000000000
FS( 124 ),754390.000000000000,1182390.000000000000,806310.000000000000,829829.999999999880,894010.000000000000,832019.999999999880,789469.999999999880,871230.000000000000,850190.000000000230,891730.000000000120,819140.000000000120,867760.000000000000,769230.000000000000,11157710.000000000000
FS( 125 ),749070.000000000000,1163950.000000000000,802890.000000000000,829829.999999999880,880749.999999999880,815459.999999999880,787630.000000000000,858310.000000000000,850190.000000000230,889280.000000000120,819140.000000000120,864810.000000000000,769230.000000000000,11080550.000000000000
FS( 126 ),738150.000000000000,1132590.000000000000,795149.999999999880,818549.999999999880,885680.000000000120,818909.999999999880,787630.000000000000,851510.000000000000,850190.000000000230,889280.000000000120,815780.000000000000,867760.000000000000,769230.000000000000,11020420.000000000000
FS( 127 ),738150.000000000000,1134430.000000000000,794250.000000000000,827009.999999999880,880749.999999999880,815459.999999999880,787630.000000000000,854910.000000000000,852490.000000000120,891730.000000000120,819140.000000000120,864810.000000000000,769230.000000000000,11030000.000000000000
FS( 128 ),724710.000000000000,1112310.000000000000,786510.000000000120,819960.000000000000,875820.000000000000,808559.999999999880,781189.999999999880,854910.000000000000,850190.000000000230,886830.000000000000,819140.000000000120,862450.000000000000,769230.000000000000,10951820.000000000000
FS( 129 ),723310.000000000120,1097550.000000000000,776070.000000000000,821369.999999999770,877350.000000000000,828569.999999999880,787630.000000000000,858310.000000000000,850190.000000000230,882420.000000000120,815780.000000000000,862450.000000000000,769230.000000000000,10950240.000000000000
FS( 130 ),709589.999999999880,1123390.000000000000,789030.000000000000,817139.999999999770,875820.000000000000,841679.999999999880,785329.999999999880,851510.000000000000,848350.000000000120,891730.000000000120,819140.000000000120,862450.000000000000,769230.000000000000,10984400.000000000000
FS( 131 ),705670.000000000120,1112310.000000000000,833130.000000000000,829829.999999999880,908800.000000000120,835469.999999999880,785329.999999999880,861710.000000000000,854790.000000000120,893690.000000000000,822500.000000000000,862450.000000000000,769230.000000000000,11074920.000000000000
FS( 132 ),717710.000000000000,1086470.000000000000,834839.999999999880,836879.999999999880,905400.000000000000,838919.999999999880,785329.999999999880,874630.000000000000,857090.000000000120,896140.000000000120,825789.999999999880,859500.000000000000,769230.000000000000,11087940.000000000000
FS( 133 ),725830.000000000000,1090190.000000000000,831420.000000000000,831239.999999999880,913900.000000000000,855480.000000000000,783490.000000000000,871230.000000000000,850190.000000000230,896140.000000000120,829150.000000000000,864810.000000000000,769230.000000000000,11112310.000000000000
FS( 134 ),730030.000000000000,1086470.000000000000,830520.000000000120,834059.999999999880,920700.000000000000,852029.999999999880,781189.999999999880,867830.000000000000,854790.000000000120,902999.999999999880,832440.000000000000,862450.000000000000,769230.000000000000,11124750.000000000000
FS( 135 ),725830.000000000000,1071750.000000000000,832230.000000000000,838289.999999999880,915600.000000000000,861689.999999999880,781189.999999999880,867830.000000000000,850190.000000000230,909860.000000000000,829150.000000000000,862450.000000000000,769230.000000000000,11115300.000000000000
FS( 136 ),724710.000000000000,1090190.000000000000,854730.000000000000,843899.999999999770,934300.000000000120,881699.999999999880,789469.999999999880,881430.000000000000,867670.000000000120,923089.999999999880,832440.000000000000,873070.000000000000,769230.000000000000,11265940.000000000000
FS( 137 ),724710.000000000000,1097550.000000000000,879839.999999999880,836879.999999999880,952999.999999999880,898259.999999999770,793609.999999999880,881430.000000000000,867670.000000000120,932400.000000000000,832440.000000000000,876020.000000000000,769230.000000000000,11343050.000000000000
FS( 138 ),728630.000000000000,1099390.000000000000,866880.000000000000,843899.999999999770,946200.000000000000,934830.000000000000,789469.999999999880,871230.000000000000,863530.000000000120,923089.999999999880,832440.000000000000,878380.000000000000,769230.000000000000,11347210.000000000000
FS( 139 ),725830.000000000000,1088350.000000000000,859950.000000000000,832649.999999999770,944499.999999999880,921719.999999999880,793609.999999999880,881430.000000000000,872270.000000000120,932400.000000000000,825789.999999999880,886640.000000000120,769230.000000000000,11334380.000000000000
FS( 140 ),719109.999999999880,1086470.000000000000,851310.000000000000,838289.999999999880,952999.999999999880,931379.999999999880,793609.999999999880,887550.000000000120,874570.000000000120,929949.999999999880,829150.000000000000,886640.000000000120,769230.000000000000,11350270.000000000000
FS( 141 ),721910.000000000000,1090190.000000000000,853920.000000000000,836879.999999999880,944499.999999999880,945869.999999999880,795910.000000000000,884150.000000000000,876410.000000000230,932400.000000000000,832440.000000000000,891950.000000000000,769230.000000000000,11375770.000000000000
FS( 142 ),728630.000000000000,1077270.000000000000,848700.000000000000,831239.999999999880,935999.999999999880,918269.999999999880,795910.000000000000,914070.000000000000,881010.000000000000,929949.999999999880,829150.000000000000,889590.000000000000,769230.000000000000,11349030.000000000000
FS( 143 ),733950.000000000000,1082790.000000000000,853020.000000000120,842489.999999999880,956400.000000000000,925169.999999999880,797750.000000000000,914070.000000000000,885150.000000000000,932400.000000000000,832440.000000000000,894900.000000000000,769230.000000000000,11419770.000000000000
FS( 144 ),732830.000000000000,1069870.000000000000,844380.000000000000,845309.999999999880,956400.000000000000,918269.999999999880,791770.000000000000,910670.000000000120,883310.000000000120,932400.000000000000,832440.000000000000,894900.000000000000,769230.000000000000,11381790.000000000000
FS( 145 ),725830.000000000000,1064350.000000000000,840870.000000000000,845309.999999999880,954700.000000000000,894119.999999999880,789469.999999999880,890950.000000000000,874570.000000000120,927499.999999999880,829150.000000000000,894900.000000000000,769230.000000000000,11300960.000000000000
FS( 146 ),725830.000000000000,1064350.000000000000,846990.000000000000,855179.999999999770,961499.999999999880,890669.999999999880,791770.000000000000,887550.000000000120,874570.000000000120,923089.999999999880,819140.000000000120,889590.000000000000,769230.000000000000,11299470.000000000000
FS( 147 ),730030.000000000000,1064350.000000000000,877230.000000000000,856589.999999999880,976800.000000000120,911369.999999999880,795910.000000000000,894350.000000000000,885150.000000000000,923089.999999999880,816340.000000000000,894900.000000000000,769230.000000000000,11395350.000000000000
FS( 148 ),721910.000000000000,1060670.000000000000,883260.000000000120,856589.999999999880,978499.999999999880,901019.999999999880,797750.000000000000,901150.000000000000,889750.000000000120,925540.000000000000,816340.000000000000,900209.999999999880,769230.000000000000,11401930.000000000000
FS( 149 ),725830.000000000000,1060670.000000000000,890460.000000000000,842489.999999999880,983600.000000000000,876869.999999999880,804189.999999999880,907270.000000000000,904930.000000000120,927499.999999999880,819840.000000000000,903160.000000000000,769230.000000000000,11416050.000000000000
FS( 150 ),724710.000000000000,1080950.000000000000,885960.000000000000,846719.999999999880,985300.000000000120,873419.999999999880,810630.000000000000,907270.000000000000,907230.000000000000,934360.000000000000,812840.000000000000,903160.000000000000,769230.000000000000,11441790.000000000000
FS( 151 ),746270.000000000000,1088350.000000000000,876960.000000000000,842489.999999999880,1017600.000000000000,863069.999999999880,812469.999999999880,897070.000000000000,916430.000000000120,941220.000000000000,809340.000000000000,914370.000000000000,769230.000000000000,11494880.000000000000
FS( 152 ),732830.000000000000,1084630.000000000000,884159.999999999880,832649.999999999770,1063500.000000000000,883769.999999999880,814770.000000000000,890270.000000000000,902630.000000000120,943670.000000000120,816340.000000000000,916730.000000000000,769230.000000000000,11535190.000000000000
FS( 153 ),730030.000000000000,1075430.000000000000,879659.999999999880,827009.999999999880,1051600.000000000000,876869.999999999880,823050.000000000000,903869.999999999880,911830.000000000230,941220.000000000000,812840.000000000000,911420.000000000120,769230.000000000000,11514070.000000000000
FS( 154 ),728630.000000000000,1071750.000000000000,883260.000000000120,827009.999999999880,1055000.000000000000,852719.999999999880,824890.000000000000,900470.000000000000,904930.000000000120,939260.000000000000,816340.000000000000,906109.999999999880,769230.000000000000,11479610.000000000000
FS( 155 ),728630.000000000000,1079110.000000000000,877860.000000000000,831239.999999999880,1097500.000000000000,852719.999999999880,824890.000000000000,890270.000000000000,898030.000000000120,939260.000000000000,816340.000000000000,903160.000000000000,769230.000000000000,11508250.000000000000
FS( 156 ),724710.000000000000,1079110.000000000000,879659.999999999880,824189.999999999880,1126400.000000000000,849269.999999999880,823050.000000000000,890270.000000000000,893430.000000000120,941220.000000000000,823340.000000000000,906109.999999999880,769230.000000000000,11530000.000000000000
FS( 157 ),725830.000000000000,1073590.000000000000,885060.000000000000,821369.999999999770,1109400.000000000000,856169.999999999880,820750.000000000000,886869.999999999880,886530.000000000120,936809.999999999880,816340.000000000000,906109.999999999880,769230.000000000000,11494070.000000000000
FS( 158 ),719109.999999999880,1084630.000000000000,876960.000000000000,819960.000000000000,1089000.000000000000,845819.999999999880,818910.000000000000,886869.999999999880,888830.000000000230,929949.999999999880,816340.000000000000,900209.999999999880,769230.000000000000,11445830.000000000000
FS( 159 ),732830.000000000000,1092030.000000000000,885060.000000000000,822779.999999999880,1107700.000000000000,856169.999999999880,824890.000000000000,900470.000000000000,898030.000000000120,934360.000000000000,823340.000000000000,908470.000000000000,769230.000000000000,11555370.000000000000
FS( 160 ),733950.000000000000,1082790.000000000000,879659.999999999880,819960.000000000000,1099200.000000000000,845819.999999999880,820750.000000000000,886869.999999999880,898030.000000000120,932400.000000000000,819840.000000000000,900209.999999999880,769230.000000000000,11488720.000000000000
FS( 161 ),735350.000000000000,1092030.000000000000,875159.999999999880,819960.000000000000,1082200.000000000000,852719.999999999880,816609.999999999880,886869.999999999880,893430.000000000120,932400.000000000000,823340.000000000000,906109.999999999880,769230.000000000000,11485420.000000000000
FS( 162 ),742070.000000000000,1093870.000000000000,877860.000000000000,825600.000000000000,1092400.000000000000,856169.999999999880,823050.000000000000,883470.000000000000,879630.000000000120,939260.000000000000,823340.000000000000,908470.000000000000,769230.000000000000,11514430.000000000000
FS( 163 ),747670.000000000120,1093870.000000000000,895860.000000000000,828420.000000000000,1078800.000000000000,845819.999999999880,824890.000000000000,890270.000000000000,888830.000000000230,948080.000000000000,823340.000000000000,914370.000000000000,769230.000000000000,11549460.000000000000
FS( 164 ),747670.000000000120,1092030.000000000000,908460.000000000000,821369.999999999770,1075400.000000000000,845819.999999999880,823050.000000000000,883470.000000000000,879630.000000000120,948080.000000000000,819840.000000000000,911420.000000000120,769230.000000000000,11525480.000000000000
FS( 165 ),755790.000000000000,1090190.000000000000,902159.999999999880,818549.999999999880,1070300.000000000000,852719.999999999880,831329.999999999880,883470.000000000000,888830.000000000230,962290.000000000000,819840.000000000000,916730.000000000000,769230.000000000000,11561440.000000000000
FS( 166 ),751589.999999999880,1086470.000000000000,939960.000000000000,818549.999999999880,1075400.000000000000,842369.999999999880,835469.999999999880,886869.999999999880,895730.000000000000,962290.000000000000,819840.000000000000,924990.000000000000,769230.000000000000,11608770.000000000000
FS( 167 ),743469.999999999880,1125230.000000000000,944460.000000000000,817049.999999999880,1095800.000000000000,838919.999999999880,831329.999999999880,886869.999999999880,895730.000000000000,957390.000000000120,819840.000000000000,924990.000000000000,769230.000000000000,11650320.000000000000
FS( 168 ),746270.000000000000,1104950.000000000000,926460.000000000000,824549.999999999880,1078800.000000000000,825119.999999999880,843290.000000000120,890270.000000000000,888830.000000000230,950040.000000000000,819840.000000000000,919680.000000000000,769230.000000000000,11587340.000000000000
FS( 169 ),731430.000000000000,1093870.000000000000,912960.000000000000,817049.999999999880,1049900.000000000000,818219.999999999880,838689.999999999880,883470.000000000000,875030.000000000120,940240.000000000000,823340.000000000000,908470.000000000000,769230.000000000000,11461910.000000000000
FS( 170 ),736750.000000000000,1062510.000000000000,920159.999999999880,802049.999999999880,1043100.000000000000,838919.999999999880,836390.000000000000,886869.999999999880,884230.000000000000,935339.999999999880,816340.000000000000,911420.000000000120,769230.000000000000,11443320.000000000000
FS( 171 ),738150.000000000000,1049590.000000000000,896760.000000000120,766049.999999999880,1073700.000000000000,825119.999999999880,829490.000000000000,880070.000000000000,884230.000000000000,923089.999999999880,819840.000000000000,903160.000000000000,769230.000000000000,11358490.000000000000
FS( 172 ),743469.999999999880,1058830.000000000000,903960.000000000000,763049.999999999880,1077100.000000000000,832019.999999999880,831790.000000000120,880070.000000000000,893430.000000000120,930440.000000000000,819840.000000000000,903160.000000000000,769230.000000000000,11406400.000000000000
FS( 173 ),743469.999999999880,1055150.000000000000,905760.000000000120,760049.999999999880,1077100.000000000000,818219.999999999880,831790.000000000120,883470.000000000000,898030.000000000120,930440.000000000000,819840.000000000000,912600.000000000000,769230.000000000000,11405160.000000000000
FS( 174 ),750190.000000000120,1068030.000000000000,918360.000000000000,758549.999999999880,1089000.000000000000,835469.999999999880,840990.000000000000,893670.000000000120,902630.000000000120,950040.000000000000,823340.000000000000,927350.000000000000,769230.000000000000,11526860.000000000000
FS( 175 ),749070.000000000000,1062510.000000000000,908460.000000000000,764549.999999999880,1075400.000000000000,825119.999999999880,840990.000000000000,883470.000000000000,895730.000000000000,945140.000000000120,816340.000000000000,921450.000000000000,769230.000000000000,11457470.000000000000
FS( 176 ),750190.000000000120,1066190.000000000000,907560.000000000000,755549.999999999880,1090700.000000000000,838919.999999999880,838689.999999999880,876670.000000000120,895730.000000000000,945140.000000000120,823340.000000000000,927350.000000000000,769230.000000000000,11485270.000000000000
FS( 177 ),751589.999999999880,1079110.000000000000,916560.000000000000,754049.999999999880,1080500.000000000000,859619.999999999880,840990.000000000000,883470.000000000000,898030.000000000120,950040.000000000000,816340.000000000000,927350.000000000000,769230.000000000000,11526890.000000000000
FS( 178 ),750190.000000000120,1079110.000000000000,912960.000000000000,758549.999999999880,1083900.000000000000,845819.999999999880,847890.000000000000,890270.000000000000,900330.000000000230,952490.000000000000,819840.000000000000,930300.000000000000,769230.000000000000,11540890.000000000000
FS( 179 ),755790.000000000000,1061110.000000000000,917460.000000000000,751049.999999999880,1109400.000000000000,845819.999999999880,854790.000000000120,893670.000000000120,898030.000000000120,962290.000000000000,819840.000000000000,936200.000000000000,769230.000000000000,11574690.000000000000
FS( 180 ),752990.000000000000,1043110.000000000000,912960.000000000000,757049.999999999880,1106000.000000000000,849269.999999999880,859390.000000000000,893670.000000000120,902630.000000000120,959839.999999999880,819840.000000000000,936200.000000000000,769230.000000000000,11562190.000000000000
FS( 181 ),754390.000000000000,1037110.000000000000,911159.999999999880,775049.999999999880,1117900.000000000000,863069.999999999880,863990.000000000000,890270.000000000000,902630.000000000120,964740.000000000000,826840.000000000000,942100.000000000000,769230.000000000000,11618490.000000000000
FS( 182 ),754390.000000000000,1043110.000000000000,909360.000000000000,767549.999999999880,1104300.000000000000,856169.999999999880,861689.999999999880,890270.000000000000,898030.000000000120,962290.000000000000,823340.000000000000,939150.000000000000,769230.000000000000,11578890.000000000000
FS( 183 ),765589.999999999880,1037110.000000000000,919260.000000000120,769049.999999999880,1112800.000000000000,863069.999999999880,873189.999999999880,893670.000000000120,900330.000000000230,964740.000000000000,819840.000000000000,939150.000000000000,769230.000000000000,11627040.000000000000
FS( 184 ),778190.000000000120,1031110.000000000000,920159.999999999880,778049.999999999880,1121300.000000000000,866519.999999999880,868590.000000000000,897070.000000000000,900330.000000000230,969640.000000000120,823340.000000000000,942100.000000000000,769230.000000000000,11665640.000000000000
FS( 185 ),780990.000000000000,1035110.000000000000,924659.999999999880,788549.999999999880,1116200.000000000200,866519.999999999880,868590.000000000000,903869.999999999880,895730.000000000000,981890.000000000120,823340.000000000000,945050.000000000000,769230.000000000000,11699740.000000000000
FS( 186 ),780990.000000000000,1035110.000000000000,920159.999999999880,782549.999999999880,1109400.000000000000,856169.999999999880,863990.000000000000,893670.000000000120,893430.000000000120,972089.999999999880,823340.000000000000,936200.000000000000,769230.000000000000,11636340.000000000000
FS( 187 ),780990.000000000000,1053110.000000000000,921960.000000000000,781049.999999999880,1100900.000000000000,876869.999999999880,861689.999999999880,893670.000000000120,898030.000000000120,974540.000000000000,819840.000000000000,939150.000000000000,769230.000000000000,11671040.000000000000
FS( 188 ),773990.000000000000,1045110.000000000000,920159.999999999880,766049.999999999880,1092400.000000000000,856169.999999999880,857090.000000000000,893670.000000000120,891130.000000000120,974540.000000000000,819840.000000000000,936200.000000000000,769230.000000000000,11595590.000000000000
FS( 189 ),771190.000000000120,1037110.000000000000,903960.000000000000,763049.999999999880,1080500.000000000000,852719.999999999880,852490.000000000000,890270.000000000000,881930.000000000120,974540.000000000000,816340.000000000000,933250.000000000000,769230.000000000000,11526590.000000000000
FS( 190 ),776790.000000000000,1039110.000000000000,906659.999999999880,769049.999999999880,1117900.000000000000,863069.999999999880,857090.000000000000,900470.000000000000,895730.000000000000,976990.000000000000,819840.000000000000,939150.000000000000,769230.000000000000,11631090.000000000000
FS( 191 ),773990.000000000000,1045110.000000000000,919260.000000000120,772049.999999999880,1112800.000000000000,859619.999999999880,850189.999999999880,903869.999999999880,893430.000000000120,974540.000000000000,816340.000000000000,936200.000000000000,769230.000000000000,11626640.000000000000
FS( 192 ),772589.999999999880,1045110.000000000000,915659.999999999880,793049.999999999880,1177400.000000000000,859619.999999999880,852490.000000000000,910670.000000000120,900330.000000000230,979440.000000000000,816340.000000000000,939150.000000000000,769230.000000000000,11731090.000000000000
FS( 193 ),766990.000000000000,1047110.000000000000,903960.000000000000,785549.999999999880,1148500.000000000000,866519.999999999880,852490.000000000000,900470.000000000000,895730.000000000000,974540.000000000000,816340.000000000000,933250.000000000000,769230.000000000000,11660690.000000000000
FS( 194 ),775390.000000000000,1047110.000000000000,908460.000000000000,790049.999999999880,1189300.000000000000,866519.999999999880,850189.999999999880,900470.000000000000,893430.000000000120,969640.000000000120,816340.000000000000,942100.000000000000,769230.000000000000,11718240.000000000000
FS( 195 ),782390.000000000000,1049110.000000000000,918360.000000000000,796049.999999999880,1304900.000000000000,869969.999999999880,854790.000000000120,910670.000000000120,900330.000000000230,967190.000000000000,823340.000000000000,942100.000000000000,769230.000000000000,11888440.000000000000
FS( 196 ),786589.999999999880,1055110.000000000000,914760.000000000120,790049.999999999880,1378000.000000000000,911369.999999999880,857090.000000000000,927670.000000000120,898030.000000000120,972089.999999999880,816340.000000000000,942100.000000000000,769230.000000000000,12018440.000000000000
FS( 197 ),785190.000000000120,1071110.000000000000,894960.000000000000,788549.999999999880,1328700.000000000200,880319.999999999880,854790.000000000120,914070.000000000000,893430.000000000120,967190.000000000000,823340.000000000000,933250.000000000000,769230.000000000000,11904140.000000000000
FS( 198 ),783790.000000000000,1053110.000000000000,876060.000000000000,796049.999999999880,1389900.000000000000,887219.999999999880,854790.000000000120,903869.999999999880,884230.000000000000,962290.000000000000,819840.000000000000,924400.000000000000,769230.000000000000,11904790.000000000000
FS( 199 ),775390.000000000000,1063110.000000000000,881460.000000000000,799049.999999999880,1476599.999999999800,883769.999999999880,852490.000000000000,910670.000000000120,886530.000000000120,959839.999999999880,816340.000000000000,927350.000000000000,769230.000000000000,12001840.000000000000
FS( 200 ),766990.000000000000,1057110.000000000000,860760.000000000120,790049.999999999880,1449400.000000000000,869969.999999999880,852490.000000000000,903869.999999999880,881930.000000000120,959839.999999999880,816340.000000000000,921450.000000000000,769230.000000000000,11899440.000000000000
FS( 201 ),778190.000000000120,1051110.000000000000,834659.999999999880,785549.999999999880,1449400.000000000000,859619.999999999880,845590.000000000000,897070.000000000000,872730.000000000000,952490.000000000000,816340.000000000000,921450.000000000000,769230.000000000000,11833440.000000000000
FS( 202 ),775390.000000000000,1051110.000000000000,836460.000000000000,785549.999999999880,1389900.000000000000,849269.999999999880,847890.000000000000,893670.000000000120,875030.000000000120,967190.000000000000,816340.000000000000,927350.000000000000,769230.000000000000,11784390.000000000000
FS( 203 ),769790.000000000000,1057110.000000000000,837360.000000000000,778049.999999999880,1449400.000000000000,852719.999999999880,847890.000000000000,893670.000000000120,879630.000000000120,967190.000000000000,816340.000000000000,933250.000000000000,769230.000000000000,11851640.000000000000
FS( 204 ),759990.000000000000,1049110.000000000000,836460.000000000000,770549.999999999880,1480000.000000000000,842369.999999999880,847890.000000000000,886869.999999999880,879630.000000000120,964740.000000000000,823340.000000000000,924400.000000000000,769230.000000000000,11834590.000000000000
FS( 205 ),761390.000000000000,1047110.000000000000,845460.000000000000,776549.999999999880,1480000.000000000000,849269.999999999880,845590.000000000000,893670.000000000120,875030.000000000120,962290.000000000000,823340.000000000000,927350.000000000000,769230.000000000000,11856290.000000000000
FS( 206 ),764190.000000000120,1053110.000000000000,854460.000000000000,772049.999999999880,1488500.000000000000,849269.999999999880,847890.000000000000,897070.000000000000,879630.000000000120,967190.000000000000,826840.000000000000,927350.000000000000,769230.000000000000,11896790.000000000000
FS( 207 ),765589.999999999880,1053110.000000000000,850860.000000000000,769049.999999999880,1563300.000000000000,849269.999999999880,847890.000000000000,897070.000000000000,877330.000000000230,964740.000000000000,826840.000000000000,927350.000000000000,769230.000000000000,11961640.000000000000
FS( 208 ),759990.000000000000,1049110.000000000000,855360.000000000000,758549.999999999880,1531000.000000000000,849269.999999999880,850189.999999999880,900470.000000000000,884230.000000000000,967190.000000000000,816340.000000000000,930300.000000000000,769230.000000000000,11921240.000000000000
FS( 209 ),759990.000000000000,1043110.000000000000,864360.000000000000,770549.999999999880,1505500.000000000000,863069.999999999880,854790.000000000120,897070.000000000000,881930.000000000120,967190.000000000000,819840.000000000000,936200.000000000000,769230.000000000000,11932840.000000000000
FS( 210 ),765589.999999999880,1037110.000000000000,866159.999999999880,775049.999999999880,1463000.000000000000,863069.999999999880,857090.000000000000,903869.999999999880,893430.000000000120,974540.000000000000,823340.000000000000,939150.000000000000,769230.000000000000,11930640.000000000000
FS( 211 ),769790.000000000000,1023110.000000000000,874260.000000000120,769049.999999999880,1480000.000000000000,852719.999999999880,861689.999999999880,910670.000000000120,891130.000000000120,984339.999999999880,823340.000000000000,945050.000000000000,769230.000000000000,11954390.000000000000
FS( 212 ),771190.000000000120,997110.000000000000,912960.000000000000,779549.999999999880,1481700.000000000200,845819.999999999880,857090.000000000000,917470.000000000000,891130.000000000120,989240.000000000000,819840.000000000000,953900.000000000120,769230.000000000000,11986240.000000000000
FS( 213 ),768390.000000000000,1005110.000000000000,912060.000000000000,781049.999999999880,1502099.999999999800,852719.999999999880,859390.000000000000,917470.000000000000,893430.000000000120,994140.000000000120,830340.000000000000,959800.000000000000,769230.000000000000,12045240.000000000000
FS( 214 ),772589.999999999880,999110.000000000000,910260.000000000120,781049.999999999880,1532700.000000000200,859619.999999999880,863990.000000000000,914070.000000000000,895730.000000000000,986790.000000000000,823340.000000000000,956849.999999999880,769230.000000000000,12065340.000000000000
FS( 215 ),771190.000000000120,985110.000000000000,903060.000000000000,782549.999999999880,1483400.000000000000,856169.999999999880,863990.000000000000,914070.000000000000,898030.000000000120,986790.000000000000,823340.000000000000,962750.000000000000,769230.000000000000,11999690.000000000000
FS( 216 ),771190.000000000120,979110.000000000000,896760.000000000120,799049.999999999880,1486800.000000000000,856169.999999999880,859390.000000000000,900470.000000000000,891130.000000000120,984339.999999999880,823340.000000000000,956849.999999999880,769230.000000000000,11973840.000000000000
FS( 217 ),766990.000000000000,981110.000000000000,899460.000000000000,797549.999999999880,1491900.000000000000,876869.999999999880,861689.999999999880,910670.000000000120,893430.000000000120,979440.000000000000,819840.000000000000,962750.000000000000,769230.000000000000,12010940.000000000000
FS( 218 ),765589.999999999880,975110.000000000000,905760.000000000120,802049.999999999880,1507200.000000000200,880319.999999999880,859390.000000000000,903869.999999999880,893430.000000000120,976990.000000000000,819840.000000000000,956849.999999999880,769230.000000000000,12015640.000000000000
