代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,13834220.000000000000
真實報酬,3834220.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,16137.772581857253
風險,177389.912653331590
起點值,0.090973451311
找到最佳解世代,1699
找到最佳解實驗#,1
找到最佳解次數,45

投資組合檔數,7
1101(0)[12],1216(2)[4],2301(13)[19],2330(20)[3],2412(27)[16],2881(33)[2],3008(42)[9],
Stock#,1101(0)[12],1216(2)[4],2301(13)[19],2330(20)[3],2412(27)[16],2881(33)[2],3008(42)[9],
張數,57,46,55,21,21,66,2,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,11551.000000000000,25111.000000000000,17821.000000000000,39211.000000000000,36901.000000000233,10231.000000000000,462591.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1407480.999999999800,1423971.000000000000,1401621.000000000000,1369351.000000000000,1423951.000000000200,1386331.000000000200,1417731.000000000000,9830440.000000000000
FS( 3 ),1409761.000000000000,1478711.000000000200,1396121.000000000000,1398961.000000000000,1428571.000000000000,1411411.000000000000,1457451.000000000000,9980990.000000000000
FS( 4 ),1449661.000000000200,1472731.000000000000,1403821.000000000000,1392031.000000000000,1439281.000000000200,1411411.000000000000,1486351.000000000000,10055290.000000000000
FS( 5 ),1464480.999999999800,1477331.000000000000,1428571.000000000000,1426891.000000000000,1440961.000000000200,1438471.000000000000,1480931.000000000000,10157640.000000000000
FS( 6 ),1464480.999999999800,1477331.000000000000,1401621.000000000000,1393711.000000000000,1431721.000000000200,1428571.000000000000,1475511.000000000000,10072950.000000000000
FS( 7 ),1462200.999999999800,1498951.000000000000,1438470.999999999800,1437180.999999999800,1444111.000000000200,1458271.000000000200,1497171.000000000000,10236360.000000000000
FS( 8 ),1460491.000000000000,1491131.000000000000,1423071.000000000000,1419961.000000000000,1436341.000000000200,1441110.999999999800,1491771.000000000000,10163880.000000000000
FS( 9 ),1443391.000000000200,1472731.000000000000,1426921.000000000200,1430251.000000000000,1434661.000000000200,1433851.000000000200,1489951.000000000000,10131760.000000000000
FS( 10 ),1443391.000000000200,1492971.000000000000,1423071.000000000000,1416391.000000000000,1433191.000000000200,1438471.000000000000,1473711.000000000000,10121200.000000000000
FS( 11 ),1468470.999999999800,1492971.000000000000,1443971.000000000000,1397281.000000000000,1430041.000000000200,1443751.000000000000,1502591.000000000000,10179080.000000000000
FS( 12 ),1500391.000000000200,1513211.000000000200,1470921.000000000200,1444111.000000000000,1439281.000000000200,1493251.000000000000,1573011.000000000000,10434180.000000000000
FS( 13 ),1498111.000000000000,1511831.000000000000,1470921.000000000200,1439071.000000000000,1442431.000000000500,1483351.000000000200,1562171.000000000000,10407890.000000000000
FS( 14 ),1504381.000000000200,1505391.000000000000,1484671.000000000200,1458180.999999999800,1451671.000000000200,1498531.000000000000,1585651.000000000000,10488480.000000000000
FS( 15 ),1485571.000000000000,1485151.000000000000,1473121.000000000000,1440751.000000000000,1454821.000000000000,1476091.000000000200,1554951.000000000000,10370460.000000000000
FS( 16 ),1468470.999999999800,1463071.000000000000,1446171.000000000000,1432141.000000000000,1448731.000000000500,1463551.000000000000,1567591.000000000000,10289730.000000000000
FS( 17 ),1454220.999999999800,1438231.000000000000,1426921.000000000200,1423321.000000000000,1447051.000000000200,1453651.000000000000,1544131.000000000000,10187530.000000000000
FS( 18 ),1470751.000000000000,1452031.000000000000,1440121.000000000000,1407781.000000000000,1459441.000000000200,1448370.999999999800,1511631.000000000000,10190130.000000000000
FS( 19 ),1481581.000000000000,1452031.000000000000,1440121.000000000000,1418071.000000000000,1474981.000000000500,1466190.999999999800,1567591.000000000000,10300570.000000000000
FS( 20 ),1494121.000000000200,1449271.000000000000,1397771.000000000000,1428571.000000000000,1471831.000000000200,1451011.000000000000,1554951.000000000000,10247530.000000000000
FS( 21 ),1500391.000000000200,1514591.000000000000,1453871.000000000000,1452930.999999999800,1490311.000000000000,1487971.000000000000,1578431.000000000000,10478500.000000000000
FS( 22 ),1489561.000000000000,1502171.000000000000,1465421.000000000000,1487581.000000000000,1488841.000000000200,1515690.999999999800,1558571.000000000000,10507840.000000000000
FS( 23 ),1534021.000000000000,1545871.000000000200,1488520.999999999800,1503331.000000000000,1501231.000000000500,1535491.000000000000,1553151.000000000000,10661620.000000000000
FS( 24 ),1536301.000000000000,1544491.000000000000,1480821.000000000000,1503331.000000000000,1505851.000000000200,1548031.000000000000,1556771.000000000000,10675600.000000000000
FS( 25 ),1523190.999999999800,1566570.999999999800,1494021.000000000000,1499761.000000000000,1507321.000000000000,1535491.000000000000,1549531.000000000000,10675890.000000000000
FS( 26 ),1540291.000000000000,1585431.000000000200,1500071.000000000000,1497870.999999999800,1509001.000000000200,1538130.999999999800,1513431.000000000000,10684230.000000000000
FS( 27 ),1540291.000000000000,1574391.000000000000,1490171.000000000000,1481701.000000000000,1512151.000000000200,1532851.000000000200,1500791.000000000000,10632350.000000000000
