代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,10943710.000000000000
真實報酬,943710.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,4865.378187159818
風險,121286.361796345110
起點值,0.040114800338
找到最佳解世代,1616
找到最佳解實驗#,1
找到最佳解次數,19

投資組合檔數,5
1216(2)[2],2412(24)[1],2884(33)[4],3045(42)[7],9999(50)[25],
Stock#,1216(2)[2],2412(24)[1],2884(33)[4],3045(42)[7],9999(50)[25],
張數,45,24,144,23,-1,
分配資金,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,
剩餘資金,26750.000000000000,76880.000000000000,1280.000000000000,64320.000000000233,2000000.000000000000,
FS( 1 ),2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,2000000.000000000000,10000000.000000000000
FS( 2 ),1960399.999999999800,1995680.000000000200,1979840.000000000000,1996090.000000000200,2000000.000000000000,9932010.000000000000
FS( 3 ),1966250.000000000000,2006240.000000000200,2000000.000000000000,2035650.000000000200,2000000.000000000000,10008140.000000000000
FS( 4 ),1972550.000000000200,2008160.000000000000,1995679.999999999800,2045310.000000000000,2000000.000000000000,10021700.000000000000
FS( 5 ),1946900.000000000000,2008160.000000000000,2010080.000000000000,2015870.000000000200,2000000.000000000000,9981010.000000000000
FS( 6 ),1974350.000000000200,2012480.000000000200,2010080.000000000000,2021850.000000000200,2000000.000000000000,10018760.000000000000
FS( 7 ),1980199.999999999800,2006240.000000000200,2005760.000000000000,2035650.000000000200,2000000.000000000000,10027850.000000000000
FS( 8 ),1974350.000000000200,1993760.000000000000,1964000.000000000000,2015870.000000000200,2000000.000000000000,9947980.000000000000
FS( 9 ),1948700.000000000000,1987519.999999999800,1959679.999999999800,2005980.000000000200,2000000.000000000000,9901880.000000000000
FS( 10 ),1937000.000000000200,1989440.000000000000,1959679.999999999800,2002070.000000000200,2000000.000000000000,9888190.000000000000
FS( 11 ),1952749.999999999800,1983200.000000000200,1943840.000000000000,1986200.000000000200,2000000.000000000000,9865990.000000000000
FS( 12 ),1924850.000000000000,1991600.000000000000,1948159.999999999800,2025760.000000000200,2000000.000000000000,9890370.000000000000
FS( 13 ),1877600.000000000200,1987519.999999999800,1928000.000000000000,1990110.000000000500,2000000.000000000000,9783230.000000000000
FS( 14 ),1897400.000000000000,1991600.000000000000,1938080.000000000000,2017710.000000000200,2000000.000000000000,9844790.000000000000
FS( 15 ),1918999.999999999800,2001920.000000000000,1974080.000000000000,2055200.000000000200,2000000.000000000000,9950200.000000000000
FS( 16 ),1944649.999999999800,2004079.999999999800,2015840.000000000000,2033580.000000000500,2000000.000000000000,9998150.000000000000
FS( 17 ),1924850.000000000000,1991600.000000000000,2010080.000000000000,2045310.000000000000,2000000.000000000000,9971840.000000000000
FS( 18 ),1984250.000000000000,2012480.000000000200,2021600.000000000000,2045310.000000000000,2000000.000000000000,10063640.000000000000
