代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12018570.000000000000
真實報酬,2018570.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,8643.089289722009
風險,187859.967455331150
起點值,0.046008148552
找到最佳解世代,1506
找到最佳解實驗#,1
找到最佳解次數,30

投資組合檔數,7
1216(2)[3],2330(17)[6],2357(21)[7],2412(24)[9],2454(26)[29],3045(41)[2],4904(45)[1],
Stock#,1216(2)[3],2330(17)[6],2357(21)[7],2412(24)[9],2454(26)[29],3045(41)[2],4904(45)[1],
張數,57,25,10,22,5,27,46,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,2431.000000000233,25571.000000000000,103271.000000000000,22331.000000000000,157121.000000000000,1621.000000000000,17291.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1439401.000000000200,1472321.000000000000,1463371.000000000000,1434731.000000000000,1452621.000000000000,1434780.999999999800,1448351.000000000000,10145580.000000000000
FS( 3 ),1453651.000000000200,1470321.000000000000,1455271.000000000000,1431651.000000000200,1458221.000000000200,1436941.000000000000,1441451.000000000000,10147510.000000000000
FS( 4 ),1442821.000000000000,1472321.000000000000,1463371.000000000000,1431651.000000000200,1454521.000000000000,1436941.000000000000,1441451.000000000000,10143080.000000000000
FS( 5 ),1426861.000000000000,1436571.000000000000,1425971.000000000000,1430111.000000000000,1469321.000000000000,1447201.000000000000,1445131.000000000000,10081170.000000000000
FS( 6 ),1398931.000000000200,1416571.000000000000,1423271.000000000000,1423951.000000000200,1439671.000000000000,1428571.000000000000,1436851.000000000000,9967820.000000000000
FS( 7 ),1434271.000000000500,1428571.000000000000,1428571.000000000000,1413171.000000000000,1445221.000000000000,1451250.999999999800,1423970.999999999800,10025030.000000000000
FS( 8 ),1425151.000000000200,1410821.000000000000,1393871.000000000000,1420871.000000000000,1413721.000000000000,1477981.000000000000,1422131.000000000000,9964550.000000000000
FS( 9 ),1410901.000000000200,1398821.000000000000,1375171.000000000000,1420871.000000000000,1402621.000000000000,1500661.000000000200,1418911.000000000000,9927960.000000000000
FS( 10 ),1412611.000000000000,1394821.000000000000,1375171.000000000000,1428571.000000000000,1343270.999999999800,1516861.000000000000,1417071.000000000000,9888380.000000000000
FS( 11 ),1412611.000000000000,1377071.000000000000,1372471.000000000000,1433191.000000000000,1302521.000000000000,1500661.000000000200,1410631.000000000000,9809160.000000000000
