代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11768765.708799999000
真實報酬,1768765.708799999200

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,7965.541213040417
風險,101706.749873128650
起點值,0.078318707686
找到最佳解世代,1659
找到最佳解實驗#,8
找到最佳解次數,3

投資組合檔數,7
1326(5)[2],2882(31)[29],2892(39)[1],3008(41)[9],3045(42)[27],4904(44)[24],9999(49)[45],
Stock#,1326(5)[2],2882(31)[29],2892(39)[1],3008(41)[9],3045(42)[27],4904(44)[24],9999(49)[45],
張數,22,42,111,0,15,22,-1,
分配資金,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,
剩餘資金,2531.000000000000,18631.000000000000,9991.000000000000,1428571.000000000000,73621.000000000000,32231.000000000000,1428571.000000000000,
FS( 1 ),1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,1428571.000000000000,10000000.000000000000
FS( 2 ),1428571.000000000000,1428571.000000000000,1415251.000000000000,1428571.000000000000,1424371.000000000000,1424610.999999999800,1428571.000000000000,9978520.000000000000
FS( 3 ),1400851.000000000200,1382790.999999999800,1391940.999999999800,1428571.000000000000,1424371.000000000000,1418451.000000000000,1428571.000000000000,9875550.000000000000
FS( 4 ),1416691.000000000000,1352551.000000000000,1415251.000000000000,1428571.000000000000,1417621.000000000000,1438471.000000000000,1428571.000000000000,9897730.000000000000
FS( 5 ),1422631.000000000000,1415131.000000000000,1434121.000000000000,1428571.000000000000,1429921.000000000000,1426591.000000000200,1428571.000000000000,9985540.000000000000
FS( 6 ),1420651.000000000000,1390350.999999999800,1415251.000000000000,1428571.000000000000,1450171.000000000000,1412511.000000000000,1428571.000000000000,9946080.000000000000
FS( 7 ),1446611.000000000000,1424790.999999999800,1424131.000000000000,1428571.000000000000,1456921.000000000000,1422631.000000000000,1428571.000000000000,10032230.000000000000
FS( 8 ),1442431.000000000000,1428571.000000000000,1438561.000000000000,1428571.000000000000,1443421.000000000000,1410531.000000000000,1428571.000000000000,10020660.000000000000
FS( 9 ),1434511.000000000000,1424790.999999999800,1438561.000000000000,1428571.000000000000,1443421.000000000000,1412511.000000000000,1428571.000000000000,10010940.000000000000
FS( 10 ),1438470.999999999800,1432350.999999999800,1438561.000000000000,1428571.000000000000,1456921.000000000000,1394691.000000000000,1428571.000000000000,10018140.000000000000
FS( 11 ),1450571.000000000000,1413451.000000000000,1434121.000000000000,1428571.000000000000,1429921.000000000000,1392491.000000000000,1428571.000000000000,9977700.000000000000
FS( 12 ),1450571.000000000000,1424790.999999999800,1434121.000000000000,1428571.000000000000,1456921.000000000000,1410531.000000000000,1428571.000000000000,10034080.000000000000
FS( 13 ),1486210.999999999800,1439911.000000000200,1447440.999999999800,1428571.000000000000,1463821.000000000000,1420651.000000000000,1428571.000000000000,10115180.000000000000
FS( 14 ),1488191.000000000000,1430671.000000000000,1461871.000000000000,1428571.000000000000,1477321.000000000000,1426591.000000000200,1428571.000000000000,10141790.000000000000
FS( 15 ),1502051.000000000000,1474350.999999999800,1470751.000000000000,1428571.000000000000,1477321.000000000000,1420651.000000000000,1428571.000000000000,10202270.000000000000
FS( 16 ),1519871.000000000000,1521811.000000000000,1484071.000000000000,1428571.000000000000,1484071.000000000000,1438471.000000000000,1428571.000000000000,10305440.000000000000
FS( 17 ),1531751.000000000000,1518031.000000000000,1484071.000000000000,1428571.000000000000,1456921.000000000000,1432531.000000000000,1428571.000000000000,10280450.000000000000
FS( 18 ),1559470.999999999800,1527691.000000000000,1489621.000000000000,1428571.000000000000,1477321.000000000000,1436491.000000000000,1428571.000000000000,10347740.000000000000
FS( 19 ),1581470.999999999800,1529790.999999999800,1484071.000000000000,1428571.000000000000,1470570.999999999800,1410531.000000000000,1428571.000000000000,10333580.000000000000
FS( 20 ),1553531.000000000000,1523911.000000000200,1484071.000000000000,1428571.000000000000,1456921.000000000000,1436491.000000000000,1428571.000000000000,10312070.000000000000
FS( 21 ),1533730.999999999800,1514251.000000000000,1489621.000000000000,1428571.000000000000,1463821.000000000000,1428571.000000000000,1428571.000000000000,10287140.000000000000
FS( 22 ),1549571.000000000000,1520131.000000000000,1484071.000000000000,1428571.000000000000,1470570.999999999800,1436491.000000000000,1428571.000000000000,10317980.000000000000
FS( 23 ),1533730.999999999800,1525591.000000000000,1489621.000000000000,1428571.000000000000,1470570.999999999800,1438471.000000000000,1428571.000000000000,10315130.000000000000
FS( 24 ),1527791.000000000000,1489471.000000000200,1484071.000000000000,1428571.000000000000,1470570.999999999800,1442430.999999999800,1428571.000000000000,10271480.000000000000
FS( 25 ),1535710.999999999800,1505011.000000000000,1489621.000000000000,1428571.000000000000,1463821.000000000000,1454531.000000000200,1428571.000000000000,10305840.000000000000
FS( 26 ),1549571.000000000000,1510471.000000000200,1498501.000000000000,1428571.000000000000,1490821.000000000000,1472571.000000000000,1428571.000000000000,10379080.000000000000
FS( 27 ),1585431.000000000000,1520131.000000000000,1502940.999999999800,1428571.000000000000,1470570.999999999800,1468391.000000000000,1428571.000000000000,10404610.000000000000
FS( 28 ),1565411.000000000000,1508790.999999999800,1498501.000000000000,1428571.000000000000,1484071.000000000000,1458491.000000000000,1428571.000000000000,10372410.000000000000
FS( 29 ),1567391.000000000000,1495350.999999999800,1498501.000000000000,1428571.000000000000,1497721.000000000000,1448591.000000000000,1428571.000000000000,10364700.000000000000
FS( 30 ),1567391.000000000000,1491571.000000000000,1498501.000000000000,1428571.000000000000,1497721.000000000000,1472571.000000000000,1428571.000000000000,10384900.000000000000
FS( 31 ),1583451.000000000000,1463011.000000000000,1494061.000000000000,1428571.000000000000,1497721.000000000000,1480491.000000000000,1428571.000000000000,10375880.000000000000
FS( 32 ),1561451.000000000000,1463011.000000000000,1489621.000000000000,1428571.000000000000,1490821.000000000000,1474551.000000000200,1428571.000000000000,10336600.000000000000
FS( 33 ),1567391.000000000000,1463011.000000000000,1489621.000000000000,1428571.000000000000,1490821.000000000000,1470591.000000000000,1428571.000000000000,10338580.000000000000
FS( 34 ),1559470.999999999800,1439911.000000000200,1479631.000000000000,1428571.000000000000,1477321.000000000000,1462451.000000000000,1428571.000000000000,10275930.000000000000
FS( 35 ),1591371.000000000000,1464691.000000000000,1489621.000000000000,1428571.000000000000,1490821.000000000000,1462451.000000000000,1428571.000000000000,10356100.000000000000
FS( 36 ),1593351.000000000200,1487790.999999999800,1484071.000000000000,1428571.000000000000,1490821.000000000000,1472571.000000000000,1428571.000000000000,10385750.000000000000
FS( 37 ),1611171.000000000000,1457131.000000000000,1484071.000000000000,1428571.000000000000,1490821.000000000000,1454531.000000000200,1428571.000000000000,10354870.000000000000
FS( 38 ),1563431.000000000000,1421011.000000000000,1466311.000000000000,1428571.000000000000,1463821.000000000000,1440451.000000000000,1428571.000000000000,10212170.000000000000
FS( 39 ),1561451.000000000000,1405891.000000000000,1451881.000000000000,1428571.000000000000,1484071.000000000000,1444631.000000000000,1428571.000000000000,10205070.000000000000
FS( 40 ),1591371.000000000000,1402111.000000000000,1456321.000000000000,1428571.000000000000,1484071.000000000000,1444631.000000000000,1428571.000000000000,10235650.000000000000
FS( 41 ),1599291.000000000000,1386571.000000000000,1461871.000000000000,1428571.000000000000,1511221.000000000200,1468391.000000000000,1428571.000000000000,10284490.000000000000
FS( 42 ),1609191.000000000000,1382790.999999999800,1466311.000000000000,1428571.000000000000,1504471.000000000000,1460471.000000000000,1428571.000000000000,10280380.000000000000
FS( 43 ),1634931.000000000000,1403790.999999999800,1489621.000000000000,1428571.000000000000,1504471.000000000000,1476531.000000000200,1428571.000000000000,10366490.000000000000
