代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,14027220.000000000000
真實報酬,4027220.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,16199.055827385611
風險,191016.556499963280
起點值,0.084804459489
找到最佳解世代,1345
找到最佳解實驗#,24
找到最佳解次數,1

投資組合檔數,6
1326(5)[3],2325(16)[29],2412(24)[5],2891(37)[6],2912(39)[7],3045(40)[12],
Stock#,1326(5)[3],2325(16)[29],2412(24)[5],2891(37)[6],2912(39)[7],3045(40)[12],
張數,32,74,30,175,20,34,
分配資金,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,
剩餘資金,15146.000000000000,14986.000000000000,24166.000000000000,4166.000000000000,865.999999999767,22086.000000000000,
FS( 1 ),1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,1666666.000000000000,10000000.000000000000
FS( 2 ),1675946.000000000000,1691826.000000000000,1673866.000000000000,1654416.000000000000,1690466.000000000000,1651025.999999999800,10037550.000000000000
FS( 3 ),1687466.000000000000,1697006.000000000000,1678666.000000000000,1654416.000000000000,1700466.000000000000,1645926.000000000000,10063950.000000000000
FS( 4 ),1704106.000000000000,1682206.000000000000,1676266.000000000000,1640416.000000000000,1725065.999999999500,1645926.000000000000,10073990.000000000000
FS( 5 ),1708586.000000000000,1694786.000000000000,1678666.000000000000,1645666.000000000200,1733265.999999999800,1645926.000000000000,10106900.000000000000
FS( 6 ),1710826.000000000000,1679246.000000000000,1664266.000000000200,1694666.000000000000,1831865.999999999800,1643206.000000000000,10224080.000000000000
FS( 7 ),1694506.000000000000,1661486.000000000000,1645066.000000000000,1670166.000000000000,1881065.999999999800,1617366.000000000000,10169660.000000000000
FS( 8 ),1692266.000000000000,1654086.000000000000,1647466.000000000000,1636916.000000000000,1798865.999999999800,1602066.000000000000,10031670.000000000000
FS( 9 ),1666666.000000000000,1625966.000000000000,1651366.000000000000,1673665.999999999800,1757865.999999999800,1599346.000000000000,9974880.000000000000
FS( 10 ),1685226.000000000000,1617826.000000000000,1656466.000000000000,1687665.999999999800,1741465.999999999800,1622466.000000000000,10011120.000000000000
