代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,12989450.000000000000
真實報酬,2989450.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,11171.327398973410
風險,151319.429245334120
起點值,0.073826126986
找到最佳解世代,1779
找到最佳解實驗#,5
找到最佳解次數,25

投資組合檔數,8
1326(5)[24],2382(24)[1],2412(26)[28],2474(28)[11],2882(33)[5],2891(38)[7],3008(41)[4],9999(49)[33],
Stock#,1326(5)[24],2382(24)[1],2412(26)[28],2474(28)[11],2882(33)[5],2891(38)[7],3008(41)[4],9999(49)[33],
張數,21,27,16,9,41,107,1,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,55730.000000000000,22040.000000000233,61680.000000000000,80360.000000000000,27379.999999999767,9870.000000000233,495490.000000000000,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1246430.000000000000,1264310.000000000200,1252560.000000000000,1250000.000000000000,1254509.999999999500,1254280.000000000200,1248140.000000000000,1250000.000000000000,10020230.000000000000
FS( 3 ),1269110.000000000000,1258100.000000000200,1251280.000000000000,1319660.000000000000,1227449.999999999800,1257490.000000000500,1277870.000000000000,1250000.000000000000,10110960.000000000000
FS( 4 ),1293260.000000000000,1272410.000000000500,1251280.000000000000,1265480.000000000200,1222939.999999999800,1254280.000000000200,1276010.000000000000,1250000.000000000000,10085660.000000000000
FS( 5 ),1320980.000000000000,1313450.000000000000,1258800.000000000000,1292570.000000000000,1230319.999999999800,1260700.000000000200,1277870.000000000000,1250000.000000000000,10204690.000000000000
FS( 6 ),1329590.000000000000,1303190.000000000200,1262640.000000000000,1296440.000000000000,1230319.999999999800,1254280.000000000200,1285310.000000000000,1250000.000000000000,10211770.000000000000
FS( 7 ),1333160.000000000000,1315610.000000000200,1262640.000000000000,1319660.000000000000,1240980.000000000000,1257490.000000000500,1280660.000000000000,1250000.000000000000,10260200.000000000000
FS( 8 ),1327910.000000000000,1284830.000000000500,1261360.000000000000,1323530.000000000000,1240980.000000000000,1260700.000000000200,1263940.000000000000,1250000.000000000000,10213250.000000000000
FS( 9 ),1327910.000000000000,1264310.000000000200,1262640.000000000000,1300310.000000000000,1233189.999999999800,1250000.000000000000,1285310.000000000000,1250000.000000000000,10173670.000000000000
FS( 10 ),1343450.000000000000,1270520.000000000200,1277520.000000000000,1311920.000000000000,1265169.999999999800,1257490.000000000500,1332700.000000000000,1250000.000000000000,10308770.000000000000
FS( 11 ),1369490.000000000000,1333970.000000000200,1281360.000000000000,1331270.000000000000,1277059.999999999800,1277820.000000000200,1384730.000000000000,1250000.000000000000,10505700.000000000000
FS( 12 ),1352270.000000000000,1338020.000000000200,1281360.000000000000,1342970.000000000000,1256149.999999999800,1281030.000000000200,1377300.000000000000,1250000.000000000000,10479100.000000000000
FS( 13 ),1340090.000000000000,1360700.000000000000,1281360.000000000000,1335140.000000000000,1295509.999999999500,1291730.000000000500,1373580.000000000000,1250000.000000000000,10528110.000000000000
FS( 14 ),1347020.000000000000,1354490.000000000200,1288880.000000000000,1335140.000000000000,1265169.999999999800,1294940.000000000200,1407030.000000000000,1250000.000000000000,10542670.000000000000
FS( 15 ),1343450.000000000000,1342070.000000000200,1290160.000000000000,1311920.000000000000,1265169.999999999800,1298150.000000000200,1390310.000000000000,1250000.000000000000,10491230.000000000000
