代數,10000
粒子數,10
旋轉角度上界,0.00125
旋轉角度下界,0.00045
實驗次數,50

初始資金,10000000.000000000000
最後資金,11856800.000000000000
真實報酬,1856800.000000000000

夏普值報酬,0.000000000000
夏普值風險,0.000000000000
夏普值,0.000000000000

預期報酬,6744.788130477823
風險,149997.804282866710
起點值,0.044965912419
找到最佳解世代,1750
找到最佳解實驗#,1
找到最佳解次數,50

投資組合檔數,8
1216(2)[4],2330(17)[9],2357(21)[7],2412(24)[8],2454(26)[24],3045(41)[2],4904(45)[1],9999(49)[12],
Stock#,1216(2)[4],2330(17)[9],2357(21)[7],2412(24)[8],2454(26)[24],3045(41)[2],4904(45)[1],9999(49)[12],
張數,49,21,8,19,4,22,40,-1,
分配資金,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,
剩餘資金,5400.000000000000,6380.000000000000,125600.000000000000,36850.000000000000,249160.000000000000,16900.000000000000,21200.000000000000,1250000.000000000000,
FS( 1 ),1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,1250000.000000000000,10000000.000000000000
FS( 2 ),1236280.000000000000,1236560.000000000000,1262800.000000000000,1247340.000000000000,1269280.000000000000,1238340.000000000000,1240000.000000000000,1250000.000000000000,9980600.000000000000
FS( 3 ),1250000.000000000000,1253150.000000000000,1273520.000000000000,1250000.000000000000,1279640.000000000000,1250000.000000000000,1252800.000000000000,1250000.000000000000,10059110.000000000000
FS( 4 ),1240690.000000000000,1256510.000000000000,1262800.000000000000,1250000.000000000000,1279640.000000000000,1238340.000000000000,1241200.000000000000,1250000.000000000000,10019180.000000000000
FS( 5 ),1287730.000000000200,1264910.000000000000,1250000.000000000000,1257979.999999999800,1316720.000000000000,1251539.999999999800,1250000.000000000000,1250000.000000000000,10128880.000000000000
FS( 6 ),1280380.000000000000,1246640.000000000000,1245680.000000000000,1260640.000000000000,1294480.000000000000,1246700.000000000000,1256800.000000000000,1250000.000000000000,10081320.000000000000
FS( 7 ),1283319.999999999800,1256510.000000000000,1256400.000000000000,1269950.000000000200,1287080.000000000000,1244940.000000000000,1258400.000000000000,1250000.000000000000,10106600.000000000000
FS( 8 ),1284789.999999999800,1268270.000000000000,1237200.000000000000,1283249.999999999800,1294480.000000000000,1264960.000000000000,1262800.000000000000,1250000.000000000000,10145750.000000000000
FS( 9 ),1260289.999999999800,1271630.000000000000,1247840.000000000000,1265960.000000000000,1294480.000000000000,1258360.000000000000,1262800.000000000000,1250000.000000000000,10111360.000000000000
FS( 10 ),1276950.000000000000,1254830.000000000000,1258560.000000000000,1267290.000000000000,1273720.000000000000,1259900.000000000000,1259600.000000000000,1250000.000000000000,10100850.000000000000
FS( 11 ),1275480.000000000200,1266590.000000000000,1254240.000000000000,1263300.000000000000,1241080.000000000000,1255060.000000000000,1261200.000000000000,1250000.000000000000,10066950.000000000000
FS( 12 ),1284789.999999999800,1261550.000000000000,1228640.000000000000,1275270.000000000000,1257400.000000000000,1280140.000000000000,1268400.000000000000,1250000.000000000000,10106190.000000000000
FS( 13 ),1284789.999999999800,1259870.000000000000,1228640.000000000000,1273940.000000000000,1227760.000000000000,1280140.000000000000,1281200.000000000000,1250000.000000000000,10086340.000000000000
FS( 14 ),1281850.000000000000,1264910.000000000000,1228640.000000000000,1268620.000000000000,1192160.000000000000,1271779.999999999800,1268400.000000000000,1250000.000000000000,10026360.000000000000
FS( 15 ),1237750.000000000000,1258190.000000000000,1220080.000000000000,1269950.000000000200,1168440.000000000000,1273320.000000000000,1269600.000000000000,1250000.000000000000,9947330.000000000000
FS( 16 ),1252940.000000000000,1253150.000000000000,1250000.000000000000,1269950.000000000200,1180320.000000000000,1281680.000000000000,1282400.000000000000,1250000.000000000000,10020440.000000000000
FS( 17 ),1246569.999999999800,1248320.000000000000,1252160.000000000000,1276600.000000000000,1168440.000000000000,1275079.999999999800,1276800.000000000000,1250000.000000000000,9993970.000000000000
FS( 18 ),1252940.000000000000,1243279.999999999800,1301280.000000000000,1275270.000000000000,1161040.000000000000,1271779.999999999800,1279600.000000000000,1250000.000000000000,10035190.000000000000
FS( 19 ),1239220.000000000000,1239920.000000000000,1348320.000000000000,1275270.000000000000,1166960.000000000000,1280140.000000000000,1275200.000000000000,1250000.000000000000,10075030.000000000000
FS( 20 ),1224030.000000000000,1258190.000000000000,1365440.000000000000,1273940.000000000000,1189200.000000000000,1283440.000000000000,1275200.000000000000,1250000.000000000000,10119440.000000000000
FS( 21 ),1260289.999999999800,1284860.000000000000,1408160.000000000000,1280589.999999999800,1198080.000000000000,1311820.000000000000,1282400.000000000000,1250000.000000000000,10276200.000000000000
FS( 22 ),1268130.000000000000,1289900.000000000000,1406000.000000000000,1293890.000000000000,1227760.000000000000,1315120.000000000000,1310800.000000000200,1250000.000000000000,10361600.000000000000
FS( 23 ),1252940.000000000000,1279820.000000000000,1378240.000000000000,1301870.000000000000,1199600.000000000000,1333600.000000000000,1319200.000000000000,1250000.000000000000,10315270.000000000000
FS( 24 ),1252940.000000000000,1293260.000000000000,1408160.000000000000,1313839.999999999800,1196600.000000000000,1382220.000000000200,1324800.000000000200,1250000.000000000000,10421820.000000000000
FS( 25 ),1242160.000000000000,1298300.000000000000,1423120.000000000000,1336450.000000000200,1178840.000000000000,1372100.000000000000,1319200.000000000000,1250000.000000000000,10420170.000000000000
FS( 26 ),1252940.000000000000,1298300.000000000000,1393200.000000000000,1336450.000000000200,1186240.000000000000,1363740.000000000000,1322000.000000000200,1250000.000000000000,10402870.000000000000
FS( 27 ),1239220.000000000000,1288220.000000000000,1378240.000000000000,1325810.000000000000,1175840.000000000000,1353620.000000000000,1320800.000000000200,1250000.000000000000,10331750.000000000000
FS( 28 ),1216190.000000000000,1261550.000000000000,1344080.000000000000,1323150.000000000000,1156600.000000000000,1353620.000000000000,1288000.000000000200,1250000.000000000000,10193190.000000000000
FS( 29 ),1202470.000000000000,1251470.000000000000,1348320.000000000000,1336450.000000000200,1144720.000000000000,1367039.999999999800,1299600.000000000000,1250000.000000000000,10200070.000000000000
FS( 30 ),1211780.000000000000,1276670.000000000000,1348320.000000000000,1347089.999999999800,1150640.000000000000,1377160.000000000000,1302400.000000000000,1250000.000000000000,10264060.000000000000
FS( 31 ),1243630.000000000000,1289900.000000000000,1331200.000000000000,1357540.000000000000,1150640.000000000000,1427320.000000000000,1322000.000000000200,1250000.000000000000,10372230.000000000000
FS( 32 ),1229910.000000000000,1264910.000000000000,1339760.000000000000,1352220.000000000200,1131360.000000000000,1407300.000000000000,1305200.000000000000,1250000.000000000000,10280660.000000000000
FS( 33 ),1224030.000000000000,1243279.999999999800,1320560.000000000000,1352220.000000000200,1143240.000000000000,1395420.000000000000,1296800.000000000000,1250000.000000000000,10225550.000000000000
FS( 34 ),1229910.000000000000,1254830.000000000000,1305600.000000000000,1335120.000000000000,1123960.000000000000,1395420.000000000000,1284000.000000000000,1250000.000000000000,10178840.000000000000
FS( 35 ),1243630.000000000000,1271630.000000000000,1297040.000000000000,1349560.000000000000,1174360.000000000000,1413900.000000000000,1288000.000000000200,1250000.000000000000,10288120.000000000000
FS( 36 ),1225500.000000000000,1256510.000000000000,1303440.000000000000,1343100.000000000000,1201080.000000000000,1433920.000000000000,1281200.000000000000,1250000.000000000000,10294750.000000000000
FS( 37 ),1222560.000000000000,1243279.999999999800,1316240.000000000000,1345760.000000000000,1192160.000000000000,1390579.999999999800,1282400.000000000000,1250000.000000000000,10242980.000000000000
FS( 38 ),1225500.000000000000,1221650.000000000000,1324800.000000000000,1341770.000000000000,1171400.000000000000,1383760.000000000200,1300800.000000000000,1250000.000000000000,10219680.000000000000
FS( 39 ),1226970.000000000000,1206529.999999999800,1320560.000000000000,1331130.000000000200,1171400.000000000000,1363740.000000000000,1305200.000000000000,1250000.000000000000,10175530.000000000000
FS( 40 ),1234810.000000000000,1214930.000000000000,1314080.000000000000,1327140.000000000000,1165480.000000000000,1365500.000000000000,1303600.000000000000,1250000.000000000000,10175540.000000000000
FS( 41 ),1250000.000000000000,1247900.000000000000,1326960.000000000000,1343100.000000000000,1189200.000000000000,1387060.000000000000,1305200.000000000000,1250000.000000000000,10299420.000000000000
FS( 42 ),1271069.999999999800,1261760.000000000000,1344080.000000000000,1349560.000000000000,1174360.000000000000,1388160.000000000000,1319200.000000000000,1250000.000000000000,10358190.000000000000
FS( 43 ),1286260.000000000200,1272260.000000000000,1348320.000000000000,1378819.999999999800,1178840.000000000000,1375840.000000000000,1360399.999999999800,1250000.000000000000,10450740.000000000000
FS( 44 ),1276950.000000000000,1284440.000000000000,1369680.000000000000,1378819.999999999800,1180320.000000000000,1354720.000000000200,1360399.999999999800,1250000.000000000000,10455330.000000000000
FS( 45 ),1304390.000000000000,1279190.000000000000,1393200.000000000000,1392120.000000000000,1165480.000000000000,1338880.000000000000,1353200.000000000000,1250000.000000000000,10476460.000000000000
FS( 46 ),1289200.000000000000,1272260.000000000000,1378240.000000000000,1412069.999999999800,1165480.000000000000,1358240.000000000000,1353200.000000000000,1250000.000000000000,10478690.000000000000
FS( 47 ),1294100.000000000000,1251470.000000000000,1339760.000000000000,1405420.000000000000,1152120.000000000000,1356480.000000000000,1376000.000000000000,1250000.000000000000,10425350.000000000000
FS( 48 ),1372990.000000000000,1267010.000000000000,1335520.000000000000,1412069.999999999800,1164840.000000000000,1356480.000000000000,1386000.000000000000,1250000.000000000000,10544910.000000000000
FS( 49 ),1360740.000000000000,1246220.000000000000,1309840.000000000000,1392120.000000000000,1122000.000000000000,1358240.000000000000,1384399.999999999800,1250000.000000000000,10423560.000000000000
FS( 50 ),1356330.000000000000,1228790.000000000000,1297040.000000000000,1405420.000000000000,1080720.000000000000,1347680.000000000000,1367599.999999999800,1250000.000000000000,10333580.000000000000
FS( 51 ),1368580.000000000000,1261760.000000000000,1286320.000000000000,1432020.000000000000,1033120.000000000000,1342400.000000000000,1393200.000000000000,1250000.000000000000,10367400.000000000000
FS( 52 ),1374460.000000000200,1235720.000000000000,1267120.000000000000,1425370.000000000000,1068040.000000000000,1349440.000000000000,1391599.999999999800,1250000.000000000000,10361750.000000000000
FS( 53 ),1404839.999999999800,1221860.000000000000,1322640.000000000000,1438670.000000000000,1083880.000000000000,1356480.000000000000,1404399.999999999800,1250000.000000000000,10482770.000000000000
FS( 54 ),1459720.000000000000,1218290.000000000000,1320560.000000000000,1471920.000000000000,1045800.000000000000,1382880.000000000000,1402800.000000000000,1250000.000000000000,10551970.000000000000
FS( 55 ),1440120.000000000000,1197500.000000000000,1348320.000000000000,1491870.000000000000,1072800.000000000000,1370560.000000000000,1410399.999999999800,1250000.000000000000,10581570.000000000000
FS( 56 ),1458250.000000000000,1251470.000000000000,1386800.000000000000,1498520.000000000000,1112480.000000000000,1374079.999999999800,1434399.999999999800,1250000.000000000000,10766000.000000000000
FS( 57 ),1464130.000000000000,1251470.000000000000,1378240.000000000000,1491870.000000000000,1109280.000000000000,1374079.999999999800,1428400.000000000000,1250000.000000000000,10747470.000000000000
FS( 58 ),1496470.000000000000,1258400.000000000000,1391040.000000000000,1430310.000000000000,1128320.000000000000,1374079.999999999800,1424000.000000000000,1250000.000000000000,10752620.000000000000
FS( 59 ),1467560.000000000000,1258400.000000000000,1378240.000000000000,1409220.000000000200,1107680.000000000000,1372320.000000000000,1392400.000000000000,1250000.000000000000,10635820.000000000000
FS( 60 ),1469030.000000000000,1288010.000000000000,1412480.000000000000,1432970.000000000200,1141040.000000000000,1372320.000000000000,1400000.000000000000,1250000.000000000000,10765850.000000000000
FS( 61 ),1471970.000000000000,1282760.000000000000,1403920.000000000000,1427460.000000000000,1128320.000000000000,1372320.000000000000,1400000.000000000000,1250000.000000000000,10736750.000000000000
FS( 62 ),1473440.000000000000,1275830.000000000000,1453040.000000000000,1435819.999999999800,1093400.000000000000,1384640.000000000000,1458400.000000000000,1250000.000000000000,10824570.000000000000
FS( 63 ),1444530.000000000000,1258400.000000000000,1392800.000000000000,1435819.999999999800,1069600.000000000000,1414779.999999999800,1444800.000000000200,1250000.000000000000,10710730.000000000000
FS( 64 ),1465600.000000000000,1268900.000000000000,1480240.000000000000,1435819.999999999800,1058520.000000000000,1483420.000000000000,1440399.999999999800,1250000.000000000000,10882900.000000000000
FS( 65 ),1446000.000000000000,1247900.000000000000,1567600.000000000000,1432970.000000000200,1069600.000000000000,1460540.000000000000,1441599.999999999800,1250000.000000000000,10916210.000000000000
FS( 66 ),1414150.000000000000,1225220.000000000000,1521200.000000000000,1431640.000000000000,1047400.000000000000,1448220.000000000200,1432800.000000000000,1250000.000000000000,10770630.000000000000
FS( 67 ),1371520.000000000000,1223540.000000000000,1469280.000000000000,1435819.999999999800,1002960.000000000000,1449980.000000000000,1455200.000000000000,1250000.000000000000,10658300.000000000000
FS( 68 ),1302920.000000000000,1164529.999999999800,1401040.000000000000,1409220.000000000200,960120.000000000000,1405760.000000000200,1380399.999999999800,1250000.000000000000,10273990.000000000000
FS( 69 ),1315170.000000000000,1140170.000000000000,1403760.000000000000,1361720.000000000200,982320.000000000000,1333600.000000000000,1328400.000000000000,1250000.000000000000,10115140.000000000000
FS( 70 ),1362210.000000000200,1106990.000000000000,1425600.000000000000,1361720.000000000200,1033120.000000000000,1321279.999999999800,1316400.000000000000,1250000.000000000000,10177320.000000000000
FS( 71 ),1444039.999999999800,1150460.000000000000,1392800.000000000000,1377110.000000000200,1061680.000000000000,1331840.000000000000,1343200.000000000000,1250000.000000000000,10351130.000000000000
FS( 72 ),1428850.000000000000,1160960.000000000000,1384640.000000000000,1377110.000000000200,1087080.000000000000,1338880.000000000000,1350800.000000000200,1250000.000000000000,10378320.000000000000
FS( 73 ),1405330.000000000000,1138279.999999999800,1338160.000000000000,1378440.000000000000,1064840.000000000000,1368800.000000000000,1362800.000000000000,1250000.000000000000,10306650.000000000000
FS( 74 ),1478830.000000000000,1167890.000000000000,1409200.000000000000,1414920.000000000000,1095000.000000000000,1389920.000000000000,1389600.000000000000,1250000.000000000000,10595360.000000000000
FS( 75 ),1505780.000000000000,1154029.999999999800,1420160.000000000000,1407890.000000000000,1082320.000000000000,1375840.000000000000,1386400.000000000000,1250000.000000000000,10582420.000000000000
FS( 76 ),1505780.000000000000,1150460.000000000000,1452880.000000000000,1407890.000000000000,1061680.000000000000,1368800.000000000000,1371599.999999999800,1250000.000000000000,10569090.000000000000
FS( 77 ),1465600.000000000000,1126310.000000000000,1444720.000000000000,1409220.000000000200,1055320.000000000000,1358240.000000000000,1371599.999999999800,1250000.000000000000,10481010.000000000000
FS( 78 ),1398960.000000000200,1117490.000000000000,1360080.000000000000,1407890.000000000000,1049000.000000000000,1367039.999999999800,1361200.000000000000,1250000.000000000000,10311660.000000000000
FS( 79 ),1355350.000000000000,1136600.000000000000,1409200.000000000000,1423280.000000000000,1102920.000000000000,1400480.000000000000,1356800.000000000000,1250000.000000000000,10434630.000000000000
FS( 80 ),1432280.000000000000,1167890.000000000000,1444720.000000000000,1456910.000000000000,1112480.000000000000,1421820.000000000000,1352000.000000000200,1250000.000000000000,10638100.000000000000
FS( 81 ),1388670.000000000000,1180070.000000000000,1450160.000000000000,1456910.000000000000,1137840.000000000000,1404000.000000000000,1364000.000000000000,1250000.000000000000,10631650.000000000000
FS( 82 ),1353880.000000000000,1171460.000000000000,1480240.000000000000,1456910.000000000000,1141040.000000000000,1404000.000000000000,1414800.000000000200,1250000.000000000000,10672330.000000000000
FS( 83 ),1373970.000000000000,1187000.000000000000,1458400.000000000000,1449880.000000000200,1177520.000000000000,1402240.000000000000,1404399.999999999800,1250000.000000000000,10703410.000000000000
FS( 84 ),1425420.000000000000,1213250.000000000000,1502080.000000000000,1449880.000000000200,1166400.000000000000,1402240.000000000000,1404399.999999999800,1250000.000000000000,10813670.000000000000
FS( 85 ),1421990.000000000000,1206110.000000000000,1485680.000000000000,1435819.999999999800,1169600.000000000000,1402240.000000000000,1386400.000000000000,1250000.000000000000,10757840.000000000000
FS( 86 ),1430319.999999999800,1213250.000000000000,1463840.000000000000,1434490.000000000000,1174360.000000000000,1402240.000000000000,1407599.999999999800,1250000.000000000000,10776100.000000000000
FS( 87 ),1445510.000000000200,1199180.000000000000,1496560.000000000000,1435819.999999999800,1169600.000000000000,1382880.000000000000,1410399.999999999800,1250000.000000000000,10789950.000000000000
FS( 88 ),1425420.000000000000,1180070.000000000000,1488400.000000000000,1428790.000000000000,1180680.000000000000,1374079.999999999800,1395600.000000000000,1250000.000000000000,10723040.000000000000
FS( 89 ),1375440.000000000000,1164529.999999999800,1458400.000000000000,1419100.000000000000,1153720.000000000000,1382880.000000000000,1383600.000000000000,1250000.000000000000,10587670.000000000000
FS( 90 ),1362210.000000000200,1155710.000000000000,1411920.000000000000,1410740.000000000000,1118800.000000000000,1379360.000000000000,1365600.000000000000,1250000.000000000000,10454340.000000000000
FS( 91 ),1369069.999999999800,1199180.000000000000,1455600.000000000000,1442850.000000000000,1145800.000000000000,1405760.000000000200,1440399.999999999800,1250000.000000000000,10708660.000000000000
FS( 92 ),1387200.000000000000,1201070.000000000000,1472000.000000000000,1430310.000000000000,1148960.000000000000,1409500.000000000000,1428400.000000000000,1250000.000000000000,10727440.000000000000
FS( 93 ),1405330.000000000000,1211360.000000000000,1480240.000000000000,1435819.999999999800,1145800.000000000000,1405760.000000000200,1434399.999999999800,1250000.000000000000,10768710.000000000000
FS( 94 ),1360740.000000000000,1195820.000000000000,1425600.000000000000,1430310.000000000000,1148960.000000000000,1393440.000000000000,1380399.999999999800,1250000.000000000000,10585270.000000000000
FS( 95 ),1335750.000000000000,1174820.000000000000,1422880.000000000000,1432970.000000000200,1136280.000000000000,1398720.000000000200,1401599.999999999800,1250000.000000000000,10553020.000000000000
FS( 96 ),1330360.000000000000,1208000.000000000000,1472000.000000000000,1442850.000000000000,1190240.000000000000,1404000.000000000000,1435600.000000000000,1250000.000000000000,10733050.000000000000
FS( 97 ),1352410.000000000000,1242650.000000000000,1499360.000000000000,1442850.000000000000,1236240.000000000000,1400480.000000000000,1435600.000000000000,1250000.000000000000,10859590.000000000000
FS( 98 ),1367110.000000000000,1244540.000000000000,1512960.000000000000,1435819.999999999800,1231480.000000000000,1400480.000000000000,1394000.000000000000,1250000.000000000000,10836390.000000000000
FS( 99 ),1370539.999999999800,1232360.000000000000,1502080.000000000000,1432970.000000000200,1285440.000000000000,1391680.000000000000,1390800.000000000200,1250000.000000000000,10855870.000000000000
FS( 100 ),1370539.999999999800,1258400.000000000000,1502080.000000000000,1421950.000000000200,1325120.000000000000,1370560.000000000000,1390800.000000000200,1250000.000000000000,10889450.000000000000
FS( 101 ),1333789.999999999800,1206110.000000000000,1450160.000000000000,1414920.000000000000,1353680.000000000000,1356480.000000000000,1374399.999999999800,1250000.000000000000,10739540.000000000000
FS( 102 ),1255390.000000000000,1180070.000000000000,1387360.000000000000,1403710.000000000000,1277520.000000000000,1321279.999999999800,1362800.000000000000,1250000.000000000000,10438130.000000000000
FS( 103 ),1255390.000000000000,1174820.000000000000,1354560.000000000000,1414920.000000000000,1220360.000000000000,1337120.000000000000,1422400.000000000000,1250000.000000000000,10429570.000000000000
FS( 104 ),1335750.000000000000,1221860.000000000000,1409200.000000000000,1432970.000000000200,1287040.000000000000,1337120.000000000000,1422400.000000000000,1250000.000000000000,10696340.000000000000
FS( 105 ),1313700.000000000000,1228790.000000000000,1409200.000000000000,1442850.000000000000,1306080.000000000000,1337120.000000000000,1424000.000000000000,1250000.000000000000,10711740.000000000000
FS( 106 ),1328890.000000000000,1228790.000000000000,1409200.000000000000,1449880.000000000200,1291800.000000000000,1337120.000000000000,1400000.000000000000,1250000.000000000000,10695680.000000000000
FS( 107 ),1335750.000000000000,1223540.000000000000,1387360.000000000000,1456910.000000000000,1320360.000000000000,1337120.000000000000,1380399.999999999800,1250000.000000000000,10691440.000000000000
FS( 108 ),1265680.000000000000,1199180.000000000000,1299920.000000000000,1456910.000000000000,1280680.000000000000,1337120.000000000000,1410399.999999999800,1250000.000000000000,10499890.000000000000
FS( 109 ),1230400.000000000000,1208000.000000000000,1234400.000000000000,1463749.999999999800,1287040.000000000000,1337120.000000000000,1441599.999999999800,1250000.000000000000,10452310.000000000000
